fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_hagedornj,results_feehand,results_roodb,results_absentee_hagedornj,results_absentee_feehand,results_absentee_roodb,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
27091,Martin,10883,5268,33,37,Merged into voters' home precincts and released with cumulative results,89,12249,89%,89% reported,edison,4,unknown,2561,6664,3551,668,2772,2221,275,2020-11-11T00:28:44Z,28.60425,R+29,Hagedorn +29,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27099,Mower,19096,0,37,40,Merged into voters' home precincts and released with cumulative results,93,20564,93%,93% reported,edison,2,unknown,3704,8674,9156,1266,0,0,0,2020-11-06T00:58:36Z,2.52409,D+3,Feehan +3,democrat,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27103,Nicollet,18878,0,25,28,Merged into voters' home precincts and released with cumulative results,90,20961,90%,90% reported,edison,4,some,3144,7947,9914,1017,0,0,0,2020-11-09T17:58:38Z,10.41954,D+10,Feehan +10,democrat,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27105,Nobles,8583,0,34,40,Merged into voters' home precincts and released with cumulative results,100,8583,>98%,>98% reported,edison,6,all,2156,5017,3113,453,0,0,0,2020-11-04T10:43:51Z,22.18339,R+22,Hagedorn +22,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27109,Olmsted,89503,50966,81,84,Merged into voters' home precincts and released with cumulative results,96,92758,96%,96% reported,edison,4,unknown,20940,36392,48668,4443,14322,35021,1623,2020-11-04T10:43:51Z,13.71574,D+14,Feehan +14,democrat,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27131,Rice,20019,0,17,18,Merged into voters' home precincts and released with cumulative results,93,21480,93%,93% reported,edison,4,all,6332,10777,7784,1458,0,0,0,2020-11-10T18:28:44Z,14.9508,R+15,Hagedorn +15,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27133,Rock,5127,0,22,24,Merged into voters' home precincts and released with cumulative results,100,5121,>98%,>98% reported,edison,6,all,1205,3277,1618,232,0,0,0,2020-11-10T01:44:13Z,32.3581,R+32,Hagedorn +32,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27147,Steele,20717,0,24,26,Merged into voters' home precincts and released with cumulative results,93,22279,93%,93% reported,edison,4,some,3939,11120,8297,1300,0,0,0,2020-11-09T17:58:38Z,13.62649,R+14,Hagedorn +14,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27161,Waseca,10287,0,20,22,Merged into voters' home precincts and released with cumulative results,100,10281,>98%,>98% reported,edison,6,none,1668,5847,3874,566,0,0,0,2020-11-06T21:08:37Z,19.17955,R+19,Hagedorn +19,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27165,Watonwan,5103,0,18,21,Merged into voters' home precincts and released with cumulative results,88,5816,88%,88% reported,edison,2,unknown,905,2699,2113,291,0,0,0,2020-11-06T21:38:35Z,11.48344,R+11,Hagedorn +11,republican,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
27169,Winona,26617,0,43,49,Merged into voters' home precincts and released with cumulative results,88,30247,88%,88% reported,edison,2,unknown,4157,11580,13478,1559,0,0,0,2020-11-10T01:08:37Z,7.13078,D+7,Feehan +7,democrat,MN-G-H-1-2020-11-03,mn-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,tossup,1,District 1,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",368462,56234,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,636,698,91% reporting,91%,92,399000,edison,92%,92% reported,edison,republican,FALSE,2020-11-11T00:28:49Z,TRUE,3.05866,11270,R+3,Hagedorn +3,republican,7,0,1604617878027
