fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_hawkinsh,results_la_rivag,results_hammonsb,results_blankenshipd,results_de_la_fuenter,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_hammonsb,results_absentee_blankenshipd,results_absentee_de_la_fuenter,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
34021,Mercer,177069,0,239,243,None,98,180008,98%,98% reported,edison,4,some,,21542,,,122532,51461,1427,645,564,125,91,88,136,0,0,0,0,0,0,0,0,0,2020-11-24T13:24:24Z,40.13746,D+40,Biden +40,democrat,-40.13746,158058,-37.1,155355,-36.7,new-jersey,2020-11-28T00:47:51.620189Z
34023,Middlesex,375681,0,615,615,Other,100,375017,>98%,>98% reported,edison,4,some,,56703,,,226245,143461,2554,1330,1221,249,198,247,176,0,0,0,0,0,0,0,0,0,2020-11-24T13:24:24Z,22.03572,D+22,Biden +22,democrat,-22.03572,328557,-21.3,301860,-27.58,new-jersey,2020-11-28T00:47:51.620189Z
34025,Monmouth,378390,0,511,511,Merged into voters' home precincts and released with cumulative results,100,361534,>98%,>98% reported,edison,2,some,,47571,,,181291,191808,2708,239,1414,181,340,227,182,0,0,0,0,0,0,0,0,0,2020-11-24T13:24:25Z,2.77941,R+3,Trump +3,republican,2.77941,317750,9.3,284557,5.05,new-jersey,2020-11-28T00:47:51.620189Z
34027,Morris,300917,0,396,396,Merged into voters' home precincts and released with cumulative results,100,287978,>98%,>98% reported,edison,2,unknown,,33525,,,153881,141134,2436,1595,1005,253,224,207,182,0,0,0,0,0,0,0,0,0,2020-11-24T13:24:25Z,4.23605,D+4,Biden +4,democrat,-4.23605,253537,4.3,227885,10.88,new-jersey,2020-11-28T00:47:51.620189Z
34029,Ocean,342746,269888,413,413,Released as a separate subtotal as first report of the night,100,315516,>98%,>98% reported,edison,4,some,,43803,,,119456,217740,2469,1230,1050,49,494,140,118,99692,166501,1562,817,714,33,367,109,93,2020-11-24T13:24:25Z,28.67546,R+29,Trump +29,republican,28.67546,276725,33.2,251853,17.54,new-jersey,2020-11-28T00:47:51.620189Z
34031,Passaic,224330,111703,284,284,None,100,224022,>98%,>98% reported,edison,2,some,,17333,,,129097,92009,1103,623,805,161,108,145,279,67604,42806,422,252,334,65,45,63,112,2020-11-24T13:24:25Z,16.53279,D+17,Biden +17,democrat,-16.53279,196228,-22.4,181988,-28.25,new-jersey,2020-11-28T00:47:51.620189Z
34033,Salem,33969,0,45,45,None,100,33926,>98%,>98% reported,edison,4,some,,3501,,,14452,18781,406,120,93,17,40,40,20,0,0,0,0,0,0,0,0,0,2020-11-24T13:24:26Z,12.74397,R+13,Trump +13,republican,12.74397,29853,15,29622,-1.3,new-jersey,2020-11-28T00:47:51.620189Z
34035,Somerset,186826,0,265,265,Released as a separate subtotal as first report of the night,100,180656,>98%,>98% reported,edison,2,some,,24227,,,111113,71994,1641,1029,620,116,133,115,65,0,0,0,0,0,0,0,0,0,2020-11-24T13:24:26Z,20.93873,D+21,Biden +21,democrat,-20.93873,157092,-12.8,143180,-5.58,new-jersey,2020-11-28T00:47:51.620189Z
34037,Sussex,88148,76645,119,119,Merged into voters' home precincts and released with cumulative results,100,85245,>98%,>98% reported,edison,4,some,,9122,,,34417,51566,1090,390,351,90,91,103,50,30875,44055,859,306,281,71,75,82,41,2020-11-24T13:24:26Z,19.45478,R+19,Trump +19,republican,19.45478,75158,29.9,68194,21.29,new-jersey,2020-11-28T00:47:51.620189Z
34039,Union,254041,122637,429,431,Merged into voters' home precincts and released with cumulative results,100,147759,>98%,>98% reported,edison,6,all,,25247,,,170245,80002,1427,1050,792,57,61,116,291,88914,32365,480,398,292,21,19,45,103,2020-11-24T13:24:26Z,35.52301,D+36,Biden +36,democrat,-35.52301,223570,-35.5,210088,-34,new-jersey,2020-11-28T00:47:51.620189Z
34041,Warren,61057,53340,22,22,Merged into voters' home precincts and released with cumulative results,100,56621,>98%,>98% reported,edison,4,some,,7469,,,24901,34769,655,270,263,41,91,40,27,22315,29867,546,227,211,34,82,36,22,2020-11-24T13:24:27Z,16.16195,R+16,Trump +16,republican,16.16195,49683,25.3,45415,15.41,new-jersey,2020-11-28T00:47:51.620189Z
