fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_comerj,results_rhodesj,results_absentee_comerj,results_absentee_rhodesj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,results_write_ins,results_absentee_write_ins,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
21057,Cumberland,3244,0,9,10,Merged into voters' home precincts and released with cumulative results,87,3710,87%,87% reported,edison,4,unknown,507,2835,409,0,0,2020-11-14T16:39:25Z,74.78422,R+75,Comer +75,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21075,Fulton,2376,378,9,11,Released as a separate subtotal as first report of the night,82,2882,82%,82% reported,edison,4,unknown,237,1623,753,175,203,2020-11-14T16:39:27Z,36.61616,R+37,Comer +37,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21083,Graves,16674,0,25,30,"As a precinct in the FIRST cumulative report, along with regular precincts",100,16580,>98%,>98% reported,edison,6,all,998,13343,3331,0,0,2020-11-14T16:39:28Z,60.04558,R+60,Comer +60,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21101,Henderson,20388,0,38,45,Released as a precinct as first report of the night,86,23843,86%,86% reported,edison,4,unknown,1430,12988,7400,0,0,2020-11-14T16:39:28Z,27.40828,R+27,Comer +27,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21105,Hickman,2173,1541,5,6,None,83,2610,83%,83% reported,edison,4,unknown,141,1742,431,1214,327,2020-11-14T16:39:30Z,60.33134,R+60,Comer +60,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21107,Hopkins,21090,15951,43,50,Merged into voters' home precincts and released with cumulative results,86,24613,86%,86% reported,edison,4,all,1408,15440,5650,11321,4630,2020-11-14T16:39:31Z,46.4201,R+46,Comer +46,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21139,Livingston,4966,0,9,10,Released as a precinct as first report of the night,88,5618,88%,88% reported,edison,2,unknown,274,3981,985,0,0,2020-11-14T16:39:31Z,60.33025,R+60,Comer +60,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21141,Logan,12157,0,18,20,None,92,13188,92%,92% reported,edison,4,unknown,738,9099,3058,0,0,2020-11-14T16:39:32Z,49.69154,R+50,Comer +50,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21143,Lyon,4196,3562,5,6,Released as a precinct as first report of the night,88,4793,88%,88% reported,edison,4,some,624,3164,1032,2632,930,2020-11-14T16:39:33Z,50.8103,R+51,Comer +51,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21155,Marion,8604,0,15,17,Released as a separate subtotal as first report of the night,88,9812,88%,88% reported,edison,2,unknown,666,5885,2719,0,0,2020-11-14T16:39:44Z,36.79684,R+37,Comer +37,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21157,Marshall,17406,0,22,25,Released as a precinct as first report of the night,86,20192,86%,86% reported,edison,4,all,1222,13442,3964,0,0,2020-11-14T16:39:37Z,54.45249,R+54,Comer +54,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
21145,McCracken,33115,7703,47,54,Released as a precinct as first report of the night,87,37866,87%,87% reported,edison,4,unknown,2509,22705,10410,3485,4218,2020-11-14T16:39:35Z,37.12819,R+37,Comer +37,republican,,,KY-G-H-1-2020-11-03,ky-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",328498,45924,9,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,552,633,87% reporting,87%,87,376000,edison,87%,87% reported,edison,republican,FALSE,2020-11-14T16:40:25Z,TRUE,49.92633,164007,R+50,Comer +50,republican,"","",3,0,1604448477069
