fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_blankenshipd,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_blankenshipd,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
37037,Chatham,48599,43581,18,18,Released as a precinct as first report of the night,100,48599,>98%,>98% reported,edison,10,some,,39498,,,21186,26787,366,90,60,110,17713,25368,289,75,50,86,2020-11-18T03:22:23Z,11.52493,D+12,Biden +12,democrat,-11.52493,39849,-9.9,35434,-4.79,north-carolina,2020-11-21T00:43:00.246561Z
37039,Cherokee,16423,11402,16,16,Released as a precinct as first report of the night,100,16423,>98%,>98% reported,edison,10,unknown,,10581,,,12628,3583,95,49,39,29,8385,2927,45,29,16,0,2020-11-18T03:22:47Z,55.0752,R+55,Trump +55,republican,55.0752,14181,56.3,12867,45.85,north-carolina,2020-11-21T00:43:00.246561Z
37041,Chowan,7784,6634,6,6,Released as a precinct as first report of the night,100,7784,>98%,>98% reported,edison,10,unknown,,8195,,,4471,3247,47,7,5,7,3731,2861,32,7,3,0,2020-11-18T03:29:01Z,15.72456,R+16,Trump +16,republican,15.72456,7228,14.1,7505,4.46,north-carolina,2020-11-21T00:43:00.246561Z
37043,Clay,6893,5222,9,9,Released as a precinct as first report of the night,100,6893,>98%,>98% reported,edison,10,all,,5792,,,5112,1699,46,14,11,11,3700,1482,26,8,6,0,2020-11-18T03:29:24Z,49.514,R+50,Trump +50,republican,49.514,6010,51.1,5642,42.43,north-carolina,2020-11-21T00:43:00.246561Z
37045,Cleveland,51308,41583,21,21,Released as a precinct as first report of the night,100,51308,>98%,>98% reported,edison,10,all,,35936,,,33798,16955,329,81,74,71,26607,14581,231,59,52,53,2020-11-18T03:29:51Z,32.82724,R+33,Trump +33,republican,32.82724,44673,30.3,43340,20.15,north-carolina,2020-11-21T00:43:00.246561Z
37047,Columbus,26446,19093,26,26,Released as a precinct as first report of the night,100,26446,>98%,>98% reported,edison,10,unknown,,20755,,,16832,9446,88,23,33,24,11290,7716,48,15,24,0,2020-11-18T03:30:17Z,27.92861,R+28,Trump +28,republican,27.92861,23732,21.9,24243,7.8,north-carolina,2020-11-21T00:43:00.246561Z
37049,Craven,53065,44782,21,21,Released as a precinct as first report of the night,100,53065,>98%,>98% reported,edison,10,unknown,,49498,,,31032,21148,626,92,73,94,25479,18742,431,76,54,0,2020-11-18T03:30:39Z,18.62621,R+19,Trump +19,republican,18.62621,47001,21.5,46170,17.68,north-carolina,2020-11-21T00:43:00.246561Z
37051,Cumberland,147150,122284,75,75,Released as a separate subtotal as first report of the night,100,147150,>98%,>98% reported,edison,10,unknown,,132574,,,60032,84469,1645,423,244,337,46877,73743,1166,312,186,0,2020-11-18T03:31:03Z,16.60686,D+17,Biden +17,democrat,-16.60686,127506,-16,127641,-19.68,north-carolina,2020-11-21T00:43:00.246561Z
37053,Currituck,16147,10173,11,11,Released as a precinct as first report of the night,100,16147,>98%,>98% reported,edison,10,some,,6061,,,11657,4195,209,29,24,33,6898,3149,100,15,11,0,2020-11-18T03:31:24Z,46.21292,R+46,Trump +46,republican,46.21292,12669,49.3,11304,34.8,north-carolina,2020-11-21T00:43:00.246561Z
37055,Dare,24232,19011,16,16,Released as a separate subtotal as first report of the night,100,24232,>98%,>98% reported,edison,10,unknown,,12962,,,13938,9936,223,47,31,57,10186,8664,118,26,17,0,2020-11-18T03:31:46Z,16.51535,R+17,Trump +17,republican,16.51535,19609,21.6,17974,15.88,north-carolina,2020-11-21T00:43:00.246561Z
37057,Davidson,88514,66594,43,43,Released as a precinct as first report of the night,100,88514,>98%,>98% reported,edison,10,unknown,,62552,,,64658,22636,703,187,189,141,48257,17668,424,119,126,0,2020-11-18T03:32:15Z,47.47498,R+47,Trump +47,republican,47.47498,74856,48.4,70935,40.54,north-carolina,2020-11-21T00:43:00.246561Z
37059,Davie,25311,20164,14,14,Released as a precinct as first report of the night,100,25311,>98%,>98% reported,edison,10,some,,19566,,,18228,6713,213,53,32,72,14123,5825,160,36,20,0,2020-11-18T03:32:37Z,45.49405,R+45,Trump +45,republican,45.49405,21756,47.5,20670,43.31,north-carolina,2020-11-21T00:43:00.246561Z
37061,Duplin,22715,16814,19,19,Released as a precinct as first report of the night,100,22715,>98%,>98% reported,edison,10,all,,15685,,,13793,8767,84,33,17,21,9537,7195,49,21,12,0,2020-11-18T03:33:01Z,22.12635,R+22,Trump +22,republican,22.12635,20856,18.9,20592,11.57,north-carolina,2020-11-21T00:43:00.246561Z
37063,Durham,179914,162475,57,57,Released as a separate subtotal as first report of the night,100,179914,>98%,>98% reported,edison,10,unknown,,171389,,,32459,144688,1504,519,206,538,27119,133631,1157,413,155,0,2020-11-18T03:33:25Z,62.37925,D+62,Biden +62,democrat,-62.37925,156134,-59.5,146735,-52.79,north-carolina,2020-11-21T00:43:00.246561Z
37065,Edgecombe,25477,20327,21,21,Released as a precinct as first report of the night,100,25477,>98%,>98% reported,edison,10,unknown,,28931,,,9206,16089,97,33,27,25,6589,13634,60,24,20,0,2020-11-18T03:33:48Z,27.01652,D+27,Biden +27,democrat,-27.01652,24886,-32,26972,-36.2,north-carolina,2020-11-21T00:43:00.246561Z
37067,Forsyth,201262,168484,101,101,Released as a precinct as first report of the night,100,201262,>98%,>98% reported,edison,10,unknown,,181062,,,85060,113029,1785,499,298,591,67110,99588,1203,362,221,0,2020-11-18T03:34:15Z,13.89681,D+14,Biden +14,democrat,-13.89681,178312,-10.4,174069,-7.21,north-carolina,2020-11-21T00:43:00.246561Z
37069,Franklin,37357,30170,18,18,Released as a separate subtotal as first report of the night,100,37357,>98%,>98% reported,edison,10,unknown,,25408,,,20904,15882,333,75,73,90,15815,14009,238,49,59,0,2020-11-18T03:34:36Z,13.44326,R+13,Trump +13,republican,13.44326,30368,11.5,28389,4.11,north-carolina,2020-11-21T00:43:00.246561Z
37071,Gaston,115498,95763,46,46,Released as a precinct as first report of the night,100,115498,>98%,>98% reported,edison,10,some,,96085,,,73033,40959,910,225,142,229,59580,35346,583,155,99,0,2020-11-18T03:34:59Z,27.77018,R+28,Trump +28,republican,27.77018,96431,31.8,90483,25.38,north-carolina,2020-11-21T00:43:00.246561Z
37073,Gates,5971,4385,6,6,Released as a precinct as first report of the night,100,5971,>98%,>98% reported,edison,10,unknown,,3654,,,3367,2546,41,4,7,6,2194,2165,19,3,4,0,2020-11-18T03:35:18Z,13.74979,R+14,Trump +14,republican,13.74979,5392,9.1,5396,-4.11,north-carolina,2020-11-21T00:43:00.246561Z
37075,Graham,4665,3478,4,4,Released as a precinct as first report of the night,100,4665,>98%,>98% reported,edison,10,some,,3416,,,3710,905,26,5,13,6,2712,735,19,3,9,0,2020-11-18T03:35:38Z,60.12862,R+60,Trump +60,republican,60.12862,4168,60.3,3947,41.32,north-carolina,2020-11-21T00:43:00.246561Z
37077,Granville,31598,26705,15,15,Released as a separate subtotal as first report of the night,100,31598,>98%,>98% reported,edison,10,unknown,,28165,,,16647,14565,244,55,31,56,13630,12837,176,37,25,0,2020-11-18T03:36:06Z,6.58902,R+7,Trump +7,republican,6.58902,27353,2.5,26275,-4.54,north-carolina,2020-11-21T00:43:00.246561Z
37079,Greene,8753,6671,10,10,Released as a precinct as first report of the night,100,8753,>98%,>98% reported,edison,10,all,,7894,,,4874,3832,26,8,4,9,3403,3241,17,6,4,0,2020-11-18T03:36:29Z,11.90449,R+12,Trump +12,republican,11.90449,8095,9.5,8236,7.69,north-carolina,2020-11-21T00:43:00.246561Z
37081,Guilford,284486,237941,165,165,Released as a precinct as first report of the night,100,284486,>98%,>98% reported,edison,10,unknown,,278304,,,107294,173086,2232,704,423,747,84933,150669,1535,506,298,0,2020-11-18T03:36:52Z,23.12662,D+23,Biden +23,democrat,-23.12662,257405,-19.9,253852,-16.38,north-carolina,2020-11-21T00:43:00.246561Z
37083,Halifax,25759,20282,19,19,"As a precinct in the FIRST cumulative report, along with regular precincts",100,25759,>98%,>98% reported,edison,10,some,,24816,,,10080,15545,62,31,24,17,7484,12726,37,20,15,0,2020-11-18T03:37:15Z,21.21589,D+21,Biden +21,democrat,-21.21589,25167,-26.7,26079,-32.26,north-carolina,2020-11-21T00:43:00.246561Z
37085,Harnett,58293,48836,13,13,Released as a precinct as first report of the night,100,58293,>98%,>98% reported,edison,10,unknown,,39147,,,35177,22093,708,125,80,110,29015,19156,510,90,65,0,2020-11-18T03:37:40Z,22.44523,R+22,Trump +22,republican,22.44523,46065,23.6,43415,18.97,north-carolina,2020-11-21T00:43:00.246561Z
37087,Haywood,36542,29155,29,29,Released as a separate subtotal as first report of the night,100,36542,>98%,>98% reported,edison,10,unknown,,25560,,,22834,13144,334,89,56,85,17227,11593,224,62,49,0,2020-11-18T03:38:02Z,26.51743,R+27,Trump +27,republican,26.51743,30727,27.5,27974,13.58,north-carolina,2020-11-21T00:43:00.246561Z
37089,Henderson,68371,56513,35,35,Released as a separate subtotal as first report of the night,100,68371,>98%,>98% reported,edison,10,unknown,,53818,,,40032,27211,670,175,131,152,31538,24295,453,128,99,0,2020-11-18T03:38:29Z,18.7521,R+19,Trump +19,republican,18.7521,58176,27.5,52392,27.39,north-carolina,2020-11-21T00:43:00.246561Z
37091,Hertford,10634,8536,13,13,Released as a precinct as first report of the night,100,10634,>98%,>98% reported,edison,10,all,,10362,,,3479,7097,28,9,7,14,2486,6015,21,7,7,0,2020-11-18T03:38:47Z,34.02295,D+34,Biden +34,democrat,-34.02295,10186,-37.4,10918,-44.29,north-carolina,2020-11-21T00:43:00.246561Z
37093,Hoke,21639,17667,15,15,Released as a precinct as first report of the night,98,22016,98%,98% reported,edison,10,unknown,,17363,,,9453,11804,262,50,31,39,7212,10221,172,40,22,0,2020-11-18T03:39:10Z,10.86464,D+11,Biden +11,democrat,-10.86464,18230,-10.8,17089,-19.06,north-carolina,2020-11-21T00:43:00.246561Z
37095,Hyde,2492,1235,7,7,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,2492,>98%,>98% reported,edison,10,all,,1194,,,1418,1046,17,6,1,4,547,680,3,1,1,3,2020-11-18T03:39:36Z,14.92777,R+15,Trump +15,republican,14.92777,2304,14,2383,1.26,north-carolina,2020-11-21T00:43:00.246561Z
37097,Iredell,102371,82806,29,29,Released as a precinct as first report of the night,100,102371,>98%,>98% reported,edison,10,unknown,,70424,,,67010,33888,907,178,150,238,52525,29239,605,157,101,179,2020-11-18T03:40:02Z,32.35487,R+32,Trump +32,republican,32.35487,82567,36.4,76365,30.41,north-carolina,2020-11-21T00:43:00.246561Z
37099,Jackson,21428,17481,13,13,Released as a precinct as first report of the night,100,21428,>98%,>98% reported,edison,10,all,,15877,,,11356,9591,257,102,58,64,8627,8554,179,78,43,0,2020-11-18T03:40:22Z,8.23689,R+8,Trump +8,republican,8.23689,18713,11.5,16701,0.95,north-carolina,2020-11-21T00:43:00.246561Z
37101,Johnston,111362,91684,36,36,Released as a precinct as first report of the night,100,111362,>98%,>98% reported,edison,10,unknown,,69318,,,68354,41261,1164,215,150,218,54373,36194,835,169,113,0,2020-11-18T03:40:48Z,24.32877,R+24,Trump +24,republican,24.32877,85909,30.3,76691,27.56,north-carolina,2020-11-21T00:43:00.246561Z
37103,Jones,5525,3807,7,7,Released as a separate subtotal as first report of the night,100,5525,>98%,>98% reported,edison,10,all,,3869,,,3280,2197,34,5,5,4,2112,1668,19,4,4,0,2020-11-18T03:41:06Z,19.60181,R+20,Trump +20,republican,19.60181,5135,17.7,5230,9.27,north-carolina,2020-11-21T00:43:00.246561Z
37105,Lee,29008,28851,10,10,Released as a precinct as first report of the night,100,29008,>98%,>98% reported,edison,10,unknown,,27472,,,16469,12143,235,65,47,49,16388,12076,231,62,47,47,2020-11-18T03:41:34Z,14.91313,R+15,Trump +15,republican,14.91313,25084,12.9,24239,9.72,north-carolina,2020-11-21T00:43:00.246561Z
37107,Lenoir,28409,23724,22,22,Released as a separate subtotal as first report of the night,100,28409,>98%,>98% reported,edison,10,unknown,,31206,,,14590,13605,126,29,30,29,11753,11844,84,21,22,0,2020-11-18T03:41:58Z,3.46721,R+3,Trump +3,republican,3.46721,26807,3.7,28086,0.11,north-carolina,2020-11-21T00:43:00.246561Z
37109,Lincoln,50217,41612,23,23,Released as a precinct as first report of the night,100,50217,>98%,>98% reported,edison,10,unknown,,32125,,,36341,13274,373,87,59,83,29494,11758,255,59,46,0,2020-11-18T03:42:20Z,45.93464,R+46,Trump +46,republican,45.93464,40023,47.2,36775,38.73,north-carolina,2020-11-21T00:43:00.246561Z
37113,Macon,20743,16610,15,15,Released as a separate subtotal as first report of the night,100,20743,>98%,>98% reported,edison,10,unknown,,16526,,,14211,6230,169,31,24,78,10984,5472,116,19,19,0,2020-11-18T03:43:04Z,38.47563,R+38,Trump +38,republican,38.47563,17734,40.9,16861,30.38,north-carolina,2020-11-21T00:43:00.246561Z
37115,Madison,13076,10394,12,12,Released as a separate subtotal as first report of the night,100,13076,>98%,>98% reported,edison,10,unknown,,9320,,,7979,4901,103,37,19,37,5935,4349,73,24,13,0,2020-11-18T03:43:26Z,23.53931,R+24,Trump +24,republican,23.53931,11269,25.4,10113,9.1,north-carolina,2020-11-21T00:43:00.246561Z
37117,Martin,12540,8883,13,13,Released as a precinct as first report of the night,100,12540,>98%,>98% reported,edison,10,all,,9738,,,6532,5911,59,13,16,9,3991,4838,37,9,8,0,2020-11-18T03:43:46Z,4.95215,R+5,Trump +5,republican,4.95215,11964,0.4,12652,-4.65,north-carolina,2020-11-21T00:43:00.246561Z
37111,McDowell,23003,17162,17,17,Released as a precinct as first report of the night,100,23003,>98%,>98% reported,edison,10,all,,16757,,,16883,5832,184,45,21,38,12173,4837,112,27,13,0,2020-11-18T03:42:43Z,48.04156,R+48,Trump +48,republican,48.04156,19875,49.8,18099,31.74,north-carolina,2020-11-21T00:43:00.246561Z
37119,Mecklenburg,567053,497034,195,195,Released as a precinct as first report of the night,100,567053,>98%,>98% reported,edison,10,unknown,,448198,,,179211,378107,5427,1611,763,1934,148581,342550,4060,1239,604,0,2020-11-18T03:44:14Z,35.07538,D+35,Biden +35,democrat,-35.07538,472857,-29.4,448900,-22.41,north-carolina,2020-11-21T00:43:00.246561Z
37121,Mitchell,9041,7362,9,9,Merged into voters' home precincts and released with cumulative results,100,9041,>98%,>98% reported,edison,10,some,,7526,,,7090,1867,47,11,12,14,5644,1675,27,6,10,0,2020-11-18T03:52:23Z,57.77016,R+58,Trump +58,republican,57.77016,8096,57.9,7765,51.1,north-carolina,2020-11-21T00:43:00.246561Z
37123,Montgomery,12849,9050,14,14,Released as a separate subtotal as first report of the night,100,12849,>98%,>98% reported,edison,10,unknown,,7418,,,8411,4327,78,13,11,9,5657,3327,48,9,9,0,2020-11-18T03:52:43Z,31.78457,R+32,Trump +32,republican,31.78457,11540,25.8,11231,15.12,north-carolina,2020-11-21T00:43:00.246561Z
37125,Moore,58339,48208,26,26,Released as a precinct as first report of the night,100,58339,>98%,>98% reported,edison,10,unknown,,44755,,,36764,20779,520,85,70,121,29436,18306,349,65,52,0,2020-11-18T03:53:08Z,27.4002,R+27,Trump +27,republican,27.4002,48692,29.1,46415,27.99,north-carolina,2020-11-21T00:43:00.246561Z
37127,Nash,52271,42798,24,24,Released as a precinct as first report of the night,100,52271,>98%,>98% reported,edison,10,all,,50237,,,25827,25947,287,75,56,79,20333,22188,188,54,35,0,2020-11-18T03:53:35Z,0.22957,D+0.23,Biden +0.23,democrat,-0.22957,47665,0.2,48492,-0.97,north-carolina,2020-11-21T00:43:00.246561Z
37129,New Hanover,131840,112460,43,43,None,100,131840,>98%,>98% reported,edison,10,unknown,,105584,,,63333,66146,1521,362,171,307,52570,58449,1059,254,128,0,2020-11-18T03:54:04Z,2.13365,D+2,Biden +2,democrat,-2.13365,111905,3.9,103628,4.55,north-carolina,2020-11-21T00:43:00.246561Z
37131,Northampton,10109,7664,13,13,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,10109,>98%,>98% reported,edison,10,unknown,,9862,,,3989,6069,30,9,7,5,2640,5002,13,4,5,0,2020-11-18T03:54:23Z,20.57572,D+21,Biden +21,democrat,-20.57572,9848,-26,10756,-34.85,north-carolina,2020-11-21T00:43:00.246561Z
37133,Onslow,72235,56507,24,24,Released as a precinct as first report of the night,100,72235,>98%,>98% reported,edison,10,none,,47952,,,46078,24266,1506,136,100,149,35042,20394,903,93,75,0,2020-11-18T03:54:45Z,30.19589,R+30,Trump +30,republican,30.19589,57135,34.3,51435,26.74,north-carolina,2020-11-21T00:43:00.246561Z
37135,Orange,84997,75581,41,41,Released as a precinct as first report of the night,100,84997,>98%,>98% reported,edison,10,unknown,,86510,,,20176,63594,653,217,82,275,15472,59396,476,173,64,0,2020-11-18T03:55:07Z,51.0818,D+51,Biden +51,democrat,-51.0818,82340,-50.2,76757,-42.16,north-carolina,2020-11-21T00:43:00.246561Z
37137,Pamlico,7631,5896,10,10,Released as a separate subtotal as first report of the night,100,7631,>98%,>98% reported,edison,10,unknown,,7046,,,4849,2713,44,10,5,10,3532,2328,27,7,2,0,2020-11-18T03:55:29Z,27.99109,R+28,Trump +28,republican,27.99109,6870,26.3,6762,20.76,north-carolina,2020-11-21T00:43:00.246561Z
37139,Pasquotank,19897,16095,9,9,Released as a precinct as first report of the night,100,19897,>98%,>98% reported,edison,10,some,,20120,,,9770,9832,161,48,36,50,7339,8611,88,31,26,0,2020-11-18T03:55:54Z,0.3116,D+0.31,Biden +0.31,democrat,-0.3116,17391,-2.5,18107,-14.63,north-carolina,2020-11-21T00:43:00.246561Z
37141,Pender,34169,29277,19,19,Released as a precinct as first report of the night,100,34169,>98%,>98% reported,edison,10,all,,27966,,,21956,11723,329,63,46,52,18633,10338,226,41,39,0,2020-11-18T03:56:19Z,29.9482,R+30,Trump +30,republican,29.9482,27885,29.7,24527,20.32,north-carolina,2020-11-21T00:43:00.246561Z
37143,Perquimans,7484,6218,7,7,Released as a precinct as first report of the night,100,7484,>98%,>98% reported,edison,10,unknown,,6298,,,4903,2492,44,18,16,11,4003,2152,32,18,13,0,2020-11-18T03:56:41Z,32.21539,R+32,Trump +32,republican,32.21539,6708,27.7,6652,15.98,north-carolina,2020-11-21T00:43:00.246561Z
37145,Person,21894,17737,11,11,Released as a separate subtotal as first report of the night,100,21894,>98%,>98% reported,edison,10,some,,21096,,,13184,8465,144,42,36,23,10190,7391,106,30,20,0,2020-11-18T03:57:02Z,21.55385,R+22,Trump +22,republican,21.55385,19615,17.1,19106,10.88,north-carolina,2020-11-21T00:43:00.246561Z
37147,Pitt,87573,72189,40,40,Released as a precinct as first report of the night,100,87573,>98%,>98% reported,edison,10,unknown,,82850,,,38982,47252,796,210,125,208,30676,40745,526,148,94,0,2020-11-18T03:57:28Z,9.44355,D+9,Biden +9,democrat,-9.44355,80527,-7.6,78856,-7.14,north-carolina,2020-11-21T00:43:00.246561Z
37149,Polk,12358,9679,7,7,Released as a separate subtotal as first report of the night,100,12358,>98%,>98% reported,edison,10,unknown,,11688,,,7689,4518,86,23,17,25,5589,4010,54,14,12,0,2020-11-18T03:57:49Z,25.65949,R+26,Trump +26,republican,25.65949,10934,27.7,10389,21.4,north-carolina,2020-11-21T00:43:00.246561Z
37151,Randolph,73316,57973,22,22,Released as a separate subtotal as first report of the night,100,73316,>98%,>98% reported,edison,10,unknown,,49222,,,56894,15618,506,123,75,100,44537,12963,333,85,55,0,2020-11-18T03:58:13Z,56.29876,R+56,Trump +56,republican,56.29876,64575,56.1,60715,50.05,north-carolina,2020-11-21T00:43:00.246561Z
37153,Richmond,20763,16396,16,16,Released as a precinct as first report of the night,100,20763,>98%,>98% reported,edison,10,all,,17301,,,11830,8754,99,35,24,21,9178,7100,72,30,16,0,2020-11-18T03:58:35Z,14.81481,R+15,Trump +15,republican,14.81481,19328,9.7,19417,-2.95,north-carolina,2020-11-21T00:43:00.246561Z
37155,Robeson,47188,31027,39,39,Released as a precinct as first report of the night,100,47188,>98%,>98% reported,edison,10,unknown,,29189,,,27806,19020,161,73,61,67,16387,14469,94,46,31,0,2020-11-18T03:58:58Z,18.61914,R+19,Trump +19,republican,18.61914,40858,4.3,42946,-17.41,north-carolina,2020-11-21T00:43:00.246561Z
37157,Rockingham,47809,37450,15,15,Released as a precinct as first report of the night,100,47809,>98%,>98% reported,edison,10,all,,38352,,,31301,15992,312,75,55,74,23684,13489,203,36,38,0,2020-11-18T03:59:19Z,32.02117,R+32,Trump +32,republican,32.02117,42278,29.8,42020,21.12,north-carolina,2020-11-21T00:43:00.246561Z
