fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_sullivand,results_grossa,results_howej,results_absentee_sullivand,results_absentee_grossa,results_absentee_howej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
02929,ED 29,10644,4764,11,11,Released as a separate subtotal as first report of the night,99,10803,>98%,>98% reported,edison,2,unknown,,4000,,,7226,2921,497,2687,1916,161,2020-11-19T13:16:55Z,40.44532,R+40,Sullivan +40,republican,alaska,2020-11-20T00:44:48.289114Z
02903,ED 3,8284,3091,5,5,Released as a separate subtotal as first report of the night,95,8755,95%,95% reported,edison,2,unknown,,4000,,,5997,1808,479,1852,1084,155,2020-11-19T13:16:41Z,50.56736,R+51,Sullivan +51,republican,alaska,2020-11-20T00:44:48.289114Z
02930,ED 30,10022,5057,6,6,Released as a separate subtotal as first report of the night,97,10293,97%,97% reported,edison,2,unknown,,4000,,,7035,2502,485,3140,1758,159,2020-11-19T13:16:54Z,45.23049,R+45,Sullivan +45,republican,alaska,2020-11-20T00:44:48.289114Z
02931,ED 31,12289,6690,9,9,Released as a separate subtotal as first report of the night,100,11709,>98%,>98% reported,edison,2,unknown,,4000,,,6751,5043,495,2781,3699,210,2020-11-16T15:48:15Z,13.89861,R+14,Sullivan +14,republican,alaska,2020-11-20T00:44:48.289114Z
02932,ED 32,8104,0,13,14,Released as a separate subtotal as first report of the night,94,8593,94%,94% reported,edison,2,unknown,,4000,,,4298,3439,367,0,0,0,2020-11-19T13:16:53Z,10.5997,R+11,Sullivan +11,republican,alaska,2020-11-20T00:44:48.289114Z
02933,ED 33,10876,7745,10,11,Released as a separate subtotal as first report of the night,95,11424,95%,95% reported,edison,2,unknown,,4000,,,3073,7462,341,1686,5883,176,2020-11-19T13:16:52Z,40.35491,D+40,Gross +40,democrat,alaska,2020-11-20T00:44:48.289114Z
02934,ED 34,10702,7975,7,7,Released as a separate subtotal as first report of the night,99,10846,>98%,>98% reported,edison,2,unknown,,4000,,,4667,5608,427,3008,4703,264,2020-11-19T13:16:51Z,8.79275,D+9,Gross +9,democrat,alaska,2020-11-20T00:44:48.289114Z
02935,ED 35,9987,5795,13,14,Released as a separate subtotal as first report of the night,96,10398,96%,96% reported,edison,2,unknown,,4000,,,4387,5002,598,2104,3456,235,2020-11-19T13:16:51Z,6.15801,D+6,Gross +6,democrat,alaska,2020-11-20T00:44:48.289114Z
02936,ED 36,9176,3688,10,10,Released as a separate subtotal as first report of the night,97,9504,97%,97% reported,edison,2,unknown,,4000,,,5003,3678,495,1614,1931,143,2020-11-19T13:16:50Z,14.43984,R+14,Sullivan +14,republican,alaska,2020-11-20T00:44:48.289114Z
02937,ED 37,4999,0,30,35,Released as a separate subtotal as first report of the night,86,5821,86%,86% reported,edison,2,unknown,,4000,,,2372,2270,357,0,0,0,2020-11-19T13:16:49Z,2.04041,R+2,Sullivan +2,republican,alaska,2020-11-20T00:44:48.289114Z
02938,ED 38,5280,1297,27,31,Released as a separate subtotal as first report of the night,90,5859,90%,90% reported,edison,2,unknown,,4000,,,1698,2972,610,360,870,67,2020-11-19T13:16:49Z,24.12879,D+24,Gross +24,democrat,alaska,2020-11-20T00:44:48.289114Z
02939,ED 39,5777,282,29,33,Released as a separate subtotal as first report of the night,89,6485,89%,89% reported,edison,2,unknown,,4000,,,2404,2675,698,106,162,14,2020-11-19T13:16:48Z,4.69102,D+5,Gross +5,democrat,alaska,2020-11-20T00:44:48.289114Z
02904,ED 4,10947,6244,7,7,Released as a separate subtotal as first report of the night,100,10949,>98%,>98% reported,edison,2,unknown,,4000,,,4842,5726,379,2025,4087,132,2020-11-16T15:47:55Z,8.07527,D+8,Gross +8,democrat,alaska,2020-11-20T00:44:48.289114Z
02940,ED 40,4560,0,19,23,Released as a separate subtotal as first report of the night,86,5302,86%,86% reported,edison,2,unknown,,4000,,,2267,1700,593,0,0,0,2020-11-19T13:16:48Z,12.43421,R+12,Sullivan +12,republican,alaska,2020-11-20T00:44:48.289114Z
02905,ED 5,8623,4500,8,9,Released as a separate subtotal as first report of the night,95,9092,95%,95% reported,edison,2,unknown,,4000,,,4188,4103,332,1616,2773,111,2020-11-19T13:16:53Z,0.98574,R+0.99,Sullivan +0.99,republican,alaska,2020-11-20T00:44:48.289114Z
02906,ED 6,9158,4,31,33,Released as a separate subtotal as first report of the night,94,9729,94%,94% reported,edison,2,unknown,,4000,,,5582,3062,514,1,3,0,2020-11-19T13:16:52Z,27.51693,R+28,Sullivan +28,republican,alaska,2020-11-20T00:44:48.289114Z
02907,ED 7,9492,5556,7,7,Released as a separate subtotal as first report of the night,100,9538,>98%,>98% reported,edison,2,unknown,,4000,,,6747,2182,563,3714,1568,274,2020-11-19T13:16:51Z,48.09313,R+48,Sullivan +48,republican,alaska,2020-11-20T00:44:48.289114Z
02908,ED 8,9778,4395,6,6,Released as a separate subtotal as first report of the night,100,9284,>98%,>98% reported,edison,2,unknown,,4000,,,7228,1979,571,2899,1290,206,2020-11-19T13:16:51Z,53.68173,R+54,Sullivan +54,republican,alaska,2020-11-20T00:44:48.289114Z
02909,ED 9,10880,4,11,11,Released as a separate subtotal as first report of the night,100,10297,>98%,>98% reported,edison,2,unknown,,4000,,,7577,2784,519,2,2,0,2020-11-19T13:16:50Z,44.05331,R+44,Sullivan +44,republican,alaska,2020-11-20T00:44:48.289114Z
