fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hickenlooperj,results_gardnerc,results_doaner,results_doyled,results_evanss,results_write_ins,results_absentee_hickenlooperj,results_absentee_gardnerc,results_absentee_doaner,results_absentee_doyled,results_absentee_evanss,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
08075,Logan,10481,0,15,16,Other,100,10532,>98%,>98% reported,edison,8,unknown,,,,,2117,8167,131,37,29,,0,0,0,0,0,,2020-11-16T15:48:20Z,57.7235,R+58,Gardner +58,republican,colorado,2020-11-20T00:44:53.180124Z
08077,Mesa,89191,0,55,57,Other,98,90613,98%,98% reported,edison,8,all,,,,,29475,57231,1785,457,243,,0,0,0,0,0,,2020-11-16T15:48:20Z,31.11973,R+31,Gardner +31,republican,colorado,2020-11-20T00:44:53.180124Z
08079,Mineral,757,0,1,1,Other,100,757,>98%,>98% reported,edison,8,unknown,,,,,302,437,15,1,2,,0,0,0,0,0,,2020-11-16T15:48:21Z,17.83355,R+18,Gardner +18,republican,colorado,2020-11-20T00:44:53.180124Z
08081,Moffat,6810,0,11,13,Other,97,7026,97%,97% reported,edison,8,some,,,,,1120,5544,106,31,9,,0,0,0,0,0,,2020-11-16T15:48:21Z,64.96329,R+65,Gardner +65,republican,colorado,2020-11-20T00:44:53.180124Z
08083,Montezuma,15194,0,11,11,Other,98,15500,98%,98% reported,edison,8,all,,,,,5538,9273,272,47,64,,0,0,0,0,0,,2020-11-16T15:48:22Z,24.58207,R+25,Gardner +25,republican,colorado,2020-11-20T00:44:53.180124Z
08085,Montrose,24856,0,28,28,Other,100,24922,>98%,>98% reported,edison,8,some,,,,,7321,16978,410,92,55,,0,0,0,0,0,,2020-11-16T15:48:22Z,38.85179,R+39,Gardner +39,republican,colorado,2020-11-20T00:44:53.180124Z
08087,Morgan,13571,0,17,18,Other,99,13744,>98%,>98% reported,edison,8,unknown,,,,,3787,9544,136,69,35,,0,0,0,0,0,,2020-11-16T15:48:23Z,42.42134,R+42,Gardner +42,republican,colorado,2020-11-20T00:44:53.180124Z
08089,Otero,9367,0,16,17,Other,98,9576,98%,98% reported,edison,8,some,,,,,3428,5731,113,67,28,,0,0,0,0,0,,2020-11-16T15:48:23Z,24.58631,R+25,Gardner +25,republican,colorado,2020-11-20T00:44:53.180124Z
08091,Ouray,3988,0,5,5,Other,99,4020,>98%,>98% reported,edison,8,some,,,,,2291,1622,68,3,4,,0,0,0,0,0,,2020-11-16T15:48:24Z,16.77533,D+17,Hickenlooper +17,democrat,colorado,2020-11-20T00:44:53.180124Z
08093,Park,12245,0,13,13,Other,100,12289,>98%,>98% reported,edison,8,unknown,,,,,4800,7099,281,31,34,,0,0,0,0,0,,2020-11-16T15:47:38Z,18.77501,R+19,Gardner +19,republican,colorado,2020-11-20T00:44:53.180124Z
08095,Phillips,2471,0,7,8,Other,99,2485,>98%,>98% reported,edison,8,unknown,,,,,463,1980,22,6,0,,0,0,0,0,0,,2020-11-16T15:47:42Z,61.39215,R+61,Gardner +61,republican,colorado,2020-11-20T00:44:53.180124Z
08097,Pitkin,11859,0,10,10,Other,99,11957,>98%,>98% reported,edison,8,some,,,,,8761,2935,130,13,20,,0,0,0,0,0,,2020-11-16T15:47:43Z,49.12725,D+49,Hickenlooper +49,democrat,colorado,2020-11-20T00:44:53.180124Z
08099,Prowers,5500,0,12,13,Other,99,5561,>98%,>98% reported,edison,8,unknown,,,,,1435,3966,55,26,18,,0,0,0,0,0,,2020-11-16T15:47:44Z,46.01818,R+46,Gardner +46,republican,colorado,2020-11-20T00:44:53.180124Z
08101,Pueblo,87450,0,121,128,Other,99,88299,>98%,>98% reported,edison,8,unknown,,,,,42791,42098,1720,533,308,,0,0,0,0,0,,2020-11-16T15:47:44Z,0.79245,D+0.79,Hickenlooper +0.79,democrat,colorado,2020-11-20T00:44:53.180124Z
08103,Rio Blanco,3655,0,4,5,Other,99,3691,>98%,>98% reported,edison,8,all,,,,,529,3065,46,13,2,,0,0,0,0,0,,2020-11-16T15:47:44Z,69.3844,R+69,Gardner +69,republican,colorado,2020-11-20T00:44:53.180124Z
08105,Rio Grande,6279,0,14,15,Other,100,6305,>98%,>98% reported,edison,8,all,,,,,2502,3635,84,40,18,,0,0,0,0,0,,2020-11-16T15:47:45Z,18.04427,R+18,Gardner +18,republican,colorado,2020-11-20T00:44:53.180124Z
08107,Routt,16826,0,18,18,Other,100,16876,>98%,>98% reported,edison,8,all,,,,,10284,6256,223,39,24,,0,0,0,0,0,,2020-11-16T15:47:46Z,23.93914,D+24,Hickenlooper +24,democrat,colorado,2020-11-20T00:44:53.180124Z
08109,Saguache,3379,0,7,7,Other,100,3389,>98%,>98% reported,edison,8,all,,,,,1887,1405,55,11,21,,0,0,0,0,0,,2020-11-16T15:47:46Z,14.26458,D+14,Hickenlooper +14,democrat,colorado,2020-11-20T00:44:53.180124Z
08111,San Juan,550,0,1,1,Other,98,563,98%,98% reported,edison,8,unknown,,,,,328,207,10,2,3,,0,0,0,0,0,,2020-11-16T15:47:47Z,22,D+22,Hickenlooper +22,democrat,colorado,2020-11-20T00:44:53.180124Z
08113,San Miguel,5120,0,6,6,Other,99,5146,>98%,>98% reported,edison,8,some,,,,,3807,1227,76,2,8,,0,0,0,0,0,,2020-11-16T15:47:47Z,50.39063,D+50,Hickenlooper +50,democrat,colorado,2020-11-20T00:44:53.180124Z
08115,Sedgwick,1447,0,4,5,Other,100,1447,>98%,>98% reported,edison,8,unknown,,,,,320,1103,14,9,1,,0,0,0,0,0,,2020-11-16T15:47:48Z,54.11196,R+54,Gardner +54,republican,colorado,2020-11-20T00:44:53.180124Z
08117,Summit,18393,0,19,20,Other,100,18465,>98%,>98% reported,edison,8,some,,,,,12164,5814,353,25,37,,0,0,0,0,0,,2020-11-16T15:47:49Z,34.524,D+35,Hickenlooper +35,democrat,colorado,2020-11-20T00:44:53.180124Z
08119,Teller,16761,0,13,13,Other,99,16939,>98%,>98% reported,edison,8,unknown,,,,,5039,11307,339,54,22,,0,0,0,0,0,,2020-11-16T15:47:49Z,37.39634,R+37,Gardner +37,republican,colorado,2020-11-20T00:44:53.180124Z
08121,Washington,2996,0,6,6,Other,100,3008,>98%,>98% reported,edison,8,unknown,,,,,346,2617,22,4,7,,0,0,0,0,0,,2020-11-16T15:47:50Z,75.80107,R+76,Gardner +76,republican,colorado,2020-11-20T00:44:53.180124Z
08123,Weld,166657,0,156,156,Other,100,166946,>98%,>98% reported,edison,8,all,,,,,63639,99411,2761,470,376,,0,0,0,0,0,,2020-11-16T15:47:50Z,21.46444,R+21,Gardner +21,republican,colorado,2020-11-20T00:44:53.180124Z
08125,Yuma,4977,0,12,14,Other,100,4981,>98%,>98% reported,edison,8,unknown,,,,,652,4273,29,19,4,,0,0,0,0,0,,2020-11-16T15:47:50Z,72.75467,R+73,Gardner +73,republican,colorado,2020-11-20T00:44:53.180124Z
