fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_wittmanr,results_rashidq,results_absentee_wittmanr,results_absentee_rashidq,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51103,Lancaster,7075,4160,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",100,7075,>98%,>98% reported,edison,10,unknown,810,4191,2884,2031,2129,2020-11-24T13:24:59Z,18.4735,R+18,Wittman +18,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51115,Mathews,5764,4185,4,4,None,100,5764,>98%,>98% reported,edison,10,all,1133,4209,1555,2861,1324,2020-11-24T13:24:47Z,46.04441,R+46,Wittman +46,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51119,Middlesex,6696,3454,7,7,Released as a precinct in the middle of the night,100,6696,>98%,>98% reported,edison,10,unknown,626,4479,2217,1881,1573,2020-11-24T13:24:48Z,33.78136,R+34,Wittman +34,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51127,New Kent,14102,6077,11,11,Released as a precinct in the middle of the night,100,14102,>98%,>98% reported,edison,10,unknown,992,9983,4119,3265,2812,2020-11-24T13:25:01Z,41.58275,R+42,Wittman +42,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51133,Northumberland,7684,4684,6,6,Released as a precinct in the middle of the night,100,7684,>98%,>98% reported,edison,10,all,822,4954,2730,2596,2088,2020-11-24T13:24:48Z,28.94326,R+29,Wittman +29,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51153,Prince William,94704,70503,40,40,Released as a precinct in the middle of the night,100,94704,>98%,>98% reported,edison,10,unknown,50233,44094,50610,29257,41246,2020-11-24T13:24:49Z,6.88039,D+7,Rashid +7,democrat,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51159,Richmond,4036,2307,6,6,Merged into voters' home precincts and released with cumulative results,100,4036,>98%,>98% reported,edison,10,unknown,283,2820,1216,1437,870,2020-11-24T13:24:51Z,39.74232,R+40,Wittman +40,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51177,Spotsylvania,18685,13456,7,7,Released as a precinct in the middle of the night,100,18685,>98%,>98% reported,edison,10,unknown,8867,9658,9027,6082,7374,2020-11-24T13:24:52Z,3.37704,R+3,Wittman +3,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51179,Stafford,77632,48388,28,28,Released as a precinct in the middle of the night,100,77632,>98%,>98% reported,edison,10,some,9001,42392,35240,21862,26526,2020-11-24T13:24:53Z,9.2127,R+9,Wittman +9,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
51193,Westmoreland,9803,5170,9,9,Released with cumulative results periodically election night,100,9803,>98%,>98% reported,edison,10,unknown,1118,5950,3853,2530,2640,2020-11-24T13:24:53Z,21.39141,R+21,Wittman +21,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447537,286491,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,235,235,100% reporting,100%,100,447537,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:25:52Z,TRUE,16.4659,73691,R+16,Wittman +16,republican,TRUE,"","",3,0,1604451899826
