fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_sullivand,results_grossa,results_howej,results_absentee_sullivand,results_absentee_grossa,results_absentee_howej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
02924,ED 24,9806,5540,6,7,Released as a separate subtotal as first report of the night,92,10684,92%,92% reported,edison,2,unknown,,4000,,,5470,4125,211,2427,3029,84,2020-11-14T16:39:48Z,13.71609,R+14,Sullivan +14,republican,alaska,2020-11-15T00:44:51.102089Z
02925,ED 25,8642,4710,6,7,Released as a separate subtotal as first report of the night,92,9346,92%,92% reported,edison,2,unknown,,4000,,,4239,4085,318,1692,2890,128,2020-11-14T16:39:48Z,1.78199,R+1.8,Sullivan +1.8,republican,alaska,2020-11-15T00:44:51.102089Z
02926,ED 26,9414,5334,7,8,Released as a separate subtotal as first report of the night,92,10241,92%,92% reported,edison,2,unknown,,4000,,,5296,3881,237,2434,2783,117,2020-11-14T16:39:49Z,15.03081,R+15,Sullivan +15,republican,alaska,2020-11-15T00:44:51.102089Z
02927,ED 27,8829,4922,7,8,Released as a separate subtotal as first report of the night,87,10100,87%,87% reported,edison,2,unknown,,4000,,,4257,4256,316,1816,2998,108,2020-11-14T16:39:50Z,0.01133,R+0.01,Sullivan +0.01,republican,alaska,2020-11-15T00:44:51.102089Z
02928,ED 28,12059,7053,8,9,Released as a separate subtotal as first report of the night,92,13141,92%,92% reported,edison,2,unknown,,4000,,,6357,5477,225,2979,3985,89,2020-11-14T16:39:51Z,7.29745,R+7,Sullivan +7,republican,alaska,2020-11-15T00:44:51.102089Z
02929,ED 29,9485,3605,10,11,Released as a separate subtotal as first report of the night,88,10803,88%,88% reported,edison,2,unknown,,4000,,,6485,2567,433,1946,1562,97,2020-11-14T16:39:52Z,41.30733,R+41,Sullivan +41,republican,alaska,2020-11-15T00:44:51.102089Z
02903,ED 3,8232,3039,5,5,Released as a separate subtotal as first report of the night,94,8755,94%,94% reported,edison,2,unknown,,4000,,,5967,1794,471,1822,1070,147,2020-11-14T16:39:17Z,50.69242,R+51,Sullivan +51,republican,alaska,2020-11-15T00:44:51.102089Z
02930,ED 30,9634,4669,6,6,Released as a separate subtotal as first report of the night,94,10293,94%,94% reported,edison,2,unknown,,4000,,,6755,2418,461,2860,1674,135,2020-11-14T16:39:53Z,45.01765,R+45,Sullivan +45,republican,alaska,2020-11-15T00:44:51.102089Z
02931,ED 31,12197,6598,9,9,Released as a separate subtotal as first report of the night,100,11709,>98%,>98% reported,edison,2,unknown,,4000,,,6703,5006,488,2733,3662,203,2020-11-14T16:39:54Z,13.91326,R+14,Sullivan +14,republican,alaska,2020-11-15T00:44:51.102089Z
02932,ED 32,7312,0,12,14,Released as a separate subtotal as first report of the night,85,8593,85%,85% reported,edison,2,unknown,,4000,,,3860,3128,324,0,0,0,2020-11-14T16:39:54Z,10.01094,R+10,Sullivan +10,republican,alaska,2020-11-15T00:44:51.102089Z
02933,ED 33,10023,6892,10,11,Released as a separate subtotal as first report of the night,88,11424,88%,88% reported,edison,2,unknown,,4000,,,2806,6922,295,1419,5343,130,2020-11-14T16:39:55Z,41.06555,D+41,Gross +41,democrat,alaska,2020-11-15T00:44:51.102089Z
02934,ED 34,10173,7446,7,7,Released as a separate subtotal as first report of the night,94,10846,94%,94% reported,edison,2,unknown,,4000,,,4417,5362,394,2758,4457,231,2020-11-14T16:39:56Z,9.2893,D+9,Gross +9,democrat,alaska,2020-11-15T00:44:51.102089Z
02935,ED 35,9350,5158,13,14,Released as a separate subtotal as first report of the night,90,10398,90%,90% reported,edison,2,unknown,,4000,,,4069,4735,546,1786,3189,183,2020-11-14T16:39:56Z,7.12299,D+7,Gross +7,democrat,alaska,2020-11-15T00:44:51.102089Z
02936,ED 36,9127,3639,10,10,Released as a separate subtotal as first report of the night,96,9504,96%,96% reported,edison,2,unknown,,4000,,,4980,3656,491,1591,1909,139,2020-11-14T16:39:57Z,14.50641,R+15,Sullivan +15,republican,alaska,2020-11-15T00:44:51.102089Z
02937,ED 37,3124,0,19,35,Released as a separate subtotal as first report of the night,54,5821,54%,54% reported,edison,2,unknown,,4000,,,1555,1325,244,0,0,0,2020-11-14T16:39:57Z,7.36236,R+7,Sullivan +7,republican,alaska,2020-11-15T00:44:51.102089Z
02938,ED 38,3822,0,20,31,Released as a separate subtotal as first report of the night,65,5859,65%,65% reported,edison,2,unknown,,4000,,,1270,2025,527,0,0,0,2020-11-14T16:39:57Z,19.75406,D+20,Gross +20,democrat,alaska,2020-11-15T00:44:51.102089Z
02939,ED 39,4831,282,25,33,Released as a separate subtotal as first report of the night,74,6485,74%,74% reported,edison,2,unknown,,4000,,,2014,2175,642,106,162,14,2020-11-14T16:39:58Z,3.33264,D+3,Gross +3,democrat,alaska,2020-11-15T00:44:51.102089Z
02904,ED 4,10947,6244,7,7,Released as a separate subtotal as first report of the night,100,10949,>98%,>98% reported,edison,2,unknown,,4000,,,4842,5726,379,2025,4087,132,2020-11-14T16:39:19Z,8.07527,D+8,Gross +8,democrat,alaska,2020-11-15T00:44:51.102089Z
02940,ED 40,3933,0,17,23,Released as a separate subtotal as first report of the night,74,5302,74%,74% reported,edison,2,unknown,,4000,,,1969,1437,527,0,0,0,2020-11-14T16:39:58Z,13.52657,R+14,Sullivan +14,republican,alaska,2020-11-15T00:44:51.102089Z
02905,ED 5,8520,4397,8,9,Released as a separate subtotal as first report of the night,94,9092,94%,94% reported,edison,2,unknown,,4000,,,4154,4036,330,1582,2706,109,2020-11-14T16:39:22Z,1.38498,R+1.4,Sullivan +1.4,republican,alaska,2020-11-15T00:44:51.102089Z
02906,ED 6,9081,4,31,33,Released as a separate subtotal as first report of the night,93,9729,93%,93% reported,edison,2,unknown,,4000,,,5541,3032,508,1,3,0,2020-11-14T16:39:24Z,27.62912,R+28,Sullivan +28,republican,alaska,2020-11-15T00:44:51.102089Z
02907,ED 7,9319,5383,7,7,Released as a separate subtotal as first report of the night,98,9538,98%,98% reported,edison,2,unknown,,4000,,,6618,2156,545,3585,1542,256,2020-11-14T16:39:26Z,47.88067,R+48,Sullivan +48,republican,alaska,2020-11-15T00:44:51.102089Z
02908,ED 8,9630,4247,6,6,Released as a separate subtotal as first report of the night,100,9284,>98%,>98% reported,edison,2,unknown,,4000,,,7113,1960,557,2784,1271,192,2020-11-14T16:39:28Z,53.50987,R+54,Sullivan +54,republican,alaska,2020-11-15T00:44:51.102089Z
02909,ED 9,10786,4,11,11,Released as a separate subtotal as first report of the night,100,10297,>98%,>98% reported,edison,2,unknown,,4000,,,7509,2762,515,2,2,0,2020-11-14T16:39:30Z,44.01075,R+44,Sullivan +44,republican,alaska,2020-11-15T00:44:51.102089Z
