fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_durbinr,results_curranm,results_maloufd,results_wilsonw,results_blackd,results_write_ins,results_absentee_durbinr,results_absentee_curranm,results_absentee_maloufd,results_absentee_wilsonw,results_absentee_blackd,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
17037,DeKalb,47374,0,64,65,None,100,43345,>98%,>98% reported,edison,4,unknown,,11174,,,23284,21097,898,1340,590,165,0,0,0,0,0,0,2020-11-16T15:48:10Z,4.61646,D+5,Durbin +5,democrat,illinois,2020-11-18T00:47:17.129363Z
17039,DeWitt,7870,0,22,23,Merged into voters' home precincts AFTER election night,100,7552,>98%,>98% reported,edison,4,unknown,,1771,,,2434,5129,169,70,68,0,0,0,0,0,0,0,2020-11-16T15:48:10Z,34.24396,R+34,Curran +34,republican,illinois,2020-11-18T00:47:17.129363Z
17041,Douglas,8634,0,16,17,Merged into voters' home precincts and released with cumulative results,96,8970,96%,96% reported,edison,2,unknown,,1744,,,2488,5859,112,76,82,17,0,0,0,0,0,0,2020-11-16T15:48:11Z,39.04332,R+39,Curran +39,republican,illinois,2020-11-18T00:47:17.129363Z
17043,DuPage,480594,0,930,930,Merged into voters' home precincts and released with cumulative results,100,474506,>98%,>98% reported,edison,4,unknown,,159736,,,263137,195583,5650,12144,4080,0,0,0,0,0,0,0,2020-11-16T15:48:11Z,14.05636,D+14,Durbin +14,democrat,illinois,2020-11-18T00:47:17.129363Z
17045,Edgar,8014,0,28,31,Merged into voters' home precincts and released with cumulative results,93,8656,93%,93% reported,edison,4,all,,2528,,,2226,5546,100,73,69,0,0,0,0,0,0,0,2020-11-16T15:48:12Z,41.4275,R+41,Curran +41,republican,illinois,2020-11-18T00:47:17.129363Z
17047,Edwards,3274,0,11,12,Merged into voters' home precincts and released with cumulative results,89,3670,89%,89% reported,edison,4,all,,874,,,556,2658,30,19,9,2,0,0,0,0,0,0,2020-11-16T15:48:13Z,64.20281,R+64,Curran +64,republican,illinois,2020-11-18T00:47:17.129363Z
17049,Effingham,18783,0,35,37,Merged into voters' home precincts and released with cumulative results,100,17654,>98%,>98% reported,edison,4,unknown,,5338,,,4108,14250,213,116,84,12,0,0,0,0,0,0,2020-11-16T15:48:13Z,53.99563,R+54,Curran +54,republican,illinois,2020-11-18T00:47:17.129363Z
17051,Fayette,9894,0,26,28,Merged into voters' home precincts and released with cumulative results,99,10033,>98%,>98% reported,edison,6,some,,1970,,,2100,7563,117,44,65,5,0,0,0,0,0,0,2020-11-16T15:48:14Z,55.21528,R+55,Curran +55,republican,illinois,2020-11-18T00:47:17.129363Z
17053,Ford,6724,0,21,22,Merged into voters' home precincts and released with cumulative results,96,6997,96%,96% reported,edison,4,unknown,,1058,,,1703,4783,86,90,59,3,0,0,0,0,0,0,2020-11-16T15:48:14Z,45.80607,R+46,Curran +46,republican,illinois,2020-11-18T00:47:17.129363Z
17055,Franklin,18176,0,31,35,None,89,20497,89%,89% reported,edison,2,some,,3605,,,5733,12025,180,106,123,9,0,0,0,0,0,0,2020-11-16T15:48:14Z,34.61708,R+35,Curran +35,republican,illinois,2020-11-18T00:47:17.129363Z
17057,Fulton,16279,0,53,57,Merged into voters' home precincts and released with cumulative results,94,17278,94%,94% reported,edison,4,unknown,,2166,,,6973,8738,251,152,150,15,0,0,0,0,0,0,2020-11-16T15:48:15Z,10.84219,R+11,Curran +11,republican,illinois,2020-11-18T00:47:17.129363Z
17059,Gallatin,2538,249,9,11,Merged into voters' home precincts and released with cumulative results,85,2980,85%,85% reported,edison,4,all,,1011,,,828,1642,23,29,16,0,92,152,0,1,4,0,2020-11-16T15:48:16Z,32.0725,R+32,Curran +32,republican,illinois,2020-11-18T00:47:17.129363Z
17061,Greene,6050,0,21,22,Merged into voters' home precincts and released with cumulative results,99,6137,>98%,>98% reported,edison,4,some,,1365,,,1702,4166,68,49,65,0,0,0,0,0,0,0,2020-11-16T15:48:16Z,40.72727,R+41,Curran +41,republican,illinois,2020-11-18T00:47:17.129363Z
17063,Grundy,25966,0,40,40,Merged into voters' home precincts and released with cumulative results,98,26400,98%,98% reported,edison,6,unknown,,5610,,,9586,14864,374,878,251,13,0,0,0,0,0,0,2020-11-16T15:48:17Z,20.32658,R+20,Curran +20,republican,illinois,2020-11-18T00:47:17.129363Z
17065,Hamilton,4151,0,14,16,None,90,4588,90%,90% reported,edison,4,none,,1330,,,1108,2928,56,26,33,0,0,0,0,0,0,0,2020-11-16T15:48:17Z,43.84486,R+44,Curran +44,republican,illinois,2020-11-18T00:47:17.129363Z
17067,Hancock,6435,0,21,33,None,71,9121,71%,71% reported,edison,4,none,,1187,,,1311,4953,98,31,38,4,0,0,0,0,0,0,2020-11-16T15:48:18Z,56.59674,R+57,Curran +57,republican,illinois,2020-11-18T00:47:17.129363Z
17069,Hardin,0,0,0,6,Merged into voters' home precincts and released with cumulative results,0,2514,0%,0% reported,edison,,unknown,,1520,,,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:18Z,,–,–,"",illinois,2020-11-18T00:47:17.129363Z
17071,Henderson,3563,0,12,13,Merged into voters' home precincts and released with cumulative results,92,3885,92%,92% reported,edison,2,unknown,,675,,,1298,2175,41,28,20,1,0,0,0,0,0,0,2020-11-16T15:48:19Z,24.61409,R+25,Curran +25,republican,illinois,2020-11-18T00:47:17.129363Z
17073,Henry,25216,0,48,52,Merged into voters' home precincts and released with cumulative results,100,24559,>98%,>98% reported,edison,4,unknown,,4688,,,9971,14524,348,211,147,15,0,0,0,0,0,0,2020-11-16T15:48:19Z,18.056,R+18,Curran +18,republican,illinois,2020-11-18T00:47:17.129363Z
17075,Iroquois,13829,0,35,37,Other,96,14348,96%,96% reported,edison,4,some,,3459,,,3062,10231,152,274,104,6,0,0,0,0,0,0,2020-11-16T15:48:20Z,51.84034,R+52,Curran +52,republican,illinois,2020-11-18T00:47:17.129363Z
17077,Jackson,22309,0,46,56,Merged into voters' home precincts and released with cumulative results,82,27180,82%,82% reported,edison,2,unknown,,6498,,,11263,10234,292,141,365,14,0,0,0,0,0,0,2020-11-16T15:48:20Z,4.61249,D+5,Durbin +5,democrat,illinois,2020-11-18T00:47:17.129363Z
17079,Jasper,5446,0,15,16,Merged into voters' home precincts and released with cumulative results,97,5643,97%,97% reported,edison,2,some,,2270,,,1180,4154,56,26,29,1,0,0,0,0,0,0,2020-11-16T15:48:21Z,54.60889,R+55,Curran +55,republican,illinois,2020-11-18T00:47:17.129363Z
17081,Jefferson,16963,0,30,33,Merged into voters' home precincts and released with cumulative results,91,18631,91%,91% reported,edison,4,all,,4357,,,5090,11385,230,110,141,7,0,0,0,0,0,0,2020-11-16T15:48:21Z,37.11018,R+37,Curran +37,republican,illinois,2020-11-18T00:47:17.129363Z
17083,Jersey,11632,0,24,25,Merged into voters' home precincts and released with cumulative results,96,12076,96%,96% reported,edison,4,some,,2467,,,3473,7839,169,85,61,5,0,0,0,0,0,0,2020-11-16T15:48:22Z,37.53439,R+38,Curran +38,republican,illinois,2020-11-18T00:47:17.129363Z
17085,JoDaviess,12253,5932,28,29,None,100,11314,>98%,>98% reported,edison,2,unknown,,3006,,,5051,6851,149,94,108,0,3317,2474,55,34,52,0,2020-11-16T15:47:38Z,14.69028,R+15,Curran +15,republican,illinois,2020-11-18T00:47:17.129363Z
17087,Johnson,6327,0,15,16,Released as a precinct at the end of tabulation,98,6442,98%,98% reported,edison,6,some,,3610,,,1556,4621,49,49,50,2,0,0,0,0,0,0,2020-11-16T15:47:42Z,48.44318,R+48,Curran +48,republican,illinois,2020-11-18T00:47:17.129363Z
17089,Kane,229980,182185,291,291,None,100,220744,>98%,>98% reported,edison,6,some,,93112,,,122606,96265,3002,6167,1940,0,102528,72174,1936,4222,1325,0,2020-11-16T15:47:43Z,11.4536,D+11,Durbin +11,democrat,illinois,2020-11-18T00:47:17.129363Z
17091,Kankakee,49148,0,60,64,None,100,47156,>98%,>98% reported,edison,4,none,,21168,,,19608,26374,950,1845,357,14,0,0,0,0,0,0,2020-11-16T15:47:44Z,13.76658,R+14,Curran +14,republican,illinois,2020-11-18T00:47:17.129363Z
17093,Kendall,60552,36996,87,87,None,100,59861,>98%,>98% reported,edison,2,unknown,,13923,,,29436,27759,853,1931,545,28,20920,14450,388,916,311,11,2020-11-16T15:47:45Z,2.76952,D+3,Durbin +3,democrat,illinois,2020-11-18T00:47:17.129363Z
17095,Knox,22360,0,28,31,None,89,25236,89%,89% reported,edison,2,unknown,,6554,,,10546,11165,288,164,197,,0,0,0,0,0,,2020-11-16T15:47:45Z,2.76834,R+3,Curran +3,republican,illinois,2020-11-18T00:47:17.129363Z
17099,LaSalle,51250,0,111,119,Merged into voters' home precincts and released with cumulative results,94,54372,94%,94% reported,edison,2,unknown,,7973,,,21910,26827,704,1406,378,25,0,0,0,0,0,0,2020-11-16T15:47:47Z,9.59415,R+10,Curran +10,republican,illinois,2020-11-18T00:47:17.129363Z
17097,Lake,325754,181754,415,415,None,97,334925,97%,97% reported,edison,4,some,,165277,,,183384,129351,3570,7200,2249,0,105321,70135,1541,3709,1048,0,2020-11-16T15:47:46Z,16.58706,D+17,Durbin +17,democrat,illinois,2020-11-18T00:47:17.129363Z
17101,Lawrence,6217,0,20,22,None,93,6688,93%,93% reported,edison,4,none,,920,,,1561,4471,92,48,39,6,0,0,0,0,0,0,2020-11-16T15:47:48Z,46.80714,R+47,Curran +47,republican,illinois,2020-11-18T00:47:17.129363Z
17103,Lee,16117,0,46,49,Merged into voters' home precincts and released with cumulative results,95,16895,95%,95% reported,edison,2,unknown,,4965,,,6408,9142,207,213,141,6,0,0,0,0,0,0,2020-11-16T15:47:48Z,16.96345,R+17,Curran +17,republican,illinois,2020-11-18T00:47:17.129363Z
17105,Livingston,16810,0,46,47,None,100,5933,>98%,>98% reported,edison,6,unknown,,4304,,,4911,11200,262,305,132,0,0,0,0,0,0,0,2020-11-16T15:47:49Z,37.41225,R+37,Curran +37,republican,illinois,2020-11-18T00:47:17.129363Z
17107,Logan,12971,0,27,29,Merged into voters' home precincts and released with cumulative results,99,13117,>98%,>98% reported,edison,6,all,,3994,,,4296,8261,197,116,101,0,0,0,0,0,0,0,2020-11-16T15:47:50Z,30.56819,R+31,Curran +31,republican,illinois,2020-11-18T00:47:17.129363Z
17115,Macon,48497,0,65,72,Merged into voters' home precincts AFTER election night,100,45131,>98%,>98% reported,edison,6,unknown,,14264,,,19903,26874,728,590,402,0,0,0,0,0,0,0,2020-11-16T15:47:52Z,14.37408,R+14,Curran +14,republican,illinois,2020-11-18T00:47:17.129363Z
17117,Macoupin,23536,0,58,61,Merged into voters' home precincts and released with cumulative results,96,24534,96%,96% reported,edison,4,all,,3614,,,8279,14468,395,193,194,7,0,0,0,0,0,0,2020-11-16T15:47:52Z,26.29589,R+26,Curran +26,republican,illinois,2020-11-18T00:47:17.129363Z
17119,Madison,134070,0,209,225,None,100,129785,>98%,>98% reported,edison,2,some,,57323,,,58247,70907,2196,1074,1235,411,0,0,0,0,0,0,2020-11-16T15:47:53Z,9.44283,R+9,Curran +9,republican,illinois,2020-11-18T00:47:17.129363Z
17121,Marion,16984,0,43,48,Merged into voters' home precincts and released with cumulative results,91,18728,91%,91% reported,edison,4,some,,4072,,,4986,11592,190,87,122,7,0,0,0,0,0,0,2020-11-16T15:47:53Z,38.89543,R+39,Curran +39,republican,illinois,2020-11-18T00:47:17.129363Z
17123,Marshall,6191,0,13,14,Merged into voters' home precincts and released with cumulative results,94,6557,94%,94% reported,edison,2,unknown,,1712,,,2026,3957,96,70,39,3,0,0,0,0,0,0,2020-11-16T15:47:54Z,31.19044,R+31,Curran +31,republican,illinois,2020-11-18T00:47:17.129363Z
17125,Mason,6655,2415,19,21,Merged into voters' home precincts and released with cumulative results,100,2476,>98%,>98% reported,edison,6,unknown,,1229,,,2383,4070,101,48,53,0,1202,1151,29,16,17,0,2020-11-16T15:47:56Z,25.34936,R+25,Curran +25,republican,illinois,2020-11-18T00:47:17.129363Z
17127,Massac,6699,0,15,17,Merged into voters' home precincts and released with cumulative results,98,6803,98%,98% reported,edison,6,all,,1360,,,1848,4707,70,40,31,3,0,0,0,0,0,0,2020-11-16T15:47:57Z,42.67801,R+43,Curran +43,republican,illinois,2020-11-18T00:47:17.129363Z
17109,McDonough,12112,0,26,31,Merged into voters' home precincts and released with cumulative results,93,13084,93%,93% reported,edison,2,unknown,,4725,,,5072,6658,188,87,107,0,0,0,0,0,0,0,2020-11-16T15:47:50Z,13.09445,R+13,Curran +13,republican,illinois,2020-11-18T00:47:17.129363Z
17111,McHenry,161083,0,212,212,Merged into voters' home precincts and released with cumulative results,100,159365,>98%,>98% reported,edison,4,some,,16104,,,72969,79653,3485,3500,1363,113,0,0,0,0,0,0,2020-11-16T15:47:50Z,4.14941,R+4,Curran +4,republican,illinois,2020-11-18T00:47:17.129363Z
17113,McLean,86138,0,67,70,None,96,89415,96%,96% reported,edison,2,unknown,,16888,,,41356,40854,2112,847,969,,0,0,0,0,0,,2020-11-16T15:47:51Z,0.58279,D+0.58,Durbin +0.58,democrat,illinois,2020-11-18T00:47:17.129363Z
17129,Menard,6784,3039,13,14,Merged into voters' home precincts and released with cumulative results,100,6516,>98%,>98% reported,edison,4,unknown,,2304,,,2073,4567,61,33,47,3,1281,1712,15,10,20,1,2020-11-16T15:47:58Z,36.76297,R+37,Curran +37,republican,illinois,2020-11-18T00:47:17.129363Z
17131,Mercer,8592,3204,22,24,"As a subtotal in the FIRST cumulative report, along with regular precincts",92,9326,92%,92% reported,edison,4,unknown,,1397,,,3356,4980,129,70,50,7,1735,1409,30,17,13,0,2020-11-16T15:47:59Z,18.9013,R+19,Curran +19,republican,illinois,2020-11-18T00:47:17.129363Z
17133,Monroe,20839,10256,36,37,Merged into voters' home precincts and released with cumulative results,100,19258,>98%,>98% reported,edison,4,some,,9262,,,6637,13710,253,94,141,4,4280,5760,99,44,71,2,2020-11-16T15:47:59Z,33.94117,R+34,Curran +34,republican,illinois,2020-11-18T00:47:17.129363Z
17135,Montgomery,12522,0,33,38,Merged into voters' home precincts and released with cumulative results,88,14217,88%,88% reported,edison,2,unknown,,3024,,,4076,8068,172,109,97,0,0,0,0,0,0,0,2020-11-16T15:48:00Z,31.87989,R+32,Curran +32,republican,illinois,2020-11-18T00:47:17.129363Z
17137,Morgan,15052,0,37,40,Merged into voters' home precincts and released with cumulative results,93,16167,93%,93% reported,edison,2,unknown,,2656,,,5493,9173,187,99,100,0,0,0,0,0,0,0,2020-11-16T15:48:00Z,24.44858,R+24,Curran +24,republican,illinois,2020-11-18T00:47:17.129363Z
17139,Moultrie,6631,0,13,14,Merged into voters' home precincts and released with cumulative results,96,6879,96%,96% reported,edison,4,all,,2046,,,1799,4627,95,65,45,0,0,0,0,0,0,0,2020-11-16T15:48:01Z,42.64817,R+43,Curran +43,republican,illinois,2020-11-18T00:47:17.129363Z
17141,Ogle,25814,0,50,52,Merged into voters' home precincts and released with cumulative results,98,26350,98%,98% reported,edison,2,unknown,,4760,,,9369,15400,438,362,233,12,0,0,0,0,0,0,2020-11-16T15:48:02Z,23.36329,R+23,Curran +23,republican,illinois,2020-11-18T00:47:17.129363Z
17143,Peoria,81939,53884,156,169,Merged into voters' home precincts and released with cumulative results,100,82264,>98%,>98% reported,edison,6,all,,31962,,,41967,36703,1852,635,782,0,31560,20503,946,415,460,0,2020-11-16T15:48:03Z,6.42429,D+6,Durbin +6,democrat,illinois,2020-11-18T00:47:17.129363Z
17145,Perry,9848,0,24,27,Released as a precinct at the end of tabulation,91,10817,91%,91% reported,edison,2,some,,2477,,,3216,6413,87,63,66,3,0,0,0,0,0,0,2020-11-16T15:48:03Z,32.46344,R+32,Curran +32,republican,illinois,2020-11-18T00:47:17.129363Z
17147,Piatt,9705,0,15,16,Merged into voters' home precincts AFTER election night,100,9044,>98%,>98% reported,edison,4,unknown,,1656,,,3382,5975,156,120,68,4,0,0,0,0,0,0,2020-11-16T15:48:03Z,26.71819,R+27,Curran +27,republican,illinois,2020-11-18T00:47:17.129363Z
17149,Pike,7694,0,28,31,Other,100,7690,>98%,>98% reported,edison,6,all,,1424,,,1807,5695,99,49,39,5,0,0,0,0,0,0,2020-11-16T15:48:03Z,50.53288,R+51,Curran +51,republican,illinois,2020-11-18T00:47:17.129363Z
17151,Pope,2127,0,5,6,Merged into voters' home precincts and released with cumulative results,89,2386,89%,89% reported,edison,4,some,,758,,,519,1572,14,14,7,1,0,0,0,0,0,0,2020-11-16T15:48:04Z,49.50635,R+50,Curran +50,republican,illinois,2020-11-18T00:47:17.129363Z
17153,Pulaski,2576,0,9,11,None,79,3260,79%,79% reported,edison,2,unknown,,1053,,,1066,1466,8,23,13,0,0,0,0,0,0,0,2020-11-16T15:48:04Z,15.52795,R+16,Curran +16,republican,illinois,2020-11-18T00:47:17.129363Z
17155,Putnam,3253,0,8,8,Merged into voters' home precincts and released with cumulative results,97,3345,97%,97% reported,edison,6,all,,926,,,1432,1692,40,62,27,0,0,0,0,0,0,0,2020-11-16T15:48:05Z,7.99262,R+8,Curran +8,republican,illinois,2020-11-18T00:47:17.129363Z
17157,Randolph,14665,0,34,37,None,94,15565,94%,94% reported,edison,2,unknown,,4659,,,4643,9731,129,76,79,7,0,0,0,0,0,0,2020-11-16T15:48:05Z,34.69485,R+35,Curran +35,republican,illinois,2020-11-18T00:47:17.129363Z
17159,Richland,9996,0,21,21,Merged into voters' home precincts and released with cumulative results,100,7710,>98%,>98% reported,edison,4,all,,1760,,,1582,8414,0,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:06Z,68.34734,R+68,Curran +68,republican,illinois,2020-11-18T00:47:17.129363Z
17161,Rock Island,66104,0,112,120,None,100,64602,>98%,>98% reported,edison,2,unknown,,46442,,,36454,27688,959,453,545,5,0,0,0,0,0,0,2020-11-16T15:48:07Z,13.26092,D+13,Durbin +13,democrat,illinois,2020-11-18T00:47:17.129363Z
17165,Saline,10786,0,24,28,Merged into voters' home precincts and released with cumulative results,86,12471,86%,86% reported,edison,4,some,,4206,,,3242,7263,145,75,59,2,0,0,0,0,0,0,2020-11-16T15:48:09Z,37.27981,R+37,Curran +37,republican,illinois,2020-11-18T00:47:17.129363Z
17167,Sangamon,103983,0,172,180,Merged into voters' home precincts and released with cumulative results,95,108902,95%,95% reported,edison,4,unknown,,18626,,,48569,52174,1333,928,979,0,0,0,0,0,0,0,2020-11-16T15:48:09Z,3.46691,R+3,Curran +3,republican,illinois,2020-11-18T00:47:17.129363Z
17169,Schuyler,3837,0,15,17,None,98,3908,98%,98% reported,edison,6,unknown,,1472,,,1279,2444,62,31,21,0,0,0,0,0,0,0,2020-11-16T15:48:10Z,30.36226,R+30,Curran +30,republican,illinois,2020-11-18T00:47:17.129363Z
17171,Scott,2670,0,9,10,Other,93,2867,93%,93% reported,edison,2,unknown,,478,,,702,1920,21,13,12,2,0,0,0,0,0,0,2020-11-16T15:48:10Z,45.61798,R+46,Curran +46,republican,illinois,2020-11-18T00:47:17.129363Z
17173,Shelby,11901,0,32,33,None,100,11901,>98%,>98% reported,edison,6,all,,2422,,,2903,8677,123,99,99,0,0,0,0,0,0,0,2020-11-16T15:48:11Z,48.51693,R+49,Curran +49,republican,illinois,2020-11-18T00:47:17.129363Z
17163,St. Clair,124112,0,175,190,None,100,121541,>98%,>98% reported,edison,2,unknown,,32130,,,65301,54750,1754,1173,1134,,0,0,0,0,0,,2020-11-16T15:48:07Z,8.50119,D+9,Durbin +9,democrat,illinois,2020-11-18T00:47:17.129363Z
17175,Stark,2824,0,9,10,Released as a precinct at the end of tabulation,94,2999,94%,94% reported,edison,2,unknown,,509,,,842,1890,46,20,24,2,0,0,0,0,0,0,2020-11-16T15:48:11Z,37.11048,R+37,Curran +37,republican,illinois,2020-11-18T00:47:17.129363Z
17177,Stephenson,21202,0,38,40,Merged into voters' home precincts and released with cumulative results,99,21446,>98%,>98% reported,edison,6,all,,6222,,,8742,11701,311,286,162,0,0,0,0,0,0,0,2020-11-16T15:48:12Z,13.95623,R+14,Curran +14,republican,illinois,2020-11-18T00:47:17.129363Z
17179,Tazewell,67751,0,103,109,Other,100,64441,>98%,>98% reported,edison,2,unknown,,12110,,,25053,40112,1536,455,595,0,0,0,0,0,0,0,2020-11-16T15:48:13Z,22.22698,R+22,Curran +22,republican,illinois,2020-11-18T00:47:17.129363Z
17181,Union,8793,0,18,20,Merged into voters' home precincts and released with cumulative results,99,8896,>98%,>98% reported,edison,6,all,,2005,,,3098,5461,92,51,87,4,0,0,0,0,0,0,2020-11-16T15:48:13Z,26.87365,R+27,Curran +27,republican,illinois,2020-11-18T00:47:17.129363Z
17183,Vermilion,31303,0,50,55,Merged into voters' home precincts and released with cumulative results,93,33748,93%,93% reported,edison,2,unknown,,4752,,,11364,18740,388,493,318,,0,0,0,0,0,,2020-11-16T15:48:14Z,23.56324,R+24,Curran +24,republican,illinois,2020-11-18T00:47:17.129363Z
17185,Wabash,5475,0,14,16,None,91,5992,91%,91% reported,edison,4,some,,1834,,,1269,4072,83,29,20,2,0,0,0,0,0,0,2020-11-16T15:48:14Z,51.19635,R+51,Curran +51,republican,illinois,2020-11-18T00:47:17.129363Z
17187,Warren,7793,0,26,29,None,100,7792,>98%,>98% reported,edison,4,unknown,,2038,,,3047,4546,96,53,47,4,0,0,0,0,0,0,2020-11-16T15:48:15Z,19.23521,R+19,Curran +19,republican,illinois,2020-11-18T00:47:17.129363Z
17189,Washington,7766,0,19,20,None,95,8163,95%,95% reported,edison,2,some,,987,,,1911,5667,92,53,36,7,0,0,0,0,0,0,2020-11-16T15:48:15Z,48.36467,R+48,Curran +48,republican,illinois,2020-11-18T00:47:17.129363Z
17191,Wayne,8302,0,24,27,None,91,9125,91%,91% reported,edison,4,some,,1717,,,1399,6704,93,53,51,2,0,0,0,0,0,0,2020-11-16T15:48:16Z,63.90026,R+64,Curran +64,republican,illinois,2020-11-18T00:47:17.129363Z
