fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_de_la_fuenter,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_de_la_fuenter,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
06043,Mariposa,10280,8259,25,25,Other,100,10229,>98%,>98% reported,edison,4,all,,8458,,,4088,5950,155,39,22,26,0,3610,4480,109,28,13,19,0,2020-11-10T20:35:43Z,18.11284,R+18,Trump +18,republican,18.11284,8877,23.2,9000,18.24,california,2020-11-11T00:33:57.940025Z
06045,Mendocino,25171,0,147,250,Released as a separate subtotal as first report of the night,59,42724,59%,59% reported,edison,2,unknown,,46454,,,18303,6312,248,179,90,39,0,0,0,0,0,0,0,0,2020-11-04T10:43:37Z,47.63816,D+48,Biden +48,democrat,-47.63816,37915,-29.5,35017,-38.65,california,2020-11-11T00:33:57.940025Z
06047,Merced,76944,0,255,268,Released as a separate subtotal as first report of the night,95,80699,95%,95% reported,edison,2,unknown,,52923,,,41991,33226,758,319,347,303,0,0,0,0,0,0,0,0,2020-11-10T02:36:39Z,11.3914,D+11,Biden +11,democrat,-11.3914,70789,-12.1,62057,-8.74,california,2020-11-11T00:33:57.940025Z
06049,Modoc,3805,0,19,22,Released as a separate subtotal as first report of the night,84,4539,84%,84% reported,edison,2,unknown,,4538,,,1063,2675,31,14,10,12,0,0,0,0,0,0,0,0,2020-11-04T10:43:39Z,42.36531,R+42,Trump +42,republican,42.36531,3843,47.3,3986,41.8,california,2020-11-11T00:33:57.940025Z
06051,Mono,6714,4959,12,12,Merged into voters' home precincts AFTER election night,100,6015,>98%,>98% reported,edison,4,unknown,,5003,,,3998,2504,126,42,18,25,1,3215,1590,92,32,9,20,1,2020-11-10T23:34:44Z,22.25201,D+22,Biden +22,democrat,-22.25201,5281,-12.5,5181,-8.65,california,2020-11-11T00:33:57.940025Z
06053,Monterey,154085,112579,188,188,Released as a separate subtotal as first report of the night,100,152085,>98%,>98% reported,edison,4,some,,140518,,,107925,42784,1700,704,448,505,19,81854,28604,1063,453,274,316,15,2020-11-10T02:36:39Z,42.27602,D+42,Biden +42,democrat,-42.27602,133408,-40.6,123518,-36.86,california,2020-11-11T00:33:57.940025Z
06055,Napa,67847,42386,185,191,Other,97,69964,97%,97% reported,edison,4,all,,82274,,,46962,19388,844,292,144,217,0,31270,10392,383,166,71,104,0,2020-11-10T23:34:43Z,40.64144,D+41,Biden +41,democrat,-40.64144,61372,-35.5,56968,-28.69,california,2020-11-11T00:33:57.940025Z
06057,Nevada,40116,26012,71,111,Other,64,62626,64%,64% reported,edison,4,all,,61400,,,23593,15716,439,182,83,100,3,16019,9588,211,87,52,53,2,2020-11-07T00:34:36Z,19.63556,D+20,Biden +20,democrat,-19.63556,54935,-4.9,51676,0.63,california,2020-11-11T00:33:57.940025Z
06059,Orange,1484089,1086838,1795,1795,Released as a separate subtotal as first report of the night,100,1365174,>98%,>98% reported,edison,4,all,,929898,,,795376,658520,16883,5635,3264,4411,0,643287,422926,11619,3986,2116,2904,0,2020-11-10T01:57:33Z,9.22155,D+9,Biden +9,democrat,-9.22155,1197521,-8.6,1122664,6.23,california,2020-11-11T00:33:57.940025Z
06061,Placer,185153,0,112,127,Released as a separate subtotal as first report of the night,89,208436,89%,89% reported,edison,4,all,,184938,,,89924,91472,2589,547,215,406,0,0,0,0,0,0,0,0,2020-11-07T02:35:35Z,0.83607,R+0.84,Trump +0.84,republican,0.83607,186024,11.6,171322,19.32,california,2020-11-11T00:33:57.940025Z
06063,Plumas,10950,0,29,29,Other,96,11409,96%,96% reported,edison,4,unknown,,11534,,,4465,6247,142,38,25,30,3,0,0,0,0,0,0,0,2020-11-04T10:43:45Z,16.27397,R+16,Trump +16,republican,16.27397,9850,19.9,10047,16.87,california,2020-11-11T00:33:57.940025Z
06065,Riverside,616434,391546,621,864,Released as a separate subtotal as first report of the night,72,856586,72%,72% reported,edison,4,unknown,,594424,,,334155,272080,5222,1832,1407,1713,25,222328,163191,3094,1068,834,1006,25,2020-11-10T02:36:38Z,10.07002,D+10,Biden +10,democrat,-10.07002,751391,-5.4,661907,-1.65,california,2020-11-11T00:33:57.940025Z
06067,Sacramento,536649,0,569,677,Released as a separate subtotal as first report of the night,100,324230,>98%,>98% reported,edison,4,all,,489638,,,338632,186311,6201,2198,1586,1686,35,0,0,0,0,0,0,0,2020-11-10T23:34:43Z,28.38373,D+28,Biden +28,democrat,-28.38373,562285,-24.2,516809,-18.96,california,2020-11-11T00:33:57.940025Z
06069,San Benito,25290,21136,54,54,Released as a separate subtotal as first report of the night,100,24993,>98%,>98% reported,edison,4,unknown,,19926,,,15539,9242,290,75,73,66,5,13404,7323,238,58,60,49,4,2020-11-07T00:34:36Z,24.89917,D+25,Biden +25,democrat,-24.89917,22122,-21.2,19044,-20.65,california,2020-11-11T00:33:57.940025Z
06071,San Bernardino,620946,342615,1938,2327,Released as a separate subtotal as first report of the night,83,745541,83%,83% reported,edison,2,some,,453259,,,338557,270207,5691,2349,1964,2178,0,218798,117385,2992,1329,1033,1078,0,2020-11-10T00:25:29Z,11.0074,D+11,Biden +11,democrat,-11.0074,653983,-10.6,581517,-7.35,california,2020-11-11T00:33:57.940025Z
06073,San Diego,1564436,1399950,1414,1414,Released as a separate subtotal as first report of the night,100,1489296,>98%,>98% reported,edison,2,some,,1080011,,,943650,584914,20710,7207,2740,5056,159,881463,486575,18490,6566,2409,4447,0,2020-11-10T01:43:26Z,22.93069,D+23,Biden +23,democrat,-22.93069,1306400,-19.7,1192282,-7.57,california,2020-11-11T00:33:57.940025Z
06075,San Francisco,440610,318214,579,609,Released as a separate subtotal as first report of the night,95,462603,95%,95% reported,edison,4,all,,309114,,,375630,55988,3261,2762,1529,1248,192,278413,34477,1911,1721,974,682,36,2020-11-10T20:35:43Z,72.54533,D+73,Biden +73,democrat,-72.54533,408541,-75.2,361209,-70.5,california,2020-11-11T00:33:57.940025Z
06077,San Joaquin,184142,0,149,207,None,72,255549,72%,72% reported,edison,2,unknown,,212698,,,107820,72925,1600,604,540,653,0,0,0,0,0,0,0,0,2020-11-10T05:36:42Z,18.95005,D+19,Biden +19,democrat,-18.95005,227002,-14.2,204697,-13.7,california,2020-11-11T00:33:57.940025Z
06079,San Luis Obispo,153429,111713,111,112,Released as a separate subtotal as first report of the night,100,116049,>98%,>98% reported,edison,4,all,,128384,,,85183,64514,2286,749,255,422,20,67651,41853,1290,477,152,270,20,2020-11-10T02:36:38Z,13.47138,D+13,Biden +13,democrat,-13.47138,137202,-8,125638,-1.03,california,2020-11-11T00:33:57.940025Z
06081,San Mateo,338517,227600,380,403,Released as a separate subtotal as first report of the night,94,358398,94%,94% reported,edison,4,all,,271008,,,264762,67750,3027,1336,665,952,25,187578,36584,1715,806,378,516,23,2020-11-10T02:36:38Z,58.19855,D+58,Biden +58,democrat,-58.19855,314384,-57.2,285720,-46.66,california,2020-11-11T00:33:57.940025Z
06083,Santa Barbara,194637,0,217,226,Released as a separate subtotal as first report of the night,96,201536,96%,96% reported,edison,4,unknown,,155496,,,126419,63583,2317,889,489,681,259,0,0,0,0,0,0,0,2020-11-10T02:36:37Z,32.28369,D+32,Biden +32,democrat,-32.28369,178878,-28.4,163320,-18.08,california,2020-11-11T00:33:57.940025Z
06085,Santa Clara,767466,0,570,596,Released as a separate subtotal as first report of the night,96,802228,96%,96% reported,edison,4,some,,732616,,,560440,191277,8030,3605,1851,2263,0,0,0,0,0,0,0,0,2020-11-10T02:36:37Z,48.10154,D+48,Biden +48,democrat,-48.10154,703709,-52.1,643091,-42.91,california,2020-11-11T00:33:57.940025Z
06087,Santa Cruz,141098,0,161,168,Released as a separate subtotal as first report of the night,96,146856,96%,96% reported,edison,4,some,,102995,,,111534,26072,1641,1024,393,415,19,0,0,0,0,0,0,0,2020-11-10T02:36:37Z,60.56925,D+61,Biden +61,democrat,-60.56925,130012,-56,120095,-55.59,california,2020-11-11T00:33:57.940025Z
06089,Shasta,88761,0,94,97,Released as a separate subtotal as first report of the night,97,91260,97%,97% reported,edison,2,unknown,,77694,,,28889,57894,1197,349,177,255,0,0,0,0,0,0,0,0,2020-11-06T23:35:36Z,32.67764,R+33,Trump +33,republican,32.67764,81024,36.4,76335,29.15,california,2020-11-11T00:33:57.940025Z
06091,Sierra,1926,0,21,23,Other,92,2086,92%,92% reported,edison,2,unknown,,2915,,,730,1138,27,13,6,12,0,0,0,0,0,0,0,0,2020-11-05T23:30:37Z,21.1838,R+21,Trump +21,republican,21.1838,1858,24.1,1795,22.45,california,2020-11-11T00:33:57.940025Z
06093,Siskiyou,22991,0,62,64,Released as a separate subtotal as first report of the night,98,23361,98%,98% reported,edison,2,unknown,,21928,,,9456,12985,310,112,51,77,0,0,0,0,0,0,0,0,2020-11-09T23:35:36Z,15.34948,R+15,Trump +15,republican,15.34948,20493,20,19910,15.22,california,2020-11-11T00:33:57.940025Z
06095,Solano,199117,0,348,348,Released as a separate subtotal as first report of the night,100,189369,>98%,>98% reported,edison,2,unknown,,140931,,,127544,66943,2380,925,583,742,0,0,0,0,0,0,0,0,2020-11-10T02:36:37Z,30.43487,D+30,Biden +30,democrat,-30.43487,168150,-30,152444,-29.32,california,2020-11-11T00:33:57.940025Z
06097,Sonoma,197603,0,501,668,Released as a separate subtotal as first report of the night,75,263628,75%,75% reported,edison,4,all,,248885,,,153342,40478,1958,929,410,485,1,0,0,0,0,0,0,0,2020-11-04T10:43:54Z,57.11654,D+57,Biden +57,democrat,-57.11654,233303,-46.7,216508,-45.8,california,2020-11-11T00:33:57.940025Z
06099,Stanislaus,168279,138155,164,192,Released as a precinct as first report of the night,85,196246,85%,85% reported,edison,4,some,,171363,,,84668,79622,1697,538,495,629,630,72651,62194,1341,440,392,507,630,2020-11-07T05:35:43Z,2.99859,D+3,Biden +3,democrat,-2.99859,174406,-1.8,155369,-2.75,california,2020-11-11T00:33:57.940025Z
06101,Sutter,41694,0,45,45,"Released as first report, then NOT included in cumulative results",100,38216,>98%,>98% reported,edison,4,all,,34061,,,16961,23864,506,131,112,120,0,0,0,0,0,0,0,0,2020-11-10T22:05:45Z,16.55634,R+17,Trump +17,republican,16.55634,33824,15.1,31026,19.11,california,2020-11-11T00:33:57.940025Z
06103,Tehama,25005,0,42,46,Released as a separate subtotal as first report of the night,92,27255,92%,92% reported,edison,2,unknown,,24366,,,8105,16346,327,76,58,93,0,0,0,0,0,0,0,0,2020-11-10T02:36:36Z,32.95741,R+33,Trump +33,republican,32.95741,23908,36.3,22977,27.42,california,2020-11-11T00:33:57.940025Z
06105,Trinity,5095,5095,19,25,None,79,6482,79%,79% reported,edison,4,some,,6488,,,2383,2513,86,30,13,23,47,2383,2513,86,30,13,23,47,2020-11-04T10:43:59Z,2.55152,R+3,Trump +3,republican,2.55152,5784,10.3,5674,0.74,california,2020-11-11T00:33:57.940025Z
06107,Tulare,136271,81563,271,271,Released as a separate subtotal as first report of the night,100,128061,>98%,>98% reported,edison,4,unknown,,98048,,,61443,71857,1357,434,491,584,105,39863,40156,676,264,268,305,31,2020-11-10T02:36:36Z,7.64212,R+8,Trump +8,republican,7.64212,114102,9.4,101100,15.04,california,2020-11-11T00:33:57.940025Z
06109,Tuolumne,29820,0,73,73,Other,100,29103,>98%,>98% reported,edison,2,unknown,,30744,,,11808,17302,426,139,58,87,0,0,0,0,0,0,0,0,2020-11-05T20:35:35Z,18.42388,R+18,Trump +18,republican,18.42388,25893,21,24687,15.72,california,2020-11-11T00:33:57.940025Z
06111,Ventura,358813,0,621,695,Released as a separate subtotal as first report of the night,89,400968,89%,89% reported,edison,2,some,,263890,,,216447,135555,3746,1339,728,927,71,0,0,0,0,0,0,0,2020-11-05T23:30:38Z,22.54433,D+23,Biden +23,democrat,-22.54433,356107,-17.4,326974,-7.03,california,2020-11-11T00:33:57.940025Z
06113,Yolo,64934,0,40,58,Released as a separate subtotal as first report of the night,69,93583,69%,69% reported,edison,4,some,,66098,,,47504,16128,648,301,186,167,0,0,0,0,0,0,0,0,2020-11-07T01:40:37Z,48.31983,D+48,Biden +48,democrat,-48.31983,82090,-41.4,74475,-34.03,california,2020-11-11T00:33:57.940025Z
06115,Yuba,18820,15496,24,34,None,72,26218,72%,72% reported,edison,4,unknown,,18752,,,7800,10574,236,78,49,83,0,7157,7960,199,71,40,69,0,2020-11-04T10:44:01Z,14.73964,R+15,Trump +15,republican,14.73964,22998,22.9,19700,18.09,california,2020-11-11T00:33:57.940025Z
