fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_massiet,results_owensbya,results_absentee_massiet,results_absentee_owensbya,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,results_write_ins,results_absentee_write_ins,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
21111,Jefferson,16215,0,23,23,Merged into voters' home precincts and released with cumulative results,100,15626,>98%,>98% reported,edison,2,unknown,21806,10080,6135,0,0,2020-11-20T17:59:30Z,24.32932,R+24,Massie +24,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21117,Kenton,81395,0,99,106,Released as a precinct as first report of the night,93,87057,93%,93% reported,edison,4,some,4501,49977,31418,0,0,2020-11-20T18:00:56Z,22.80115,R+23,Massie +23,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21135,Lewis,5815,5809,13,14,Merged into voters' home precincts and released with cumulative results,91,6411,91%,91% reported,edison,4,some,400,5032,783,5029,780,2020-11-20T18:05:01Z,73.06965,R+73,Massie +73,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21161,Mason,7823,1759,13,13,Merged into voters' home precincts and released with cumulative results,90,8731,90%,90% reported,edison,4,unknown,669,5623,2200,785,974,2020-11-20T18:11:30Z,43.75559,R+44,Massie +44,republican,0,0,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21185,Oldham,37544,0,36,38,Released as a precinct as first report of the night,94,39752,94%,94% reported,edison,4,some,2488,23968,13576,0,0,2020-11-20T18:18:05Z,27.67952,R+28,Massie +28,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21187,Owen,5372,0,11,12,Merged into voters' home precincts and released with cumulative results,89,6049,89%,89% reported,edison,2,unknown,485,4267,1105,0,0,2020-11-20T18:18:28Z,58.86076,R+59,Massie +59,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21191,Pendleton,6856,4427,11,12,Merged into voters' home precincts and released with cumulative results,94,7268,94%,94% reported,edison,4,some,635,5535,1321,3407,1020,2020-11-20T18:19:33Z,61.46441,R+61,Massie +61,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21211,Shelby,23301,0,32,34,Merged into voters' home precincts and released with cumulative results,94,24893,94%,94% reported,edison,2,unknown,1437,15439,7862,0,0,2020-11-20T18:25:40Z,32.51792,R+33,Massie +33,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21215,Spencer,8182,0,10,10,Merged into voters' home precincts and released with cumulative results,98,8309,98%,98% reported,edison,2,unknown,654,6287,1895,0,0,2020-11-20T18:26:36Z,53.67881,R+54,Massie +54,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
21223,Trimble,4219,670,11,12,None,92,4583,92%,92% reported,edison,4,some,312,3151,1068,298,372,2020-11-20T18:28:43Z,49.37189,R+49,Massie +49,republican,,,KY-G-H-4-2020-11-03,ky-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382480,67459,8,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,518,552,94% reporting,94%,95,408000,edison,95%,95% reported,edison,republican,FALSE,2020-11-20T14:22:10Z,TRUE,34.17643,130718,R+34,Massie +34,republican,"","",3,0,1604450596986
