fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_kennedya,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_kennedya,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
53029,Island,53089,0,48,48,None,100,49307,>98%,>98% reported,edison,2,unknown,,,,,29003,22535,1261,214,51,25,,0,0,0,0,0,0,,2020-11-14T16:39:54Z,12.18331,D+12,Biden +12,democrat,-12.18331,44273,-5.6,42099,-4.45,washington,2020-11-15T00:42:57.227795Z
53031,Jefferson,24633,0,39,39,None,100,23317,>98%,>98% reported,edison,2,unknown,,,,,17190,6921,329,146,34,13,,0,0,0,0,0,0,,2020-11-14T16:39:55Z,41.68798,D+42,Biden +42,democrat,-41.68798,20879,-31.7,19829,-31.94,washington,2020-11-15T00:42:57.227795Z
53033,King,1198407,0,2642,2642,None,100,1148274,>98%,>98% reported,edison,4,all,,,,,904823,267838,17927,5576,1589,654,,0,0,0,0,0,0,,2020-11-14T16:39:55Z,53.15264,D+53,Biden +53,democrat,-53.15264,1028450,-48.8,967154,-40.56,washington,2020-11-15T00:42:57.227795Z
53035,Kitsap,156994,0,215,215,None,100,142965,>98%,>98% reported,edison,4,some,,,,,89928,61326,4774,718,143,105,,0,0,0,0,0,0,,2020-11-14T16:39:56Z,18.21853,D+18,Biden +18,democrat,-18.21853,128770,-11,123367,-11.7,washington,2020-11-15T00:42:57.227795Z
53037,Kittitas,25579,0,62,62,None,100,21798,>98%,>98% reported,edison,4,all,,,,,11004,13778,512,95,19,9,162,0,0,0,0,0,0,0,2020-11-14T16:39:56Z,10.84483,R+11,Trump +11,republican,10.84483,19615,13.3,18171,10.09,washington,2020-11-15T00:42:57.227795Z
53039,Klickitat,13453,0,29,29,None,100,12384,>98%,>98% reported,edison,4,all,,,,,5947,7223,210,49,13,11,,0,0,0,0,0,0,,2020-11-14T16:39:57Z,9.48487,R+9,Trump +9,republican,9.48487,11074,14.4,10274,6.99,washington,2020-11-15T00:42:57.227795Z
53041,Lewis,44935,0,95,95,None,100,42800,>98%,>98% reported,edison,4,all,,,,,14462,29318,920,173,42,20,,0,0,0,0,0,0,,2020-11-14T16:39:57Z,33.06109,R+33,Trump +33,republican,33.06109,35199,35.1,34044,22.88,washington,2020-11-15T00:42:57.227795Z
53043,Lincoln,6974,0,46,46,None,100,6753,>98%,>98% reported,edison,4,unknown,,,,,1711,5134,110,15,3,1,,0,0,0,0,0,0,,2020-11-14T16:39:57Z,49.08231,R+49,Trump +49,republican,49.08231,5861,48.9,5872,40.7,washington,2020-11-15T00:42:57.227795Z
53045,Mason,37060,0,43,43,None,100,32470,>98%,>98% reported,edison,4,unknown,,,,,17253,18676,886,175,45,25,,0,0,0,0,0,0,,2020-11-14T16:39:58Z,3.83972,R+4,Trump +4,republican,3.83972,29003,5.8,28235,-7.09,washington,2020-11-15T00:42:57.227795Z
53047,Okanogan,20899,0,248,248,None,100,19655,>98%,>98% reported,edison,2,unknown,,,,,8788,11710,282,78,24,17,,0,0,0,0,0,0,,2020-11-14T16:39:58Z,13.98153,R+14,Trump +14,republican,13.98153,17556,18.9,16846,12.54,washington,2020-11-15T00:42:57.227795Z
53049,Pacific,13973,0,39,39,None,100,12323,>98%,>98% reported,edison,4,some,,,,,6776,6930,198,46,13,10,,0,0,0,0,0,0,,2020-11-14T16:39:59Z,1.10213,R+1.1,Trump +1.1,republican,1.10213,10972,6.7,10524,-11.52,washington,2020-11-15T00:42:57.227795Z
53051,Pend Oreille,8422,0,27,27,None,100,8400,>98%,>98% reported,edison,2,unknown,,,,,2578,5655,144,31,9,5,,0,0,0,0,0,0,,2020-11-14T16:39:59Z,36.53526,R+37,Trump +37,republican,36.53526,7016,34.8,6668,21.66,washington,2020-11-15T00:42:57.227795Z
53053,Pierce,459815,0,555,555,None,100,395000,>98%,>98% reported,edison,4,unknown,,,,,249074,197311,10456,2118,539,317,,0,0,0,0,0,0,,2020-11-14T16:40:00Z,11.25735,D+11,Biden +11,democrat,-11.25735,360017,-7.1,342910,-11.07,washington,2020-11-15T00:42:57.227795Z
53055,San Juan,12896,0,19,19,None,100,12390,>98%,>98% reported,edison,4,some,,,,,9606,2994,202,69,16,9,,0,0,0,0,0,0,,2020-11-14T16:40:00Z,51.27171,D+51,Biden +51,democrat,-51.27171,11134,-40.3,10594,-37.89,washington,2020-11-15T00:42:57.227795Z
53057,Skagit,69262,0,121,121,None,100,64363,>98%,>98% reported,edison,4,some,,,,,36360,31117,1382,268,85,50,,0,0,0,0,0,0,,2020-11-14T16:40:00Z,7.56981,D+8,Biden +8,democrat,-7.56981,58059,-3.4,55269,-6.54,washington,2020-11-15T00:42:57.227795Z
53059,Skamania,7066,0,23,23,None,100,6115,>98%,>98% reported,edison,6,all,,,,,3100,3783,148,27,4,4,,0,0,0,0,0,0,,2020-11-14T16:40:01Z,9.66601,R+10,Trump +10,republican,9.66601,5829,11.9,5466,1.08,washington,2020-11-15T00:42:57.227795Z
53061,Snohomish,433598,0,784,784,None,100,393499,>98%,>98% reported,edison,4,all,,,,,255609,165650,9620,1989,484,246,,0,0,0,0,0,0,,2020-11-14T16:40:01Z,20.7471,D+21,Biden +21,democrat,-20.7471,354734,-16.1,329817,-16.83,washington,2020-11-15T00:42:57.227795Z
53063,Spokane,292285,0,362,362,None,100,261333,>98%,>98% reported,edison,4,all,,,,,135332,148049,7110,1291,306,197,,0,0,0,0,0,0,,2020-11-14T16:40:01Z,4.35089,R+4,Trump +4,republican,4.35089,236050,8.3,223830,5.8,washington,2020-11-15T00:42:57.227795Z
53065,Stevens,26589,0,58,58,None,100,26079,>98%,>98% reported,edison,4,some,,,,,7451,18576,460,70,18,14,,0,0,0,0,0,0,,2020-11-14T16:40:01Z,41.84061,R+42,Trump +42,republican,41.84061,23395,40.2,22161,26.75,washington,2020-11-15T00:42:57.227795Z
53067,Thurston,165581,0,284,284,None,100,148822,>98%,>98% reported,edison,4,unknown,,,,,95868,64705,3653,967,279,109,,0,0,0,0,0,0,,2020-11-14T16:40:02Z,18.8204,D+19,Biden +19,democrat,-18.8204,134191,-15,127063,-19.48,washington,2020-11-15T00:42:57.227795Z
53069,Wahkiakum,2924,0,11,11,None,100,2712,>98%,>98% reported,edison,4,unknown,,,,,1150,1711,43,18,0,2,,0,0,0,0,0,0,,2020-11-14T16:40:02Z,19.18605,R+19,Trump +19,republican,19.18605,2429,21.1,2294,1.09,washington,2020-11-15T00:42:57.227795Z
53071,Walla Walla,28108,0,61,63,None,96,29232,96%,96% reported,edison,4,some,,,,,12606,14688,658,104,40,12,,0,0,0,0,0,0,,2020-11-14T16:40:02Z,7.40714,R+7,Trump +7,republican,7.40714,26228,15.1,25108,19.44,washington,2020-11-15T00:42:57.227795Z
53073,Whatcom,137129,0,181,181,None,100,126124,>98%,>98% reported,edison,4,some,,,,,83342,50311,2462,721,206,87,,0,0,0,0,0,0,,2020-11-14T16:40:02Z,24.08754,D+24,Biden +24,democrat,-24.08754,113339,-17.4,103029,-13.96,washington,2020-11-15T00:42:57.227795Z
53075,Whitman,19868,0,69,69,None,100,19901,>98%,>98% reported,edison,4,unknown,,,,,10570,8642,506,118,18,14,,0,0,0,0,0,0,,2020-11-14T16:40:02Z,9.70405,D+10,Biden +10,democrat,-9.70405,18028,-4.1,17121,2.75,washington,2020-11-15T00:42:57.227795Z
53077,Yakima,95413,0,173,173,None,100,89413,>98%,>98% reported,edison,4,unknown,,,,,43025,50417,1421,318,153,79,,0,0,0,0,0,0,,2020-11-14T16:40:03Z,7.74737,R+8,Trump +8,republican,7.74737,79741,13.1,76973,11.72,washington,2020-11-15T00:42:57.227795Z
