fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_venturaj,results_blankenshipd,results_pierceb,results_de_la_fuenter,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_venturaj,results_absentee_blankenshipd,results_absentee_pierceb,results_absentee_de_la_fuenter,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,state,retrieved_time
02925,ED 25,8683,4724,7,7,Released as a separate subtotal as first report of the night,93,9346,93%,93% reported,edison,2,unknown,,4000,,,4102,4302,179,57,18,11,14,1543,3051,83,23,9,3,12,2020-11-14T16:38:43Z,2.30335,D+2,Biden +2,democrat,-2.30335,8127,5.4,alaska,2020-11-15T00:42:17.261657Z
02926,ED 26,9415,5321,7,8,Released as a separate subtotal as first report of the night,92,10241,92%,92% reported,edison,2,unknown,,4000,,,4913,4228,181,53,19,20,1,2168,3033,77,29,8,6,0,2020-11-14T16:38:45Z,7.27562,R+7,Trump +7,republican,7.27562,8905,13.2,alaska,2020-11-15T00:42:17.261657Z
02927,ED 27,8843,4925,7,8,Released as a separate subtotal as first report of the night,88,10100,88%,88% reported,edison,2,unknown,,4000,,,4072,4476,201,52,18,19,5,1657,3157,68,23,9,9,2,2020-11-14T16:38:48Z,4.56859,D+5,Biden +5,democrat,-4.56859,8783,4.1,alaska,2020-11-15T00:42:17.261657Z
02928,ED 28,12019,7016,8,9,Released as a separate subtotal as first report of the night,91,13141,91%,91% reported,edison,2,unknown,,4000,,,5823,5906,198,62,16,11,3,2593,4293,82,30,10,6,2,2020-11-14T16:38:50Z,0.69057,D+0.69,Biden +0.69,democrat,-0.69057,11427,5.9,alaska,2020-11-15T00:42:17.261657Z
02929,ED 29,9548,3625,10,11,Released as a separate subtotal as first report of the night,88,10803,88%,88% reported,edison,2,unknown,,4000,,,6669,2631,152,59,24,10,3,1949,1618,27,22,8,0,1,2020-11-14T16:38:52Z,42.29158,R+42,Trump +42,republican,42.29158,9394,45.2,alaska,2020-11-15T00:42:17.261657Z
02903,ED 3,8302,3048,5,5,Released as a separate subtotal as first report of the night,95,8755,95%,95% reported,edison,2,unknown,,4000,,,6028,1879,307,42,26,13,7,1747,1149,120,18,8,3,3,2020-11-14T16:39:28Z,49.97591,R+50,Trump +50,republican,49.97591,7613,54.7,alaska,2020-11-15T00:42:17.261657Z
02930,ED 30,9744,4689,6,6,Released as a separate subtotal as first report of the night,95,10293,95%,95% reported,edison,2,unknown,,4000,,,6867,2543,254,38,25,16,1,2799,1777,92,9,6,5,1,2020-11-14T16:38:55Z,44.37603,R+44,Trump +44,republican,44.37603,8950,48.9,alaska,2020-11-15T00:42:17.261657Z
02931,ED 31,12275,6591,9,9,Released as a separate subtotal as first report of the night,100,11709,>98%,>98% reported,edison,2,unknown,,4000,,,6891,4988,247,99,25,18,7,2741,3672,107,46,14,8,3,2020-11-14T16:38:58Z,15.50305,R+16,Trump +16,republican,15.50305,10182,21.1,alaska,2020-11-15T00:42:17.261657Z
02932,ED 32,7492,0,12,14,Released as a separate subtotal as first report of the night,87,8593,87%,87% reported,edison,2,unknown,,4000,,,3985,3164,210,92,20,17,4,0,0,0,0,0,0,0,2020-11-14T16:38:58Z,10.95836,R+11,Trump +11,republican,10.95836,7472,14.2,alaska,2020-11-15T00:42:17.261657Z
02933,ED 33,10061,6904,10,11,Released as a separate subtotal as first report of the night,88,11424,88%,88% reported,edison,2,unknown,,4000,,,2760,6982,171,93,22,24,9,1344,5403,83,50,9,10,5,2020-11-14T16:39:00Z,41.96402,D+42,Biden +42,democrat,-41.96402,9934,-32.7,alaska,2020-11-15T00:42:17.261657Z
02934,ED 34,10158,7430,7,7,Released as a separate subtotal as first report of the night,94,10846,94%,94% reported,edison,2,unknown,,4000,,,4280,5484,262,60,34,33,5,2614,4583,144,41,24,23,1,2020-11-14T16:39:04Z,11.85273,D+12,Biden +12,democrat,-11.85273,9431,-2.8,alaska,2020-11-15T00:42:17.261657Z
02935,ED 35,9433,5177,13,14,Released as a separate subtotal as first report of the night,91,10398,91%,91% reported,edison,2,unknown,,4000,,,4385,4755,155,88,30,14,6,1862,3180,78,37,15,5,0,2020-11-14T16:39:06Z,3.9224,D+4,Biden +4,democrat,-3.9224,9042,3.9,alaska,2020-11-15T00:42:17.261657Z
02936,ED 36,9214,3645,10,10,Released as a separate subtotal as first report of the night,97,9504,97%,97% reported,edison,2,unknown,,4000,,,5072,3762,243,79,30,20,8,1579,1940,92,14,10,8,2,2020-11-14T16:39:08Z,14.2175,R+14,Trump +14,republican,14.2175,8264,21.4,alaska,2020-11-15T00:42:17.261657Z
02937,ED 37,3123,0,19,35,Released as a separate subtotal as first report of the night,54,5821,54%,54% reported,edison,2,unknown,,4000,,,1492,1486,45,37,37,14,12,0,0,0,0,0,0,0,2020-11-14T16:39:09Z,0.19212,R+0.19,Trump +0.19,republican,0.19212,5062,-9.5,alaska,2020-11-15T00:42:17.261657Z
02938,ED 38,3800,0,20,31,Released as a separate subtotal as first report of the night,65,5859,65%,65% reported,edison,2,unknown,,4000,,,1327,2176,77,99,47,50,24,0,0,0,0,0,0,0,2020-11-14T16:39:10Z,22.34211,D+22,Biden +22,democrat,-22.34211,5095,-31.7,alaska,2020-11-15T00:42:17.261657Z
02939,ED 39,4822,282,25,33,Released as a separate subtotal as first report of the night,74,6485,74%,74% reported,edison,2,unknown,,4000,,,1556,2946,99,90,68,44,19,93,176,6,2,2,3,0,2020-11-14T16:39:13Z,28.82621,D+29,Biden +29,democrat,-28.82621,5639,-30.8,alaska,2020-11-15T00:42:17.261657Z
02904,ED 4,10893,6231,7,7,Released as a separate subtotal as first report of the night,99,10949,>98%,>98% reported,edison,2,unknown,,4000,,,4660,5769,313,92,27,28,4,1872,4157,149,36,7,10,0,2020-11-14T16:39:30Z,10.18085,D+10,Biden +10,democrat,-10.18085,9521,-1,alaska,2020-11-15T00:42:17.261657Z
02940,ED 40,3923,0,17,23,Released as a separate subtotal as first report of the night,74,5302,74%,74% reported,edison,2,unknown,,4000,,,1708,1951,84,74,43,39,24,0,0,0,0,0,0,0,2020-11-14T16:39:14Z,6.19424,D+6,Biden +6,democrat,-6.19424,4610,-20.8,alaska,2020-11-15T00:42:17.261657Z
02905,ED 5,8538,4397,8,9,Released as a separate subtotal as first report of the night,94,9092,94%,94% reported,edison,2,unknown,,4000,,,4040,4135,251,68,20,16,8,1460,2788,108,26,7,4,4,2020-11-14T16:39:32Z,1.11267,D+1.1,Biden +1.1,democrat,-1.11267,7906,6.3,alaska,2020-11-15T00:42:17.261657Z
02906,ED 6,9331,5,32,33,Released as a separate subtotal as first report of the night,96,9729,96%,96% reported,edison,2,unknown,,4000,,,5695,3224,260,82,33,31,6,2,2,0,1,0,0,0,2020-11-14T16:39:33Z,26.48162,R+26,Trump +26,republican,26.48162,8460,28.3,alaska,2020-11-15T00:42:17.261657Z
02907,ED 7,9402,5406,7,7,Released as a separate subtotal as first report of the night,99,9538,>98%,>98% reported,edison,2,unknown,,4000,,,6860,2173,266,50,35,13,5,3614,1605,129,23,22,9,4,2020-11-14T16:39:36Z,49.8511,R+50,Trump +50,republican,49.8511,8294,53.4,alaska,2020-11-15T00:42:17.261657Z
02908,ED 8,9710,4265,6,6,Released as a separate subtotal as first report of the night,100,9284,>98%,>98% reported,edison,2,unknown,,4000,,,7446,1931,235,48,27,17,6,2851,1306,77,18,8,3,2,2020-11-14T16:39:38Z,56.79712,R+57,Trump +57,republican,56.79712,8073,60.8,alaska,2020-11-15T00:42:17.261657Z
02909,ED 9,10866,4,11,11,Released as a separate subtotal as first report of the night,100,10297,>98%,>98% reported,edison,2,unknown,,4000,,,7696,2738,297,77,38,16,4,2,2,0,0,0,0,0,2020-11-14T16:39:40Z,45.62857,R+46,Trump +46,republican,45.62857,8954,47.5,alaska,2020-11-15T00:42:17.261657Z
