fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hickenlooperj,results_gardnerc,results_doaner,results_doyled,results_evanss,results_write_ins,results_absentee_hickenlooperj,results_absentee_gardnerc,results_absentee_doaner,results_absentee_doyled,results_absentee_evanss,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
08043,Fremont,25359,0,29,30,Other,99,25557,>98%,>98% reported,edison,8,unknown,,,,,7201,17450,508,129,71,,0,0,0,0,0,,2020-11-24T13:22:58Z,40.41563,R+40,Gardner +40,republican,colorado,2020-11-29T00:51:19.325176Z
08045,Garfield,30787,0,27,27,Other,100,30904,>98%,>98% reported,edison,8,all,,,,,14999,15027,598,92,71,,0,0,0,0,0,,2020-11-24T13:22:59Z,0.09095,R+0.09,Gardner +0.09,republican,colorado,2020-11-29T00:51:19.325176Z
08047,Gilpin,4175,0,6,6,Other,100,4185,>98%,>98% reported,edison,8,unknown,,,,,2183,1867,99,15,11,,0,0,0,0,0,,2020-11-24T13:22:59Z,7.56886,D+8,Hickenlooper +8,democrat,colorado,2020-11-29T00:51:19.325176Z
08049,Grand,9878,0,12,12,Other,100,9877,>98%,>98% reported,edison,8,unknown,,,,,4579,5075,181,28,15,,0,0,0,0,0,,2020-11-24T20:00:47Z,5.02126,R+5,Gardner +5,republican,colorado,2020-11-29T00:51:19.325176Z
08051,Gunnison,10842,0,15,15,Other,100,10887,>98%,>98% reported,edison,8,all,,,,,6772,3842,186,28,14,0,0,0,0,0,0,0,2020-11-24T13:23:00Z,27.02453,D+27,Hickenlooper +27,democrat,colorado,2020-11-29T00:51:19.325176Z
08053,Hinsdale,620,0,1,1,Other,98,632,98%,98% reported,edison,8,all,,,,,244,365,9,0,2,,0,0,0,0,0,,2020-11-24T13:23:01Z,19.51613,R+20,Gardner +20,republican,colorado,2020-11-29T00:51:19.325176Z
08055,Huerfano,4371,0,11,11,Other,99,4406,>98%,>98% reported,edison,8,all,,,,,2077,2160,97,25,12,,0,0,0,0,0,,2020-11-24T13:23:04Z,1.89888,R+1.9,Gardner +1.9,republican,colorado,2020-11-29T00:51:19.325176Z
08057,Jackson,867,0,4,5,Other,99,876,>98%,>98% reported,edison,8,all,,,,,164,684,12,5,2,,0,0,0,0,0,,2020-11-24T13:23:05Z,59.97693,R+60,Gardner +60,republican,colorado,2020-11-29T00:51:19.325176Z
08059,Jefferson,376961,0,300,309,Other,100,377351,>98%,>98% reported,edison,8,all,,,,,210619,158276,6191,1026,849,,0,0,0,0,0,,2020-11-24T13:23:06Z,13.88552,D+14,Hickenlooper +14,democrat,colorado,2020-11-29T00:51:19.325176Z
08061,Kiowa,890,0,4,4,Other,99,903,>98%,>98% reported,edison,8,unknown,,,,,93,783,10,3,1,,0,0,0,0,0,,2020-11-24T13:23:07Z,77.52809,R+78,Gardner +78,republican,colorado,2020-11-29T00:51:19.325176Z
08063,Kit Carson,3815,0,11,13,Other,99,3870,>98%,>98% reported,edison,8,unknown,,,,,628,3138,36,8,5,,0,0,0,0,0,,2020-11-24T20:00:47Z,65.79292,R+66,Gardner +66,republican,colorado,2020-11-29T00:51:19.325176Z
08067,La Plata,35453,0,31,32,Other,99,35667,>98%,>98% reported,edison,8,all,,,,,19873,14776,632,71,101,,0,0,0,0,0,,2020-11-24T13:23:15Z,14.37678,D+14,Hickenlooper +14,democrat,colorado,2020-11-29T00:51:19.325176Z
08065,Lake,3953,0,6,6,Other,100,3961,>98%,>98% reported,edison,8,unknown,,,,,2297,1511,109,15,21,,0,0,0,0,0,,2020-11-24T13:23:08Z,19.88363,D+20,Hickenlooper +20,democrat,colorado,2020-11-29T00:51:19.325176Z
08069,Larimer,215933,0,261,280,Other,96,224333,96%,96% reported,edison,8,some,,,,,116419,94585,3914,544,471,,0,0,0,0,0,,2020-11-24T13:23:16Z,10.11147,D+10,Hickenlooper +10,democrat,colorado,2020-11-29T00:51:19.325176Z
08071,Las Animas,7925,0,16,16,Other,100,7961,>98%,>98% reported,edison,8,unknown,,,,,3509,4217,130,45,24,,0,0,0,0,0,,2020-11-24T13:23:16Z,8.93375,R+9,Gardner +9,republican,colorado,2020-11-29T00:51:19.325176Z
08073,Lincoln,2636,0,12,13,Other,99,2651,>98%,>98% reported,edison,8,unknown,,,,,434,2141,39,17,5,,0,0,0,0,0,,2020-11-24T13:23:17Z,64.75721,R+65,Gardner +65,republican,colorado,2020-11-29T00:51:19.325176Z
08075,Logan,10481,0,15,16,Other,100,10532,>98%,>98% reported,edison,8,unknown,,,,,2117,8167,131,37,29,,0,0,0,0,0,,2020-11-24T13:23:17Z,57.7235,R+58,Gardner +58,republican,colorado,2020-11-29T00:51:19.325176Z
08077,Mesa,89200,0,55,57,Other,98,90613,98%,98% reported,edison,8,all,,,,,29478,57236,1785,457,244,,0,0,0,0,0,,2020-11-24T13:23:18Z,31.11883,R+31,Gardner +31,republican,colorado,2020-11-29T00:51:19.325176Z
08079,Mineral,757,0,1,1,Other,100,757,>98%,>98% reported,edison,8,unknown,,,,,302,437,15,1,2,,0,0,0,0,0,,2020-11-24T13:22:24Z,17.83355,R+18,Gardner +18,republican,colorado,2020-11-29T00:51:19.325176Z
08081,Moffat,6810,0,11,13,Other,97,7026,97%,97% reported,edison,8,some,,,,,1120,5544,106,31,9,,0,0,0,0,0,,2020-11-24T13:22:24Z,64.96329,R+65,Gardner +65,republican,colorado,2020-11-29T00:51:19.325176Z
08083,Montezuma,15194,0,11,11,Other,98,15500,98%,98% reported,edison,8,all,,,,,5538,9273,272,47,64,,0,0,0,0,0,,2020-11-24T13:22:25Z,24.58207,R+25,Gardner +25,republican,colorado,2020-11-29T00:51:19.325176Z
08085,Montrose,24856,0,28,28,Other,100,24922,>98%,>98% reported,edison,8,some,,,,,7321,16978,410,92,55,,0,0,0,0,0,,2020-11-24T13:22:27Z,38.85179,R+39,Gardner +39,republican,colorado,2020-11-29T00:51:19.325176Z
08087,Morgan,13571,0,17,18,Other,99,13744,>98%,>98% reported,edison,8,unknown,,,,,3787,9544,136,69,35,,0,0,0,0,0,,2020-11-24T13:22:28Z,42.42134,R+42,Gardner +42,republican,colorado,2020-11-29T00:51:19.325176Z
08089,Otero,9367,0,16,17,Other,98,9576,98%,98% reported,edison,8,some,,,,,3428,5731,113,67,28,,0,0,0,0,0,,2020-11-24T13:22:29Z,24.58631,R+25,Gardner +25,republican,colorado,2020-11-29T00:51:19.325176Z
08091,Ouray,3988,0,5,5,Other,99,4020,>98%,>98% reported,edison,8,some,,,,,2291,1622,68,3,4,,0,0,0,0,0,,2020-11-24T13:22:32Z,16.77533,D+17,Hickenlooper +17,democrat,colorado,2020-11-29T00:51:19.325176Z
08093,Park,12246,0,13,13,Other,100,12289,>98%,>98% reported,edison,8,unknown,,,,,4800,7100,281,31,34,,0,0,0,0,0,,2020-11-24T13:21:48Z,18.78164,R+19,Gardner +19,republican,colorado,2020-11-29T00:51:19.325176Z
08095,Phillips,2471,0,7,8,Other,99,2485,>98%,>98% reported,edison,8,unknown,,,,,463,1980,22,6,0,,0,0,0,0,0,,2020-11-24T13:21:49Z,61.39215,R+61,Gardner +61,republican,colorado,2020-11-29T00:51:19.325176Z
08097,Pitkin,11859,0,10,10,Other,99,11957,>98%,>98% reported,edison,8,some,,,,,8761,2935,130,13,20,,0,0,0,0,0,,2020-11-24T13:21:51Z,49.12725,D+49,Hickenlooper +49,democrat,colorado,2020-11-29T00:51:19.325176Z
08099,Prowers,5500,0,12,13,Other,99,5561,>98%,>98% reported,edison,8,unknown,,,,,1435,3966,55,26,18,,0,0,0,0,0,,2020-11-24T13:21:52Z,46.01818,R+46,Gardner +46,republican,colorado,2020-11-29T00:51:19.325176Z
08101,Pueblo,87450,0,121,128,Other,99,88299,>98%,>98% reported,edison,8,unknown,,,,,42791,42098,1720,533,308,,0,0,0,0,0,,2020-11-24T13:21:53Z,0.79245,D+0.79,Hickenlooper +0.79,democrat,colorado,2020-11-29T00:51:19.325176Z
08103,Rio Blanco,3655,0,4,5,Other,99,3691,>98%,>98% reported,edison,8,all,,,,,529,3065,46,13,2,,0,0,0,0,0,,2020-11-24T13:21:53Z,69.3844,R+69,Gardner +69,republican,colorado,2020-11-29T00:51:19.325176Z
08105,Rio Grande,6279,0,14,15,Other,100,6305,>98%,>98% reported,edison,8,all,,,,,2502,3635,84,40,18,,0,0,0,0,0,,2020-11-24T13:21:54Z,18.04427,R+18,Gardner +18,republican,colorado,2020-11-29T00:51:19.325176Z
08107,Routt,16826,0,18,18,Other,100,16876,>98%,>98% reported,edison,8,all,,,,,10284,6256,223,39,24,,0,0,0,0,0,,2020-11-24T13:21:55Z,23.93914,D+24,Hickenlooper +24,democrat,colorado,2020-11-29T00:51:19.325176Z
08109,Saguache,3379,0,7,7,Other,100,3389,>98%,>98% reported,edison,8,all,,,,,1887,1405,55,11,21,,0,0,0,0,0,,2020-11-24T13:21:55Z,14.26458,D+14,Hickenlooper +14,democrat,colorado,2020-11-29T00:51:19.325176Z
08111,San Juan,550,0,1,1,Other,98,563,98%,98% reported,edison,8,unknown,,,,,328,207,10,2,3,,0,0,0,0,0,,2020-11-24T13:21:56Z,22,D+22,Hickenlooper +22,democrat,colorado,2020-11-29T00:51:19.325176Z
08113,San Miguel,5121,0,6,6,Other,100,5146,>98%,>98% reported,edison,8,some,,,,,3808,1227,76,2,8,,0,0,0,0,0,,2020-11-24T13:21:59Z,50.40031,D+50,Hickenlooper +50,democrat,colorado,2020-11-29T00:51:19.325176Z
08115,Sedgwick,1447,0,4,5,Other,100,1447,>98%,>98% reported,edison,8,unknown,,,,,320,1103,14,9,1,,0,0,0,0,0,,2020-11-24T13:22:01Z,54.11196,R+54,Gardner +54,republican,colorado,2020-11-29T00:51:19.325176Z
08117,Summit,18407,0,19,20,Other,100,18465,>98%,>98% reported,edison,8,some,,,,,12175,5817,353,25,37,,0,0,0,0,0,,2020-11-25T21:43:30Z,34.54121,D+35,Hickenlooper +35,democrat,colorado,2020-11-29T00:51:19.325176Z
08119,Teller,16761,0,13,13,Other,99,16939,>98%,>98% reported,edison,8,unknown,,,,,5039,11307,339,54,22,,0,0,0,0,0,,2020-11-24T13:22:02Z,37.39634,R+37,Gardner +37,republican,colorado,2020-11-29T00:51:19.325176Z
08121,Washington,2996,0,6,6,Other,100,3008,>98%,>98% reported,edison,8,unknown,,,,,346,2617,22,4,7,,0,0,0,0,0,,2020-11-24T13:22:03Z,75.80107,R+76,Gardner +76,republican,colorado,2020-11-29T00:51:19.325176Z
08123,Weld,166678,0,156,156,Other,100,166946,>98%,>98% reported,edison,8,all,,,,,63647,99424,2761,470,376,,0,0,0,0,0,,2020-11-24T13:22:04Z,21.46474,R+21,Gardner +21,republican,colorado,2020-11-29T00:51:19.325176Z
08125,Yuma,4977,0,12,14,Other,100,4981,>98%,>98% reported,edison,8,unknown,,,,,652,4273,29,19,4,,0,0,0,0,0,,2020-11-24T13:22:06Z,72.75467,R+73,Gardner +73,republican,colorado,2020-11-29T00:51:19.325176Z
