fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_westk,results_jorgensenj,results_collinsp,results_hawkinsh,results_carrollb,results_blankenshipd,results_pierceb,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_westk,results_absentee_jorgensenj,results_absentee_collinsp,results_absentee_hawkinsh,results_absentee_carrollb,results_absentee_blankenshipd,results_absentee_pierceb,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
28043,Grenada,7838,0,13,13,None,71,11036,71%,71% reported,edison,2,unknown,,1570,,,4889,2866,15,29,11,7,6,3,4,8,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:52Z,25.81016,R+26,Trump +26,republican,25.81016,10513,14.7,11335,6.16,mississippi,2020-11-16T00:41:57.524121Z
28045,Hancock,20957,0,25,25,None,100,20957,>98%,>98% reported,edison,10,unknown,,860,,,16132,4504,43,183,16,23,20,25,11,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:08:07Z,55.48504,R+55,Trump +55,republican,55.48504,17637,59.3,17167,52.7,mississippi,2020-11-16T00:41:57.524121Z
28047,Harrison,75865,0,53,53,None,100,75865,>98%,>98% reported,edison,10,unknown,,2776,,,46822,27728,182,726,82,101,40,57,30,97,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:11:38Z,25.16839,R+25,Trump +25,republican,25.16839,63313,30.3,63328,25.82,mississippi,2020-11-16T00:41:57.524121Z
28049,Hinds,81811,0,108,108,Merged into voters' home precincts and released with cumulative results,70,117140,70%,70% reported,edison,2,unknown,,2988,,,21242,59192,383,364,99,97,108,75,55,196,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:57Z,46.38741,D+46,Biden +46,democrat,-46.38741,95077,-44.5,106491,-43.62,mississippi,2020-11-16T00:41:57.524121Z
28051,Holmes,6542,0,15,15,None,100,6542,>98%,>98% reported,edison,6,none,,726,,,1196,5182,44,25,13,13,25,17,14,13,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:58Z,60.92938,D+61,Biden +61,democrat,-60.92938,8076,-66.6,9288,-68.66,mississippi,2020-11-16T00:41:57.524121Z
28053,Humphreys,4164,0,13,13,Merged into voters' home precincts and released with cumulative results,100,4164,>98%,>98% reported,edison,6,all,,214,,,1115,2994,20,10,3,4,7,7,4,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:59Z,45.12488,D+45,Biden +45,democrat,-45.12488,4253,-45.1,5212,-50.08,mississippi,2020-11-16T00:41:57.524121Z
28055,Issaquena,676,0,5,5,None,100,665,>98%,>98% reported,edison,4,all,,64,,,308,355,1,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:00Z,6.95266,D+7,Biden +7,democrat,-6.95266,699,-13.9,787,-22.49,mississippi,2020-11-16T00:41:57.524121Z
28057,Itawamba,10743,0,28,28,Merged into voters' home precincts and released with cumulative results,100,10300,>98%,>98% reported,edison,4,some,,362,,,9374,1230,15,79,11,15,2,7,3,7,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:01Z,75.8075,R+76,Trump +76,republican,75.8075,9737,75.5,9318,61.03,mississippi,2020-11-16T00:41:57.524121Z
28059,Jackson,45486,0,32,32,None,100,39881,>98%,>98% reported,edison,6,unknown,,1386,,,32563,12061,108,431,43,66,39,59,36,80,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:02Z,45.07321,R+45,Trump +45,republican,45.07321,49567,38.3,53655,34.38,mississippi,2020-11-16T00:41:57.524121Z
28061,Jasper,8742,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8754,>98%,>98% reported,edison,10,unknown,,592,,,4302,4341,22,30,10,6,7,13,5,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:13:53Z,0.44612,D+0.45,Biden +0.45,democrat,-0.44612,8475,-3.9,9340,-9.68,mississippi,2020-11-16T00:41:57.524121Z
28065,Jeff Davis,6213,0,17,17,None,100,6213,>98%,>98% reported,edison,10,unknown,,578,,,2534,3599,29,16,11,5,6,8,5,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:15:43Z,17.14148,D+17,Biden +17,democrat,-17.14148,6237,-20.1,6864,-25.64,mississippi,2020-11-16T00:41:57.524121Z
28063,Jefferson,3907,0,12,12,None,100,3742,>98%,>98% reported,edison,4,some,,600,,,529,3325,18,14,1,6,4,6,1,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:05Z,71.56386,D+72,Biden +72,democrat,-71.56386,3860,-73.8,4433,-78.57,mississippi,2020-11-16T00:41:57.524121Z
28067,Jones,30091,0,37,37,None,100,30091,>98%,>98% reported,edison,10,some,,1822,,,21226,8517,69,169,26,24,21,30,9,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T21:46:50Z,42.23522,R+42,Trump +42,republican,42.23522,28352,43.5,30159,38.05,mississippi,2020-11-16T00:41:57.524121Z
28069,Kemper,4732,0,14,14,None,100,4732,>98%,>98% reported,edison,10,unknown,,966,,,1787,2887,9,10,9,9,6,9,5,1,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:17:10Z,23.24598,D+23,Biden +23,democrat,-23.24598,4639,-22.6,5052,-28.7,mississippi,2020-11-16T00:41:57.524121Z
28071,Lafayette,23481,0,18,18,Merged into voters' home precincts and released with cumulative results,100,23481,>98%,>98% reported,edison,10,some,,2116,,,12949,10070,55,242,14,40,29,16,8,58,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:17:57Z,12.26098,R+12,Trump +12,republican,12.26098,19643,14.8,19505,15.3,mississippi,2020-11-16T00:41:57.524121Z
28073,Lamar,28526,0,23,23,Released as a separate subtotal at the end of tabulation,100,28526,>98%,>98% reported,edison,10,unknown,,946,,,20704,7340,66,264,19,32,29,21,10,41,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:20:04Z,46.84849,R+47,Trump +47,republican,46.84849,24592,55.1,24889,54.67,mississippi,2020-11-16T00:41:57.524121Z
28075,Lauderdale,31266,0,40,40,Merged into voters' home precincts and released with cumulative results,100,31266,>98%,>98% reported,edison,10,unknown,,2082,,,17967,12960,67,149,24,25,16,25,14,19,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:22:40Z,16.0142,R+16,Trump +16,republican,16.0142,29506,21.9,32777,14.91,mississippi,2020-11-16T00:41:57.524121Z
28077,Lawrence,6564,985,24,24,None,100,6547,>98%,>98% reported,edison,6,unknown,,602,,,4254,2240,19,17,5,8,5,11,1,4,551,426,2,3,0,1,0,1,1,0,2020-11-14T16:39:14Z,30.68251,R+31,Trump +31,republican,30.68251,6364,29.8,6698,25.74,mississippi,2020-11-16T00:41:57.524121Z
28079,Leake,9204,0,19,19,None,100,9209,>98%,>98% reported,edison,10,unknown,,646,,,5228,3897,23,19,8,6,4,14,1,4,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:24:56Z,14.4611,R+14,Trump +14,republican,14.4611,8449,14.2,8983,8.73,mississippi,2020-11-16T00:41:57.524121Z
28081,Lee,31762,0,36,36,Merged into voters' home precincts and released with cumulative results,82,38837,82%,82% reported,edison,4,none,,1452,,,21297,9910,104,274,29,38,24,26,11,49,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:16Z,35.85102,R+36,Trump +36,republican,35.85102,32913,37,35306,27.9,mississippi,2020-11-16T00:41:57.524121Z
28083,Leflore,8178,0,18,18,None,100,8181,>98%,>98% reported,edison,6,none,,646,,,2623,5444,32,28,7,9,8,13,5,9,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:17Z,34.49499,D+34,Biden +34,democrat,-34.49499,11140,-41.1,12773,-43.31,mississippi,2020-11-16T00:41:57.524121Z
28085,Lincoln,16818,0,30,30,None,100,16818,>98%,>98% reported,edison,10,unknown,,1042,,,11596,5040,31,64,11,19,15,18,7,17,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:27:01Z,38.98204,R+39,Trump +39,republican,38.98204,15193,40.1,16414,32.7,mississippi,2020-11-16T00:41:57.524121Z
28087,Lowndes,27273,26993,20,20,None,100,27273,>98%,>98% reported,edison,10,unknown,,1206,,,13800,13087,71,181,21,32,19,20,9,33,13699,12913,71,179,19,32,19,20,8,33,2020-11-15T03:29:34Z,2.61431,R+3,Trump +3,republican,2.61431,25695,5.7,27158,0.48,mississippi,2020-11-16T00:41:57.524121Z
28089,Madison,45832,0,43,43,None,100,45773,>98%,>98% reported,edison,6,unknown,,2144,,,26188,18931,128,293,48,35,39,33,14,123,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:23Z,15.83392,R+16,Trump +16,republican,15.83392,50131,15.8,49571,15.7,mississippi,2020-11-16T00:41:57.524121Z
28091,Marion,12194,0,22,22,None,100,12194,>98%,>98% reported,edison,10,unknown,,980,,,8273,3787,29,44,11,11,5,12,5,17,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:31:50Z,36.78858,R+37,Trump +37,republican,36.78858,11693,35.6,12729,30.2,mississippi,2020-11-16T00:41:57.524121Z
28093,Marshall,13064,0,24,24,Merged into voters' home precincts and released with cumulative results,83,15811,83%,83% reported,edison,2,none,,920,,,6591,6283,47,46,18,24,11,21,10,13,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:25Z,2.35762,R+2,Trump +2,republican,2.35762,14839,-9.7,16240,-19.56,mississippi,2020-11-16T00:41:57.524121Z
28095,Monroe,14461,0,26,26,None,81,17897,81%,81% reported,edison,4,unknown,,978,,,9677,4565,39,88,20,17,11,20,4,20,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:27Z,35.35025,R+35,Trump +35,republican,35.35025,15884,29.2,16918,15.76,mississippi,2020-11-16T00:41:57.524121Z
28097,Montgomery,5078,3763,15,15,None,100,5091,>98%,>98% reported,edison,10,unknown,,726,,,2917,2121,11,9,4,3,4,5,1,3,2236,1507,11,1,0,1,0,5,1,1,2020-11-15T03:34:07Z,15.67546,R+16,Trump +16,republican,15.67546,4996,14.1,5645,4.82,mississippi,2020-11-16T00:41:57.524121Z
28099,Neshoba,11698,0,27,27,None,100,11653,>98%,>98% reported,edison,4,unknown,,468,,,8311,3247,34,46,12,6,8,15,2,17,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:31Z,43.28945,R+43,Trump +43,republican,43.28945,10553,47,11015,43.1,mississippi,2020-11-16T00:41:57.524121Z
28101,Newton,10189,0,16,16,Merged into voters' home precincts and released with cumulative results,100,10189,>98%,>98% reported,edison,10,unknown,,568,,,6997,3075,28,47,9,8,6,7,6,6,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:36:18Z,38.49249,R+38,Trump +38,republican,38.49249,9438,40.2,9777,31.45,mississippi,2020-11-16T00:41:57.524121Z
28103,Noxubee,5341,0,8,8,Merged into voters' home precincts and released with cumulative results,100,5341,>98%,>98% reported,edison,10,unknown,,382,,,1240,4040,15,13,6,6,5,10,4,2,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:38:34Z,52.42464,D+52,Biden +52,democrat,-52.42464,5574,-56.5,6264,-57.39,mississippi,2020-11-16T00:41:57.524121Z
28105,Oktibbeha,19737,0,20,20,Released as a separate subtotal at the end of tabulation,100,17645,>98%,>98% reported,edison,2,some,,1134,,,8972,10257,61,254,28,51,28,17,14,55,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:34Z,6.51061,D+7,Biden +7,democrat,-6.51061,18124,-1.6,18117,-1.84,mississippi,2020-11-16T00:41:57.524121Z
28107,Panola,15635,0,21,21,Merged into voters' home precincts AFTER election night,100,15635,>98%,>98% reported,edison,10,unknown,,1296,,,8060,7403,49,48,19,11,7,19,11,8,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:40:40Z,4.20211,R+4,Trump +4,republican,4.20211,15064,0.1,16826,-8.62,mississippi,2020-11-16T00:41:57.524121Z
28109,Pearl River,24056,0,26,26,Merged into voters' home precincts and released with cumulative results,100,24056,>98%,>98% reported,edison,10,unknown,,1048,,,19595,4148,42,160,12,31,14,18,13,23,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:42:49Z,64.21267,R+64,Trump +64,republican,64.21267,21883,64.8,22224,59.32,mississippi,2020-11-16T00:41:57.524121Z
28111,Perry,5922,0,15,15,Merged into voters' home precincts and released with cumulative results,100,5922,>98%,>98% reported,edison,10,unknown,,400,,,4500,1362,9,21,4,7,3,6,4,6,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:44:30Z,52.98886,R+53,Trump +53,republican,52.98886,5432,53.7,5722,45.61,mississippi,2020-11-16T00:41:57.524121Z
28113,Pike,17360,0,25,25,None,100,17362,>98%,>98% reported,edison,10,some,,1376,,,8479,8646,43,91,22,18,18,21,4,18,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:45:11Z,0.96198,D+0.96,Biden +0.96,democrat,-0.96198,16360,-0.2,17974,-8.17,mississippi,2020-11-16T00:41:57.524121Z
28115,Pontotoc,14377,0,28,28,Merged into voters' home precincts and released with cumulative results,100,14377,>98%,>98% reported,edison,10,unknown,,602,,,11550,2614,30,103,16,17,11,16,4,16,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:47:43Z,62.15483,R+62,Trump +62,republican,62.15483,12984,61.2,12411,53.53,mississippi,2020-11-16T00:41:57.524121Z
28117,Prentiss,10588,0,15,15,None,100,10588,>98%,>98% reported,edison,10,unknown,,438,,,8312,2139,20,69,9,6,3,10,3,17,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:49:31Z,58.30185,R+58,Trump +58,republican,58.30185,9872,56.5,10033,42.44,mississippi,2020-11-16T00:41:57.524121Z
28119,Quitman,3211,0,10,10,Merged into voters' home precincts and released with cumulative results,100,3218,>98%,>98% reported,edison,6,none,,1586,,,1020,2138,12,12,3,5,8,7,3,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:41Z,34.81781,D+35,Biden +35,democrat,-34.81781,3365,-39,3979,-43.25,mississippi,2020-11-16T00:41:57.524121Z
28121,Rankin,70655,0,48,48,None,100,70655,>98%,>98% reported,edison,10,some,,3512,,,50895,18847,135,555,57,62,50,42,12,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T21:45:08Z,45.35843,R+45,Trump +45,republican,45.35843,63110,52.4,64145,52.16,mississippi,2020-11-16T00:41:57.524121Z
28123,Scott,10744,0,23,23,None,100,10744,>98%,>98% reported,edison,10,unknown,,356,,,6285,4330,24,38,13,22,11,6,4,11,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:52:29Z,18.1962,R+18,Trump +18,republican,18.1962,10522,17.6,11202,9.44,mississippi,2020-11-16T00:41:57.524121Z
28125,Sharkey,2183,0,10,10,Released with cumulative results periodically election night,100,2183,>98%,>98% reported,edison,10,unknown,,144,,,688,1465,8,9,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:54:13Z,35.59322,D+36,Biden +36,democrat,-35.59322,2190,-35.9,2532,-41.27,mississippi,2020-11-16T00:41:57.524121Z
28127,Simpson,11820,0,23,23,None,100,11825,>98%,>98% reported,edison,10,unknown,,558,,,7635,4037,30,49,14,23,9,14,4,5,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:56:11Z,30.43993,R+30,Trump +30,republican,30.43993,11419,30.8,12249,22.05,mississippi,2020-11-16T00:41:57.524121Z
28129,Smith,8327,0,18,18,Merged into voters' home precincts and released with cumulative results,100,8327,>98%,>98% reported,edison,10,unknown,,678,,,6458,1791,13,33,11,6,4,9,2,0,0,0,0,0,0,0,0,0,0,0,2020-11-15T03:58:13Z,56.0466,R+56,Trump +56,republican,56.0466,7627,56.5,8099,50.25,mississippi,2020-11-16T00:41:57.524121Z
28131,Stone,6546,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6546,>98%,>98% reported,edison,6,all,,338,,,5239,1208,9,50,13,8,5,12,2,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:47Z,61.57959,R+62,Trump +62,republican,61.57959,7045,53,7532,45.37,mississippi,2020-11-16T00:41:57.524121Z
28133,Sunflower,9628,0,17,17,None,100,9478,>98%,>98% reported,edison,4,unknown,,234,,,2784,6741,37,18,8,14,8,13,3,2,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:48Z,41.09888,D+41,Biden +41,democrat,-41.09888,9598,-41,11228,-46.94,mississippi,2020-11-16T00:41:57.524121Z
28135,Tallahatchie,5691,0,21,21,Merged into voters' home precincts and released with cumulative results,100,5691,>98%,>98% reported,edison,10,unknown,,916,,,2488,3105,22,20,9,15,14,11,1,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:49Z,10.84168,D+11,Biden +11,democrat,-10.84168,5870,-14.9,6503,-22.45,mississippi,2020-11-16T00:41:57.524121Z
28137,Tate,13101,0,20,20,None,100,13101,>98%,>98% reported,edison,10,unknown,,602,,,8707,4183,56,84,12,16,16,12,7,8,0,0,0,0,0,0,0,0,0,0,2020-11-15T04:18:29Z,34.53172,R+35,Trump +35,republican,34.53172,11627,30.7,12406,19.34,mississippi,2020-11-16T00:41:57.524121Z
28139,Tippah,10102,0,24,24,None,100,10102,>98%,>98% reported,edison,10,unknown,,540,,,8054,1937,25,43,14,9,6,11,3,0,0,0,0,0,0,0,0,0,0,0,2020-11-15T04:20:24Z,60.55237,R+61,Trump +61,republican,60.55237,9260,58.3,9164,48.01,mississippi,2020-11-16T00:41:57.524121Z
28141,Tishomingo,9057,0,14,14,Merged into voters' home precincts and released with cumulative results,100,8855,>98%,>98% reported,edison,2,none,,594,,,7854,1050,15,97,10,7,5,9,1,9,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:51Z,75.12421,R+75,Trump +75,republican,75.12421,8371,73.7,7936,56.58,mississippi,2020-11-16T00:41:57.524121Z
28143,Tunica,3565,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3573,>98%,>98% reported,edison,10,unknown,,230,,,926,2580,27,9,7,7,3,2,1,3,0,0,0,0,0,0,0,0,0,0,2020-11-15T04:22:51Z,46.39551,D+46,Biden +46,democrat,-46.39551,3567,-50.9,4382,-59.15,mississippi,2020-11-16T00:41:57.524121Z
28145,Union,12683,0,20,20,Merged into voters' home precincts and released with cumulative results,100,12683,>98%,>98% reported,edison,10,none,,700,,,10373,2160,28,81,10,13,6,9,3,0,0,0,0,0,0,0,0,0,0,0,2020-11-15T04:24:11Z,64.75597,R+65,Trump +65,republican,64.75597,11496,62.8,11365,50.65,mississippi,2020-11-16T00:41:57.524121Z
28147,Walthall,5721,0,20,20,None,78,7351,78%,78% reported,edison,2,unknown,,466,,,3426,2236,14,18,3,6,5,5,5,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:52Z,20.80056,R+21,Trump +21,republican,20.80056,6919,18.3,7551,8.33,mississippi,2020-11-16T00:41:57.524121Z
28149,Warren,21162,0,23,23,None,100,20826,>98%,>98% reported,edison,2,unknown,,1150,,,10236,10681,45,90,23,25,26,24,9,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:53Z,2.10283,D+2,Biden +2,democrat,-2.10283,19416,2.5,21391,-1.54,mississippi,2020-11-16T00:41:57.524121Z
