fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_westermanb,results_hansonw,results_gilbertf,results_absentee_westermanb,results_absentee_hansonw,results_absentee_gilbertf,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
05051,Garland,43975,38212,54,56,"As a subtotal in the FIRST cumulative report, along with regular precincts",96,45702,96%,96% reported,edison,2,some,38437,30747,11800,1428,26444,10671,1097,2020-11-16T15:48:25Z,43.08584,R+43,Westerman +43,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05053,Grant,8139,5985,18,18,Released as a precinct as first report of the night,100,8136,>98%,>98% reported,edison,6,all,3816,6763,1112,264,4932,884,169,2020-11-16T15:48:25Z,69.43113,R+69,Westerman +69,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05057,Hempstead,6770,4620,24,24,Released as a separate subtotal as first report of the night,86,7895,86%,86% reported,edison,4,all,4430,4528,2094,148,2910,1622,88,2020-11-19T23:12:52Z,35.95273,R+36,Westerman +36,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05059,Hot Spring,12488,10420,29,31,Released as a separate subtotal as first report of the night,93,13377,93%,93% reported,edison,2,unknown,6128,9316,2812,360,7723,2435,262,2020-11-16T15:48:26Z,52.082,R+52,Westerman +52,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05061,Howard,4754,4423,33,36,Merged into voters' home precincts AFTER election night,100,4743,>98%,>98% reported,edison,2,unknown,3030,3393,1265,96,3217,1114,92,2020-11-16T15:48:27Z,44.76231,R+45,Westerman +45,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05069,Jefferson,24183,15871,141,167,Released as a separate subtotal as first report of the night,85,28452,85%,85% reported,edison,2,unknown,18848,9815,13682,686,5319,10153,399,2020-11-23T19:30:41Z,15.99057,D+16,Hanson +16,democrat,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05071,Johnson,9400,6373,20,22,Released as a separate subtotal as first report of the night,92,10205,92%,92% reported,edison,2,unknown,5392,6937,2094,369,4552,1609,212,2020-11-16T15:47:47Z,51.52128,R+52,Westerman +52,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05073,Lafayette,2629,2289,21,25,Released as a separate subtotal as first report of the night,82,3203,82%,82% reported,edison,2,unknown,2162,1747,841,41,1561,687,41,2020-11-16T15:48:28Z,34.46177,R+34,Westerman +34,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05081,Little River,5109,4086,19,22,Merged into voters' home precincts AFTER election night,100,5110,>98%,>98% reported,edison,6,all,2893,3775,1235,99,2969,1039,78,2020-11-20T13:36:25Z,49.71619,R+50,Westerman +50,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05083,Logan,8156,5737,33,36,Merged into voters' home precincts and released with cumulative results,92,8872,92%,92% reported,edison,2,unknown,4488,6472,1391,293,4498,1059,180,2020-11-16T19:00:43Z,62.29769,R+62,Westerman +62,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05087,Madison,7269,4435,9,10,Released as a precinct as first report of the night,100,7236,>98%,>98% reported,edison,6,all,3048,5496,1521,252,3147,1160,128,2020-11-17T17:22:47Z,54.68428,R+55,Westerman +55,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05091,Miller,16357,12745,17,19,Released as a separate subtotal as first report of the night,91,18022,91%,91% reported,edison,2,unknown,11867,11870,4105,382,9125,3362,258,2020-11-16T17:38:48Z,47.47203,R+47,Westerman +47,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05097,Montgomery,3825,2753,15,16,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,3612,>98%,>98% reported,edison,2,unknown,2037,3103,635,87,2171,526,56,2020-11-18T16:30:46Z,64.52288,R+65,Westerman +65,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
05099,Nevada,2091,1804,15,15,Released as a separate subtotal as first report of the night,63,3324,63%,63% reported,edison,6,unknown,1874,1300,753,38,1155,615,34,2020-11-16T18:02:26Z,26.15973,R+26,Westerman +26,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",273802,206703,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,786,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-23T19:30:48Z,TRUE,42.11218,115304,R+42,Westerman +42,republican,"","",0,0,1604461623462
