fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_warnerm,results_gaded,results_absentee_warnerm,results_absentee_gaded,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
51019,Bedford,48279,24093,33,33,Released as a precinct at the end of tabulation,99,48669,>98%,>98% reported,edison,10,unknown,,3722,,,13872,34407,9312,14781,2020-11-22T14:15:23Z,42.53402,R+43,Gade +43,republican,virginia,2020-11-24T00:49:18.323457Z
51021,Bland,3383,1268,8,8,None,97,3479,97%,97% reported,edison,10,unknown,,209,,,732,2651,375,893,2020-11-22T15:06:14Z,56.7248,R+57,Gade +57,republican,virginia,2020-11-24T00:49:18.323457Z
51023,Botetourt,20702,11335,11,11,"As a precinct in the FIRST cumulative report, along with regular precincts",98,21120,98%,98% reported,edison,10,all,,1719,,,6512,14190,4545,6790,2020-11-22T17:27:19Z,37.0882,R+37,Gade +37,republican,virginia,2020-11-24T00:49:18.323457Z
51520,Bristol,7679,4644,5,5,Released as a separate subtotal as first report of the night,98,7806,98%,98% reported,edison,10,unknown,,770,,,2787,4892,2008,2636,2020-11-22T19:23:36Z,27.41242,R+27,Gade +27,republican,virginia,2020-11-24T00:49:18.323457Z
51025,Brunswick,7919,4170,14,14,None,100,7948,>98%,>98% reported,edison,10,unknown,,801,,,4727,3192,2859,1311,2020-11-22T14:16:10Z,19.38376,D+19,Warner +19,democrat,virginia,2020-11-24T00:49:18.323457Z
51027,Buchanan,9724,3023,18,18,Released as a precinct in the middle of the night,98,9953,98%,98% reported,edison,10,unknown,,942,,,2522,7202,983,2040,2020-11-22T15:07:40Z,48.12834,R+48,Gade +48,republican,virginia,2020-11-24T00:49:18.323457Z
51029,Buckingham,8048,4099,11,11,Released as a precinct in the middle of the night,99,8126,>98%,>98% reported,edison,10,unknown,,520,,,3656,4392,2353,1746,2020-11-22T14:50:15Z,9.14513,R+9,Gade +9,republican,virginia,2020-11-24T00:49:18.323457Z
51530,Buena Vista,2744,1783,3,3,Merged into voters' home precincts and released with cumulative results,99,2776,>98%,>98% reported,edison,10,unknown,,2407,,,1020,1724,760,1023,2020-11-22T14:17:06Z,25.65598,R+26,Gade +26,republican,virginia,2020-11-24T00:49:18.323457Z
51031,Campbell,29615,14935,17,17,Released separately AFTER election night,99,29892,>98%,>98% reported,edison,10,all,,2042,,,9278,20337,6032,8903,2020-11-22T17:23:35Z,37.34256,R+37,Gade +37,republican,virginia,2020-11-24T00:49:18.323457Z
51033,Caroline,16160,7834,13,13,None,99,16288,>98%,>98% reported,edison,10,unknown,,1350,,,8124,8036,5078,2756,2020-11-22T15:08:29Z,0.54455,D+0.54,Warner +0.54,democrat,virginia,2020-11-24T00:49:18.323457Z
51035,Carroll,15201,5486,18,18,Released as a precinct at the end of tabulation,97,15651,97%,97% reported,edison,10,unknown,,1199,,,3591,11610,1953,3533,2020-11-22T14:18:18Z,52.75311,R+53,Gade +53,republican,virginia,2020-11-24T00:49:18.323457Z
51036,Charles City,4404,2835,4,4,Released separately AFTER election night,99,4441,>98%,>98% reported,edison,10,unknown,,611,,,2700,1704,2049,786,2020-11-22T15:08:44Z,22.6158,D+23,Warner +23,democrat,virginia,2020-11-24T00:49:18.323457Z
51037,Charlotte,6155,2927,8,8,None,99,6191,>98%,>98% reported,edison,10,unknown,,425,,,2522,3633,1596,1331,2020-11-22T14:18:00Z,18.05037,R+18,Gade +18,republican,virginia,2020-11-24T00:49:18.323457Z
51540,Charlottesville,24081,17799,10,10,Released as a precinct in the middle of the night,99,24205,>98%,>98% reported,edison,10,unknown,,3257,,,20672,3409,16213,1586,2020-11-22T15:09:01Z,71.68722,D+72,Warner +72,democrat,virginia,2020-11-24T00:49:18.323457Z
51550,Chesapeake,126283,90164,64,64,"As a precinct in the FIRST cumulative report, along with regular precincts",99,127108,>98%,>98% reported,edison,10,none,,15226,,,68129,58154,54418,35746,2020-11-22T15:09:09Z,7.89893,D+8,Warner +8,democrat,virginia,2020-11-24T00:49:18.323457Z
51041,Chesterfield,200226,142095,81,81,Released as a precinct at the end of tabulation,98,203884,98%,98% reported,edison,10,unknown,,17975,,,107568,92658,85134,56961,2020-11-22T19:19:11Z,7.44659,D+7,Warner +7,democrat,virginia,2020-11-24T00:49:18.323457Z
51043,Clarke,9266,5745,8,8,Released as a precinct at the end of tabulation,99,9337,>98%,>98% reported,edison,10,unknown,,1052,,,4052,5214,3159,2586,2020-11-22T15:09:54Z,12.54047,R+13,Gade +13,republican,virginia,2020-11-24T00:49:18.323457Z
51570,Colonial Heights,8931,5640,6,6,Released as a separate subtotal at the end of tabulation,98,9146,98%,98% reported,edison,10,unknown,,1209,,,3143,5788,2173,3467,2020-11-22T15:10:11Z,29.61594,R+30,Gade +30,republican,virginia,2020-11-24T00:49:18.323457Z
51580,Covington,2543,1085,6,6,None,98,2603,98%,98% reported,edison,10,unknown,,181,,,1157,1386,626,459,2020-11-22T15:10:20Z,9.00511,R+9,Gade +9,republican,virginia,2020-11-24T00:49:18.323457Z
51045,Craig,3138,1107,9,9,Merged into voters' home precincts and released with cumulative results,99,3169,>98%,>98% reported,edison,10,unknown,,2794,,,757,2381,371,736,2020-11-22T15:10:38Z,51.75271,R+52,Gade +52,republican,virginia,2020-11-24T00:49:18.323457Z
51047,Culpeper,26713,14839,16,16,"As a precinct in the FIRST cumulative report, along with regular precincts",99,27116,>98%,>98% reported,edison,10,all,,2558,,,11123,15590,8141,6698,2020-11-22T19:21:54Z,16.7222,R+17,Gade +17,republican,virginia,2020-11-24T00:49:18.323457Z
51049,Cumberland,5264,2460,6,6,Released as a separate subtotal in the middle of the tabulation,99,5310,>98%,>98% reported,edison,10,some,,345,,,2317,2947,1441,1019,2020-11-22T15:11:21Z,11.96809,R+12,Gade +12,republican,virginia,2020-11-24T00:49:18.323457Z
51590,Danville,19199,11729,17,17,Released as a precinct in the middle of the night,99,19389,>98%,>98% reported,edison,10,unknown,,2090,,,12519,6680,7923,3806,2020-11-22T17:25:56Z,30.41304,D+30,Warner +30,democrat,virginia,2020-11-24T00:49:18.323457Z
51051,Dickenson,7194,3471,11,11,None,99,7303,>98%,>98% reported,edison,10,all,,793,,,2052,5142,1269,2202,2020-11-22T15:11:36Z,42.95246,R+43,Gade +43,republican,virginia,2020-11-24T00:49:18.323457Z
51053,Dinwiddie,14859,8185,14,14,None,98,15092,98%,98% reported,edison,10,all,,1542,,,6445,8414,4344,3841,2020-11-22T14:21:40Z,13.25123,R+13,Gade +13,republican,virginia,2020-11-24T00:49:18.323457Z
51595,Emporia,2330,1027,8,8,Merged into voters' home precincts and released with cumulative results,98,2381,98%,98% reported,edison,10,unknown,,2367,,,1618,712,789,238,2020-11-22T15:11:52Z,38.88412,D+39,Warner +39,democrat,virginia,2020-11-24T00:49:18.323457Z
51057,Essex,6111,3846,5,5,"As a precinct in the FIRST cumulative report, along with regular precincts",99,6178,>98%,>98% reported,edison,10,unknown,,644,,,3194,2917,2215,1631,2020-11-17T20:38:45Z,4.53281,D+5,Warner +5,democrat,virginia,2020-11-24T00:49:18.323457Z
51059,Fairfax,594186,408794,244,244,Released as a precinct in the middle of the night,99,600823,>98%,>98% reported,edison,10,all,,93111,,,415791,178395,315497,93297,2020-11-22T19:22:47Z,39.95315,D+40,Warner +40,democrat,virginia,2020-11-24T00:49:18.323457Z
51600,Fairfax City,13313,10046,7,7,Released separately AFTER election night,99,13483,>98%,>98% reported,edison,10,all,,2574,,,9179,4134,7540,2506,2020-11-22T19:28:43Z,37.89529,D+38,Warner +38,democrat,virginia,2020-11-24T00:49:18.323457Z
51610,Falls Church,8766,7524,4,4,Released as a precinct in the middle of the night,99,8819,>98%,>98% reported,edison,10,none,,2617,,,7016,1750,6337,1187,2020-11-22T14:22:24Z,60.07301,D+60,Warner +60,democrat,virginia,2020-11-24T00:49:18.323457Z
51061,Fauquier,42405,27400,21,21,None,97,43661,97%,97% reported,edison,10,none,,4691,,,17468,24937,13838,13562,2020-11-22T15:13:26Z,17.61349,R+18,Gade +18,republican,virginia,2020-11-24T00:49:18.323457Z
51063,Floyd,9315,5420,6,6,Released as a precinct at the end of tabulation,99,9408,>98%,>98% reported,edison,10,unknown,,1069,,,3407,5908,2725,2695,2020-11-22T19:23:25Z,26.84917,R+27,Gade +27,republican,virginia,2020-11-24T00:49:18.323457Z
51065,Fluvanna,15710,10400,6,6,Released with cumulative results periodically election night,99,15840,>98%,>98% reported,edison,10,all,,1896,,,7830,7880,6315,4085,2020-11-22T14:23:39Z,0.31827,R+0.32,Gade +0.32,republican,virginia,2020-11-24T00:49:18.323457Z
51067,Franklin,29412,12065,24,24,None,99,29702,>98%,>98% reported,edison,10,unknown,,2169,,,9907,19505,5814,6251,2020-11-22T17:25:52Z,32.63294,R+33,Gade +33,republican,virginia,2020-11-24T00:49:18.323457Z
51620,Franklin City,3959,2300,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",98,4058,98%,98% reported,edison,10,unknown,,369,,,2549,1410,1591,709,2020-11-22T15:14:24Z,28.76989,D+29,Warner +29,democrat,virginia,2020-11-24T00:49:18.323457Z
51069,Frederick,47902,28220,22,22,"As a precinct in the FIRST cumulative report, along with regular precincts",98,48703,98%,98% reported,edison,10,unknown,,3376,,,17962,29940,13228,14992,2020-11-22T15:14:49Z,25.00522,R+25,Gade +25,republican,virginia,2020-11-24T00:49:18.323457Z
51630,Fredericksburg,12575,8735,6,6,None,74,17053,74%,74% reported,edison,10,unknown,,1464,,,8495,4080,6458,2277,2020-11-22T15:15:43Z,35.10934,D+35,Warner +35,democrat,virginia,2020-11-24T00:49:18.323457Z
51640,Galax,2598,1411,4,4,Released as a precinct at the end of tabulation,98,2638,98%,98% reported,edison,10,unknown,,275,,,919,1679,608,803,2020-11-22T15:15:58Z,29.25327,R+29,Gade +29,republican,virginia,2020-11-24T00:49:18.323457Z
51071,Giles,9019,4173,10,10,Released as a precinct at the end of tabulation,98,9176,98%,98% reported,edison,10,unknown,,706,,,2713,6306,1667,2506,2020-11-22T15:16:11Z,39.83812,R+40,Gade +40,republican,virginia,2020-11-24T00:49:18.323457Z
51073,Gloucester,22126,11376,12,12,Released separately AFTER election night,99,22282,>98%,>98% reported,edison,10,none,,1618,,,7521,14605,5177,6199,2020-11-22T15:16:29Z,32.01663,R+32,Gade +32,republican,virginia,2020-11-24T00:49:18.323457Z
51075,Goochland,16702,10628,11,11,"As a subtotal in the FIRST cumulative report, along with regular precincts",99,16950,>98%,>98% reported,edison,10,unknown,,1503,,,6730,9972,5178,5450,2020-11-22T14:25:55Z,19.41085,R+19,Gade +19,republican,virginia,2020-11-24T00:49:18.323457Z
51077,Grayson,7918,3054,16,16,Released separately AFTER election night,97,8131,97%,97% reported,edison,10,unknown,,769,,,1946,5972,1129,1925,2020-11-22T14:26:17Z,50.84617,R+51,Gade +51,republican,virginia,2020-11-24T00:49:18.323457Z
51079,Greene,11190,6983,6,6,Released as a precinct at the end of tabulation,99,11311,>98%,>98% reported,edison,10,unknown,,1078,,,4529,6661,3504,3479,2020-11-22T14:26:32Z,19.05273,R+19,Gade +19,republican,virginia,2020-11-24T00:49:18.323457Z
51081,Greensville,4538,1999,10,10,Merged into voters' home precincts and released with cumulative results,99,4574,>98%,>98% reported,edison,10,unknown,,4363,,,2716,1822,1363,636,2020-11-22T14:27:31Z,19.70031,D+20,Warner +20,democrat,virginia,2020-11-24T00:49:18.323457Z
51083,Halifax,18082,10376,21,21,Released separately AFTER election night,99,18248,>98%,>98% reported,edison,10,unknown,,1636,,,8258,9824,5819,4557,2020-11-22T15:17:09Z,8.66055,R+9,Gade +9,republican,virginia,2020-11-24T00:49:18.323457Z
51650,Hampton,64404,44191,31,31,None,98,65901,98%,98% reported,edison,10,unknown,,6950,,,46627,17777,35056,9135,2020-11-22T15:17:28Z,44.79535,D+45,Warner +45,democrat,virginia,2020-11-24T00:49:18.323457Z
51085,Hanover,69757,42721,37,37,Released separately AFTER election night,98,70967,98%,98% reported,edison,10,unknown,,5539,,,25864,43893,19077,23644,2020-11-22T15:17:35Z,25.84543,R+26,Gade +26,republican,virginia,2020-11-24T00:49:18.323457Z
51660,Harrisonburg,16750,11120,9,9,Released separately AFTER election night,98,17086,98%,98% reported,edison,10,unknown,,1409,,,11116,5634,8226,2894,2020-11-22T15:17:55Z,32.72836,D+33,Warner +33,democrat,virginia,2020-11-24T00:49:18.323457Z
51087,Henrico,179885,108259,92,92,Released as a precinct at the end of tabulation,98,183152,98%,98% reported,edison,10,unknown,,17095,,,117199,62686,80869,27390,2020-11-22T15:18:04Z,30.30436,D+30,Warner +30,democrat,virginia,2020-11-24T00:49:18.323457Z
51089,Henry,25667,13161,25,25,"As a precinct in the FIRST cumulative report, along with regular precincts",98,26105,98%,98% reported,edison,10,unknown,,1528,,,10616,15051,6936,6225,2020-11-22T14:29:22Z,17.279,R+17,Gade +17,republican,virginia,2020-11-24T00:49:18.323457Z
51091,Highland,1524,479,7,7,Merged into voters' home precincts and released with cumulative results,99,1533,>98%,>98% reported,edison,10,unknown,,1391,,,504,1020,246,233,2020-11-22T15:18:22Z,33.85827,R+34,Gade +34,republican,virginia,2020-11-24T00:49:18.323457Z
51670,Hopewell,9542,5388,8,8,Released as a precinct at the end of tabulation,99,9608,>98%,>98% reported,edison,10,unknown,,788,,,5695,3847,3509,1879,2020-11-22T16:29:25Z,19.36701,D+19,Warner +19,democrat,virginia,2020-11-24T00:49:18.323457Z
51093,Isle of Wight,23367,13488,14,14,Released as a precinct at the end of tabulation,100,23456,>98%,>98% reported,edison,10,unknown,,1924,,,9821,13546,7024,6464,2020-11-22T14:29:27Z,15.94128,R+16,Gade +16,republican,virginia,2020-11-24T00:49:18.323457Z
51095,James City,49285,36920,20,20,"As a precinct in the FIRST cumulative report, along with regular precincts",99,49622,>98%,>98% reported,edison,10,unknown,,7037,,,25685,23600,21728,15192,2020-11-22T17:16:16Z,4.2305,D+4,Warner +4,democrat,virginia,2020-11-24T00:49:18.323457Z
51099,King George,14142,9735,6,6,"As a precinct in the FIRST cumulative report, along with regular precincts",99,14224,>98%,>98% reported,edison,10,unknown,,1496,,,5758,8384,4543,5192,2020-11-22T14:30:01Z,18.5688,R+19,Gade +19,republican,virginia,2020-11-24T00:49:18.323457Z
51101,King William,10526,4731,7,7,Released separately AFTER election night,98,10736,98%,98% reported,edison,10,unknown,,566,,,3447,7079,2095,2636,2020-11-22T14:30:15Z,34.50504,R+35,Gade +35,republican,virginia,2020-11-24T00:49:18.323457Z
51097,King and Queen,4077,1884,6,6,"As a precinct in the FIRST cumulative report, along with regular precincts",99,4115,>98%,>98% reported,edison,10,unknown,,354,,,1705,2372,1017,867,2020-11-22T15:20:21Z,16.36007,R+16,Gade +16,republican,virginia,2020-11-24T00:49:18.323457Z
51103,Lancaster,7105,4180,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",99,7152,>98%,>98% reported,edison,10,unknown,,810,,,3457,3648,2501,1679,2020-11-22T14:30:31Z,2.68825,R+3,Gade +3,republican,virginia,2020-11-24T00:49:18.323457Z
51105,Lee,9840,2960,17,17,None,99,9946,>98%,>98% reported,edison,10,unknown,,754,,,2240,7600,940,2020,2020-11-22T16:29:57Z,54.47154,R+54,Gade +54,republican,virginia,2020-11-24T00:49:18.323457Z
51678,Lexington,2748,2114,2,2,Merged into voters' home precincts and released with cumulative results,99,2762,>98%,>98% reported,edison,10,all,,437,,,1853,895,1597,517,2020-11-22T17:27:48Z,34.86172,D+35,Warner +35,democrat,virginia,2020-11-24T00:49:18.323457Z
51107,Loudoun,222805,154707,99,99,Released as a precinct at the end of tabulation,99,224862,>98%,>98% reported,edison,10,unknown,,31586,,,137814,84991,107800,46907,2020-11-22T15:40:58Z,23.70818,D+24,Warner +24,democrat,virginia,2020-11-24T00:49:18.323457Z
51109,Louisa,21739,11458,16,16,Released as a precinct in the middle of the night,99,21915,>98%,>98% reported,edison,10,unknown,,1893,,,8700,13039,6207,5251,2020-11-22T14:32:02Z,19.95952,R+20,Gade +20,republican,virginia,2020-11-24T00:49:18.323457Z
51111,Lunenburg,5893,2824,12,12,Released as a precinct in the middle of the night,98,6000,98%,98% reported,edison,10,unknown,,507,,,2531,3362,1519,1305,2020-11-22T16:31:00Z,14.10148,R+14,Gade +14,republican,virginia,2020-11-24T00:49:18.323457Z
51680,Lynchburg,35795,17844,19,19,"As a precinct in the FIRST cumulative report, along with regular precincts",98,36363,98%,98% reported,edison,10,unknown,,2505,,,18587,17208,12125,5719,2020-11-22T15:22:23Z,3.85249,D+4,Warner +4,democrat,virginia,2020-11-24T00:49:18.323457Z
51113,Madison,8081,3786,10,10,"As a precinct in the FIRST cumulative report, along with regular precincts",99,8129,>98%,>98% reported,edison,10,unknown,,658,,,2925,5156,1961,1825,2020-11-22T15:22:32Z,27.60797,R+28,Gade +28,republican,virginia,2020-11-24T00:49:18.323457Z
51683,Manassas,16774,11840,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",99,16968,>98%,>98% reported,edison,10,unknown,,2919,,,10547,6227,8035,3805,2020-11-22T15:22:46Z,25.75414,D+26,Warner +26,democrat,virginia,2020-11-24T00:49:18.323457Z
51685,Manassas Park,6013,4391,4,4,None,99,6087,>98%,>98% reported,edison,10,unknown,,1108,,,4084,1929,3155,1236,2020-11-22T19:27:41Z,35.83902,D+36,Warner +36,democrat,virginia,2020-11-24T00:49:18.323457Z
51690,Martinsville,5838,3636,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",97,6013,97%,97% reported,edison,10,all,,563,,,3957,1881,2679,957,2020-11-22T16:31:50Z,35.56012,D+36,Warner +36,democrat,virginia,2020-11-24T00:49:18.323457Z
51115,Mathews,5799,4221,4,4,None,100,5826,>98%,>98% reported,edison,10,unknown,,1133,,,1943,3856,1618,2603,2020-11-22T15:23:51Z,32.98845,R+33,Gade +33,republican,virginia,2020-11-24T00:49:18.323457Z
51117,Mecklenburg,15875,8131,24,24,Released separately AFTER election night,86,18358,86%,86% reported,edison,10,unknown,,1999,,,7004,8871,4188,3943,2020-11-22T16:31:54Z,11.76063,R+12,Gade +12,republican,virginia,2020-11-24T00:49:18.323457Z
51119,Middlesex,6738,3475,7,7,Released as a precinct in the middle of the night,99,6785,>98%,>98% reported,edison,10,unknown,,626,,,2658,4080,1812,1663,2020-11-22T15:25:09Z,21.10419,R+21,Gade +21,republican,virginia,2020-11-24T00:49:18.323457Z
51121,Montgomery,44581,28298,25,25,Released as a precinct at the end of tabulation,99,45037,>98%,>98% reported,edison,10,unknown,,3313,,,24589,19992,19069,9229,2020-11-22T14:34:31Z,10.31157,D+10,Warner +10,democrat,virginia,2020-11-24T00:49:18.323457Z
51125,Nelson,9199,4728,10,10,None,99,9316,>98%,>98% reported,edison,10,unknown,,580,,,4673,4526,3283,1445,2020-11-22T15:41:23Z,1.598,D+1.6,Warner +1.6,democrat,virginia,2020-11-24T00:49:18.323457Z
51127,New Kent,14213,6137,11,11,Released as a precinct in the middle of the night,98,14463,98%,98% reported,edison,10,unknown,,992,,,4764,9449,3134,3003,2020-11-22T13:57:39Z,32.96278,R+33,Gade +33,republican,virginia,2020-11-24T00:49:18.323457Z
51700,Newport News,78693,0,46,46,None,97,81203,97%,97% reported,edison,10,all,,5890,,,53265,25428,0,0,2020-11-22T17:19:16Z,35.37418,D+35,Warner +35,democrat,virginia,2020-11-24T00:49:18.323457Z
51710,Norfolk,89236,57829,49,49,Released as a precinct at the end of tabulation,99,89881,>98%,>98% reported,edison,10,unknown,,6725,,,66152,23084,46031,11798,2020-11-22T15:25:41Z,48.26303,D+48,Warner +48,democrat,virginia,2020-11-24T00:49:18.323457Z
51131,Northampton,6684,4453,6,6,Released as a precinct at the end of tabulation,99,6732,>98%,>98% reported,edison,10,unknown,,792,,,3889,2795,2900,1553,2020-11-22T15:26:04Z,16.36744,D+16,Warner +16,democrat,virginia,2020-11-24T00:49:18.323457Z
51133,Northumberland,7692,4696,6,6,Released as a precinct in the middle of the night,97,7896,97%,97% reported,edison,10,all,,822,,,3386,4306,2526,2170,2020-11-22T17:09:29Z,11.96048,R+12,Gade +12,republican,virginia,2020-11-24T00:49:18.323457Z
51720,Norton,1579,0,1,1,Merged into voters' home precincts and released with cumulative results,99,1601,>98%,>98% reported,edison,10,all,,1460,,,591,988,0,0,2020-11-22T16:33:37Z,25.1425,R+25,Gade +25,republican,virginia,2020-11-24T00:49:18.323457Z
51135,Nottoway,7005,3904,10,10,None,99,7078,>98%,>98% reported,edison,10,all,,735,,,3136,3869,2015,1889,2020-11-22T19:20:33Z,10.46395,R+10,Gade +10,republican,virginia,2020-11-24T00:49:18.323457Z
51137,Orange,20562,9799,11,11,None,99,20742,>98%,>98% reported,edison,10,unknown,,1498,,,8392,12170,5593,4206,2020-11-22T15:26:55Z,18.3737,R+18,Gade +18,republican,virginia,2020-11-24T00:49:18.323457Z
51139,Page,12388,5047,6,6,Released as a precinct in the middle of the night,99,12514,>98%,>98% reported,edison,10,unknown,,904,,,3420,8968,2219,2828,2020-11-22T15:27:15Z,44.78528,R+45,Gade +45,republican,virginia,2020-11-24T00:49:18.323457Z
51141,Patrick,9185,3528,14,14,"As a precinct in the FIRST cumulative report, along with regular precincts",96,9534,96%,96% reported,edison,10,unknown,,749,,,2310,6875,1309,2219,2020-11-22T16:34:55Z,49.7006,R+50,Gade +50,republican,virginia,2020-11-24T00:49:18.323457Z
51730,Petersburg,13918,9218,8,8,Released as a precinct in the middle of the night,99,14118,>98%,>98% reported,edison,10,unknown,,2313,,,12413,1505,8421,797,2020-11-22T15:28:01Z,78.37333,D+78,Warner +78,democrat,virginia,2020-11-24T00:49:18.323457Z
51143,Pittsylvania,33502,17814,30,30,Released as a precinct in the middle of the night,98,34227,98%,98% reported,edison,10,unknown,,2965,,,11509,21993,7059,10755,2020-11-22T15:28:44Z,31.29365,R+31,Gade +31,republican,virginia,2020-11-24T00:49:18.323457Z
51735,Poquoson,7806,4992,4,4,Released separately AFTER election night,99,7857,>98%,>98% reported,edison,10,unknown,,868,,,2212,5594,1707,3285,2020-11-22T14:37:25Z,43.32565,R+43,Gade +43,republican,virginia,2020-11-24T00:49:18.323457Z
51740,Portsmouth,43761,23911,32,32,Released separately AFTER election night,98,44582,98%,98% reported,edison,10,unknown,,4194,,,31520,12241,19664,4247,2020-11-22T15:29:00Z,44.05521,D+44,Warner +44,democrat,virginia,2020-11-24T00:49:18.323457Z
51145,Powhatan,19632,10038,13,13,"As a precinct in the FIRST cumulative report, along with regular precincts",100,19730,>98%,>98% reported,edison,10,all,,1526,,,5660,13972,3883,6155,2020-11-22T16:52:38Z,42.33904,R+42,Gade +42,republican,virginia,2020-11-24T00:49:18.323457Z
51147,Prince Edward,9486,4870,11,11,None,99,9574,>98%,>98% reported,edison,10,unknown,,743,,,5195,4291,3134,1736,2020-11-22T15:29:20Z,9.52983,D+10,Warner +10,democrat,virginia,2020-11-24T00:49:18.323457Z
51149,Prince George,17041,10022,11,11,"As a precinct in the FIRST cumulative report, along with regular precincts",98,17432,98%,98% reported,edison,10,unknown,,2071,,,7199,9842,5072,4950,2020-11-22T15:29:39Z,15.50965,R+16,Gade +16,republican,virginia,2020-11-24T00:49:18.323457Z
51153,Prince William,224232,167433,94,94,Released as a precinct in the middle of the night,98,228056,98%,98% reported,edison,10,unknown,,50233,,,144162,80070,115546,51887,2020-11-22T16:35:44Z,28.5829,D+29,Warner +29,democrat,virginia,2020-11-24T00:49:18.323457Z
51155,Pulaski,17144,8839,13,13,None,99,17376,>98%,>98% reported,edison,10,unknown,,1096,,,5941,11203,3978,4861,2020-11-22T15:30:38Z,30.69295,R+31,Gade +31,republican,virginia,2020-11-24T00:49:18.323457Z
51750,Radford,6241,3656,5,5,Released as a precinct in the middle of the night,99,6320,>98%,>98% reported,edison,10,unknown,,497,,,3551,2690,2417,1239,2020-11-22T15:30:45Z,13.79587,D+14,Warner +14,democrat,virginia,2020-11-24T00:49:18.323457Z
51157,Rappahannock,4953,2127,7,7,Other,99,4978,>98%,>98% reported,edison,10,unknown,,451,,,2219,2734,1500,627,2020-11-22T17:25:26Z,10.39774,R+10,Gade +10,republican,virginia,2020-11-24T00:49:18.323457Z
51159,Richmond,4034,2311,6,6,Merged into voters' home precincts and released with cumulative results,98,4102,98%,98% reported,edison,10,unknown,,283,,,1687,2347,1153,1158,2020-11-22T15:31:56Z,16.36093,R+16,Gade +16,republican,virginia,2020-11-24T00:49:18.323457Z
