fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_westk,results_blankenshipd,results_hammonsb,results_charlesm,results_carrollb,results_kopitkek,results_la_rivag,results_de_la_fuenter,results_mchughj,results_pierceb,results_collinsp,results_jacob_fambrop,results_hunterd,results_huberb,results_kennedya,results_scottj,results_kishorej,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_westk,results_absentee_blankenshipd,results_absentee_hammonsb,results_absentee_charlesm,results_absentee_carrollb,results_absentee_kopitkek,results_absentee_la_rivag,results_absentee_de_la_fuenter,results_absentee_mchughj,results_absentee_pierceb,results_absentee_collinsp,results_absentee_jacob_fambrop,results_absentee_hunterd,results_absentee_huberb,results_absentee_kennedya,results_absentee_scottj,results_absentee_kishorej,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
08019,Clear Creek,6545,0,9,9,Other,96,6824,96%,96% reported,edison,2,some,,,,,3603,2753,113,23,10,9,3,7,5,1,2,2,3,0,3,1,5,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:04Z,12.98701,D+13,Biden +13,democrat,-12.98701,5866,-2.6,5743,-12,colorado,2020-11-18T00:46:21.068311Z
08021,Conejos,4333,0,9,10,Other,100,4113,>98%,>98% reported,edison,6,all,,,,,1959,2286,34,9,10,15,1,5,2,0,2,4,2,0,1,2,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:04Z,7.54673,R+8,Trump +8,republican,7.54673,4022,3.6,4101,-9.22,colorado,2020-11-18T00:46:21.068311Z
08023,Costilla,2094,0,8,8,Other,96,2181,96%,96% reported,edison,4,all,,,,,1311,741,15,4,5,8,2,2,0,1,1,1,0,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:05Z,27.22063,D+27,Biden +27,democrat,-27.22063,1848,-29.1,1837,-48.67,colorado,2020-11-18T00:46:21.068311Z
08025,Crowley,1750,0,6,6,Other,100,1675,>98%,>98% reported,edison,4,all,,,,,437,1271,22,0,8,3,3,2,0,0,0,0,1,0,1,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:06Z,47.65714,R+48,Trump +48,republican,47.65714,1527,48.5,1502,25.9,colorado,2020-11-18T00:46:21.068311Z
08027,Custer,3630,0,3,3,Other,100,3618,>98%,>98% reported,edison,4,all,,,,,1111,2471,29,5,0,5,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:07Z,37.46556,R+37,Trump +37,republican,37.46556,3066,41.2,2715,33.89,colorado,2020-11-18T00:46:21.068311Z
08029,Delta,19370,0,20,20,Other,98,19812,98%,98% reported,edison,4,all,,,,,5887,13081,218,45,32,34,11,12,6,7,2,3,4,5,5,2,4,9,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:08Z,37.13991,R+37,Trump +37,republican,37.13991,16790,45.1,15925,39.52,colorado,2020-11-18T00:46:21.068311Z
08031,Denver,393824,0,356,356,Other,100,391585,>98%,>98% reported,edison,2,some,,,,,313292,71617,4870,1230,976,314,222,180,242,70,287,60,34,60,63,87,49,55,61,16,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:09Z,61.36624,D+61,Biden +61,democrat,-61.36624,331852,-54.8,301694,-49.36,colorado,2020-11-18T00:46:21.068311Z
08033,Dolores,1449,0,4,4,Other,100,1389,>98%,>98% reported,edison,6,all,,,,,341,1089,5,1,3,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:10Z,51.62181,R+52,Trump +52,republican,51.62181,1255,55.9,1245,42.17,colorado,2020-11-18T00:46:21.068311Z
08035,Douglas,231599,0,169,169,Other,100,222171,>98%,>98% reported,edison,6,all,,,,,104653,121270,3715,432,476,303,209,76,199,38,30,32,38,39,21,20,10,14,10,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:10Z,7.1749,R+7,Trump +7,republican,7.1749,187500,18.1,168084,25.76,colorado,2020-11-18T00:46:21.068311Z
08037,Eagle,29139,0,29,30,Other,100,28427,>98%,>98% reported,edison,6,all,,,,,18588,9891,377,78,79,34,32,16,10,5,3,3,3,6,3,1,3,2,4,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:11Z,29.8466,D+30,Biden +30,democrat,-29.8466,25223,-20.3,22668,-14.92,colorado,2020-11-18T00:46:21.068311Z
08041,El Paso,378234,0,291,291,Other,100,371068,>98%,>98% reported,edison,2,some,,,,,161636,202560,9237,1132,1091,701,359,296,466,87,90,94,89,69,77,73,47,35,43,33,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:12Z,10.81976,R+11,Trump +11,republican,10.81976,318968,22.3,290175,20.38,colorado,2020-11-18T00:46:21.068311Z
08039,Elbert,18983,0,15,15,Other,100,18854,>98%,>98% reported,edison,2,unknown,,,,,4490,14027,306,31,33,30,15,11,6,4,4,1,4,4,3,2,6,4,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:11Z,50.23969,R+50,Trump +50,republican,50.23969,15980,53.6,14178,47,colorado,2020-11-18T00:46:21.068311Z
08043,Fremont,25557,0,30,30,Other,99,25928,>98%,>98% reported,edison,2,unknown,,,,,7369,17517,397,59,54,60,22,24,11,5,5,1,5,6,11,4,3,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:12Z,39.70732,R+40,Trump +40,republican,39.70732,21973,44.7,20416,31.69,colorado,2020-11-18T00:46:21.068311Z
08045,Garfield,30904,0,27,27,Other,99,31235,>98%,>98% reported,edison,4,all,,,,,15427,14717,424,99,75,60,26,21,11,8,3,1,4,7,5,2,4,5,3,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:13Z,2.29744,D+2,Biden +2,democrat,-2.29744,26470,7,24408,5.04,colorado,2020-11-18T00:46:21.068311Z
08047,Gilpin,4185,0,6,6,Other,100,4160,>98%,>98% reported,edison,2,unknown,,,,,2222,1833,70,17,12,10,2,9,0,1,1,1,1,1,1,2,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:13Z,9.2951,D+9,Biden +9,democrat,-9.2951,3576,-1.9,3338,-16.36,colorado,2020-11-18T00:46:21.068311Z
08049,Grand,9869,0,12,12,Other,97,10134,97%,97% reported,edison,2,unknown,,,,,4709,4883,174,31,23,18,4,5,4,3,0,3,2,0,1,4,3,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:14Z,1.7631,R+1.8,Trump +1.8,republican,1.7631,8588,13.2,8187,6.95,colorado,2020-11-18T00:46:21.068311Z
08051,Gunnison,10887,0,15,15,Other,98,11106,98%,98% reported,edison,2,all,,,,,6976,3599,204,37,20,13,7,8,7,0,1,0,1,5,0,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:14Z,31.01865,D+31,Biden +31,democrat,-31.01865,9412,-19.5,8667,-19.65,colorado,2020-11-18T00:46:21.068311Z
08053,Hinsdale,632,0,1,1,Other,96,658,96%,96% reported,edison,4,unknown,,,,,255,353,10,1,4,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:15Z,15.50633,R+16,Trump +16,republican,15.50633,589,24.1,600,20.67,colorado,2020-11-18T00:46:21.068311Z
08055,Huerfano,4406,0,11,11,Other,100,4389,>98%,>98% reported,edison,6,all,,,,,2076,2203,71,12,10,9,2,5,3,0,2,2,1,0,3,0,0,1,2,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:15Z,2.88243,R+3,Trump +3,republican,2.88243,3783,6.6,3714,-8.27,colorado,2020-11-18T00:46:21.068311Z
08057,Jackson,876,0,4,5,Other,100,873,>98%,>98% reported,edison,6,all,,,,,175,681,12,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:16Z,57.76256,R+58,Trump +58,republican,57.76256,861,53.2,848,45.28,colorado,2020-11-18T00:46:21.068311Z
08059,Jefferson,377351,0,300,309,Other,100,348372,>98%,>98% reported,edison,4,all,,,,,218393,148414,6394,1089,900,631,318,231,309,101,84,63,76,82,64,51,35,39,40,16,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:16Z,18.5448,D+19,Biden +19,democrat,-18.5448,328883,-6.9,311052,-4.85,colorado,2020-11-18T00:46:21.068311Z
08061,Kiowa,903,0,4,4,Other,96,938,96%,96% reported,edison,2,unknown,,,,,98,795,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:17Z,77.18715,R+77,Trump +77,republican,77.18715,855,74.5,821,68.09,colorado,2020-11-18T00:46:21.068311Z
08063,Kit Carson,3870,0,12,13,Other,95,4061,95%,95% reported,edison,2,unknown,,,,,662,3143,34,2,4,11,2,1,2,1,0,0,2,2,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:18Z,64.10853,R+64,Trump +64,republican,64.10853,3702,65.7,3702,52.59,colorado,2020-11-18T00:46:21.068311Z
08067,La Plata,35667,0,31,32,Other,100,35280,>98%,>98% reported,edison,6,all,,,,,20548,14233,530,128,79,37,23,29,11,9,5,8,5,2,5,4,2,4,3,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:19Z,17.70544,D+18,Biden +18,democrat,-17.70544,31150,-9.4,29184,-9.23,colorado,2020-11-18T00:46:21.068311Z
08065,Lake,3961,0,6,6,Other,99,4000,>98%,>98% reported,edison,2,unknown,,,,,2303,1497,101,23,17,4,4,0,1,1,1,3,0,0,2,0,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:18Z,20.3484,D+20,Biden +20,democrat,-20.3484,3199,-10.8,3040,-24.38,colorado,2020-11-18T00:46:21.068311Z
08069,Larimer,224333,0,272,280,Other,98,227992,98%,98% reported,edison,4,some,,,,,126117,91488,4088,727,549,372,195,136,258,48,60,55,45,33,36,29,33,20,24,8,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:48:19Z,15.43643,D+15,Biden +15,democrat,-15.43643,195981,-4.9,180180,-5.76,colorado,2020-11-18T00:46:21.068311Z
08071,Las Animas,7961,0,16,16,Other,98,8097,98%,98% reported,edison,2,unknown,,,,,3497,4284,86,17,21,19,5,7,5,6,1,1,3,0,5,2,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:38Z,9.88569,R+10,Trump +10,republican,9.88569,6793,15.6,6862,-2.65,colorado,2020-11-18T00:46:21.068311Z
08073,Lincoln,2651,0,12,13,Other,99,2672,>98%,>98% reported,edison,2,unknown,,,,,470,2135,26,1,3,7,1,3,1,2,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:42Z,62.80649,R+63,Trump +63,republican,62.80649,2436,60.9,2287,49.63,colorado,2020-11-18T00:46:21.068311Z
08075,Logan,10532,0,15,16,Other,92,11472,92%,92% reported,edison,2,unknown,,,,,2218,8087,139,16,20,18,4,9,5,0,1,2,2,1,4,2,0,1,2,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:43Z,55.72541,R+56,Trump +56,republican,55.72541,9722,55.9,9124,38,colorado,2020-11-18T00:46:21.068311Z
08077,Mesa,90613,0,56,57,Other,99,91631,>98%,>98% reported,edison,4,all,,,,,31533,56888,1306,188,197,200,65,58,38,15,15,10,16,15,18,17,7,12,7,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:44Z,27.98164,R+28,Trump +28,republican,27.98164,77654,36.1,72947,32.39,colorado,2020-11-18T00:46:21.068311Z
08079,Mineral,756,0,1,1,Other,100,715,>98%,>98% reported,edison,2,unknown,,,,,317,427,3,0,1,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:44Z,14.55026,R+15,Trump +15,republican,14.55026,652,16.4,650,8.15,colorado,2020-11-18T00:46:21.068311Z
08081,Moffat,7026,0,12,13,Other,98,7158,98%,98% reported,edison,4,some,,,,,1203,5670,97,7,21,6,3,7,2,1,0,0,2,4,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:45Z,63.57814,R+64,Trump +64,republican,63.57814,6525,67.9,6168,54.56,colorado,2020-11-18T00:46:21.068311Z
08083,Montezuma,15500,0,11,11,Other,100,15120,>98%,>98% reported,edison,6,all,,,,,5836,9306,192,33,37,26,16,18,9,6,2,3,2,2,3,3,1,0,3,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:46Z,22.3871,R+22,Trump +22,republican,22.3871,12858,30.2,12318,23.21,colorado,2020-11-18T00:46:21.068311Z
08085,Montrose,24922,0,28,28,Other,100,24999,>98%,>98% reported,edison,2,some,,,,,7687,16770,285,49,45,30,16,8,7,4,2,1,2,3,3,2,2,2,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:46Z,36.44571,R+36,Trump +36,republican,36.44571,21186,42.1,20130,36.83,colorado,2020-11-18T00:46:21.068311Z
08087,Morgan,13744,0,18,18,Other,97,14113,97%,97% reported,edison,2,unknown,,,,,3876,9593,151,26,27,14,11,11,5,2,2,9,6,2,5,0,1,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:47Z,41.59633,R+42,Trump +42,republican,41.59633,11960,41.8,10777,24.96,colorado,2020-11-18T00:46:21.068311Z
08089,Otero,9576,0,16,17,Other,96,9973,96%,96% reported,edison,2,some,,,,,3605,5756,88,16,35,15,10,14,6,4,2,8,1,1,5,2,1,3,3,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:48Z,22.46241,R+22,Trump +22,republican,22.46241,8452,23.5,8192,8.97,colorado,2020-11-18T00:46:21.068311Z
08091,Ouray,4020,0,5,5,Other,100,3906,>98%,>98% reported,edison,4,some,,,,,2365,1577,46,12,7,5,2,0,1,0,3,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:49Z,19.60199,D+20,Biden +20,democrat,-19.60199,3310,-10.5,3202,-5.15,colorado,2020-11-18T00:46:21.068311Z
08093,Park,12289,0,13,13,Other,100,12292,>98%,>98% reported,edison,2,unknown,,,,,4903,6990,238,56,30,29,11,12,4,2,1,0,3,2,4,1,0,0,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:49Z,16.98267,R+17,Trump +17,republican,16.98267,10417,26.1,9366,14.67,colorado,2020-11-18T00:46:21.068311Z
08095,Phillips,2485,0,7,8,Other,97,2558,97%,97% reported,edison,2,unknown,,,,,486,1958,24,7,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:50Z,59.23541,R+59,Trump +59,republican,59.23541,2332,58.1,2265,46.31,colorado,2020-11-18T00:46:21.068311Z
08097,Pitkin,11957,0,10,10,Other,96,12417,96%,96% reported,edison,4,some,,,,,8989,2780,94,41,23,9,10,3,2,3,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:50Z,51.92774,D+52,Biden +52,democrat,-51.92774,10523,-45.5,10075,-37.97,colorado,2020-11-18T00:46:21.068311Z
08099,Prowers,5561,0,12,13,Other,94,5919,94%,94% reported,edison,2,unknown,,,,,1458,4008,39,9,14,13,3,3,3,4,1,0,2,0,0,0,0,0,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:51Z,45.85506,R+46,Trump +46,republican,45.85506,5016,46.8,4863,35.18,colorado,2020-11-18T00:46:21.068311Z
08101,Pueblo,88299,0,122,128,Other,95,92802,95%,95% reported,edison,4,unknown,,,,,43772,42252,1200,205,255,169,94,71,35,21,32,38,25,23,34,17,16,12,11,7,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:52Z,1.72142,D+1.7,Biden +1.7,democrat,-1.72142,78646,0.5,76194,-13.99,colorado,2020-11-18T00:46:21.068311Z
08103,Rio Blanco,3691,0,5,5,Other,98,3785,98%,98% reported,edison,4,all,,,,,561,3061,42,3,11,4,3,3,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:52Z,67.73232,R+68,Trump +68,republican,67.73232,3450,68.3,3369,64,colorado,2020-11-18T00:46:21.068311Z
08105,Rio Grande,6305,0,14,15,Other,100,6280,>98%,>98% reported,edison,6,all,,,,,2495,3660,66,11,20,15,2,11,1,3,4,3,3,1,5,0,0,1,2,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:53Z,18.4774,R+18,Trump +18,republican,18.4774,5534,19.6,5533,7.95,colorado,2020-11-18T00:46:21.068311Z
08107,Routt,16876,0,18,18,Other,100,16503,>98%,>98% reported,edison,2,all,,,,,10582,5925,236,37,31,20,15,13,6,1,2,0,0,4,0,2,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:53Z,27.5954,D+28,Biden +28,democrat,-27.5954,13986,-16.9,13317,-15.6,colorado,2020-11-18T00:46:21.068311Z
08109,Saguache,3389,0,7,7,Other,100,3332,>98%,>98% reported,edison,6,all,,,,,1884,1413,39,13,15,8,2,6,3,1,1,0,0,0,0,1,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:54Z,13.8979,D+14,Biden +14,democrat,-13.8979,2835,-9.5,2930,-30.72,colorado,2020-11-18T00:46:21.068311Z
08111,San Juan,563,0,1,1,Other,100,563,>98%,>98% reported,edison,6,all,,,,,342,202,7,2,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-16T15:47:55Z,24.86679,D+25,Biden +25,democrat,-24.86679,506,-9.9,506,-10.67,colorado,2020-11-18T00:46:21.068311Z
08113,San Miguel,5146,0,6,6,Other,100,5108,>98%,>98% reported,edison,4,some,,,,,3923,1136,52,14,11,2,2,2,0,0,1,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:56Z,54.15857,D+54,Biden +54,democrat,-54.15857,4329,-44.9,4256,-43.19,colorado,2020-11-18T00:46:21.068311Z
08115,Sedgwick,1446,0,4,5,Other,97,1497,97%,97% reported,edison,2,unknown,,,,,301,1121,8,1,2,7,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:57Z,56.70816,R+57,Trump +57,republican,56.70816,1364,54.8,1338,34.53,colorado,2020-11-18T00:46:21.068311Z
08117,Summit,18465,0,19,20,Other,97,19085,97%,97% reported,edison,2,some,,,,,12620,5319,353,60,39,16,14,13,6,0,3,1,4,3,4,2,3,3,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:57Z,39.53967,D+40,Biden +40,democrat,-39.53967,16174,-27.6,15312,-24.66,colorado,2020-11-18T00:46:21.068311Z
08119,Teller,16939,0,13,13,Other,99,17044,>98%,>98% reported,edison,2,unknown,,,,,5278,11241,267,25,37,28,10,10,18,6,2,1,7,2,0,0,1,1,2,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2020-11-16T15:47:58Z,35.20279,R+35,Trump +35,republican,35.20279,14444,42.5,13407,32.59,colorado,2020-11-18T00:46:21.068311Z
