fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_smitht,results_lewisj,results_oconnork,results_steinbergo,results_absentee_smitht,results_absentee_lewisj,results_absentee_oconnork,results_absentee_steinbergo,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
27021,Cass,18089,0,73,73,Merged into voters' home precincts and released with cumulative results,100,17708,>98%,>98% reported,edison,2,all,,4911,,,5913,10877,966,333,0,0,0,0,2020-11-27T03:02:12Z,27.44209,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27023,Chippewa,6525,0,25,25,Merged into voters' home precincts and released with cumulative results,98,6655,98%,98% reported,edison,2,all,,1308,,,2270,3807,358,90,0,0,0,0,2020-11-27T03:03:01Z,23.55556,R+24,Lewis +24,republican,minnesota,2020-11-28T00:49:22.247412Z
27025,Chisago,33746,0,23,23,Merged into voters' home precincts and released with cumulative results,100,33288,>98%,>98% reported,edison,2,all,,5696,,,11014,19700,2340,692,0,0,0,0,2020-11-27T03:04:07Z,25.73935,R+26,Lewis +26,republican,minnesota,2020-11-28T00:49:22.247412Z
27027,Clay,31508,0,58,58,Merged into voters' home precincts and released with cumulative results,92,34102,92%,92% reported,edison,2,all,,6609,,,15136,13308,2348,716,0,0,0,0,2020-11-27T03:05:03Z,5.8017,D+6,Smith +6,democrat,minnesota,2020-11-28T00:49:22.247412Z
27029,Clearwater,4613,0,29,29,Merged into voters' home precincts and released with cumulative results,100,4556,>98%,>98% reported,edison,4,all,,869,,,1224,3078,242,69,0,0,0,0,2020-11-27T03:05:56Z,40.19077,R+40,Lewis +40,republican,minnesota,2020-11-28T00:49:22.247412Z
27031,Cook,3712,0,13,13,Merged into voters' home precincts and released with cumulative results,100,3644,>98%,>98% reported,edison,2,all,,1133,,,2344,1162,133,73,0,0,0,0,2020-11-27T03:06:51Z,31.84267,D+32,Smith +32,democrat,minnesota,2020-11-28T00:49:22.247412Z
27033,Cottonwood,5991,0,29,29,Merged into voters' home precincts and released with cumulative results,93,6440,93%,93% reported,edison,2,all,,1245,,,1794,3796,321,80,0,0,0,0,2020-11-27T04:33:00Z,33.41679,R+33,Lewis +33,republican,minnesota,2020-11-28T00:49:22.247412Z
27035,Crow Wing,39562,0,62,62,Merged into voters' home precincts and released with cumulative results,100,39471,>98%,>98% reported,edison,4,all,,10353,,,12964,23792,2032,774,0,0,0,0,2020-11-27T03:08:48Z,27.3697,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27037,Dakota,257991,0,141,141,Merged into voters' home precincts and released with cumulative results,96,268470,96%,96% reported,edison,2,all,,57003,,,131394,107117,15318,4162,0,0,0,0,2020-11-27T03:09:53Z,9.41002,D+9,Smith +9,democrat,minnesota,2020-11-28T00:49:22.247412Z
27039,Dodge,11991,0,22,22,Merged into voters' home precincts and released with cumulative results,100,11733,>98%,>98% reported,edison,4,all,,1812,,,4013,6924,806,248,0,0,0,0,2020-11-27T03:10:42Z,24.27654,R+24,Lewis +24,republican,minnesota,2020-11-28T00:49:22.247412Z
27041,Douglas,23768,0,37,37,Merged into voters' home precincts and released with cumulative results,94,25271,94%,94% reported,edison,2,all,,5981,,,7617,14775,1055,321,0,0,0,0,2020-11-27T03:11:40Z,30.11612,R+30,Lewis +30,republican,minnesota,2020-11-28T00:49:22.247412Z
27043,Faribault,7747,0,33,33,Merged into voters' home precincts and released with cumulative results,94,8223,94%,94% reported,edison,2,all,,1508,,,2531,4624,444,148,0,0,0,0,2020-11-27T03:12:16Z,27.01691,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27045,Fillmore,11966,0,37,37,Merged into voters' home precincts and released with cumulative results,98,12174,98%,98% reported,edison,4,all,,1887,,,4696,6440,625,205,0,0,0,0,2020-11-27T03:13:34Z,14.57463,R+15,Lewis +15,republican,minnesota,2020-11-28T00:49:22.247412Z
27047,Freeborn,16531,0,41,41,Merged into voters' home precincts and released with cumulative results,93,17800,93%,93% reported,edison,4,all,,3864,,,6797,8364,1057,313,0,0,0,0,2020-11-27T03:14:36Z,9.47916,R+9,Lewis +9,republican,minnesota,2020-11-28T00:49:22.247412Z
27049,Goodhue,28332,0,40,40,Merged into voters' home precincts and released with cumulative results,95,29832,95%,95% reported,edison,2,all,,5379,,,11186,15171,1486,489,0,0,0,0,2020-11-27T03:15:13Z,14.06537,R+14,Lewis +14,republican,minnesota,2020-11-28T00:49:22.247412Z
27051,Grant,3595,0,23,23,Merged into voters' home precincts and released with cumulative results,96,3728,96%,96% reported,edison,2,all,,855,,,1349,2044,163,39,0,0,0,0,2020-11-27T03:15:56Z,19.33241,R+19,Lewis +19,republican,minnesota,2020-11-28T00:49:22.247412Z
27053,Hennepin,741295,0,425,425,Merged into voters' home precincts and released with cumulative results,94,788773,94%,94% reported,edison,2,all,,179553,,,478129,209754,41282,12130,0,0,0,0,2020-11-27T03:17:23Z,36.20354,D+36,Smith +36,democrat,minnesota,2020-11-28T00:49:22.247412Z
27055,Houston,11199,0,27,27,Merged into voters' home precincts and released with cumulative results,96,11678,96%,96% reported,edison,4,all,,1965,,,4478,5778,700,243,0,0,0,0,2020-11-27T03:18:07Z,11.60818,R+12,Lewis +12,republican,minnesota,2020-11-28T00:49:22.247412Z
27057,Hubbard,12798,0,38,38,Merged into voters' home precincts and released with cumulative results,96,13346,96%,96% reported,edison,2,all,,3437,,,4281,7713,572,232,0,0,0,0,2020-11-27T03:18:42Z,26.81669,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27059,Isanti,23804,0,19,19,Merged into voters' home precincts and released with cumulative results,100,22477,>98%,>98% reported,edison,2,all,,3609,,,6751,14774,1671,608,0,0,0,0,2020-11-27T03:19:46Z,33.70442,R+34,Lewis +34,republican,minnesota,2020-11-28T00:49:22.247412Z
27061,Itasca,26223,0,76,76,Merged into voters' home precincts and released with cumulative results,100,25925,>98%,>98% reported,edison,6,all,,5760,,,10463,13949,1353,458,0,0,0,0,2020-11-27T03:20:27Z,13.29367,R+13,Lewis +13,republican,minnesota,2020-11-28T00:49:22.247412Z
27063,Jackson,5706,0,28,28,Merged into voters' home precincts and released with cumulative results,94,6039,94%,94% reported,edison,2,all,,917,,,1744,3524,323,115,0,0,0,0,2020-11-27T03:21:19Z,31.19523,R+31,Lewis +31,republican,minnesota,2020-11-28T00:49:22.247412Z
27065,Kanabec,9031,0,20,20,Merged into voters' home precincts and released with cumulative results,100,8745,>98%,>98% reported,edison,4,all,,1575,,,2612,5657,577,185,0,0,0,0,2020-11-27T03:21:56Z,33.7172,R+34,Lewis +34,republican,minnesota,2020-11-28T00:49:22.247412Z
27067,Kandiyohi,22968,0,48,48,Merged into voters' home precincts and released with cumulative results,96,23977,96%,96% reported,edison,2,all,,5181,,,8117,13388,1151,312,0,0,0,0,2020-11-27T03:22:45Z,22.94932,R+23,Lewis +23,republican,minnesota,2020-11-28T00:49:22.247412Z
27069,Kittson,2596,0,39,39,Merged into voters' home precincts and released with cumulative results,99,2627,>98%,>98% reported,edison,6,all,,501,,,1116,1350,98,32,0,0,0,0,2020-11-27T03:23:22Z,9.01387,R+9,Lewis +9,republican,minnesota,2020-11-28T00:49:22.247412Z
27071,Koochiching,6745,0,22,22,Merged into voters' home precincts and released with cumulative results,98,6879,98%,98% reported,edison,4,all,,2004,,,2637,3629,365,114,0,0,0,0,2020-11-27T03:24:16Z,14.70719,R+15,Lewis +15,republican,minnesota,2020-11-28T00:49:22.247412Z
27073,Lac Qui Parle,3982,0,29,29,Merged into voters' home precincts and released with cumulative results,93,4266,93%,93% reported,edison,4,all,,840,,,1477,2314,139,52,0,0,0,0,2020-11-27T03:25:02Z,21.01959,R+21,Lewis +21,republican,minnesota,2020-11-28T00:49:22.247412Z
27075,Lake,7116,0,19,19,Merged into voters' home precincts and released with cumulative results,90,7885,90%,90% reported,edison,2,all,,1565,,,3485,3155,332,144,0,0,0,0,2020-11-27T03:26:16Z,4.63744,D+5,Smith +5,democrat,minnesota,2020-11-28T00:49:22.247412Z
27077,Lake of the Woods,2353,0,17,17,Merged into voters' home precincts and released with cumulative results,98,2407,98%,98% reported,edison,2,all,,281,,,650,1545,121,37,0,0,0,0,2020-11-27T03:26:51Z,38.03655,R+38,Lewis +38,republican,minnesota,2020-11-28T00:49:22.247412Z
27079,Le Sueur,16492,0,26,26,Merged into voters' home precincts and released with cumulative results,100,16486,>98%,>98% reported,edison,2,all,,2535,,,5401,9825,969,297,0,0,0,0,2020-11-27T03:27:38Z,26.82513,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27081,Lincoln,3079,0,20,20,Merged into voters' home precincts and released with cumulative results,92,3343,92%,92% reported,edison,4,all,,612,,,911,1936,183,49,0,0,0,0,2020-11-27T04:38:48Z,33.29003,R+33,Lewis +33,republican,minnesota,2020-11-28T00:49:22.247412Z
27083,Lyon,12728,0,33,33,Merged into voters' home precincts and released with cumulative results,99,12877,>98%,>98% reported,edison,6,all,,2415,,,4464,7401,668,195,0,0,0,0,2020-11-27T03:29:12Z,23.07511,R+23,Lewis +23,republican,minnesota,2020-11-28T00:49:22.247412Z
27087,Mahnomen,2263,0,19,19,Merged into voters' home precincts and released with cumulative results,98,2302,98%,98% reported,edison,6,all,,452,,,1039,1007,169,48,0,0,0,0,2020-11-27T03:30:57Z,1.41405,D+1.4,Smith +1.4,democrat,minnesota,2020-11-28T00:49:22.247412Z
27089,Marshall,5005,0,60,60,Merged into voters' home precincts and released with cumulative results,97,5171,97%,97% reported,edison,2,all,,869,,,1490,3255,198,62,0,0,0,0,2020-11-27T03:31:33Z,35.26474,R+35,Lewis +35,republican,minnesota,2020-11-28T00:49:22.247412Z
27091,Martin,10868,5202,37,37,Merged into voters' home precincts and released with cumulative results,93,11686,93%,93% reported,edison,4,all,,2561,,,3348,6707,613,200,2156,2786,191,69,2020-11-27T03:32:22Z,30.90725,R+31,Lewis +31,republican,minnesota,2020-11-28T00:49:22.247412Z
27085,McLeod,20605,0,28,28,Merged into voters' home precincts and released with cumulative results,100,20114,>98%,>98% reported,edison,2,all,,3348,,,6114,12875,1223,393,0,0,0,0,2020-11-27T03:29:53Z,32.81242,R+33,Lewis +33,republican,minnesota,2020-11-28T00:49:22.247412Z
27093,Meeker,13349,0,30,30,Merged into voters' home precincts and released with cumulative results,100,13136,>98%,>98% reported,edison,2,all,,2115,,,3889,8575,664,221,0,0,0,0,2020-11-27T03:33:26Z,35.10375,R+35,Lewis +35,republican,minnesota,2020-11-28T00:49:22.247412Z
27095,Mille Lacs,14333,0,25,25,Merged into voters' home precincts and released with cumulative results,100,462,>98%,>98% reported,edison,6,all,,2361,,,4123,8851,1025,334,0,0,0,0,2020-11-27T03:34:22Z,32.98681,R+33,Lewis +33,republican,minnesota,2020-11-28T00:49:22.247412Z
27097,Morrison,19139,0,48,48,Merged into voters' home precincts and released with cumulative results,100,18838,>98%,>98% reported,edison,2,all,,3279,,,4452,13368,1012,307,0,0,0,0,2020-11-27T03:34:57Z,46.58551,R+47,Lewis +47,republican,minnesota,2020-11-28T00:49:22.247412Z
27099,Mower,18852,0,40,40,Merged into voters' home precincts and released with cumulative results,93,20341,93%,93% reported,edison,2,all,,3704,,,8472,8615,1380,385,0,0,0,0,2020-11-27T03:36:19Z,0.75854,R+0.76,Lewis +0.76,republican,minnesota,2020-11-28T00:49:22.247412Z
27101,Murray,4802,0,29,29,Merged into voters' home precincts and released with cumulative results,94,5103,94%,94% reported,edison,2,all,,1152,,,1448,3081,221,52,0,0,0,0,2020-11-27T03:37:02Z,34.00666,R+34,Lewis +34,republican,minnesota,2020-11-28T00:49:22.247412Z
27103,Nicollet,18863,0,28,28,Merged into voters' home precincts and released with cumulative results,89,21211,89%,89% reported,edison,4,all,,3144,,,8992,8397,1062,412,0,0,0,0,2020-11-27T03:37:52Z,3.15432,D+3,Smith +3,democrat,minnesota,2020-11-28T00:49:22.247412Z
27105,Nobles,8440,0,40,40,Merged into voters' home precincts and released with cumulative results,97,8708,97%,97% reported,edison,6,all,,2156,,,2776,4959,543,162,0,0,0,0,2020-11-27T03:38:38Z,25.86493,R+26,Lewis +26,republican,minnesota,2020-11-28T00:49:22.247412Z
27107,Norman,3355,0,33,33,Merged into voters' home precincts and released with cumulative results,96,3500,96%,96% reported,edison,2,all,,633,,,1497,1617,193,48,0,0,0,0,2020-11-27T03:39:36Z,3.57675,R+4,Lewis +4,republican,minnesota,2020-11-28T00:49:22.247412Z
27109,Olmsted,88849,0,84,84,Merged into voters' home precincts and released with cumulative results,96,92950,96%,96% reported,edison,4,all,,20940,,,45543,36972,4730,1604,0,0,0,0,2020-11-27T03:40:33Z,9.6467,D+10,Smith +10,democrat,minnesota,2020-11-28T00:49:22.247412Z
27111,Otter Tail,35793,0,92,92,Merged into voters' home precincts and released with cumulative results,95,37700,95%,95% reported,edison,2,all,,8657,,,11728,21738,1817,510,0,0,0,0,2020-11-27T03:41:46Z,27.96636,R+28,Lewis +28,republican,minnesota,2020-11-28T00:49:22.247412Z
27113,Pennington,7192,0,31,31,Merged into voters' home precincts and released with cumulative results,100,7181,>98%,>98% reported,edison,4,all,,1380,,,2574,3919,566,133,0,0,0,0,2020-11-27T03:42:25Z,18.70133,R+19,Lewis +19,republican,minnesota,2020-11-28T00:49:22.247412Z
27115,Pine,15711,0,48,48,Merged into voters' home precincts and released with cumulative results,100,14871,>98%,>98% reported,edison,2,all,,2577,,,5055,9341,1005,310,0,0,0,0,2020-11-27T03:43:16Z,27.28025,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27117,Pipestone,4859,0,22,22,Merged into voters' home precincts and released with cumulative results,99,4930,>98%,>98% reported,edison,6,all,,984,,,1200,3324,264,71,0,0,0,0,2020-11-27T03:44:04Z,43.7127,R+44,Lewis +44,republican,minnesota,2020-11-28T00:49:22.247412Z
27119,Polk,15289,10557,82,82,Merged into voters' home precincts and released with cumulative results,94,16294,94%,94% reported,edison,4,all,,2832,,,5577,8559,917,236,4410,5551,461,135,2020-11-27T03:45:01Z,19.50422,R+20,Lewis +20,republican,minnesota,2020-11-28T00:49:22.247412Z
27121,Pope,6892,0,31,31,Merged into voters' home precincts and released with cumulative results,99,6959,>98%,>98% reported,edison,2,all,,1689,,,2390,4135,290,77,0,0,0,0,2020-11-27T03:45:46Z,25.31921,R+25,Lewis +25,republican,minnesota,2020-11-28T00:49:22.247412Z
27123,Ramsey,287667,0,169,169,Merged into voters' home precincts and released with cumulative results,89,322228,89%,89% reported,edison,2,all,,61280,,,188784,73638,19087,6158,0,0,0,0,2020-11-27T03:47:04Z,40.02753,D+40,Smith +40,democrat,minnesota,2020-11-28T00:49:22.247412Z
27125,Red Lake,2138,0,21,21,Merged into voters' home precincts and released with cumulative results,100,2022,>98%,>98% reported,edison,6,all,,365,,,769,1222,114,33,0,0,0,0,2020-11-27T03:47:52Z,21.18803,R+21,Lewis +21,republican,minnesota,2020-11-28T00:49:22.247412Z
27127,Redwood,8181,0,43,43,Merged into voters' home precincts and released with cumulative results,99,8274,>98%,>98% reported,edison,6,all,,1556,,,2297,5415,355,114,0,0,0,0,2020-11-27T03:49:05Z,38.1127,R+38,Lewis +38,republican,minnesota,2020-11-28T00:49:22.247412Z
27129,Renville,7939,0,38,38,Merged into voters' home precincts and released with cumulative results,98,8115,98%,98% reported,edison,6,all,,1440,,,2500,4927,390,122,0,0,0,0,2020-11-27T03:50:09Z,30.5706,R+31,Lewis +31,republican,minnesota,2020-11-28T00:49:22.247412Z
27131,Rice,35039,0,31,31,Merged into voters' home precincts and released with cumulative results,93,37634,93%,93% reported,edison,4,all,,6332,,,16201,15999,2138,701,0,0,0,0,2020-11-27T04:44:41Z,0.5765,D+0.58,Smith +0.58,democrat,minnesota,2020-11-28T00:49:22.247412Z
27133,Rock,5139,0,24,24,Merged into voters' home precincts and released with cumulative results,100,5134,>98%,>98% reported,edison,6,all,,1205,,,1461,3286,294,98,0,0,0,0,2020-11-27T03:52:00Z,35.51275,R+36,Lewis +36,republican,minnesota,2020-11-28T00:49:22.247412Z
27135,Roseau,8306,0,44,44,Merged into voters' home precincts and released with cumulative results,100,8347,>98%,>98% reported,edison,2,all,,1517,,,2321,5494,396,95,0,0,0,0,2020-11-27T03:52:53Z,38.2013,R+38,Lewis +38,republican,minnesota,2020-11-28T00:49:22.247412Z
27139,Scott,86460,0,47,47,Merged into voters' home precincts and released with cumulative results,99,87034,>98%,>98% reported,edison,2,all,,13020,,,35758,44215,5218,1269,0,0,0,0,2020-11-27T03:54:51Z,9.7814,R+10,Lewis +10,republican,minnesota,2020-11-28T00:49:22.247412Z
27141,Sherburne,54405,0,35,35,Merged into voters' home precincts and released with cumulative results,97,56008,97%,97% reported,edison,2,all,,9408,,,16584,33145,3702,974,0,0,0,0,2020-11-27T03:55:34Z,30.44022,R+30,Lewis +30,republican,minnesota,2020-11-28T00:49:22.247412Z
27143,Sibley,8297,0,25,25,Merged into voters' home precincts and released with cumulative results,100,8326,>98%,>98% reported,edison,4,all,,1125,,,2368,5391,426,112,0,0,0,0,2020-11-27T03:56:34Z,36.43486,R+36,Lewis +36,republican,minnesota,2020-11-28T00:49:22.247412Z
27137,St. Louis,117048,0,172,172,Merged into voters' home precincts and released with cumulative results,88,133513,88%,88% reported,edison,4,all,,20931,,,63036,45016,6545,2451,0,0,0,0,2020-11-27T03:53:56Z,15.39539,D+15,Smith +15,democrat,minnesota,2020-11-28T00:49:22.247412Z
27145,Stearns,83338,0,98,98,Merged into voters' home precincts and released with cumulative results,90,92327,90%,90% reported,edison,2,all,,12584,,,29931,47080,4843,1484,0,0,0,0,2020-11-27T03:57:44Z,20.57765,R+21,Lewis +21,republican,minnesota,2020-11-28T00:49:22.247412Z
27147,Steele,20586,0,26,26,Merged into voters' home precincts and released with cumulative results,93,22248,93%,93% reported,edison,4,all,,3939,,,7412,11358,1381,435,0,0,0,0,2020-11-27T03:58:45Z,19.16837,R+19,Lewis +19,republican,minnesota,2020-11-28T00:49:22.247412Z
27149,Stevens,5013,0,26,26,Merged into voters' home precincts and released with cumulative results,99,5060,>98%,>98% reported,edison,6,all,,1073,,,1906,2848,192,67,0,0,0,0,2020-11-27T03:59:28Z,18.79114,R+19,Lewis +19,republican,minnesota,2020-11-28T00:49:22.247412Z
27151,Swift,5147,0,30,30,Merged into voters' home precincts and released with cumulative results,95,5441,95%,95% reported,edison,2,all,,825,,,1838,3020,226,63,0,0,0,0,2020-11-27T04:00:21Z,22.96483,R+23,Lewis +23,republican,minnesota,2020-11-28T00:49:22.247412Z
27153,Todd,13051,0,40,40,Merged into voters' home precincts and released with cumulative results,100,12827,>98%,>98% reported,edison,2,all,,2151,,,3354,8842,650,205,0,0,0,0,2020-11-27T04:01:04Z,42.05042,R+42,Lewis +42,republican,minnesota,2020-11-28T00:49:22.247412Z
27155,Traverse,1826,0,20,20,Merged into voters' home precincts and released with cumulative results,92,1977,92%,92% reported,edison,2,all,,405,,,656,1045,98,27,0,0,0,0,2020-11-27T04:02:01Z,21.3034,R+21,Lewis +21,republican,minnesota,2020-11-28T00:49:22.247412Z
27157,Wabasha,12881,0,33,33,Merged into voters' home precincts and released with cumulative results,99,13030,>98%,>98% reported,edison,2,all,,1953,,,4513,7535,643,190,0,0,0,0,2020-11-27T04:02:39Z,23.46091,R+23,Lewis +23,republican,minnesota,2020-11-28T00:49:22.247412Z
27159,Wadena,7574,0,25,25,Merged into voters' home precincts and released with cumulative results,100,7416,>98%,>98% reported,edison,2,all,,1605,,,1977,5041,419,137,0,0,0,0,2020-11-27T04:03:29Z,40.45419,R+40,Lewis +40,republican,minnesota,2020-11-28T00:49:22.247412Z
27161,Waseca,10209,0,22,22,Merged into voters' home precincts and released with cumulative results,98,10383,98%,98% reported,edison,6,all,,1668,,,3365,6043,629,172,0,0,0,0,2020-11-27T04:04:09Z,26.23176,R+26,Lewis +26,republican,minnesota,2020-11-28T00:49:22.247412Z
27163,Washington,163446,0,83,83,Merged into voters' home precincts and released with cumulative results,98,167313,98%,98% reported,edison,2,all,,35973,,,80479,71906,8382,2679,0,0,0,0,2020-11-27T04:05:44Z,5.24516,D+5,Smith +5,democrat,minnesota,2020-11-28T00:49:22.247412Z
27165,Watonwan,5091,0,21,21,Merged into voters' home precincts and released with cumulative results,93,5470,93%,93% reported,edison,2,all,,905,,,1960,2752,298,81,0,0,0,0,2020-11-27T04:06:19Z,15.55687,R+16,Lewis +16,republican,minnesota,2020-11-28T00:49:22.247412Z
27167,Wilkin,3357,0,32,32,Merged into voters' home precincts and released with cumulative results,95,3544,95%,95% reported,edison,4,all,,645,,,1095,1988,203,71,0,0,0,0,2020-11-27T04:07:16Z,26.60113,R+27,Lewis +27,republican,minnesota,2020-11-28T00:49:22.247412Z
27169,Winona,26370,0,49,49,Merged into voters' home precincts and released with cumulative results,84,31439,84%,84% reported,edison,2,all,,4157,,,12002,11961,1813,594,0,0,0,0,2020-11-27T04:07:54Z,0.15548,D+0.16,Smith +0.16,democrat,minnesota,2020-11-28T00:49:22.247412Z
27171,Wright,80601,0,45,45,Merged into voters' home precincts and released with cumulative results,100,80757,>98%,>98% reported,edison,2,all,,13556,,,25896,48173,5009,1523,0,0,0,0,2020-11-27T04:09:12Z,27.63861,R+28,Lewis +28,republican,minnesota,2020-11-28T00:49:22.247412Z
27173,Yellow Medicine,5449,0,30,30,Merged into voters' home precincts and released with cumulative results,94,5773,94%,94% reported,edison,2,all,,980,,,1678,3436,270,65,0,0,0,0,2020-11-27T04:23:31Z,32.2628,R+32,Lewis +32,republican,minnesota,2020-11-28T00:49:22.247412Z
