fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_kennedya,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_kennedya,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
53021,Franklin,31833,0,105,105,None,100,31904,>98%,>98% reported,edison,8,some,,,,,13148,17849,673,109,32,22,,0,0,0,0,0,0,,2020-11-16T15:48:01Z,14.76769,R+15,Trump +15,republican,14.76769,24614,17.6,22643,23.63,washington,2020-11-23T00:44:46.095656Z
53023,Garfield,1470,0,12,12,None,100,1470,>98%,>98% reported,edison,8,all,,,,,362,1062,42,2,1,1,,0,0,0,0,0,0,,2020-11-16T15:48:01Z,47.61905,R+48,Trump +48,republican,47.61905,1266,45.2,1278,45.15,washington,2020-11-23T00:44:46.095656Z
53025,Grant,37340,0,75,75,None,100,37340,>98%,>98% reported,edison,8,unknown,,,,,11751,24703,708,110,43,25,,0,0,0,0,0,0,,2020-11-18T23:30:47Z,34.68666,R+35,Trump +35,republican,34.68666,29258,36.6,27558,32.3,washington,2020-11-23T00:44:46.095656Z
53027,Grays Harbor,37763,0,77,77,None,100,37763,>98%,>98% reported,edison,8,all,,,,,17172,19590,746,196,28,31,,0,0,0,0,0,0,,2020-11-16T15:48:03Z,6.40309,R+6,Trump +6,republican,6.40309,29301,7,28684,-14.11,washington,2020-11-23T00:44:46.095656Z
53029,Island,53444,0,48,48,None,100,53444,>98%,>98% reported,edison,8,unknown,,,,,29171,22698,1284,215,51,25,,0,0,0,0,0,0,,2020-11-16T19:05:49Z,12.11174,D+12,Biden +12,democrat,-12.11174,44273,-5.6,42099,-4.45,washington,2020-11-23T00:44:46.095656Z
53031,Jefferson,24633,0,39,39,None,100,24633,>98%,>98% reported,edison,8,unknown,,,,,17190,6921,329,146,34,13,,0,0,0,0,0,0,,2020-11-16T15:48:03Z,41.68798,D+42,Biden +42,democrat,-41.68798,20879,-31.7,19829,-31.94,washington,2020-11-23T00:44:46.095656Z
53033,King,1201276,0,2642,2642,None,100,1199885,>98%,>98% reported,edison,8,all,,,,,906507,268775,18079,5643,1604,668,,0,0,0,0,0,0,,2020-11-21T23:40:51Z,53.08788,D+53,Biden +53,democrat,-53.08788,1028450,-48.8,967154,-40.56,washington,2020-11-23T00:44:46.095656Z
53035,Kitsap,157535,0,215,215,None,100,157420,>98%,>98% reported,edison,8,some,,,,,90224,61532,4807,723,143,106,,0,0,0,0,0,0,,2020-11-21T00:50:47Z,18.2131,D+18,Biden +18,democrat,-18.2131,128770,-11,123367,-11.7,washington,2020-11-23T00:44:46.095656Z
53037,Kittitas,26113,0,62,62,None,100,25579,>98%,>98% reported,edison,8,unknown,,,,,11246,14042,529,100,21,9,166,0,0,0,0,0,0,0,2020-11-20T17:19:56Z,10.70731,R+11,Trump +11,republican,10.70731,19615,13.3,18171,10.09,washington,2020-11-23T00:44:46.095656Z
53039,Klickitat,13453,0,29,29,None,100,13453,>98%,>98% reported,edison,8,all,,,,,5947,7223,210,49,13,11,,0,0,0,0,0,0,,2020-11-16T15:48:05Z,9.48487,R+9,Trump +9,republican,9.48487,11074,14.4,10274,6.99,washington,2020-11-23T00:44:46.095656Z
53041,Lewis,44935,0,95,95,None,100,44991,>98%,>98% reported,edison,8,all,,,,,14462,29318,920,173,42,20,,0,0,0,0,0,0,,2020-11-16T15:48:05Z,33.06109,R+33,Trump +33,republican,33.06109,35199,35.1,34044,22.88,washington,2020-11-23T00:44:46.095656Z
53043,Lincoln,6974,0,46,46,None,100,6974,>98%,>98% reported,edison,8,unknown,,,,,1711,5134,110,15,3,1,,0,0,0,0,0,0,,2020-11-16T15:48:06Z,49.08231,R+49,Trump +49,republican,49.08231,5861,48.9,5872,40.7,washington,2020-11-23T00:44:46.095656Z
53045,Mason,37060,0,43,43,None,100,37060,>98%,>98% reported,edison,8,unknown,,,,,17253,18676,886,175,45,25,,0,0,0,0,0,0,,2020-11-16T15:48:07Z,3.83972,R+4,Trump +4,republican,3.83972,29003,5.8,28235,-7.09,washington,2020-11-23T00:44:46.095656Z
53047,Okanogan,21131,0,248,248,None,100,20997,>98%,>98% reported,edison,8,unknown,,,,,8890,11830,290,80,24,17,,0,0,0,0,0,0,,2020-11-20T21:50:46Z,13.91321,R+14,Trump +14,republican,13.91321,17556,18.9,16846,12.54,washington,2020-11-23T00:44:46.095656Z
53049,Pacific,13973,0,39,39,None,100,13973,>98%,>98% reported,edison,8,some,,,,,6776,6930,198,46,13,10,,0,0,0,0,0,0,,2020-11-16T15:48:09Z,1.10213,R+1.1,Trump +1.1,republican,1.10213,10972,6.7,10524,-11.52,washington,2020-11-23T00:44:46.095656Z
53051,Pend Oreille,8422,0,27,27,None,100,8422,>98%,>98% reported,edison,8,unknown,,,,,2578,5655,144,31,9,5,,0,0,0,0,0,0,,2020-11-16T15:48:09Z,36.53526,R+37,Trump +37,republican,36.53526,7016,34.8,6668,21.66,washington,2020-11-23T00:44:46.095656Z
53053,Pierce,460611,0,555,555,None,100,460354,>98%,>98% reported,edison,8,unknown,,,,,249447,197691,10491,2125,539,318,,0,0,0,0,0,0,,2020-11-19T23:20:48Z,11.23638,D+11,Biden +11,democrat,-11.23638,360017,-7.1,342910,-11.07,washington,2020-11-23T00:44:46.095656Z
53055,San Juan,12896,0,19,19,None,100,12896,>98%,>98% reported,edison,8,some,,,,,9606,2994,202,69,16,9,,0,0,0,0,0,0,,2020-11-16T15:48:11Z,51.27171,D+51,Biden +51,democrat,-51.27171,11134,-40.3,10594,-37.89,washington,2020-11-23T00:44:46.095656Z
53057,Skagit,72536,0,121,121,None,100,71802,>98%,>98% reported,edison,8,some,,,,,38033,32588,1485,286,90,54,,0,0,0,0,0,0,,2020-11-21T00:30:47Z,7.50662,D+8,Biden +8,democrat,-7.50662,58059,-3.4,55269,-6.54,washington,2020-11-23T00:44:46.095656Z
53059,Skamania,7066,0,23,23,None,100,7066,>98%,>98% reported,edison,8,all,,,,,3100,3783,148,27,4,4,,0,0,0,0,0,0,,2020-11-16T15:48:11Z,9.66601,R+10,Trump +10,republican,9.66601,5829,11.9,5466,1.08,washington,2020-11-23T00:44:46.095656Z
53061,Snohomish,435340,0,784,784,None,100,434757,>98%,>98% reported,edison,8,all,,,,,256600,166320,9684,2003,485,248,,0,0,0,0,0,0,,2020-11-20T00:50:49Z,20.73781,D+21,Biden +21,democrat,-20.73781,354734,-16.1,329817,-16.83,washington,2020-11-23T00:44:46.095656Z
53063,Spokane,292680,0,362,362,None,100,292680,>98%,>98% reported,edison,8,all,,,,,135511,148244,7126,1294,307,198,,0,0,0,0,0,0,,2020-11-17T00:21:47Z,4.35049,R+4,Trump +4,republican,4.35049,236050,8.3,223830,5.8,washington,2020-11-23T00:44:46.095656Z
53065,Stevens,27937,0,58,58,None,100,27963,>98%,>98% reported,edison,8,some,,,,,7721,19592,515,77,18,14,,0,0,0,0,0,0,,2020-11-17T21:00:49Z,42.49204,R+42,Trump +42,republican,42.49204,23395,40.2,22161,26.75,washington,2020-11-23T00:44:46.095656Z
53067,Thurston,166806,0,284,284,None,100,166293,>98%,>98% reported,edison,8,unknown,,,,,96530,65199,3706,978,282,111,,0,0,0,0,0,0,,2020-11-21T00:20:43Z,18.7829,D+19,Biden +19,democrat,-18.7829,134191,-15,127063,-19.48,washington,2020-11-23T00:44:46.095656Z
53069,Wahkiakum,2924,0,11,11,None,100,2924,>98%,>98% reported,edison,8,unknown,,,,,1150,1711,43,18,0,2,,0,0,0,0,0,0,,2020-11-16T15:48:14Z,19.18605,R+19,Trump +19,republican,19.18605,2429,21.1,2294,1.09,washington,2020-11-23T00:44:46.095656Z
53071,Walla Walla,30945,0,63,63,None,100,29891,>98%,>98% reported,edison,8,some,,,,,13649,16344,763,126,49,14,,0,0,0,0,0,0,,2020-11-21T01:20:54Z,8.709,R+9,Trump +9,republican,8.709,26228,15.1,25108,19.44,washington,2020-11-23T00:44:46.095656Z
53073,Whatcom,137464,0,181,181,None,100,137464,>98%,>98% reported,edison,8,some,,,,,83557,50407,2479,726,206,89,,0,0,0,0,0,0,,2020-11-17T00:01:47Z,24.1154,D+24,Biden +24,democrat,-24.1154,113339,-17.4,103029,-13.96,washington,2020-11-23T00:44:46.095656Z
53075,Whitman,20901,0,69,69,None,100,20901,>98%,>98% reported,edison,8,unknown,,,,,11143,9048,548,126,22,14,,0,0,0,0,0,0,,2020-11-19T02:40:46Z,10.02344,D+10,Biden +10,democrat,-10.02344,18028,-4.1,17121,2.75,washington,2020-11-23T00:44:46.095656Z
53077,Yakima,95670,0,173,173,None,100,95670,>98%,>98% reported,edison,8,unknown,,,,,43162,50531,1424,320,154,79,,0,0,0,0,0,0,,2020-11-16T23:59:46Z,7.70252,R+8,Trump +8,republican,7.70252,79741,13.1,76973,11.72,washington,2020-11-23T00:44:46.095656Z
