fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cottont,results_harringtonr,results_absentee_cottont,results_absentee_harringtonr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
05051,Garland,43756,37987,54,56,"As a subtotal in the FIRST cumulative report, along with regular precincts",96,45702,96%,96% reported,edison,2,some,,38437,,,30420,13336,26077,11910,2020-11-24T13:22:36Z,39.04379,R+39,Cotton +39,republican,arkansas,2020-11-27T00:48:57.265024Z
05053,Grant,8161,5991,18,18,Released as a precinct as first report of the night,100,8197,>98%,>98% reported,edison,6,all,,3816,,,6883,1278,4980,1011,2020-11-24T13:22:39Z,68.68031,R+69,Cotton +69,republican,arkansas,2020-11-27T00:48:57.265024Z
05055,Greene,15822,13007,64,66,Released separately AFTER election night,97,16352,97%,97% reported,edison,2,unknown,,12003,,,12820,3002,10485,2522,2020-11-24T16:20:39Z,62.05284,R+62,Cotton +62,republican,arkansas,2020-11-27T00:48:57.265024Z
05057,Hempstead,6620,4487,24,24,Released as a separate subtotal as first report of the night,91,7270,91%,91% reported,edison,4,all,,4430,,,4742,1878,3028,1459,2020-11-24T13:22:44Z,43.26284,R+43,Cotton +43,republican,arkansas,2020-11-27T00:48:57.265024Z
05059,Hot Spring,12381,10311,29,31,Released as a separate subtotal as first report of the night,93,13377,93%,93% reported,edison,2,unknown,,6128,,,9388,2993,7755,2556,2020-11-24T13:22:45Z,51.65172,R+52,Cotton +52,republican,arkansas,2020-11-27T00:48:57.265024Z
05061,Howard,4696,4379,32,36,Merged into voters' home precincts AFTER election night,97,4821,97%,97% reported,edison,2,unknown,,3030,,,3549,1147,3354,1025,2020-11-24T13:22:49Z,51.14991,R+51,Cotton +51,republican,arkansas,2020-11-27T00:48:57.265024Z
05063,Independence,14249,10797,32,34,Released as a separate subtotal at the end of tabulation,100,14041,>98%,>98% reported,edison,2,unknown,,7256,,,11530,2719,8607,2190,2020-11-24T13:22:51Z,61.83592,R+62,Cotton +62,republican,arkansas,2020-11-27T00:48:57.265024Z
05065,Izard,5698,4044,44,47,"As a precinct in the FIRST cumulative report, along with regular precincts",100,5619,>98%,>98% reported,edison,2,unknown,,3837,,,4724,974,3280,764,2020-11-24T13:22:52Z,65.81257,R+66,Cotton +66,republican,arkansas,2020-11-27T00:48:57.265024Z
05067,Jackson,4914,3387,38,45,Released as a precinct at the end of tabulation,97,5076,97%,97% reported,edison,6,all,,4320,,,3732,1182,2467,920,2020-11-24T13:22:53Z,51.89255,R+52,Cotton +52,republican,arkansas,2020-11-27T00:48:57.265024Z
05069,Jefferson,24116,15558,141,170,Released as a separate subtotal as first report of the night,79,30669,79%,79% reported,edison,2,unknown,,18848,,,11295,12821,6163,9395,2020-11-24T13:22:56Z,6.32775,L+6,Harrington +6,libertarian,arkansas,2020-11-27T00:48:57.265024Z
05071,Johnson,9391,6357,20,22,Released as a separate subtotal as first report of the night,100,9397,>98%,>98% reported,edison,2,unknown,,5392,,,7044,2347,4597,1760,2020-11-24T13:22:57Z,50.01597,R+50,Cotton +50,republican,arkansas,2020-11-27T00:48:57.265024Z
05073,Lafayette,2544,2222,20,25,Released as a separate subtotal as first report of the night,78,3280,78%,78% reported,edison,2,unknown,,2162,,,1836,708,1632,590,2020-11-24T13:22:59Z,44.33962,R+44,Cotton +44,republican,arkansas,2020-11-27T00:48:57.265024Z
05075,Lawrence,5771,3926,25,28,Released as a precinct as first report of the night,98,5863,98%,98% reported,edison,2,unknown,,3298,,,4768,1003,3178,748,2020-11-24T13:23:00Z,65.23999,R+65,Cotton +65,republican,arkansas,2020-11-27T00:48:57.265024Z
05077,Lee,2545,1867,7,9,"As a subtotal in the FIRST cumulative report, along with regular precincts",66,3835,66%,66% reported,edison,2,unknown,,2378,,,1410,1135,954,913,2020-11-24T13:23:01Z,10.8055,R+11,Cotton +11,republican,arkansas,2020-11-27T00:48:57.265024Z
05079,Lincoln,3800,2220,23,26,Released as a separate subtotal as first report of the night,98,3870,98%,98% reported,edison,6,all,,2160,,,2907,893,1715,505,2020-11-24T13:23:03Z,53,R+53,Cotton +53,republican,arkansas,2020-11-27T00:48:57.265024Z
05081,Little River,5022,4002,19,22,Merged into voters' home precincts AFTER election night,97,5178,97%,97% reported,edison,6,all,,2893,,,3885,1137,3057,945,2020-11-24T13:23:05Z,54.71924,R+55,Cotton +55,republican,arkansas,2020-11-27T00:48:57.265024Z
05083,Logan,8178,5761,33,36,Merged into voters' home precincts and released with cumulative results,100,8170,>98%,>98% reported,edison,2,unknown,,4488,,,6524,1654,4527,1234,2020-11-24T13:23:08Z,59.55001,R+60,Cotton +60,republican,arkansas,2020-11-27T00:48:57.265024Z
05085,Lonoke,30391,26254,55,55,Released as a separate subtotal as first report of the night,100,30352,>98%,>98% reported,edison,2,unknown,,20792,,,23504,6887,20305,5949,2020-11-24T13:23:09Z,54.67737,R+55,Cotton +55,republican,arkansas,2020-11-27T00:48:57.265024Z
05087,Madison,7209,4349,9,10,Released as a precinct as first report of the night,99,7315,>98%,>98% reported,edison,6,all,,3048,,,5627,1582,3206,1143,2020-11-24T13:23:12Z,56.11042,R+56,Cotton +56,republican,arkansas,2020-11-27T00:48:57.265024Z
05089,Marion,7370,5210,29,31,Released as a separate subtotal as first report of the night,99,7481,>98%,>98% reported,edison,6,all,,5478,,,5928,1442,4095,1115,2020-11-24T13:23:14Z,60.86839,R+61,Cotton +61,republican,arkansas,2020-11-27T00:48:57.265024Z
05091,Miller,16029,12487,17,19,Released as a separate subtotal as first report of the night,89,18022,89%,89% reported,edison,2,unknown,,11867,,,12251,3778,9416,3071,2020-11-24T13:23:15Z,52.86044,R+53,Cotton +53,republican,arkansas,2020-11-27T00:48:57.265024Z
05093,Mississippi,11637,8793,14,18,Released as a separate subtotal as first report of the night,84,13794,84%,84% reported,edison,2,unknown,,13013,,,7768,3869,5651,3142,2020-11-24T13:23:16Z,33.5052,R+34,Cotton +34,republican,arkansas,2020-11-27T00:48:57.265024Z
05095,Monroe,2723,1723,7,8,Released as a separate subtotal as first report of the night,75,3618,75%,75% reported,edison,2,unknown,,1656,,,1717,1006,1111,612,2020-11-24T13:23:17Z,26.11091,R+26,Cotton +26,republican,arkansas,2020-11-27T00:48:57.265024Z
05097,Montgomery,3819,2746,15,16,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,3671,>98%,>98% reported,edison,2,unknown,,2037,,,3116,703,2172,574,2020-11-24T13:23:18Z,63.18408,R+63,Cotton +63,republican,arkansas,2020-11-27T00:48:57.265024Z
05099,Nevada,3225,1715,15,15,Released as a separate subtotal as first report of the night,96,3358,96%,96% reported,edison,6,unknown,,1874,,,2292,933,1193,522,2020-11-24T20:30:38Z,42.13953,R+42,Cotton +42,republican,arkansas,2020-11-27T00:48:57.265024Z
05101,Newton,3883,2030,18,19,Released as a separate subtotal at the end of tabulation,100,3870,>98%,>98% reported,edison,2,unknown,,2074,,,3155,728,1537,493,2020-11-24T13:23:21Z,62.50322,R+63,Cotton +63,republican,arkansas,2020-11-27T00:48:57.265024Z
05103,Ouachita,9316,7465,16,19,Released as a separate subtotal as first report of the night,81,11553,81%,81% reported,edison,2,unknown,,8051,,,5787,3529,4479,2986,2020-11-24T13:23:23Z,24.23787,R+24,Cotton +24,republican,arkansas,2020-11-27T00:48:57.265024Z
05105,Perry,4567,3231,16,17,"As a precinct in the FIRST cumulative report, along with regular precincts",99,4607,>98%,>98% reported,edison,6,all,,2160,,,3553,1014,2476,755,2020-11-24T13:23:23Z,55.59448,R+56,Cotton +56,republican,arkansas,2020-11-27T00:48:57.265024Z
05107,Phillips,5665,3693,12,16,Released as a separate subtotal as first report of the night,92,6155,92%,92% reported,edison,6,all,,6973,,,2785,2880,1546,2147,2020-11-24T13:23:24Z,1.67696,L+1.7,Harrington +1.7,libertarian,arkansas,2020-11-27T00:48:57.265024Z
05109,Pike,4205,3212,10,11,Merged into voters' home precincts and released with cumulative results,99,4240,>98%,>98% reported,edison,6,all,,2610,,,3594,611,2712,500,2020-11-24T13:23:25Z,70.93936,R+71,Cotton +71,republican,arkansas,2020-11-27T00:48:57.265024Z
05111,Poinsett,7416,4185,8,9,Released as a separate subtotal as first report of the night,93,7964,93%,93% reported,edison,2,unknown,,2501,,,6092,1324,3396,789,2020-11-24T13:23:26Z,64.29342,R+64,Cotton +64,republican,arkansas,2020-11-27T00:48:57.265024Z
05113,Polk,8407,6247,16,17,Released as a separate subtotal as first report of the night,99,8489,>98%,>98% reported,edison,2,unknown,,5582,,,7083,1324,5179,1068,2020-11-24T13:23:26Z,68.50244,R+69,Cotton +69,republican,arkansas,2020-11-27T00:48:57.265024Z
05115,Pope,24150,20440,53,55,Released as a separate subtotal as first report of the night,96,25277,96%,96% reported,edison,4,all,,17896,,,18411,5739,15486,4954,2020-11-24T13:23:29Z,52.47205,R+52,Cotton +52,republican,arkansas,2020-11-27T00:48:57.265024Z
05117,Prairie,3388,1969,22,25,Merged into voters' home precincts and released with cumulative results,95,3552,95%,95% reported,edison,2,unknown,,1421,,,2849,539,1605,364,2020-11-24T13:23:30Z,68.18182,R+68,Cotton +68,republican,arkansas,2020-11-27T00:48:57.265024Z
05119,Pulaski,165750,131017,127,137,Released as a separate subtotal as first report of the night,93,178949,93%,93% reported,edison,4,all,,127309,,,71966,93784,52784,78233,2020-11-24T13:23:31Z,13.1632,L+13,Harrington +13,libertarian,arkansas,2020-11-27T00:48:57.265024Z
05121,Randolph,6686,4989,27,29,Released as a separate subtotal as first report of the night,99,6769,>98%,>98% reported,edison,6,all,,5349,,,5487,1199,4030,959,2020-11-24T13:23:32Z,64.13401,R+64,Cotton +64,republican,arkansas,2020-11-27T00:48:57.265024Z
05123,Saint Francis,6479,4519,12,15,Released as a separate subtotal as first report of the night,69,9365,69%,69% reported,edison,2,unknown,,5859,,,3606,2873,2358,2161,2020-11-24T13:23:32Z,11.31347,R+11,Cotton +11,republican,arkansas,2020-11-27T00:48:57.265024Z
05125,Saline,56516,47444,41,42,Released as a separate subtotal as first report of the night,99,56903,>98%,>98% reported,edison,6,all,,38510,,,41443,15073,34263,13181,2020-11-24T13:23:33Z,46.65935,R+47,Cotton +47,republican,arkansas,2020-11-27T00:48:57.265024Z
05127,Scott,3525,2121,23,26,Released as a separate subtotal as first report of the night,94,3754,94%,94% reported,edison,2,unknown,,1949,,,3017,508,1753,368,2020-11-24T13:23:33Z,71.1773,R+71,Cotton +71,republican,arkansas,2020-11-27T00:48:57.265024Z
05129,Searcy,3935,2819,14,15,Released as a precinct as first report of the night,100,3845,>98%,>98% reported,edison,2,unknown,,3016,,,3337,598,2365,454,2020-11-24T13:23:34Z,69.6061,R+70,Cotton +70,republican,arkansas,2020-11-27T00:48:57.265024Z
05131,Sebastian,46801,37349,110,117,Released as a separate subtotal as first report of the night,94,49993,94%,94% reported,edison,2,all,,30462,,,31997,14804,25065,12284,2020-11-24T13:23:35Z,36.73639,R+37,Cotton +37,republican,arkansas,2020-11-27T00:48:57.265024Z
05133,Sevier,5109,3397,17,17,Released as a separate subtotal as first report of the night,100,4705,>98%,>98% reported,edison,2,unknown,,2310,,,4105,1004,2669,728,2020-11-24T13:23:36Z,60.69681,R+61,Cotton +61,republican,arkansas,2020-11-27T00:48:57.265024Z
05135,Sharp,7412,5741,23,25,Released as a separate subtotal as first report of the night,99,7511,>98%,>98% reported,edison,2,unknown,,5603,,,6092,1320,4652,1089,2020-11-24T13:23:37Z,64.38208,R+64,Cotton +64,republican,arkansas,2020-11-27T00:48:57.265024Z
05137,Stone,5846,4033,18,19,Released as a precinct in the middle of the night,99,5919,>98%,>98% reported,edison,6,all,,4534,,,4637,1209,3124,909,2020-11-24T13:23:38Z,58.63839,R+59,Cotton +59,republican,arkansas,2020-11-27T00:48:57.265024Z
05139,Union,16025,9730,24,28,Released as a separate subtotal as first report of the night,90,17715,90%,90% reported,edison,2,unknown,,12974,,,11292,4733,6453,3277,2020-11-24T13:23:38Z,40.9298,R+41,Cotton +41,republican,arkansas,2020-11-27T00:48:57.265024Z
05141,Van Buren,7654,6002,20,21,Released as a precinct as first report of the night,100,7569,>98%,>98% reported,edison,2,unknown,,4338,,,6135,1519,4727,1275,2020-11-24T13:23:39Z,60.30834,R+60,Cotton +60,republican,arkansas,2020-11-27T00:48:57.265024Z
05143,Washington,92566,73146,154,154,Released as a separate subtotal as first report of the night,100,91684,>98%,>98% reported,edison,2,unknown,,43475,,,49361,43205,37062,36084,2020-11-24T13:23:40Z,6.65039,R+7,Cotton +7,republican,arkansas,2020-11-27T00:48:57.265024Z
05145,White,30759,22011,91,93,Merged into voters' home precincts and released with cumulative results,98,31359,98%,98% reported,edison,2,unknown,,18262,,,24887,5872,17518,4493,2020-11-24T13:23:40Z,61.8193,R+62,Cotton +62,republican,arkansas,2020-11-27T00:48:57.265024Z
05147,Woodruff,2419,1354,17,20,Merged into voters' home precincts and released with cumulative results,87,2769,87%,87% reported,edison,2,unknown,,1078,,,1694,725,897,457,2020-11-24T13:23:41Z,40.05788,R+40,Cotton +40,republican,arkansas,2020-11-27T00:48:57.265024Z
05149,Yell,6684,4819,26,28,Released as a precinct as first report of the night,100,6641,>98%,>98% reported,edison,2,unknown,,3608,,,5363,1321,3798,1021,2020-11-24T13:23:41Z,60.47277,R+60,Cotton +60,republican,arkansas,2020-11-27T00:48:57.265024Z
