fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_petersg,results_jamesj,results_willisv,results_squierm,results_dernd,results_absentee_petersg,results_absentee_jamesj,results_absentee_willisv,results_absentee_squierm,results_absentee_dernd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
26021,Berrien,81119,0,59,62,Merged into voters' home precincts and released with cumulative results,95,85000,95%,95% reported,edison,2,none,,15349,,,34777,44801,764,568,209,0,0,0,0,0,2020-11-24T13:23:02Z,12.35715,R+12,James +12,republican,michigan,2020-11-27T00:49:26.414111Z
26023,Branch,20280,0,22,22,Merged into voters' home precincts and released with cumulative results,99,20540,>98%,>98% reported,edison,6,unknown,,2519,,,6119,13682,278,132,69,0,0,0,0,0,2020-11-24T13:23:04Z,37.2929,R+37,James +37,republican,michigan,2020-11-27T00:49:26.414111Z
26025,Calhoun,65556,0,67,67,Merged into voters' home precincts and released with cumulative results,100,65568,>98%,>98% reported,edison,6,unknown,,9574,,,28145,35786,867,547,211,0,0,0,0,0,2020-11-24T13:23:06Z,11.65568,R+12,James +12,republican,michigan,2020-11-27T00:49:26.414111Z
26027,Cass,25851,0,24,24,Merged into voters' home precincts and released with cumulative results,99,26221,>98%,>98% reported,edison,6,unknown,,2750,,,8565,16814,253,161,58,0,0,0,0,0,2020-11-24T13:23:07Z,31.90979,R+32,James +32,republican,michigan,2020-11-27T00:49:26.414111Z
26029,Charlevoix,16888,0,20,20,Merged into voters' home precincts and released with cumulative results,99,17000,>98%,>98% reported,edison,6,unknown,,2686,,,6664,10030,83,82,29,0,0,0,0,0,2020-11-24T13:23:08Z,19.93131,R+20,James +20,republican,michigan,2020-11-27T00:49:26.414111Z
26031,Cheboygan,15734,0,22,22,None,99,15849,>98%,>98% reported,edison,6,unknown,,2254,,,5475,10026,121,82,30,0,0,0,0,0,2020-11-24T13:23:09Z,28.92462,R+29,James +29,republican,michigan,2020-11-27T00:49:26.414111Z
26033,Chippewa,17489,0,18,18,Merged into voters' home precincts and released with cumulative results,99,17675,>98%,>98% reported,edison,6,unknown,,1942,,,6729,10497,128,102,33,0,0,0,0,0,2020-11-24T13:23:09Z,21.54497,R+22,James +22,republican,michigan,2020-11-27T00:49:26.414111Z
26035,Clare,16108,0,20,20,Merged into voters' home precincts and released with cumulative results,99,16280,>98%,>98% reported,edison,6,unknown,,2290,,,5372,10468,125,96,47,0,0,0,0,0,2020-11-24T13:23:10Z,31.63645,R+32,James +32,republican,michigan,2020-11-27T00:49:26.414111Z
26037,Clinton,47415,4481,34,34,Merged into voters' home precincts and released with cumulative results,99,47902,>98%,>98% reported,edison,6,unknown,,9045,,,21490,25269,304,266,86,2784,1647,24,21,5,2020-11-24T13:23:13Z,7.97005,R+8,James +8,republican,michigan,2020-11-27T00:49:26.414111Z
26039,Crawford,7780,0,10,10,Merged into voters' home precincts and released with cumulative results,100,7665,>98%,>98% reported,edison,6,unknown,,1244,,,2653,5021,52,34,20,0,0,0,0,0,2020-11-24T13:23:14Z,30.43702,R+30,James +30,republican,michigan,2020-11-27T00:49:26.414111Z
26041,Delta,20917,0,27,27,Merged into voters' home precincts and released with cumulative results,99,21154,>98%,>98% reported,edison,6,all,,3134,,,7827,12828,126,97,39,0,0,0,0,0,2020-11-24T13:23:14Z,23.90878,R+24,James +24,republican,michigan,2020-11-27T00:49:26.414111Z
26043,Dickinson,14486,0,15,15,Released as a separate subtotal as first report of the night,100,13268,>98%,>98% reported,edison,6,unknown,,1960,,,4881,9431,88,65,21,0,0,0,0,0,2020-11-24T13:23:15Z,31.40964,R+31,James +31,republican,michigan,2020-11-27T00:49:26.414111Z
26045,Eaton,63587,33335,51,51,Merged into voters' home precincts and released with cumulative results,99,64451,>98%,>98% reported,edison,6,unknown,,15665,,,31460,30876,642,451,158,20847,11907,293,217,71,2020-11-24T13:23:17Z,0.91843,D+0.92,Peters +0.92,democrat,michigan,2020-11-27T00:49:26.414111Z
26047,Emmet,22022,7708,18,18,Merged into voters' home precincts and released with cumulative results,99,22176,>98%,>98% reported,edison,6,some,,4226,,,9216,12506,97,152,51,4075,3559,22,37,15,2020-11-24T13:23:18Z,14.93961,R+15,James +15,republican,michigan,2020-11-27T00:49:26.414111Z
26049,Genesee,219110,96327,227,239,Merged into voters' home precincts and released with cumulative results,95,230057,95%,95% reported,edison,2,some,,35969,,,120380,94505,2210,1509,506,59764,34937,875,575,176,2020-11-24T13:23:19Z,11.80914,D+12,Peters +12,democrat,michigan,2020-11-27T00:49:26.414111Z
26051,Gladwin,14364,0,18,18,Merged into voters' home precincts and released with cumulative results,98,14603,98%,98% reported,edison,6,unknown,,1923,,,4905,9245,119,59,36,0,0,0,0,0,2020-11-24T13:23:20Z,30.21442,R+30,James +30,republican,michigan,2020-11-27T00:49:26.414111Z
26053,Gogebic,8132,0,11,11,Merged into voters' home precincts and released with cumulative results,98,8279,98%,98% reported,edison,6,unknown,,543,,,3556,4436,64,58,18,0,0,0,0,0,2020-11-24T13:23:21Z,10.82145,R+11,James +11,republican,michigan,2020-11-27T00:49:26.414111Z
26055,Grand Traverse,59840,24013,55,55,Merged into voters' home precincts and released with cumulative results,99,60226,>98%,>98% reported,edison,6,unknown,,16547,,,27291,31792,269,397,91,12813,10937,94,144,25,2020-11-24T13:23:22Z,7.52172,R+8,James +8,republican,michigan,2020-11-27T00:49:26.414111Z
26057,Gratiot,18948,0,21,21,Merged into voters' home precincts and released with cumulative results,99,19148,>98%,>98% reported,edison,6,all,,1790,,,6856,11746,165,126,55,0,0,0,0,0,2020-11-24T13:23:23Z,25.80747,R+26,James +26,republican,michigan,2020-11-27T00:49:26.414111Z
26059,Hillsdale,22942,0,26,26,Merged into voters' home precincts and released with cumulative results,99,23288,>98%,>98% reported,edison,6,all,,2406,,,6237,16227,251,154,73,0,0,0,0,0,2020-11-24T13:23:23Z,43.54459,R+44,James +44,republican,michigan,2020-11-27T00:49:26.414111Z
26061,Houghton,18350,0,29,29,Merged into voters' home precincts and released with cumulative results,99,18540,>98%,>98% reported,edison,6,unknown,,1850,,,7941,10151,89,142,27,0,0,0,0,0,2020-11-24T13:23:24Z,12.0436,R+12,James +12,republican,michigan,2020-11-27T00:49:26.414111Z
26063,Huron,17976,0,31,31,None,100,17717,>98%,>98% reported,edison,6,none,,1927,,,6021,11730,115,65,45,0,0,0,0,0,2020-11-24T13:23:25Z,31.75901,R+32,James +32,republican,michigan,2020-11-27T00:49:26.414111Z
26065,Ingham,143557,0,110,115,Merged into voters' home precincts and released with cumulative results,99,144797,>98%,>98% reported,edison,6,unknown,,39987,,,92378,48378,1260,1218,323,0,0,0,0,0,2020-11-24T13:21:41Z,30.64985,D+31,Peters +31,democrat,michigan,2020-11-27T00:49:26.414111Z
26067,Ionia,31762,0,31,31,None,99,32201,>98%,>98% reported,edison,6,unknown,,3326,,,10639,20361,436,239,87,0,0,0,0,0,2020-11-24T13:21:44Z,30.6089,R+31,James +31,republican,michigan,2020-11-27T00:49:26.414111Z
26069,Iosco,15135,0,18,18,Merged into voters' home precincts and released with cumulative results,98,15386,98%,98% reported,edison,6,all,,2585,,,5804,9040,153,95,43,0,0,0,0,0,2020-11-24T13:21:45Z,21.38091,R+21,James +21,republican,michigan,2020-11-27T00:49:26.414111Z
26071,Iron,6719,0,13,13,Merged into voters' home precincts and released with cumulative results,99,6795,>98%,>98% reported,edison,6,all,,608,,,2554,4063,51,39,12,0,0,0,0,0,2020-11-24T13:21:46Z,22.4587,R+22,James +22,republican,michigan,2020-11-27T00:49:26.414111Z
26073,Isabella,29085,0,30,30,None,99,29409,>98%,>98% reported,edison,6,unknown,,3200,,,13849,14673,243,233,87,0,0,0,0,0,2020-11-24T13:21:47Z,2.83308,R+3,James +3,republican,michigan,2020-11-27T00:49:26.414111Z
26075,Jackson,79681,0,61,63,Merged into voters' home precincts and released with cumulative results,98,81032,98%,98% reported,edison,6,some,,11117,,,32649,45054,1096,620,262,0,0,0,0,0,2020-11-24T13:21:48Z,15.56833,R+16,James +16,republican,michigan,2020-11-27T00:49:26.414111Z
26077,Kalamazoo,142214,0,107,108,Merged into voters' home precincts and released with cumulative results,97,146627,97%,97% reported,edison,4,some,,26785,,,78842,60227,1371,1456,318,0,0,0,0,0,2020-11-24T13:21:50Z,13.08943,D+13,Peters +13,democrat,michigan,2020-11-27T00:49:26.414111Z
26079,Kalkaska,10513,0,13,13,Merged into voters' home precincts and released with cumulative results,99,10627,>98%,>98% reported,edison,6,unknown,,1423,,,3013,7328,75,70,27,0,0,0,0,0,2020-11-24T13:21:51Z,41.04442,R+41,James +41,republican,michigan,2020-11-27T00:49:26.414111Z
26081,Kent,358677,0,249,252,Merged into voters' home precincts and released with cumulative results,100,357786,>98%,>98% reported,edison,4,some,,68589,,,175256,176795,2948,2956,722,0,0,0,0,0,2020-11-24T13:21:52Z,0.42908,R+0.43,James +0.43,republican,michigan,2020-11-27T00:49:26.414111Z
26083,Keweenaw,1535,0,5,5,Merged into voters' home precincts and released with cumulative results,99,1557,>98%,>98% reported,edison,6,unknown,,297,,,686,837,1,8,3,0,0,0,0,0,2020-11-24T13:21:53Z,9.83713,R+10,James +10,republican,michigan,2020-11-27T00:49:26.414111Z
26085,Lake,6224,0,15,15,Merged into voters' home precincts and released with cumulative results,98,6332,98%,98% reported,edison,6,some,,646,,,2286,3804,85,28,21,0,0,0,0,0,2020-11-24T13:21:53Z,24.38946,R+24,James +24,republican,michigan,2020-11-27T00:49:26.414111Z
26087,Lapeer,51937,14258,38,38,Merged into voters' home precincts and released with cumulative results,99,52639,>98%,>98% reported,edison,6,unknown,,8988,,,16590,34340,581,283,143,6425,7523,171,102,37,2020-11-24T13:21:55Z,34.17602,R+34,James +34,republican,michigan,2020-11-27T00:49:26.414111Z
26089,Leelanau,16835,0,13,13,Merged into voters' home precincts and released with cumulative results,99,16930,>98%,>98% reported,edison,6,all,,3904,,,8277,8380,61,100,17,0,0,0,0,0,2020-11-24T13:21:58Z,0.61182,R+0.61,James +0.61,republican,michigan,2020-11-27T00:49:26.414111Z
26091,Lenawee,52517,0,60,60,Released with cumulative results periodically election night,98,53448,98%,98% reported,edison,6,unknown,,7041,,,19767,31659,539,413,139,0,0,0,0,0,2020-11-24T13:21:59Z,22.6441,R+23,James +23,republican,michigan,2020-11-27T00:49:26.414111Z
26093,Livingston,125717,75490,80,80,Merged into voters' home precincts and released with cumulative results,99,127162,>98%,>98% reported,edison,6,all,,28208,,,46118,77802,845,702,250,35632,38744,547,425,142,2020-11-24T13:22:01Z,25.20264,R+25,James +25,republican,michigan,2020-11-27T00:49:26.414111Z
26095,Luce,2975,0,4,4,Merged into voters' home precincts and released with cumulative results,96,3101,96%,96% reported,edison,6,all,,312,,,855,2070,23,16,11,0,0,0,0,0,2020-11-24T13:22:01Z,40.84034,R+41,James +41,republican,michigan,2020-11-27T00:49:26.414111Z
26097,Mackinac,6985,0,14,14,Merged into voters' home precincts and released with cumulative results,100,6922,>98%,>98% reported,edison,6,unknown,,966,,,2638,4263,43,33,8,0,0,0,0,0,2020-11-24T13:22:02Z,23.26414,R+23,James +23,republican,michigan,2020-11-27T00:49:26.414111Z
26099,Macomb,486477,0,339,343,Released with cumulative results periodically election night,98,496523,98%,98% reported,edison,6,some,,126608,,,224448,252052,5111,3532,1334,0,0,0,0,0,2020-11-24T13:22:03Z,5.67427,R+6,James +6,republican,michigan,2020-11-27T00:49:26.414111Z
26101,Manistee,14563,4918,20,20,Merged into voters' home precincts and released with cumulative results,99,14654,>98%,>98% reported,edison,6,unknown,,2797,,,5995,8356,101,81,30,2633,2218,29,28,10,2020-11-24T13:22:04Z,16.21232,R+16,James +16,republican,michigan,2020-11-27T00:49:26.414111Z
26103,Marquette,37178,0,34,36,None,99,37460,>98%,>98% reported,edison,6,all,,5238,,,20408,16247,179,302,42,0,0,0,0,0,2020-11-24T13:22:06Z,11.1921,D+11,Peters +11,democrat,michigan,2020-11-27T00:49:26.414111Z
26105,Mason,17158,0,25,25,Merged into voters' home precincts and released with cumulative results,99,17249,>98%,>98% reported,edison,6,unknown,,2178,,,6660,10238,114,111,35,0,0,0,0,0,2020-11-24T13:22:08Z,20.85325,R+21,James +21,republican,michigan,2020-11-27T00:49:26.414111Z
26107,Mecosta,20856,0,20,20,Merged into voters' home precincts and released with cumulative results,99,21077,>98%,>98% reported,edison,6,all,,3522,,,7228,13275,167,143,43,0,0,0,0,0,2020-11-24T13:22:13Z,28.99405,R+29,James +29,republican,michigan,2020-11-27T00:49:26.414111Z
26109,Menominee,12264,0,21,21,Merged into voters' home precincts and released with cumulative results,97,12622,97%,97% reported,edison,6,unknown,,1040,,,4230,7795,128,76,35,0,0,0,0,0,2020-11-24T13:22:15Z,29.06882,R+29,James +29,republican,michigan,2020-11-27T00:49:26.414111Z
26111,Midland,48649,0,50,50,Merged into voters' home precincts and released with cumulative results,99,49165,>98%,>98% reported,edison,6,unknown,,5342,,,19927,28057,323,240,102,0,0,0,0,0,2020-11-24T13:22:16Z,16.71155,R+17,James +17,republican,michigan,2020-11-27T00:49:26.414111Z
26113,Missaukee,8707,0,17,17,Merged into voters' home precincts and released with cumulative results,99,8755,>98%,>98% reported,edison,6,all,,1148,,,1999,6598,45,49,16,0,0,0,0,0,2020-11-24T13:22:18Z,52.81957,R+53,James +53,republican,michigan,2020-11-27T00:49:26.414111Z
26115,Monroe,85232,0,74,76,Merged into voters' home precincts and released with cumulative results,98,87148,98%,98% reported,edison,6,all,,13943,,,32721,50580,1009,638,284,0,0,0,0,0,2020-11-24T13:22:19Z,20.9534,R+21,James +21,republican,michigan,2020-11-27T00:49:26.414111Z
26117,Montcalm,31628,0,29,29,Merged into voters' home precincts and released with cumulative results,99,32086,>98%,>98% reported,edison,6,unknown,,4913,,,9714,21146,430,211,127,0,0,0,0,0,2020-11-24T13:22:21Z,36.14519,R+36,James +36,republican,michigan,2020-11-27T00:49:26.414111Z
26119,Montmorency,5805,0,9,9,Merged into voters' home precincts and released with cumulative results,99,5863,>98%,>98% reported,edison,6,all,,856,,,1717,4029,32,14,13,0,0,0,0,0,2020-11-24T13:22:22Z,39.82773,R+40,James +40,republican,michigan,2020-11-27T00:49:26.414111Z
26121,Muskegon,91053,47110,67,67,Merged into voters' home precincts and released with cumulative results,96,94497,96%,96% reported,edison,6,all,,16292,,,44192,44637,1157,810,257,28856,17130,602,395,127,2020-11-24T13:22:23Z,0.48873,R+0.49,James +0.49,republican,michigan,2020-11-27T00:49:26.414111Z
26123,Newaygo,26896,0,31,31,Merged into voters' home precincts and released with cumulative results,99,27164,>98%,>98% reported,edison,6,unknown,,3272,,,7696,18593,332,174,101,0,0,0,0,0,2020-11-24T13:22:25Z,40.51532,R+41,James +41,republican,michigan,2020-11-27T00:49:26.414111Z
26125,Oakland,763593,507066,516,516,Merged into voters' home precincts and released with cumulative results,98,778418,98%,98% reported,edison,6,some,,185030,,,418312,334629,4694,4746,1212,325564,175046,2875,2903,678,2020-11-24T13:22:27Z,10.95911,D+11,Peters +11,democrat,michigan,2020-11-27T00:49:26.414111Z
26127,Oceana,13920,0,18,18,Merged into voters' home precincts and released with cumulative results,99,14080,>98%,>98% reported,edison,6,all,,1675,,,4796,8808,160,96,60,0,0,0,0,0,2020-11-24T13:22:28Z,28.82184,R+29,James +29,republican,michigan,2020-11-27T00:49:26.414111Z
26129,Ogemaw,11748,0,17,17,Other,99,11907,>98%,>98% reported,edison,6,all,,1680,,,3788,7758,102,56,44,0,0,0,0,0,2020-11-24T13:22:30Z,33.79299,R+34,James +34,republican,michigan,2020-11-27T00:49:26.414111Z
26131,Ontonagon,3754,0,12,12,Merged into voters' home precincts and released with cumulative results,99,3810,>98%,>98% reported,edison,6,all,,546,,,1464,2225,31,26,8,0,0,0,0,0,2020-11-24T13:22:31Z,20.27171,R+20,James +20,republican,michigan,2020-11-27T00:49:26.414111Z
26133,Osceola,12223,0,18,18,Merged into voters' home precincts and released with cumulative results,99,12340,>98%,>98% reported,edison,6,all,,1124,,,3226,8808,102,52,35,0,0,0,0,0,2020-11-24T13:22:32Z,45.668,R+46,James +46,republican,michigan,2020-11-27T00:49:26.414111Z
26135,Oscoda,4832,0,7,7,Merged into voters' home precincts and released with cumulative results,99,4874,>98%,>98% reported,edison,6,all,,718,,,1384,3376,40,24,8,0,0,0,0,0,2020-11-24T13:22:34Z,41.22517,R+41,James +41,republican,michigan,2020-11-27T00:49:26.414111Z
26137,Otsego,14630,0,13,13,Merged into voters' home precincts and released with cumulative results,99,14756,>98%,>98% reported,edison,6,all,,2248,,,4703,9727,90,73,37,0,0,0,0,0,2020-11-24T13:22:34Z,34.3404,R+34,James +34,republican,michigan,2020-11-27T00:49:26.414111Z
26139,Ottawa,167700,0,109,109,Merged into voters' home precincts and released with cumulative results,100,168074,>98%,>98% reported,edison,6,unknown,,30199,,,59187,106108,1042,1090,273,0,0,0,0,0,2020-11-24T13:22:35Z,27.97913,R+28,James +28,republican,michigan,2020-11-27T00:49:26.414111Z
26141,Presque Isle,8294,0,17,17,Merged into voters' home precincts and released with cumulative results,99,8360,>98%,>98% reported,edison,6,all,,1106,,,3056,5167,37,21,13,0,0,0,0,0,2020-11-24T13:22:36Z,25.45213,R+25,James +25,republican,michigan,2020-11-27T00:49:26.414111Z
26143,Roscommon,14889,0,14,14,Merged into voters' home precincts and released with cumulative results,95,15685,95%,95% reported,edison,6,unknown,,3583,,,5309,9385,89,66,40,0,0,0,0,0,2020-11-24T13:22:37Z,27.37592,R+27,James +27,republican,michigan,2020-11-27T00:49:26.414111Z
26145,Saginaw,102324,0,85,85,None,99,103326,>98%,>98% reported,edison,6,unknown,,15042,,,51520,49209,860,525,210,0,0,0,0,0,2020-11-24T13:22:38Z,2.25851,D+2,Peters +2,democrat,michigan,2020-11-27T00:49:26.414111Z
26151,Sanilac,22213,0,31,31,Merged into voters' home precincts and released with cumulative results,99,22446,>98%,>98% reported,edison,6,unknown,,2627,,,6244,15544,217,135,73,0,0,0,0,0,2020-11-24T13:22:44Z,41.86737,R+42,James +42,republican,michigan,2020-11-27T00:49:26.414111Z
26153,Schoolcraft,4672,0,11,11,Merged into voters' home precincts and released with cumulative results,98,4745,98%,98% reported,edison,6,unknown,,391,,,1712,2905,27,17,11,0,0,0,0,0,2020-11-24T13:22:44Z,25.5351,R+26,James +26,republican,michigan,2020-11-27T00:49:26.414111Z
26155,Shiawassee,38725,0,29,30,None,99,39250,>98%,>98% reported,edison,6,unknown,,5147,,,15830,22110,424,245,116,0,0,0,0,0,2020-11-24T13:22:45Z,16.21691,R+16,James +16,republican,michigan,2020-11-27T00:49:26.414111Z
26147,St. Clair,90534,0,102,102,Merged into voters' home precincts and released with cumulative results,98,92062,98%,98% reported,edison,6,unknown,,17354,,,31846,56476,1190,692,330,0,0,0,0,0,2020-11-24T13:22:42Z,27.20525,R+27,James +27,republican,michigan,2020-11-27T00:49:26.414111Z
26149,St. Joseph,27581,0,28,28,Merged into voters' home precincts and released with cumulative results,99,27982,>98%,>98% reported,edison,6,unknown,,3255,,,8824,18018,390,240,109,0,0,0,0,0,2020-11-24T13:22:43Z,33.33454,R+33,James +33,republican,michigan,2020-11-27T00:49:26.414111Z
26157,Tuscola,29137,0,33,33,Merged into voters' home precincts and released with cumulative results,99,29495,>98%,>98% reported,edison,6,unknown,,3531,,,9422,19174,296,176,69,0,0,0,0,0,2020-11-24T13:22:47Z,33.46947,R+33,James +33,republican,michigan,2020-11-27T00:49:26.414111Z
26159,Van Buren,38699,0,37,37,Merged into voters' home precincts and released with cumulative results,99,39060,>98%,>98% reported,edison,6,unknown,,5135,,,15944,21816,477,336,126,0,0,0,0,0,2020-11-24T13:22:49Z,15.17352,R+15,James +15,republican,michigan,2020-11-27T00:49:26.414111Z
26161,Washtenaw,214788,98800,150,150,Other,99,216924,>98%,>98% reported,edison,6,all,,40520,,,150529,60745,1227,1962,325,71672,25454,641,883,150,2020-11-24T13:22:51Z,41.80122,D+42,Peters +42,democrat,michigan,2020-11-27T00:49:26.414111Z
26163,Wayne,862819,557464,1017,1017,Released separately AFTER election night,100,840000,>98%,>98% reported,edison,4,unknown,,172169,,,582367,260146,10804,6879,2623,414717,130847,6452,4050,1398,2020-11-24T13:22:52Z,37.34514,D+37,Peters +37,democrat,michigan,2020-11-27T00:49:26.414111Z
26165,Wexford,18112,0,20,20,Merged into voters' home precincts and released with cumulative results,99,18292,>98%,>98% reported,edison,6,unknown,,1764,,,5684,12122,149,116,41,0,0,0,0,0,2020-11-24T13:22:52Z,35.54549,R+36,James +36,republican,michigan,2020-11-27T00:49:26.414111Z
