fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hyde_smithc,results_espym,results_edwardsj,results_write_ins,results_absentee_hyde_smithc,results_absentee_espym,results_absentee_edwardsj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
28105,Oktibbeha,19706,0,20,20,Released as a separate subtotal at the end of tabulation,100,16402,>98%,>98% reported,edison,2,some,,1134,,,8561,10828,311,6,0,0,0,0,2020-11-11T03:25:46Z,11.50411,D+12,Espy +12,democrat,mississippi,2020-11-12T12:20:29.205314Z
28107,Panola,15397,0,21,21,Merged into voters' home precincts AFTER election night,100,12688,>98%,>98% reported,edison,6,unknown,,1296,,,7350,7822,213,12,0,0,0,0,2020-11-11T03:25:47Z,3.06553,D+3,Espy +3,democrat,mississippi,2020-11-12T12:20:29.205314Z
28109,Pearl River,23285,0,26,26,Merged into voters' home precincts and released with cumulative results,100,21987,>98%,>98% reported,edison,2,unknown,,1048,,,17541,4959,763,22,0,0,0,0,2020-11-11T03:25:47Z,54.03479,R+54,Hyde-Smith +54,republican,mississippi,2020-11-12T12:20:29.205314Z
28111,Perry,5805,0,15,15,Merged into voters' home precincts and released with cumulative results,100,5661,>98%,>98% reported,edison,4,all,,400,,,4143,1525,136,1,0,0,0,0,2020-11-11T03:25:47Z,45.09905,R+45,Hyde-Smith +45,republican,mississippi,2020-11-12T12:20:29.205314Z
28113,Pike,14625,0,25,25,None,100,13841,>98%,>98% reported,edison,4,unknown,,1376,,,6710,7689,213,13,0,0,0,0,2020-11-11T03:25:48Z,6.69402,D+7,Espy +7,democrat,mississippi,2020-11-12T12:20:29.205314Z
28115,Pontotoc,14148,0,28,28,Merged into voters' home precincts and released with cumulative results,100,12845,>98%,>98% reported,edison,4,all,,602,,,10696,3110,329,13,0,0,0,0,2020-11-11T03:25:48Z,53.61889,R+54,Hyde-Smith +54,republican,mississippi,2020-11-12T12:20:29.205314Z
28117,Prentiss,10485,0,15,15,None,99,10539,>98%,>98% reported,edison,6,all,,438,,,7568,2680,226,11,0,0,0,0,2020-11-11T03:25:49Z,46.61898,R+47,Hyde-Smith +47,republican,mississippi,2020-11-12T12:20:29.205314Z
28119,Quitman,3218,0,10,10,Merged into voters' home precincts and released with cumulative results,100,3218,>98%,>98% reported,edison,6,none,,1586,,,878,2292,48,0,0,0,0,0,2020-11-11T03:25:50Z,43.94034,D+44,Espy +44,democrat,mississippi,2020-11-12T12:20:29.205314Z
28121,Rankin,53261,0,48,48,None,75,70560,75%,75% reported,edison,4,none,,3512,,,37041,14740,1421,59,0,0,0,0,2020-11-11T03:25:51Z,41.87116,R+42,Hyde-Smith +42,republican,mississippi,2020-11-12T12:20:29.205314Z
28123,Scott,9377,0,23,23,None,92,10138,92%,92% reported,edison,4,none,,356,,,5373,3865,138,1,0,0,0,0,2020-11-11T03:25:52Z,16.0819,R+16,Hyde-Smith +16,republican,mississippi,2020-11-12T12:20:29.205314Z
28125,Sharkey,2155,0,10,10,Released with cumulative results periodically election night,100,2157,>98%,>98% reported,edison,6,all,,144,,,661,1487,7,0,0,0,0,0,2020-11-11T03:25:52Z,38.32947,D+38,Espy +38,democrat,mississippi,2020-11-12T12:20:29.205314Z
28127,Simpson,10038,0,23,23,None,91,11086,91%,91% reported,edison,4,none,,558,,,6308,3612,115,3,0,0,0,0,2020-11-11T03:25:53Z,26.85794,R+27,Hyde-Smith +27,republican,mississippi,2020-11-12T12:20:29.205314Z
28129,Smith,7259,0,18,18,Merged into voters' home precincts and released with cumulative results,100,7285,>98%,>98% reported,edison,6,all,,678,,,5457,1690,112,0,0,0,0,0,2020-11-11T03:25:53Z,51.8942,R+52,Hyde-Smith +52,republican,mississippi,2020-11-12T12:20:29.205314Z
28131,Stone,6527,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6546,>98%,>98% reported,edison,6,all,,338,,,4914,1435,178,0,0,0,0,0,2020-11-11T03:25:53Z,53.30167,R+53,Hyde-Smith +53,republican,mississippi,2020-11-12T12:20:29.205314Z
28133,Sunflower,9624,0,17,17,None,100,8647,>98%,>98% reported,edison,4,unknown,,234,,,2609,6973,42,0,0,0,0,0,2020-11-11T03:25:54Z,45.34497,D+45,Espy +45,democrat,mississippi,2020-11-12T12:20:29.205314Z
28135,Tallahatchie,5690,0,21,21,Merged into voters' home precincts and released with cumulative results,97,5885,97%,97% reported,edison,2,unknown,,916,,,2309,3316,64,1,0,0,0,0,2020-11-11T03:25:54Z,17.69772,D+18,Espy +18,democrat,mississippi,2020-11-12T12:20:29.205314Z
28137,Tate,12882,0,20,20,None,100,12274,>98%,>98% reported,edison,4,unknown,,602,,,7988,4631,252,11,0,0,0,0,2020-11-11T03:25:55Z,26.05962,R+26,Hyde-Smith +26,republican,mississippi,2020-11-12T12:20:29.205314Z
28139,Tippah,9933,0,24,24,None,100,9137,>98%,>98% reported,edison,2,unknown,,540,,,7336,2393,204,0,0,0,0,0,2020-11-11T03:25:55Z,49.76341,R+50,Hyde-Smith +50,republican,mississippi,2020-11-12T12:20:29.205314Z
28141,Tishomingo,8983,0,14,14,Merged into voters' home precincts and released with cumulative results,100,8282,>98%,>98% reported,edison,2,none,,594,,,7149,1575,252,7,0,0,0,0,2020-11-11T03:24:55Z,62.05054,R+62,Hyde-Smith +62,republican,mississippi,2020-11-12T12:20:29.205314Z
28143,Tunica,3501,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3374,>98%,>98% reported,edison,2,unknown,,230,,,803,2656,42,0,0,0,0,0,2020-11-11T03:24:59Z,52.92773,D+53,Espy +53,democrat,mississippi,2020-11-12T12:20:29.205314Z
28145,Union,10937,0,20,20,Merged into voters' home precincts and released with cumulative results,96,11374,96%,96% reported,edison,2,none,,700,,,8321,2223,385,8,0,0,0,0,2020-11-11T03:24:59Z,55.75569,R+56,Hyde-Smith +56,republican,mississippi,2020-11-12T12:20:29.205314Z
28147,Walthall,5696,0,20,20,None,83,6834,83%,83% reported,edison,2,unknown,,466,,,3254,2367,71,4,0,0,0,0,2020-11-11T03:25:00Z,15.57233,R+16,Hyde-Smith +16,republican,mississippi,2020-11-12T12:20:29.205314Z
28149,Warren,21112,0,23,23,None,100,19359,>98%,>98% reported,edison,2,unknown,,1150,,,9783,11084,244,1,0,0,0,0,2020-11-11T03:25:01Z,6.16237,D+6,Espy +6,democrat,mississippi,2020-11-12T12:20:29.205314Z
28151,Washington,10505,0,19,19,None,69,15182,69%,69% reported,edison,4,unknown,,914,,,3810,6596,90,9,0,0,0,0,2020-11-11T03:25:02Z,26.5207,D+27,Espy +27,democrat,mississippi,2020-11-12T12:20:29.205314Z
28153,Wayne,10009,0,22,22,Merged into voters' home precincts and released with cumulative results,100,10009,>98%,>98% reported,edison,6,all,,850,,,5940,3921,143,5,0,0,0,0,2020-11-11T03:25:03Z,20.17185,R+20,Hyde-Smith +20,republican,mississippi,2020-11-12T12:20:29.205314Z
28155,Webster,5328,0,17,17,Merged into voters' home precincts and released with cumulative results,100,5347,>98%,>98% reported,edison,6,all,,262,,,4038,1177,107,6,0,0,0,0,2020-11-11T03:25:04Z,53.69745,R+54,Hyde-Smith +54,republican,mississippi,2020-11-12T12:20:29.205314Z
28157,Wilkinson,4045,0,9,9,None,100,3737,>98%,>98% reported,edison,2,none,,326,,,1282,2683,79,1,0,0,0,0,2020-11-11T03:25:04Z,34.63535,D+35,Espy +35,democrat,mississippi,2020-11-12T12:20:29.205314Z
28159,Winston,9204,0,12,12,Merged into voters' home precincts and released with cumulative results,100,8896,>98%,>98% reported,edison,2,some,,794,,,4820,4267,114,3,0,0,0,0,2020-11-11T03:25:05Z,6.00826,R+6,Hyde-Smith +6,republican,mississippi,2020-11-12T12:20:29.205314Z
28161,Yalobusha,6481,0,12,12,None,100,5750,>98%,>98% reported,edison,4,some,,552,,,3404,2985,88,4,0,0,0,0,2020-11-11T03:25:05Z,6.46505,R+6,Hyde-Smith +6,republican,mississippi,2020-11-12T12:20:29.205314Z
28163,Yazoo,9001,0,23,23,Merged into voters' home precincts and released with cumulative results,100,8948,>98%,>98% reported,edison,2,none,,470,,,4112,4811,74,4,0,0,0,0,2020-11-11T03:25:06Z,7.7658,D+8,Espy +8,democrat,mississippi,2020-11-12T12:20:29.205314Z
