fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_westk,results_jorgensenj,results_collinsp,results_hawkinsh,results_carrollb,results_blankenshipd,results_pierceb,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_westk,results_absentee_jorgensenj,results_absentee_collinsp,results_absentee_hawkinsh,results_absentee_carrollb,results_absentee_blankenshipd,results_absentee_pierceb,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
28037,Franklin,4431,0,13,14,None,100,4066,>98%,>98% reported,edison,2,unknown,,530,,,2894,1476,14,21,4,3,6,6,4,3,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:44:02Z,32.00181,R+32,Trump +32,republican,32.00181,4290,28.4,4493,22.46,mississippi,2020-11-10T20:52:05.183808Z
28039,George,10940,0,22,22,Released as a separate subtotal at the end of tabulation,100,10940,>98%,>98% reported,edison,6,all,,208,,,9602,1208,20,52,12,10,6,10,5,15,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:44:02Z,76.72761,R+77,Trump +77,republican,76.72761,9891,77.5,9856,71.2,mississippi,2020-11-10T20:52:05.183808Z
28041,Greene,5748,0,13,13,Released as a precinct at the end of tabulation,98,5859,98%,98% reported,edison,2,unknown,,700,,,4740,952,9,19,4,4,4,8,4,4,0,0,0,0,0,0,0,0,0,0,2020-11-06T17:22:47Z,65.90118,R+66,Trump +66,republican,65.90118,5369,62.6,5922,54.14,mississippi,2020-11-10T20:52:05.183808Z
28043,Grenada,7838,0,13,13,None,76,10259,76%,76% reported,edison,2,unknown,,1570,,,4889,2866,15,29,11,7,6,3,4,8,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:44:04Z,25.81016,R+26,Trump +26,republican,25.81016,10513,14.7,11335,6.16,mississippi,2020-11-10T20:52:05.183808Z
28045,Hancock,17403,0,25,25,None,100,17450,>98%,>98% reported,edison,4,none,,860,,,13999,3095,41,165,15,21,20,18,8,21,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:23Z,62.65586,R+63,Trump +63,republican,62.65586,17637,59.3,17167,52.7,mississippi,2020-11-10T20:52:05.183808Z
28047,Harrison,60941,0,46,53,None,87,69661,87%,87% reported,edison,2,unknown,,2776,,,41281,18499,160,650,63,82,34,49,26,97,0,0,0,0,0,0,0,0,0,0,2020-11-04T22:48:32Z,37.3837,R+37,Trump +37,republican,37.3837,63313,30.3,63328,25.82,mississippi,2020-11-10T20:52:05.183808Z
28049,Hinds,81811,0,108,108,Merged into voters' home precincts and released with cumulative results,70,117140,70%,70% reported,edison,2,unknown,,2988,,,21242,59192,383,364,99,97,108,75,55,196,0,0,0,0,0,0,0,0,0,0,2020-11-04T22:49:59Z,46.38741,D+46,Biden +46,democrat,-46.38741,95077,-44.5,106491,-43.62,mississippi,2020-11-10T20:52:05.183808Z
28051,Holmes,6542,0,15,15,None,100,6542,>98%,>98% reported,edison,6,none,,726,,,1196,5182,44,25,13,13,25,17,14,13,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:25Z,60.92938,D+61,Biden +61,democrat,-60.92938,8076,-66.6,9288,-68.66,mississippi,2020-11-10T20:52:05.183808Z
28053,Humphreys,4164,0,13,13,Merged into voters' home precincts and released with cumulative results,100,4164,>98%,>98% reported,edison,6,all,,214,,,1115,2994,20,10,3,4,7,7,4,0,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:26Z,45.12488,D+45,Biden +45,democrat,-45.12488,4253,-45.1,5212,-50.08,mississippi,2020-11-10T20:52:05.183808Z
28055,Issaquena,676,0,5,5,None,100,606,>98%,>98% reported,edison,4,all,,64,,,308,355,1,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:26Z,6.95266,D+7,Biden +7,democrat,-6.95266,699,-13.9,787,-22.49,mississippi,2020-11-10T20:52:05.183808Z
28057,Itawamba,10743,0,28,28,Merged into voters' home precincts and released with cumulative results,100,9634,>98%,>98% reported,edison,4,some,,362,,,9374,1230,15,79,11,15,2,7,3,7,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:27Z,75.8075,R+76,Trump +76,republican,75.8075,9737,75.5,9318,61.03,mississippi,2020-11-10T20:52:05.183808Z
28059,Jackson,45486,0,32,32,None,100,39881,>98%,>98% reported,edison,6,unknown,,1386,,,32563,12061,108,431,43,66,39,59,36,80,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:27Z,45.07321,R+45,Trump +45,republican,45.07321,49567,38.3,53655,34.38,mississippi,2020-11-10T20:52:05.183808Z
28061,Jasper,8642,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8652,>98%,>98% reported,edison,6,all,,592,,,4256,4287,22,30,10,6,7,13,5,6,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:28Z,0.35871,D+0.36,Biden +0.36,democrat,-0.35871,8475,-3.9,9340,-9.68,mississippi,2020-11-10T20:52:05.183808Z
28065,Jeff Davis,6199,0,17,17,None,100,5285,>98%,>98% reported,edison,4,unknown,,578,,,2529,3590,29,16,11,5,6,8,5,0,0,0,0,0,0,0,0,0,0,0,2020-11-09T16:33:43Z,17.11566,D+17,Biden +17,democrat,-17.11566,6237,-20.1,6864,-25.64,mississippi,2020-11-10T20:52:05.183808Z
28063,Jefferson,3907,0,12,12,None,100,3414,>98%,>98% reported,edison,4,some,,600,,,529,3325,18,14,1,6,4,6,1,3,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:28Z,71.56386,D+72,Biden +72,democrat,-71.56386,3860,-73.8,4433,-78.57,mississippi,2020-11-10T20:52:05.183808Z
28067,Jones,26492,0,37,37,None,89,29838,89%,89% reported,edison,2,some,,1822,,,19130,7017,63,152,24,23,20,28,8,27,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:28Z,45.72324,R+46,Trump +46,republican,45.72324,28352,43.5,30159,38.05,mississippi,2020-11-10T20:52:05.183808Z
28069,Kemper,3935,0,14,14,None,100,3890,>98%,>98% reported,edison,4,none,,966,,,1609,2275,9,8,6,9,6,8,4,1,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:29Z,16.92503,D+17,Biden +17,democrat,-16.92503,4639,-22.6,5052,-28.7,mississippi,2020-11-10T20:52:05.183808Z
28071,Lafayette,17163,0,18,18,Merged into voters' home precincts and released with cumulative results,88,19434,88%,88% reported,edison,4,unknown,,2116,,,9878,6904,42,199,9,33,25,10,5,58,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:29Z,17.32797,R+17,Trump +17,republican,17.32797,19643,14.8,19505,15.3,mississippi,2020-11-10T20:52:05.183808Z
28073,Lamar,28082,0,23,23,Released as a separate subtotal at the end of tabulation,100,24624,>98%,>98% reported,edison,4,unknown,,946,,,20406,7205,64,255,18,32,29,21,10,42,0,0,0,0,0,0,0,0,0,0,2020-11-06T20:05:06Z,47.00876,R+47,Trump +47,republican,47.00876,24592,55.1,24889,54.67,mississippi,2020-11-10T20:52:05.183808Z
28075,Lauderdale,30811,0,38,40,Merged into voters' home precincts and released with cumulative results,100,29664,>98%,>98% reported,edison,2,unknown,,2082,,,17812,12668,65,146,24,23,16,25,13,19,0,0,0,0,0,0,0,0,0,0,2020-11-06T15:34:31Z,16.69534,R+17,Trump +17,republican,16.69534,29506,21.9,32777,14.91,mississippi,2020-11-10T20:52:05.183808Z
28077,Lawrence,6564,985,24,24,None,100,6547,>98%,>98% reported,edison,6,unknown,,602,,,4254,2240,19,17,5,8,5,11,1,4,551,426,2,3,0,1,0,1,1,0,2020-11-04T10:43:31Z,30.68251,R+31,Trump +31,republican,30.68251,6364,29.8,6698,25.74,mississippi,2020-11-10T20:52:05.183808Z
28079,Leake,8407,0,19,19,None,100,8130,>98%,>98% reported,edison,4,unknown,,646,,,4973,3358,23,18,8,6,4,12,1,4,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:32Z,19.21018,R+19,Trump +19,republican,19.21018,8449,14.2,8983,8.73,mississippi,2020-11-10T20:52:05.183808Z
28081,Lee,31762,0,36,36,Merged into voters' home precincts and released with cumulative results,82,38837,82%,82% reported,edison,4,none,,1452,,,21297,9910,104,274,29,38,24,26,11,49,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:34Z,35.85102,R+36,Trump +36,republican,35.85102,32913,37,35306,27.9,mississippi,2020-11-10T20:52:05.183808Z
28083,Leflore,8178,0,18,18,None,100,8181,>98%,>98% reported,edison,6,none,,646,,,2623,5444,32,28,7,9,8,13,5,9,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:34Z,34.49499,D+34,Biden +34,democrat,-34.49499,11140,-41.1,12773,-43.31,mississippi,2020-11-10T20:52:05.183808Z
28085,Lincoln,14247,0,30,30,None,88,16239,88%,88% reported,edison,2,unknown,,1042,,,10107,3978,30,54,11,18,12,14,6,17,0,0,0,0,0,0,0,0,0,0,2020-11-04T22:49:28Z,43.01958,R+43,Trump +43,republican,43.01958,15193,40.1,16414,32.7,mississippi,2020-11-10T20:52:05.183808Z
28087,Lowndes,26993,26993,0,20,None,100,26957,>98%,>98% reported,edison,6,unknown,,1206,,,13699,12913,71,179,19,32,19,20,8,33,13699,12913,71,179,19,32,19,20,8,33,2020-11-04T10:43:36Z,2.91187,R+3,Trump +3,republican,2.91187,25695,5.7,27158,0.48,mississippi,2020-11-10T20:52:05.183808Z
28089,Madison,45832,0,43,43,None,100,45773,>98%,>98% reported,edison,6,unknown,,2144,,,26188,18931,128,293,48,35,39,33,14,123,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:36Z,15.83392,R+16,Trump +16,republican,15.83392,50131,15.8,49571,15.7,mississippi,2020-11-10T20:52:05.183808Z
28091,Marion,11338,0,19,22,None,98,11520,98%,98% reported,edison,4,unknown,,980,,,7783,3421,29,44,11,11,5,12,5,17,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:36Z,38.47239,R+38,Trump +38,republican,38.47239,11693,35.6,12729,30.2,mississippi,2020-11-10T20:52:05.183808Z
28093,Marshall,13064,0,24,24,Merged into voters' home precincts and released with cumulative results,89,14698,89%,89% reported,edison,2,none,,920,,,6591,6283,47,46,18,24,11,21,10,13,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:37Z,2.35762,R+2,Trump +2,republican,2.35762,14839,-9.7,16240,-19.56,mississippi,2020-11-10T20:52:05.183808Z
28095,Monroe,14461,0,26,26,None,86,16738,86%,86% reported,edison,4,unknown,,978,,,9677,4565,39,88,20,17,11,20,4,20,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:37Z,35.35025,R+35,Trump +35,republican,35.35025,15884,29.2,16918,15.76,mississippi,2020-11-10T20:52:05.183808Z
28097,Montgomery,4972,3763,15,15,None,99,5003,>98%,>98% reported,edison,6,all,,726,,,2866,2084,11,1,0,1,0,5,1,3,2236,1507,11,1,0,1,0,5,1,1,2020-11-04T22:48:44Z,15.72808,R+16,Trump +16,republican,15.72808,4996,14.1,5645,4.82,mississippi,2020-11-10T20:52:05.183808Z
28099,Neshoba,11698,0,27,27,None,100,10898,>98%,>98% reported,edison,4,unknown,,468,,,8311,3247,34,46,12,6,8,15,2,17,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:38Z,43.28945,R+43,Trump +43,republican,43.28945,10553,47,11015,43.1,mississippi,2020-11-10T20:52:05.183808Z
28101,Newton,8678,0,16,16,Merged into voters' home precincts and released with cumulative results,90,9673,90%,90% reported,edison,4,unknown,,568,,,6037,2542,24,42,7,7,4,4,5,6,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:38Z,40.27426,R+40,Trump +40,republican,40.27426,9438,40.2,9777,31.45,mississippi,2020-11-10T20:52:05.183808Z
28103,Noxubee,3981,0,8,8,Merged into voters' home precincts and released with cumulative results,100,3981,>98%,>98% reported,edison,6,none,,382,,,1057,2867,11,13,6,6,5,10,4,2,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:39Z,45.46596,D+45,Biden +45,democrat,-45.46596,5574,-56.5,6264,-57.39,mississippi,2020-11-10T20:52:05.183808Z
28105,Oktibbeha,19737,0,20,20,Released as a separate subtotal at the end of tabulation,100,16402,>98%,>98% reported,edison,2,some,,1134,,,8972,10257,61,254,28,51,28,17,14,55,0,0,0,0,0,0,0,0,0,0,2020-11-06T22:29:27Z,6.51061,D+7,Biden +7,democrat,-6.51061,18124,-1.6,18117,-1.84,mississippi,2020-11-10T20:52:05.183808Z
28107,Panola,15421,0,20,21,Merged into voters' home precincts AFTER election night,100,12688,>98%,>98% reported,edison,6,unknown,,1296,,,7976,7276,48,46,19,11,7,19,11,8,0,0,0,0,0,0,0,0,0,0,2020-11-06T18:41:01Z,4.53926,R+5,Trump +5,republican,4.53926,15064,0.1,16826,-8.62,mississippi,2020-11-10T20:52:05.183808Z
28109,Pearl River,23656,0,26,26,Merged into voters' home precincts and released with cumulative results,100,21987,>98%,>98% reported,edison,2,unknown,,1048,,,19283,4068,40,154,12,31,14,18,13,23,0,0,0,0,0,0,0,0,0,0,2020-11-06T14:42:50Z,64.31772,R+64,Trump +64,republican,64.31772,21883,64.8,22224,59.32,mississippi,2020-11-10T20:52:05.183808Z
28111,Perry,5825,0,15,15,Merged into voters' home precincts and released with cumulative results,100,5661,>98%,>98% reported,edison,4,unknown,,400,,,4426,1340,9,20,4,7,3,6,4,6,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:43Z,52.97854,R+53,Trump +53,republican,52.97854,5432,53.7,5722,45.61,mississippi,2020-11-10T20:52:05.183808Z
28113,Pike,14640,0,25,25,None,100,13841,>98%,>98% reported,edison,4,unknown,,1376,,,7106,7328,38,72,20,18,16,21,3,18,0,0,0,0,0,0,0,0,0,0,2020-11-06T18:40:21Z,1.51639,D+1.5,Biden +1.5,democrat,-1.51639,16360,-0.2,17974,-8.17,mississippi,2020-11-10T20:52:05.183808Z
28115,Pontotoc,14215,0,28,28,Merged into voters' home precincts and released with cumulative results,100,12845,>98%,>98% reported,edison,4,all,,602,,,11425,2580,29,102,16,17,10,16,4,16,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:43Z,62.223,R+62,Trump +62,republican,62.223,12984,61.2,12411,53.53,mississippi,2020-11-10T20:52:05.183808Z
28117,Prentiss,10539,0,15,15,None,100,10539,>98%,>98% reported,edison,6,all,,438,,,8274,2128,20,69,9,6,3,10,3,17,0,0,0,0,0,0,0,0,0,0,2020-11-04T22:51:05Z,58.31673,R+58,Trump +58,republican,58.31673,9872,56.5,10033,42.44,mississippi,2020-11-10T20:52:05.183808Z
28119,Quitman,3211,0,10,10,Merged into voters' home precincts and released with cumulative results,100,3218,>98%,>98% reported,edison,6,none,,1586,,,1020,2138,12,12,3,5,8,7,3,3,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:44Z,34.81781,D+35,Biden +35,democrat,-34.81781,3365,-39,3979,-43.25,mississippi,2020-11-10T20:52:05.183808Z
28121,Rankin,53400,0,48,48,None,76,70560,76%,76% reported,edison,4,none,,3512,,,39025,13496,105,470,44,53,43,35,7,122,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:44Z,47.80712,R+48,Trump +48,republican,47.80712,63110,52.4,64145,52.16,mississippi,2020-11-10T20:52:05.183808Z
28123,Scott,9386,0,23,23,None,93,10138,93%,93% reported,edison,4,none,,356,,,5688,3575,24,33,13,21,11,6,4,11,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:45Z,22.51225,R+23,Trump +23,republican,22.51225,10522,17.6,11202,9.44,mississippi,2020-11-10T20:52:05.183808Z
28125,Sharkey,2157,0,10,10,Released with cumulative results periodically election night,100,2157,>98%,>98% reported,edison,6,all,,144,,,687,1440,8,9,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:45Z,34.9096,D+35,Biden +35,democrat,-34.9096,2190,-35.9,2532,-41.27,mississippi,2020-11-10T20:52:05.183808Z
28127,Simpson,10066,0,23,23,None,91,11086,91%,91% reported,edison,4,none,,558,,,6552,3384,28,41,11,22,7,12,4,5,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:45Z,31.47228,R+31,Trump +31,republican,31.47228,11419,30.8,12249,22.05,mississippi,2020-11-10T20:52:05.183808Z
28129,Smith,7285,0,18,18,Merged into voters' home precincts and released with cumulative results,100,7285,>98%,>98% reported,edison,6,all,,678,,,5697,1518,12,28,11,5,3,9,2,0,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:45Z,57.36445,R+57,Trump +57,republican,57.36445,7627,56.5,8099,50.25,mississippi,2020-11-10T20:52:05.183808Z
28131,Stone,6546,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6546,>98%,>98% reported,edison,6,all,,338,,,5239,1208,9,50,13,8,5,12,2,0,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:45Z,61.57959,R+62,Trump +62,republican,61.57959,7045,53,7532,45.37,mississippi,2020-11-10T20:52:05.183808Z
28133,Sunflower,9628,0,17,17,None,100,8647,>98%,>98% reported,edison,4,unknown,,234,,,2784,6741,37,18,8,14,8,13,3,2,0,0,0,0,0,0,0,0,0,0,2020-11-09T15:59:35Z,41.09888,D+41,Biden +41,democrat,-41.09888,9598,-41,11228,-46.94,mississippi,2020-11-10T20:52:05.183808Z
28135,Tallahatchie,5691,0,21,21,Merged into voters' home precincts and released with cumulative results,97,5885,97%,97% reported,edison,2,unknown,,916,,,2488,3105,22,20,9,15,14,11,1,6,0,0,0,0,0,0,0,0,0,0,2020-11-09T16:13:05Z,10.84168,D+11,Biden +11,democrat,-10.84168,5870,-14.9,6503,-22.45,mississippi,2020-11-10T20:52:05.183808Z
28137,Tate,12923,0,20,20,None,100,12274,>98%,>98% reported,edison,4,unknown,,602,,,8619,4122,55,57,11,16,16,12,7,8,0,0,0,0,0,0,0,0,0,0,2020-11-09T15:38:51Z,34.79842,R+35,Trump +35,republican,34.79842,11627,30.7,12406,19.34,mississippi,2020-11-10T20:52:05.183808Z
28139,Tippah,10001,0,24,24,None,100,9137,>98%,>98% reported,edison,2,unknown,,540,,,7987,1906,24,41,14,9,6,11,3,0,0,0,0,0,0,0,0,0,0,0,2020-11-06T18:41:06Z,60.80392,R+61,Trump +61,republican,60.80392,9260,58.3,9164,48.01,mississippi,2020-11-10T20:52:05.183808Z
28141,Tishomingo,9057,0,14,14,Merged into voters' home precincts and released with cumulative results,100,8282,>98%,>98% reported,edison,2,none,,594,,,7854,1050,15,97,10,7,5,9,1,9,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:49Z,75.12421,R+75,Trump +75,republican,75.12421,8371,73.7,7936,56.58,mississippi,2020-11-10T20:52:05.183808Z
28143,Tunica,3494,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3374,>98%,>98% reported,edison,2,unknown,,230,,,912,2525,26,9,7,7,3,2,0,3,0,0,0,0,0,0,0,0,0,0,2020-11-04T15:14:53Z,46.16485,D+46,Biden +46,democrat,-46.16485,3567,-50.9,4382,-59.15,mississippi,2020-11-10T20:52:05.183808Z
28145,Union,10989,0,20,20,Merged into voters' home precincts and released with cumulative results,97,11374,97%,97% reported,edison,2,none,,700,,,9052,1792,25,75,7,12,5,6,3,12,0,0,0,0,0,0,0,0,0,0,2020-11-04T10:43:51Z,66.06607,R+66,Trump +66,republican,66.06607,11496,62.8,11365,50.65,mississippi,2020-11-10T20:52:05.183808Z
28147,Walthall,5721,0,20,20,None,84,6834,84%,84% reported,edison,2,unknown,,466,,,3426,2236,14,18,3,6,5,5,5,3,0,0,0,0,0,0,0,0,0,0,2020-11-09T14:23:34Z,20.80056,R+21,Trump +21,republican,20.80056,6919,18.3,7551,8.33,mississippi,2020-11-10T20:52:05.183808Z
28149,Warren,21162,0,23,23,None,100,19359,>98%,>98% reported,edison,2,unknown,,1150,,,10236,10681,45,90,23,25,26,24,9,3,0,0,0,0,0,0,0,0,0,0,2020-11-06T18:37:41Z,2.10283,D+2,Biden +2,democrat,-2.10283,19416,2.5,21391,-1.54,mississippi,2020-11-10T20:52:05.183808Z
28151,Washington,10514,0,19,19,None,69,15182,69%,69% reported,edison,4,unknown,,914,,,4114,6218,55,45,15,17,15,9,9,17,0,0,0,0,0,0,0,0,0,0,2020-11-04T22:46:37Z,20.01141,D+20,Biden +20,democrat,-20.01141,16825,-36.5,19715,-42.25,mississippi,2020-11-10T20:52:05.183808Z
