fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_sullivand,results_grossa,results_howej,results_absentee_sullivand,results_absentee_grossa,results_absentee_howej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
02924,ED 24,10313,6047,6,7,Released as a separate subtotal as first report of the night,97,10684,97%,97% reported,edison,2,unknown,,4000,,,5765,4316,232,2722,3220,105,2020-11-16T17:01:23Z,14.05023,R+14,Sullivan +14,republican,alaska,2020-11-17T00:43:46.643976Z
02925,ED 25,9121,5189,6,7,Released as a separate subtotal as first report of the night,98,9346,98%,98% reported,edison,2,unknown,,4000,,,4479,4299,343,1932,3104,153,2020-11-16T17:01:20Z,1.97347,R+2.0,Sullivan +2.0,republican,alaska,2020-11-17T00:43:46.643976Z
02926,ED 26,9972,5892,7,8,Released as a separate subtotal as first report of the night,97,10241,97%,97% reported,edison,2,unknown,,4000,,,5585,4129,258,2723,3031,138,2020-11-16T17:01:18Z,14.60088,R+15,Sullivan +15,republican,alaska,2020-11-17T00:43:46.643976Z
02927,ED 27,9377,5470,7,8,Released as a separate subtotal as first report of the night,93,10100,93%,93% reported,edison,2,unknown,,4000,,,4481,4561,335,2040,3303,127,2020-11-16T17:01:15Z,0.85315,D+0.85,Gross +0.85,democrat,alaska,2020-11-17T00:43:46.643976Z
02928,ED 28,12681,7675,8,9,Released as a separate subtotal as first report of the night,96,13141,96%,96% reported,edison,2,unknown,,4000,,,6693,5745,243,3315,4253,107,2020-11-16T17:01:12Z,7.47575,R+7,Sullivan +7,republican,alaska,2020-11-17T00:43:46.643976Z
02929,ED 29,10641,4761,11,11,Released as a separate subtotal as first report of the night,99,10803,>98%,>98% reported,edison,2,unknown,,4000,,,7225,2919,497,2686,1914,161,2020-11-16T15:48:14Z,40.46612,R+40,Sullivan +40,republican,alaska,2020-11-17T00:43:46.643976Z
02903,ED 3,8232,3039,5,5,Released as a separate subtotal as first report of the night,94,8755,94%,94% reported,edison,2,unknown,,4000,,,5967,1794,471,1822,1070,147,2020-11-16T15:47:53Z,50.69242,R+51,Sullivan +51,republican,alaska,2020-11-17T00:43:46.643976Z
02930,ED 30,10019,5054,6,6,Released as a separate subtotal as first report of the night,97,10293,97%,97% reported,edison,2,unknown,,4000,,,7032,2502,485,3137,1758,159,2020-11-16T15:48:15Z,45.21409,R+45,Sullivan +45,republican,alaska,2020-11-17T00:43:46.643976Z
02931,ED 31,12289,6690,9,9,Released as a separate subtotal as first report of the night,100,11709,>98%,>98% reported,edison,2,unknown,,4000,,,6751,5043,495,2781,3699,210,2020-11-16T15:48:15Z,13.89861,R+14,Sullivan +14,republican,alaska,2020-11-17T00:43:46.643976Z
02932,ED 32,8102,0,13,14,Released as a separate subtotal as first report of the night,94,8593,94%,94% reported,edison,2,unknown,,4000,,,4297,3438,367,0,0,0,2020-11-16T15:48:16Z,10.60232,R+11,Sullivan +11,republican,alaska,2020-11-17T00:43:46.643976Z
02933,ED 33,10875,7744,10,11,Released as a separate subtotal as first report of the night,95,11424,95%,95% reported,edison,2,unknown,,4000,,,3072,7462,341,1685,5883,176,2020-11-16T15:48:16Z,40.36782,D+40,Gross +40,democrat,alaska,2020-11-17T00:43:46.643976Z
02934,ED 34,10699,7972,7,7,Released as a separate subtotal as first report of the night,99,10846,>98%,>98% reported,edison,2,unknown,,4000,,,4666,5607,426,3007,4702,263,2020-11-16T15:48:17Z,8.79521,D+9,Gross +9,democrat,alaska,2020-11-17T00:43:46.643976Z
02935,ED 35,9984,5792,13,14,Released as a separate subtotal as first report of the night,96,10398,96%,96% reported,edison,2,unknown,,4000,,,4386,5000,598,2103,3454,235,2020-11-16T15:48:18Z,6.14984,D+6,Gross +6,democrat,alaska,2020-11-17T00:43:46.643976Z
02936,ED 36,9171,3683,10,10,Released as a separate subtotal as first report of the night,96,9504,96%,96% reported,edison,2,unknown,,4000,,,5002,3676,493,1613,1929,141,2020-11-16T15:48:19Z,14.45862,R+14,Sullivan +14,republican,alaska,2020-11-17T00:43:46.643976Z
02937,ED 37,3124,0,19,35,Released as a separate subtotal as first report of the night,54,5821,54%,54% reported,edison,2,unknown,,4000,,,1555,1325,244,0,0,0,2020-11-16T15:48:19Z,7.36236,R+7,Sullivan +7,republican,alaska,2020-11-17T00:43:46.643976Z
02938,ED 38,5074,1252,26,31,Released as a separate subtotal as first report of the night,87,5859,87%,87% reported,edison,2,unknown,,4000,,,1617,2865,592,347,840,65,2020-11-16T17:00:47Z,24.59598,D+25,Gross +25,democrat,alaska,2020-11-17T00:43:46.643976Z
02939,ED 39,5469,282,27,33,Released as a separate subtotal as first report of the night,84,6485,84%,84% reported,edison,2,unknown,,4000,,,2261,2525,683,106,162,14,2020-11-16T17:00:45Z,4.82721,D+5,Gross +5,democrat,alaska,2020-11-17T00:43:46.643976Z
02904,ED 4,10947,6244,7,7,Released as a separate subtotal as first report of the night,100,10949,>98%,>98% reported,edison,2,unknown,,4000,,,4842,5726,379,2025,4087,132,2020-11-16T15:47:55Z,8.07527,D+8,Gross +8,democrat,alaska,2020-11-17T00:43:46.643976Z
02940,ED 40,3933,0,17,23,Released as a separate subtotal as first report of the night,74,5302,74%,74% reported,edison,2,unknown,,4000,,,1969,1437,527,0,0,0,2020-11-16T15:48:21Z,13.52657,R+14,Sullivan +14,republican,alaska,2020-11-17T00:43:46.643976Z
02905,ED 5,8520,4397,8,9,Released as a separate subtotal as first report of the night,94,9092,94%,94% reported,edison,2,unknown,,4000,,,4154,4036,330,1582,2706,109,2020-11-16T15:47:56Z,1.38498,R+1.4,Sullivan +1.4,republican,alaska,2020-11-17T00:43:46.643976Z
02906,ED 6,9081,4,31,33,Released as a separate subtotal as first report of the night,93,9729,93%,93% reported,edison,2,unknown,,4000,,,5541,3032,508,1,3,0,2020-11-16T15:47:57Z,27.62912,R+28,Sullivan +28,republican,alaska,2020-11-17T00:43:46.643976Z
02907,ED 7,9319,5383,7,7,Released as a separate subtotal as first report of the night,98,9538,98%,98% reported,edison,2,unknown,,4000,,,6618,2156,545,3585,1542,256,2020-11-16T15:47:58Z,47.88067,R+48,Sullivan +48,republican,alaska,2020-11-17T00:43:46.643976Z
02908,ED 8,9630,4247,6,6,Released as a separate subtotal as first report of the night,100,9284,>98%,>98% reported,edison,2,unknown,,4000,,,7113,1960,557,2784,1271,192,2020-11-16T15:47:58Z,53.50987,R+54,Sullivan +54,republican,alaska,2020-11-17T00:43:46.643976Z
02909,ED 9,10786,4,11,11,Released as a separate subtotal as first report of the night,100,10297,>98%,>98% reported,edison,2,unknown,,4000,,,7509,2762,515,2,2,0,2020-11-16T15:47:59Z,44.01075,R+44,Sullivan +44,republican,alaska,2020-11-17T00:43:46.643976Z
