fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
48071,Chambers,21342,18832,15,15,Released as a precinct as first report of the night,100,19823,>98%,>98% reported,edison,2,some,,17808,,,17027,3786,418,111,0,15164,3250,330,88,0,2020-11-04T10:44:15Z,62.04198,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48073,Cherokee,19280,15337,22,25,Released as a precinct as first report of the night,97,19827,97%,97% reported,edison,2,unknown,,16073,,,14907,4046,268,59,0,11742,3359,194,42,0,2020-11-04T10:44:15Z,56.33299,R+56,Cornyn +56,republican,texas,2020-11-10T20:55:22.941881Z
48075,Childress,2239,1776,4,5,Released as a precinct as first report of the night,91,2461,91%,91% reported,edison,2,unknown,,1817,,,1919,280,29,11,0,1531,217,19,9,0,2020-11-04T10:44:15Z,73.20232,R+73,Cornyn +73,republican,texas,2020-11-10T20:55:22.941881Z
48077,Clay,5694,4133,15,17,Released as a precinct as first report of the night,95,5971,95%,95% reported,edison,2,unknown,,3005,,,4955,632,69,27,11,3588,474,45,16,10,2020-11-04T10:44:16Z,75.92202,R+76,Cornyn +76,republican,texas,2020-11-10T20:55:22.941881Z
48079,Cochran,975,662,3,4,Released as a precinct as first report of the night,82,1192,82%,82% reported,edison,2,unknown,,604,,,761,183,22,8,1,521,125,10,5,1,2020-11-04T10:44:16Z,59.28205,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48081,Coke,1732,1223,5,5,Released as a precinct as first report of the night,100,1681,>98%,>98% reported,edison,2,unknown,,1206,,,1537,170,22,3,0,1084,128,10,1,0,2020-11-04T10:44:16Z,78.9261,R+79,Cornyn +79,republican,texas,2020-11-10T20:55:22.941881Z
48083,Coleman,4064,3507,4,5,Released as a precinct as first report of the night,94,4302,94%,94% reported,edison,2,some,,3691,,,3585,426,37,16,0,3096,369,28,14,0,2020-11-06T13:39:27Z,77.7313,R+78,Cornyn +78,republican,texas,2020-11-10T20:55:22.941881Z
48085,Collin,476323,460756,240,240,Released as a precinct as first report of the night,98,486391,98%,98% reported,edison,6,unknown,,368567,,,260790,204276,8421,2678,158,247899,203244,7192,2286,135,2020-11-04T10:44:16Z,11.86464,R+12,Cornyn +12,republican,texas,2020-11-10T20:55:22.941881Z
48087,Collingsworth,1192,824,6,8,Released as a precinct as first report of the night,87,1365,87%,87% reported,edison,2,unknown,,1021,,,1032,145,10,4,1,713,104,5,2,0,2020-11-04T10:44:16Z,74.41275,R+74,Cornyn +74,republican,texas,2020-11-10T20:55:22.941881Z
48089,Colorado,9838,7966,4,5,Released as a precinct as first report of the night,98,10053,98%,98% reported,edison,2,unknown,,6404,,,7336,2345,114,43,0,5851,2006,78,31,0,2020-11-06T18:35:27Z,50.73186,R+51,Cornyn +51,republican,texas,2020-11-10T20:55:22.941881Z
48091,Comal,87330,79101,30,30,Released as a precinct as first report of the night,99,87942,>98%,>98% reported,edison,6,unknown,,64101,,,63043,22133,1740,412,2,56921,20474,1382,322,2,2020-11-04T10:44:17Z,46.8453,R+47,Cornyn +47,republican,texas,2020-11-10T20:55:22.941881Z
48093,Comanche,6003,4618,13,15,Released as a precinct as first report of the night,97,6184,97%,97% reported,edison,2,unknown,,4034,,,5053,830,90,30,0,3888,656,59,15,0,2020-11-04T10:44:17Z,70.34816,R+70,Cornyn +70,republican,texas,2020-11-10T20:55:22.941881Z
48095,Concho,1247,777,8,9,Released as a precinct as first report of the night,99,1261,>98%,>98% reported,edison,2,unknown,,569,,,1029,193,20,5,0,634,128,13,2,0,2020-11-04T10:44:17Z,67.0409,R+67,Cornyn +67,republican,texas,2020-11-10T20:55:22.941881Z
48097,Cooke,18865,13576,27,30,Released as a precinct as first report of the night,100,18842,>98%,>98% reported,edison,2,some,,10395,,,15498,2995,277,85,10,10978,2354,190,44,10,2020-11-04T10:44:17Z,66.27617,R+66,Cornyn +66,republican,texas,2020-11-10T20:55:22.941881Z
48099,Coryell,23182,19090,16,16,Released as a precinct as first report of the night,100,21555,>98%,>98% reported,edison,2,some,,16701,,,15331,7096,605,149,1,12445,6094,439,111,1,2020-11-04T10:44:17Z,35.52325,R+36,Cornyn +36,republican,texas,2020-11-10T20:55:22.941881Z
48101,Cottle,656,488,4,5,Released as a precinct as first report of the night,68,963,68%,68% reported,edison,2,unknown,,690,,,534,110,7,5,0,397,84,5,2,0,2020-11-04T10:44:17Z,64.63415,R+65,Cornyn +65,republican,texas,2020-11-10T20:55:22.941881Z
48103,Crane,1479,1067,3,4,Released as a precinct as first report of the night,82,1799,82%,82% reported,edison,2,unknown,,1280,,,1213,229,24,13,0,886,157,16,8,0,2020-11-04T10:44:17Z,66.53144,R+67,Cornyn +67,republican,texas,2020-11-10T20:55:22.941881Z
48105,Crockett,1492,1153,4,5,Released as a precinct as first report of the night,79,1894,79%,79% reported,edison,2,unknown,,1379,,,1145,314,21,12,0,897,240,12,4,0,2020-11-04T10:44:18Z,55.69705,R+56,Cornyn +56,republican,texas,2020-11-10T20:55:22.941881Z
48107,Crosby,1881,1186,4,5,Released as a precinct as first report of the night,89,2110,89%,89% reported,edison,2,unknown,,1368,,,1356,486,25,14,0,862,305,13,6,0,2020-11-04T10:44:18Z,46.25199,R+46,Cornyn +46,republican,texas,2020-11-10T20:55:22.941881Z
48109,Culberson,778,516,5,6,Released as a precinct as first report of the night,68,1143,68%,68% reported,edison,2,unknown,,681,,,367,385,19,6,1,239,264,9,3,1,2020-11-04T10:44:18Z,2.31362,D+2,Hegar +2,democrat,texas,2020-11-10T20:55:22.941881Z
48111,Dallam,1593,1020,8,10,Released as a precinct as first report of the night,87,1823,87%,87% reported,edison,2,unknown,,954,,,1368,199,21,5,0,878,127,12,3,0,2020-11-04T10:44:18Z,73.38355,R+73,Cornyn +73,republican,texas,2020-11-10T20:55:22.941881Z
48113,Dallas,916556,798361,1086,1170,Released as a precinct as first report of the night,93,986665,93%,93% reported,edison,4,some,,739551,,,330851,560603,15905,8282,915,284784,495068,12133,6376,0,2020-11-10T17:45:40Z,25.06688,D+25,Hegar +25,democrat,texas,2020-11-10T20:55:22.941881Z
48115,Dawson,3641,2822,8,10,Released as a precinct as first report of the night,85,4301,85%,85% reported,edison,2,unknown,,3346,,,2827,738,60,14,2,2260,518,36,8,0,2020-11-04T10:43:28Z,57.37435,R+57,Cornyn +57,republican,texas,2020-11-10T20:55:22.941881Z
48123,De Witt,7887,6079,9,10,Released as a precinct as first report of the night,98,8082,98%,98% reported,edison,2,unknown,,5965,,,6399,1384,84,20,0,4888,1104,70,17,0,2020-11-04T10:43:31Z,63.58565,R+64,Cornyn +64,republican,texas,2020-11-10T20:55:22.941881Z
48117,Deaf Smith,4531,3583,4,5,Released as a precinct as first report of the night,81,5602,81%,81% reported,edison,2,unknown,,739,,,3272,1150,73,36,0,2678,837,48,20,0,2020-11-04T10:43:28Z,46.83293,R+47,Cornyn +47,republican,texas,2020-11-10T20:55:22.941881Z
48119,Delta,2530,1790,7,8,Released as a precinct as first report of the night,94,2693,94%,94% reported,edison,2,unknown,,1505,,,2107,370,31,22,0,1452,303,19,16,0,2020-11-04T10:43:29Z,68.65613,R+69,Cornyn +69,republican,texas,2020-11-10T20:55:22.941881Z
48121,Denton,411902,379110,186,186,Released as a precinct as first report of the night,99,416610,>98%,>98% reported,edison,6,all,,280830,,,230355,170391,8514,2620,22,211186,158628,7090,2191,15,2020-11-04T10:43:30Z,14.55783,R+15,Cornyn +15,republican,texas,2020-11-10T20:55:22.941881Z
48125,Dickens,955,657,6,7,Released as a precinct as first report of the night,72,1325,72%,72% reported,edison,2,unknown,,846,,,805,133,13,4,0,559,92,4,2,0,2020-11-04T10:43:33Z,70.36649,R+70,Cornyn +70,republican,texas,2020-11-10T20:55:22.941881Z
48127,Dimmit,3468,2376,7,8,Released as a precinct as first report of the night,83,4193,83%,83% reported,edison,2,unknown,,2084,,,1274,2122,39,30,3,825,1511,25,14,1,2020-11-04T10:43:34Z,24.45213,D+24,Hegar +24,democrat,texas,2020-11-10T20:55:22.941881Z
48129,Donley,1625,1144,6,7,Released as a precinct as first report of the night,90,1811,90%,90% reported,edison,2,unknown,,1330,,,1418,181,22,4,0,1006,124,13,1,0,2020-11-04T10:43:35Z,76.12308,R+76,Cornyn +76,republican,texas,2020-11-10T20:55:22.941881Z
48131,Duval,4415,3462,8,10,Released as a precinct as first report of the night,78,5647,78%,78% reported,edison,2,unknown,,4122,,,1785,2456,97,77,0,1312,2024,60,66,0,2020-11-04T10:43:36Z,15.19819,D+15,Hegar +15,democrat,texas,2020-11-10T20:55:22.941881Z
48133,Eastland,8067,6369,9,10,Released as a precinct as first report of the night,98,8223,98%,98% reported,edison,2,unknown,,5907,,,6994,909,131,31,2,5523,731,95,18,2,2020-11-04T10:43:37Z,75.43077,R+75,Cornyn +75,republican,texas,2020-11-10T20:55:22.941881Z
48135,Ector,43411,34675,37,41,Released as a precinct as first report of the night,100,43138,>98%,>98% reported,edison,2,unknown,,35298,,,31603,10631,902,275,0,25345,8568,591,171,0,2020-11-04T10:43:37Z,48.31034,R+48,Cornyn +48,republican,texas,2020-11-10T20:55:22.941881Z
48137,Edwards,985,733,4,5,Released as a precinct as first report of the night,78,1267,78%,78% reported,edison,2,unknown,,827,,,824,143,14,3,1,610,112,9,2,0,2020-11-04T10:43:38Z,69.13706,R+69,Cornyn +69,republican,texas,2020-11-10T20:55:22.941881Z
48141,El Paso,247010,205867,185,209,Released as a precinct as first report of the night,89,278210,89%,89% reported,edison,2,some,,157724,,,76859,156169,8006,5881,95,62562,133211,5847,4152,95,2020-11-04T10:43:42Z,32.10801,D+32,Hegar +32,democrat,texas,2020-11-10T20:55:22.941881Z
48139,Ellis,85007,74778,50,50,Released as a precinct as first report of the night,99,85566,>98%,>98% reported,edison,6,all,,56843,,,57007,25734,1587,583,96,50069,22917,1261,453,78,2020-11-04T10:43:40Z,36.78874,R+37,Cornyn +37,republican,texas,2020-11-10T20:55:22.941881Z
48143,Erath,16690,13507,20,22,Released as a precinct as first report of the night,97,17152,97%,97% reported,edison,2,unknown,,13085,,,13547,2706,335,102,0,10975,2225,237,70,0,2020-11-04T10:43:42Z,64.95506,R+65,Cornyn +65,republican,texas,2020-11-10T20:55:22.941881Z
48145,Falls,6039,3651,11,13,Released as a precinct as first report of the night,94,6415,94%,94% reported,edison,2,unknown,,3515,,,4157,1787,76,19,0,2361,1241,43,6,0,2020-11-04T20:56:56Z,39.24491,R+39,Cornyn +39,republican,texas,2020-11-10T20:55:22.941881Z
48147,Fannin,14711,10871,16,17,Released as a precinct as first report of the night,100,14223,>98%,>98% reported,edison,2,unknown,,8408,,,11816,2542,272,80,1,8635,2026,160,49,1,2020-11-04T10:43:44Z,63.04126,R+63,Cornyn +63,republican,texas,2020-11-10T20:55:22.941881Z
48149,Fayette,12844,9244,24,27,Released as a precinct as first report of the night,97,13195,97%,97% reported,edison,2,unknown,,7646,,,10047,2623,129,45,0,7148,1990,77,29,0,2020-11-04T10:43:45Z,57.80131,R+58,Cornyn +58,republican,texas,2020-11-10T20:55:22.941881Z
48151,Fisher,1804,1289,4,5,Released as a precinct as first report of the night,88,2042,88%,88% reported,edison,2,unknown,,1044,,,1418,351,28,7,0,1015,256,16,2,0,2020-11-04T10:43:46Z,59.14634,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48153,Floyd,1986,1631,5,7,Released as a precinct as first report of the night,81,2463,81%,81% reported,edison,2,unknown,,2191,,,1552,395,29,10,0,1302,308,16,5,0,2020-11-04T10:43:47Z,58.2578,R+58,Cornyn +58,republican,texas,2020-11-10T20:55:22.941881Z
48155,Foard,519,389,4,5,Released as a precinct as first report of the night,78,667,78%,78% reported,edison,2,unknown,,398,,,404,107,7,1,0,304,79,5,1,0,2020-11-04T10:43:49Z,57.22543,R+57,Cornyn +57,republican,texas,2020-11-10T20:55:22.941881Z
48157,Fort Bend,347176,318995,160,160,Released as a precinct as first report of the night,100,340686,>98%,>98% reported,edison,2,unknown,,267057,,,160841,178664,5350,2109,212,147461,165270,4490,1774,0,2020-11-04T23:45:51Z,5.13371,D+5,Hegar +5,democrat,texas,2020-11-10T20:55:22.941881Z
48159,Franklin,4934,3890,8,9,Released as a precinct as first report of the night,91,5407,91%,91% reported,edison,2,unknown,,3878,,,4106,752,63,12,1,3211,628,44,7,0,2020-11-04T10:43:51Z,67.9773,R+68,Cornyn +68,republican,texas,2020-11-10T20:55:22.941881Z
48161,Freestone,8529,6432,14,16,Released as a precinct as first report of the night,94,9074,94%,94% reported,edison,2,unknown,,7301,,,6812,1549,114,50,4,5096,1233,70,32,1,2020-11-04T10:43:52Z,61.70712,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48163,Frio,4907,3478,9,10,Released as a precinct as first report of the night,86,5720,86%,86% reported,edison,2,some,,2129,,,2479,2279,71,78,0,1667,1722,45,44,0,2020-11-04T10:43:52Z,4.07581,R+4,Cornyn +4,republican,texas,2020-11-10T20:55:22.941881Z
48165,Gaines,5726,5017,9,9,Released as a precinct as first report of the night,100,5456,>98%,>98% reported,edison,2,unknown,,3944,,,5087,545,76,18,0,4502,446,55,14,0,2020-11-04T10:43:53Z,79.32239,R+79,Cornyn +79,republican,texas,2020-11-10T20:55:22.941881Z
48167,Galveston,152187,138502,89,93,Released as a precinct as first report of the night,100,151732,>98%,>98% reported,edison,2,unknown,,137290,,,93700,54545,2980,962,0,85353,49947,2423,779,0,2020-11-04T10:43:54Z,25.72822,R+26,Cornyn +26,republican,texas,2020-11-10T20:55:22.941881Z
48169,Garza,1615,1215,6,7,Released as a precinct as first report of the night,88,1842,88%,88% reported,edison,2,unknown,,1568,,,1372,225,11,7,0,1043,164,4,4,0,2020-11-04T10:43:56Z,71.02167,R+71,Cornyn +71,republican,texas,2020-11-10T20:55:22.941881Z
48171,Gillespie,15747,12619,13,14,Released as a precinct as first report of the night,94,16761,94%,94% reported,edison,2,unknown,,13119,,,12522,2985,200,39,1,9810,2645,138,25,1,2020-11-04T10:43:57Z,60.56392,R+61,Cornyn +61,republican,texas,2020-11-10T20:55:22.941881Z
48173,Glasscock,646,485,4,5,Released as a precinct as first report of the night,82,785,82%,82% reported,edison,2,unknown,,495,,,603,35,5,3,0,453,27,4,1,0,2020-11-04T10:43:59Z,87.9257,R+88,Cornyn +88,republican,texas,2020-11-10T20:55:22.941881Z
48175,Goliad,3899,2848,8,10,Released as a precinct as first report of the night,89,4378,89%,89% reported,edison,2,unknown,,3358,,,2995,835,43,14,12,2164,646,25,5,8,2020-11-04T10:43:59Z,55.39882,R+55,Cornyn +55,republican,texas,2020-11-10T20:55:22.941881Z
48177,Gonzales,7421,5938,14,16,Released as a precinct as first report of the night,99,7480,>98%,>98% reported,edison,2,unknown,,5788,,,5556,1734,89,41,1,4454,1401,55,27,1,2020-11-04T10:44:00Z,51.50249,R+52,Cornyn +52,republican,texas,2020-11-10T20:55:22.941881Z
48179,Gray,7651,5688,6,8,Released as a precinct as first report of the night,87,8745,87%,87% reported,edison,2,unknown,,7277,,,6678,765,166,42,0,4974,579,103,32,0,2020-11-04T10:44:01Z,77.28402,R+77,Cornyn +77,republican,texas,2020-11-10T20:55:22.941881Z
48181,Grayson,58302,49919,35,37,Released as a precinct as first report of the night,100,55994,>98%,>98% reported,edison,2,unknown,,43337,,,43350,13668,996,288,0,37103,11859,749,208,0,2020-11-04T10:44:02Z,50.91077,R+51,Cornyn +51,republican,texas,2020-11-10T20:55:22.941881Z
48183,Gregg,47205,42272,19,22,Released as a precinct as first report of the night,96,49302,96%,96% reported,edison,4,all,,51605,,,32326,13890,784,204,1,29078,12412,615,166,1,2020-11-04T10:44:02Z,39.05518,R+39,Cornyn +39,republican,texas,2020-11-10T20:55:22.941881Z
48185,Grimes,12259,9412,15,15,Released as a precinct as first report of the night,100,11258,>98%,>98% reported,edison,2,unknown,,7009,,,9325,2675,199,60,0,7101,2145,125,41,0,2020-11-04T10:44:04Z,54.24586,R+54,Cornyn +54,republican,texas,2020-11-10T20:55:22.941881Z
48187,Guadalupe,76753,67556,72,72,Released as a precinct as first report of the night,100,71385,>98%,>98% reported,edison,2,some,,55597,,,48176,26615,1531,428,3,42067,23963,1190,334,2,2020-11-04T10:44:06Z,28.09141,R+28,Cornyn +28,republican,texas,2020-11-10T20:55:22.941881Z
48189,Hale,9352,7351,25,31,Released as a precinct as first report of the night,89,10460,89%,89% reported,edison,2,unknown,,8534,,,6983,2149,154,66,0,5619,1592,104,36,0,2020-11-04T10:44:07Z,51.68948,R+52,Cornyn +52,republican,texas,2020-11-10T20:55:22.941881Z
48191,Hall,1137,793,4,5,Released as a precinct as first report of the night,87,1308,87%,87% reported,edison,2,unknown,,871,,,964,156,7,10,0,670,113,5,5,0,2020-11-04T10:44:08Z,71.0642,R+71,Cornyn +71,republican,texas,2020-11-10T20:55:22.941881Z
48193,Hamilton,4274,3246,11,12,Released as a precinct as first report of the night,100,4275,>98%,>98% reported,edison,2,unknown,,3191,,,3572,593,63,45,1,2684,474,45,42,1,2020-11-04T10:44:09Z,69.70051,R+70,Cornyn +70,republican,texas,2020-11-10T20:55:22.941881Z
