fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_sullivand,results_grossa,results_howej,results_write_ins,results_absentee_sullivand,results_absentee_grossa,results_absentee_howej,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
02919,ED 19,2683,537,3,6,Released as a separate subtotal as first report of the night,49,5511,49%,49% reported,edison,2,unknown,,4000,,,1201,1290,192,0,168,346,23,0,2020-11-04T10:43:58Z,3.31718,D+3,Gross +3,democrat,alaska,2020-11-10T20:54:15.377237Z
02902,ED 2,2336,631,1,4,Released as a separate subtotal as first report of the night,37,6316,37%,37% reported,edison,2,unknown,,4000,,,1462,755,119,0,333,281,17,0,2020-11-04T10:43:44Z,30.26541,R+30,Sullivan +30,republican,alaska,2020-11-10T20:54:15.377237Z
02920,ED 20,3045,1051,3,9,Released as a separate subtotal as first report of the night,37,8211,37%,37% reported,edison,2,unknown,,4000,,,1298,1631,116,0,342,687,22,0,2020-11-04T10:43:59Z,10.93596,D+11,Gross +11,democrat,alaska,2020-11-10T20:54:15.377237Z
02921,ED 21,3395,482,3,8,Released as a separate subtotal as first report of the night,34,9944,34%,34% reported,edison,2,unknown,,4000,,,1787,1472,136,0,117,362,3,0,2020-11-04T10:43:59Z,9.27835,R+9,Sullivan +9,republican,alaska,2020-11-10T20:54:15.377237Z
02922,ED 22,5026,1066,4,7,Released as a separate subtotal as first report of the night,52,9628,52%,52% reported,edison,2,unknown,,4000,,,3187,1660,179,0,516,531,19,0,2020-11-04T10:44:00Z,30.38201,R+30,Sullivan +30,republican,alaska,2020-11-10T20:54:15.377237Z
02923,ED 23,4224,925,4,8,Released as a separate subtotal as first report of the night,53,7963,53%,53% reported,edison,2,unknown,,4000,,,2435,1577,212,0,407,490,28,0,2020-11-04T10:44:01Z,20.3125,R+20,Sullivan +20,republican,alaska,2020-11-10T20:54:15.377237Z
02924,ED 24,5460,1350,4,7,Released as a separate subtotal as first report of the night,51,10684,51%,51% reported,edison,2,unknown,,4000,,,3631,1697,132,0,681,655,14,0,2020-11-04T10:44:01Z,35.42125,R+35,Sullivan +35,republican,alaska,2020-11-10T20:54:15.377237Z
02925,ED 25,4863,1159,4,7,Released as a separate subtotal as first report of the night,52,9346,52%,52% reported,edison,2,unknown,,4000,,,2917,1757,189,0,500,638,21,0,2020-11-04T10:44:01Z,23.85359,R+24,Sullivan +24,republican,alaska,2020-11-10T20:54:15.377237Z
02926,ED 26,5205,1316,4,8,Released as a separate subtotal as first report of the night,51,10241,51%,51% reported,edison,2,unknown,,4000,,,3499,1581,125,0,746,554,16,0,2020-11-04T10:44:02Z,36.84918,R+37,Sullivan +37,republican,alaska,2020-11-10T20:54:15.377237Z
02927,ED 27,4812,1090,4,8,Released as a separate subtotal as first report of the night,48,10100,48%,48% reported,edison,2,unknown,,4000,,,2855,1752,205,0,500,565,25,0,2020-11-04T10:44:02Z,22.92186,R+23,Sullivan +23,republican,alaska,2020-11-10T20:54:15.377237Z
02928,ED 28,5640,1576,4,9,Released as a separate subtotal as first report of the night,43,13141,43%,43% reported,edison,2,unknown,,4000,,,3472,2039,129,0,797,760,19,0,2020-11-04T10:44:03Z,25.4078,R+25,Sullivan +25,republican,alaska,2020-11-10T20:54:15.377237Z
02929,ED 29,1859,1,2,11,Released as a separate subtotal as first report of the night,17,10803,17%,17% reported,edison,2,unknown,,4000,,,1453,303,103,0,0,1,0,0,2020-11-04T10:44:04Z,61.86122,R+62,Sullivan +62,republican,alaska,2020-11-10T20:54:15.377237Z
02903,ED 3,4683,755,3,5,Released as a separate subtotal as first report of the night,53,8755,53%,53% reported,edison,2,unknown,,4000,,,3602,794,287,0,491,231,33,0,2020-11-04T10:43:45Z,59.96156,R+60,Sullivan +60,republican,alaska,2020-11-10T20:54:15.377237Z
02930,ED 30,1628,0,1,6,Released as a separate subtotal as first report of the night,16,10293,16%,16% reported,edison,2,unknown,,4000,,,1294,230,104,0,0,0,0,0,2020-11-04T10:44:05Z,65.35627,R+65,Sullivan +65,republican,alaska,2020-11-10T20:54:15.377237Z
02931,ED 31,2846,1,2,9,Released as a separate subtotal as first report of the night,24,11709,24%,24% reported,edison,2,unknown,,4000,,,2076,635,135,0,0,1,0,0,2020-11-04T10:44:06Z,50.63247,R+51,Sullivan +51,republican,alaska,2020-11-10T20:54:15.377237Z
02932,ED 32,705,0,1,14,Released as a separate subtotal as first report of the night,8,8593,8%,8% reported,edison,2,unknown,,4000,,,410,250,45,0,0,0,0,0,2020-11-04T10:44:07Z,22.69504,R+23,Sullivan +23,republican,alaska,2020-11-10T20:54:15.377237Z
02933,ED 33,4595,2057,4,11,Released as a separate subtotal as first report of the night,40,11424,40%,40% reported,edison,2,unknown,,4000,,,1635,2808,152,0,483,1543,31,0,2020-11-04T10:44:07Z,25.52775,D+26,Gross +26,democrat,alaska,2020-11-10T20:54:15.377237Z
02934,ED 34,5380,2917,3,7,Released as a separate subtotal as first report of the night,50,10846,50%,50% reported,edison,2,unknown,,4000,,,2724,2447,209,0,1199,1642,76,0,2020-11-04T10:44:08Z,5.1487,R+5,Sullivan +5,republican,alaska,2020-11-10T20:54:15.377237Z
02935,ED 35,1200,15,2,14,Released as a separate subtotal as first report of the night,12,10398,12%,12% reported,edison,2,unknown,,4000,,,694,382,124,0,9,5,1,0,2020-11-04T10:44:08Z,26,R+26,Sullivan +26,republican,alaska,2020-11-10T20:54:15.377237Z
02936,ED 36,4242,1,4,10,Released as a separate subtotal as first report of the night,45,9504,45%,45% reported,edison,2,unknown,,4000,,,2661,1324,257,0,0,1,0,0,2020-11-04T10:44:08Z,31.51815,R+32,Sullivan +32,republican,alaska,2020-11-10T20:54:15.377237Z
02937,ED 37,175,0,1,35,Released as a separate subtotal as first report of the night,3,5821,3%,3% reported,edison,2,unknown,,4000,,,94,67,14,0,0,0,0,0,2020-11-04T10:44:09Z,15.42857,R+15,Sullivan +15,republican,alaska,2020-11-10T20:54:15.377237Z
02938,ED 38,251,0,1,31,Released as a separate subtotal as first report of the night,4,5859,4%,4% reported,edison,2,unknown,,4000,,,70,139,42,0,0,0,0,0,2020-11-04T10:44:09Z,27.49004,D+27,Gross +27,democrat,alaska,2020-11-10T20:54:15.377237Z
02939,ED 39,1013,282,5,33,Released as a separate subtotal as first report of the night,16,6485,16%,16% reported,edison,2,unknown,,4000,,,430,488,95,0,106,162,14,0,2020-11-04T10:44:09Z,5.72557,D+6,Gross +6,democrat,alaska,2020-11-10T20:54:15.377237Z
02904,ED 4,4170,1771,3,7,Released as a separate subtotal as first report of the night,38,10949,38%,38% reported,edison,2,unknown,,4000,,,1773,2245,152,0,623,1110,38,0,2020-11-04T10:43:46Z,11.31894,D+11,Gross +11,democrat,alaska,2020-11-10T20:54:15.377237Z
02940,ED 40,91,0,1,23,Released as a separate subtotal as first report of the night,2,5302,2%,2% reported,edison,2,unknown,,4000,,,32,34,25,0,0,0,0,0,2020-11-04T10:44:10Z,2.1978,D+2,Gross +2,democrat,alaska,2020-11-10T20:54:15.377237Z
02905,ED 5,3843,1365,4,9,Released as a separate subtotal as first report of the night,42,9092,42%,42% reported,edison,2,unknown,,4000,,,2066,1620,157,0,526,820,19,0,2020-11-04T10:43:46Z,11.60552,R+12,Sullivan +12,republican,alaska,2020-11-10T20:54:15.377237Z
02906,ED 6,3848,4,13,33,Released as a separate subtotal as first report of the night,40,9729,40%,40% reported,edison,2,unknown,,4000,,,2660,941,247,0,1,3,0,0,2020-11-04T10:43:47Z,44.67256,R+45,Sullivan +45,republican,alaska,2020-11-10T20:54:15.377237Z
02907,ED 7,5358,2235,4,7,Released as a separate subtotal as first report of the night,56,9538,56%,56% reported,edison,2,unknown,,4000,,,4067,989,302,0,1640,510,85,0,2020-11-04T10:43:49Z,57.44681,R+57,Sullivan +57,republican,alaska,2020-11-10T20:54:15.377237Z
02908,ED 8,2864,1559,2,6,Released as a separate subtotal as first report of the night,31,9284,31%,31% reported,edison,2,unknown,,4000,,,2217,517,130,0,1131,373,55,0,2020-11-04T10:43:50Z,59.35754,R+59,Sullivan +59,republican,alaska,2020-11-10T20:54:15.377237Z
02909,ED 9,1900,4,2,11,Released as a separate subtotal as first report of the night,18,10297,18%,18% reported,edison,2,unknown,,4000,,,1377,405,118,0,2,2,0,0,2020-11-04T10:43:51Z,51.15789,R+51,Sullivan +51,republican,alaska,2020-11-10T20:54:15.377237Z
