fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_smitht,results_lewisj,results_oconnork,results_steinbergo,results_absentee_smitht,results_absentee_lewisj,results_absentee_oconnork,results_absentee_steinbergo,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
27021,Cass,18084,0,71,73,Merged into voters' home precincts and released with cumulative results,100,17708,>98%,>98% reported,edison,2,unknown,,4911,,,5910,10875,966,333,0,0,0,0,2020-11-06T19:28:37Z,27.45521,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27023,Chippewa,6524,0,23,25,Merged into voters' home precincts and released with cumulative results,100,6175,>98%,>98% reported,edison,2,some,,1308,,,2269,3807,358,90,0,0,0,0,2020-11-06T17:58:36Z,23.57449,R+24,Lewis +24,republican,minnesota,2020-11-10T20:54:48.876902Z
27025,Chisago,33744,0,22,23,Merged into voters' home precincts and released with cumulative results,100,33288,>98%,>98% reported,edison,2,some,,5696,,,11014,19699,2340,691,0,0,0,0,2020-11-10T17:38:43Z,25.73791,R+26,Lewis +26,republican,minnesota,2020-11-10T20:54:48.876902Z
27027,Clay,31508,0,54,58,Merged into voters' home precincts and released with cumulative results,92,34102,92%,92% reported,edison,2,unknown,,6609,,,15136,13308,2348,716,0,0,0,0,2020-11-09T22:28:36Z,5.8017,D+6,Smith +6,democrat,minnesota,2020-11-10T20:54:48.876902Z
27029,Clearwater,4610,0,27,29,Merged into voters' home precincts and released with cumulative results,100,4556,>98%,>98% reported,edison,4,unknown,,869,,,1222,3077,242,69,0,0,0,0,2020-11-04T10:43:55Z,40.23861,R+40,Lewis +40,republican,minnesota,2020-11-10T20:54:48.876902Z
27031,Cook,3708,0,12,13,Merged into voters' home precincts and released with cumulative results,100,3644,>98%,>98% reported,edison,2,some,,1133,,,2342,1161,132,73,0,0,0,0,2020-11-04T10:43:57Z,31.85005,D+32,Smith +32,democrat,minnesota,2020-11-10T20:54:48.876902Z
27033,Cottonwood,5989,0,26,29,Merged into voters' home precincts and released with cumulative results,93,6440,93%,93% reported,edison,2,unknown,,1245,,,1792,3792,320,85,0,0,0,0,2020-11-06T19:08:36Z,33.39456,R+33,Lewis +33,republican,minnesota,2020-11-10T20:54:48.876902Z
27035,Crow Wing,39562,0,58,62,Merged into voters' home precincts and released with cumulative results,100,39471,>98%,>98% reported,edison,4,none,,10353,,,12964,23792,2032,774,0,0,0,0,2020-11-10T16:48:44Z,27.3697,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27037,Dakota,256881,0,135,141,Merged into voters' home precincts and released with cumulative results,96,268470,96%,96% reported,edison,2,unknown,,57003,,,130863,106637,15248,4133,0,0,0,0,2020-11-10T01:48:51Z,9.43083,D+9,Smith +9,democrat,minnesota,2020-11-10T20:54:48.876902Z
27039,Dodge,12721,0,22,22,Merged into voters' home precincts and released with cumulative results,100,11733,>98%,>98% reported,edison,4,unknown,,1812,,,4649,7019,805,248,0,0,0,0,2020-11-09T21:36:09Z,18.63061,R+19,Lewis +19,republican,minnesota,2020-11-10T20:54:48.876902Z
27041,Douglas,23754,0,34,37,Merged into voters' home precincts and released with cumulative results,94,25271,94%,94% reported,edison,2,unknown,,5981,,,7613,14767,1054,320,0,0,0,0,2020-11-05T03:58:46Z,30.11703,R+30,Lewis +30,republican,minnesota,2020-11-10T20:54:48.876902Z
27043,Faribault,7747,0,29,33,Merged into voters' home precincts and released with cumulative results,100,7630,>98%,>98% reported,edison,2,unknown,,1508,,,2531,4624,444,148,0,0,0,0,2020-11-10T15:58:44Z,27.01691,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27045,Fillmore,11966,0,34,37,Merged into voters' home precincts and released with cumulative results,98,12174,98%,98% reported,edison,4,some,,1887,,,4696,6440,625,205,0,0,0,0,2020-11-09T21:18:36Z,14.57463,R+15,Lewis +15,republican,minnesota,2020-11-10T20:54:48.876902Z
27047,Freeborn,16523,0,36,41,Merged into voters' home precincts and released with cumulative results,100,16517,>98%,>98% reported,edison,4,unknown,,3864,,,6795,8358,1057,313,0,0,0,0,2020-11-05T21:08:37Z,9.45954,R+9,Lewis +9,republican,minnesota,2020-11-10T20:54:48.876902Z
27049,Goodhue,28332,0,38,40,Merged into voters' home precincts and released with cumulative results,95,29832,95%,95% reported,edison,2,unknown,,5379,,,11186,15171,1486,489,0,0,0,0,2020-11-09T17:28:37Z,14.06537,R+14,Lewis +14,republican,minnesota,2020-11-10T20:54:48.876902Z
27051,Grant,3595,0,21,23,Merged into voters' home precincts and released with cumulative results,96,3728,96%,96% reported,edison,2,unknown,,855,,,1349,2044,163,39,0,0,0,0,2020-11-09T21:48:36Z,19.33241,R+19,Lewis +19,republican,minnesota,2020-11-10T20:54:48.876902Z
27053,Hennepin,740961,0,399,425,Merged into voters' home precincts and released with cumulative results,94,788773,94%,94% reported,edison,2,unknown,,179553,,,477932,209655,41255,12119,0,0,0,0,2020-11-05T21:28:36Z,36.20663,D+36,Smith +36,democrat,minnesota,2020-11-10T20:54:48.876902Z
27055,Houston,11197,0,25,27,Merged into voters' home precincts and released with cumulative results,96,11678,96%,96% reported,edison,4,some,,1965,,,4477,5777,700,243,0,0,0,0,2020-11-06T23:48:36Z,11.61025,R+12,Lewis +12,republican,minnesota,2020-11-10T20:54:48.876902Z
27057,Hubbard,12798,0,36,38,Merged into voters' home precincts and released with cumulative results,96,13346,96%,96% reported,edison,2,unknown,,3437,,,4281,7713,572,232,0,0,0,0,2020-11-06T22:18:37Z,26.81669,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27059,Isanti,23806,0,18,19,Merged into voters' home precincts and released with cumulative results,100,20857,>98%,>98% reported,edison,2,unknown,,3609,,,6752,14775,1671,608,0,0,0,0,2020-11-07T00:28:36Z,33.70159,R+34,Lewis +34,republican,minnesota,2020-11-10T20:54:48.876902Z
27061,Itasca,26213,0,72,76,Merged into voters' home precincts and released with cumulative results,100,25925,>98%,>98% reported,edison,6,all,,5760,,,10460,13943,1352,458,0,0,0,0,2020-11-04T10:44:02Z,13.2873,R+13,Lewis +13,republican,minnesota,2020-11-10T20:54:48.876902Z
27063,Jackson,5702,0,25,28,Merged into voters' home precincts and released with cumulative results,94,6039,94%,94% reported,edison,2,unknown,,917,,,1743,3521,323,115,0,0,0,0,2020-11-04T10:44:03Z,31.18204,R+31,Lewis +31,republican,minnesota,2020-11-10T20:54:48.876902Z
27065,Kanabec,9025,0,19,20,Merged into voters' home precincts and released with cumulative results,100,8115,>98%,>98% reported,edison,4,some,,1575,,,2610,5654,576,185,0,0,0,0,2020-11-04T10:44:04Z,33.72853,R+34,Lewis +34,republican,minnesota,2020-11-10T20:54:48.876902Z
27067,Kandiyohi,22956,0,44,48,Merged into voters' home precincts and released with cumulative results,96,23977,96%,96% reported,edison,2,unknown,,5181,,,8112,13385,1148,311,0,0,0,0,2020-11-04T10:44:04Z,22.97003,R+23,Lewis +23,republican,minnesota,2020-11-10T20:54:48.876902Z
27069,Kittson,2596,0,37,39,Merged into voters' home precincts and released with cumulative results,99,2627,>98%,>98% reported,edison,6,all,,501,,,1116,1350,98,32,0,0,0,0,2020-11-05T21:08:37Z,9.01387,R+9,Lewis +9,republican,minnesota,2020-11-10T20:54:48.876902Z
27071,Koochiching,6745,0,20,22,Merged into voters' home precincts and released with cumulative results,100,6383,>98%,>98% reported,edison,4,all,,2004,,,2637,3629,365,114,0,0,0,0,2020-11-10T15:58:44Z,14.70719,R+15,Lewis +15,republican,minnesota,2020-11-10T20:54:48.876902Z
27073,Lac Qui Parle,3983,0,26,29,Merged into voters' home precincts and released with cumulative results,93,4266,93%,93% reported,edison,4,some,,840,,,1478,2314,139,52,0,0,0,0,2020-11-06T20:08:38Z,20.9892,R+21,Lewis +21,republican,minnesota,2020-11-10T20:54:48.876902Z
27075,Lake,7131,0,18,19,Merged into voters' home precincts and released with cumulative results,90,7885,90%,90% reported,edison,2,unknown,,1565,,,3502,3153,332,144,0,0,0,0,2020-11-04T10:43:28Z,4.89412,D+5,Smith +5,democrat,minnesota,2020-11-10T20:54:48.876902Z
27077,Lake of the Woods,2353,0,15,17,Merged into voters' home precincts and released with cumulative results,98,2407,98%,98% reported,edison,2,unknown,,281,,,650,1545,121,37,0,0,0,0,2020-11-06T22:48:36Z,38.03655,R+38,Lewis +38,republican,minnesota,2020-11-10T20:54:48.876902Z
27079,Le Sueur,16490,0,25,26,Merged into voters' home precincts and released with cumulative results,100,16486,>98%,>98% reported,edison,2,unknown,,2535,,,5400,9824,969,297,0,0,0,0,2020-11-06T19:28:36Z,26.82838,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27081,Lincoln,3079,0,18,20,Merged into voters' home precincts and released with cumulative results,92,3343,92%,92% reported,edison,4,some,,612,,,911,1936,183,49,0,0,0,0,2020-11-10T20:38:44Z,33.29003,R+33,Lewis +33,republican,minnesota,2020-11-10T20:54:48.876902Z
27083,Lyon,12724,0,30,33,Merged into voters' home precincts and released with cumulative results,99,12877,>98%,>98% reported,edison,6,all,,2415,,,4461,7401,667,195,0,0,0,0,2020-11-06T21:48:37Z,23.10594,R+23,Lewis +23,republican,minnesota,2020-11-10T20:54:48.876902Z
27087,Mahnomen,2263,0,18,19,Merged into voters' home precincts and released with cumulative results,98,2302,98%,98% reported,edison,6,unknown,,452,,,1039,1007,169,48,0,0,0,0,2020-11-10T19:58:44Z,1.41405,D+1.4,Smith +1.4,democrat,minnesota,2020-11-10T20:54:48.876902Z
27089,Marshall,4998,0,54,60,Merged into voters' home precincts and released with cumulative results,97,5171,97%,97% reported,edison,2,unknown,,869,,,1489,3251,198,60,0,0,0,0,2020-11-04T10:43:32Z,35.2541,R+35,Lewis +35,republican,minnesota,2020-11-10T20:54:48.876902Z
27091,Martin,10863,5202,33,37,Merged into voters' home precincts and released with cumulative results,100,10844,>98%,>98% reported,edison,4,some,,2561,,,3348,6703,613,199,2156,2786,191,69,2020-11-04T10:43:33Z,30.88465,R+31,Lewis +31,republican,minnesota,2020-11-10T20:54:48.876902Z
27085,McLeod,20597,0,26,28,Merged into voters' home precincts and released with cumulative results,100,18664,>98%,>98% reported,edison,2,unknown,,3348,,,6113,12870,1221,393,0,0,0,0,2020-11-04T10:58:46Z,32.80575,R+33,Lewis +33,republican,minnesota,2020-11-10T20:54:48.876902Z
27093,Meeker,13347,0,28,30,Merged into voters' home precincts and released with cumulative results,100,12189,>98%,>98% reported,edison,2,some,,2115,,,3888,8575,663,221,0,0,0,0,2020-11-10T18:18:44Z,35.11651,R+35,Lewis +35,republican,minnesota,2020-11-10T20:54:48.876902Z
27095,Mille Lacs,14321,0,23,25,Merged into voters' home precincts and released with cumulative results,100,462,>98%,>98% reported,edison,6,none,,2361,,,4119,8844,1024,334,0,0,0,0,2020-11-05T23:08:36Z,32.99351,R+33,Lewis +33,republican,minnesota,2020-11-10T20:54:48.876902Z
27097,Morrison,19136,0,45,48,Merged into voters' home precincts and released with cumulative results,100,17480,>98%,>98% reported,edison,2,unknown,,3279,,,4452,13365,1012,307,0,0,0,0,2020-11-10T19:08:44Z,46.57713,R+47,Lewis +47,republican,minnesota,2020-11-10T20:54:48.876902Z
27099,Mower,18845,0,36,40,Merged into voters' home precincts and released with cumulative results,93,20341,93%,93% reported,edison,2,unknown,,3704,,,8473,8610,1378,384,0,0,0,0,2020-11-06T00:58:36Z,0.72698,R+0.73,Lewis +0.73,republican,minnesota,2020-11-10T20:54:48.876902Z
27101,Murray,4800,0,26,29,Merged into voters' home precincts and released with cumulative results,94,5103,94%,94% reported,edison,2,unknown,,1152,,,1448,3080,220,52,0,0,0,0,2020-11-04T10:43:36Z,34,R+34,Lewis +34,republican,minnesota,2020-11-10T20:54:48.876902Z
27103,Nicollet,18863,0,25,28,Merged into voters' home precincts and released with cumulative results,89,21211,89%,89% reported,edison,4,some,,3144,,,8992,8397,1062,412,0,0,0,0,2020-11-09T17:58:37Z,3.15432,D+3,Smith +3,democrat,minnesota,2020-11-10T20:54:48.876902Z
27105,Nobles,8440,0,34,40,Merged into voters' home precincts and released with cumulative results,97,8708,97%,97% reported,edison,6,all,,2156,,,2776,4959,543,162,0,0,0,0,2020-11-10T20:08:44Z,25.86493,R+26,Lewis +26,republican,minnesota,2020-11-10T20:54:48.876902Z
27107,Norman,3356,0,29,33,Merged into voters' home precincts and released with cumulative results,96,3500,96%,96% reported,edison,2,unknown,,633,,,1497,1618,193,48,0,0,0,0,2020-11-06T22:28:37Z,3.60548,R+4,Lewis +4,republican,minnesota,2020-11-10T20:54:48.876902Z
27109,Olmsted,88849,0,80,84,Merged into voters' home precincts and released with cumulative results,96,92950,96%,96% reported,edison,4,unknown,,20940,,,45542,36972,4731,1604,0,0,0,0,2020-11-10T20:28:47Z,9.64558,D+10,Smith +10,democrat,minnesota,2020-11-10T20:54:48.876902Z
27111,Otter Tail,35766,0,87,92,Merged into voters' home precincts and released with cumulative results,95,37700,95%,95% reported,edison,2,unknown,,8657,,,11713,21730,1813,510,0,0,0,0,2020-11-06T18:38:43Z,28.00705,R+28,Lewis +28,republican,minnesota,2020-11-10T20:54:48.876902Z
27113,Pennington,7187,0,29,31,Merged into voters' home precincts and released with cumulative results,100,6664,>98%,>98% reported,edison,4,some,,1380,,,2570,3918,566,133,0,0,0,0,2020-11-09T22:17:34Z,18.75609,R+19,Lewis +19,republican,minnesota,2020-11-10T20:54:48.876902Z
27115,Pine,15711,0,47,48,Merged into voters' home precincts and released with cumulative results,100,13799,>98%,>98% reported,edison,2,unknown,,2577,,,5055,9341,1005,310,0,0,0,0,2020-11-10T19:18:44Z,27.28025,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27117,Pipestone,4859,0,19,22,Merged into voters' home precincts and released with cumulative results,99,4930,>98%,>98% reported,edison,6,all,,984,,,1200,3324,264,71,0,0,0,0,2020-11-05T21:48:36Z,43.7127,R+44,Lewis +44,republican,minnesota,2020-11-10T20:54:48.876902Z
27119,Polk,15277,10557,73,82,Merged into voters' home precincts and released with cumulative results,94,16294,94%,94% reported,edison,4,some,,2832,,,5573,8553,915,236,4410,5551,461,135,2020-11-04T10:43:41Z,19.50645,R+20,Lewis +20,republican,minnesota,2020-11-10T20:54:48.876902Z
27121,Pope,6892,0,29,31,Merged into voters' home precincts and released with cumulative results,99,6959,>98%,>98% reported,edison,2,unknown,,1689,,,2390,4135,290,77,0,0,0,0,2020-11-10T18:48:44Z,25.31921,R+25,Lewis +25,republican,minnesota,2020-11-10T20:54:48.876902Z
27123,Ramsey,287365,0,153,169,Merged into voters' home precincts and released with cumulative results,89,322228,89%,89% reported,edison,2,unknown,,61280,,,188574,73585,19058,6148,0,0,0,0,2020-11-09T23:18:37Z,40.01496,D+40,Smith +40,democrat,minnesota,2020-11-10T20:54:48.876902Z
27125,Red Lake,2138,0,21,21,Merged into voters' home precincts and released with cumulative results,100,2022,>98%,>98% reported,edison,6,unknown,,365,,,769,1222,114,33,0,0,0,0,2020-11-10T05:28:36Z,21.18803,R+21,Lewis +21,republican,minnesota,2020-11-10T20:54:48.876902Z
27127,Redwood,8187,0,40,43,Merged into voters' home precincts and released with cumulative results,99,8274,>98%,>98% reported,edison,6,some,,1556,,,2298,5419,355,115,0,0,0,0,2020-11-04T10:43:43Z,38.12141,R+38,Lewis +38,republican,minnesota,2020-11-10T20:54:48.876902Z
27129,Renville,7939,0,34,38,Merged into voters' home precincts and released with cumulative results,98,8115,98%,98% reported,edison,6,unknown,,1440,,,2499,4928,390,122,0,0,0,0,2020-11-04T10:43:44Z,30.59579,R+31,Lewis +31,republican,minnesota,2020-11-10T20:54:48.876902Z
27131,Rice,35007,0,29,31,Merged into voters' home precincts and released with cumulative results,93,37634,93%,93% reported,edison,4,unknown,,6332,,,16185,15987,2133,702,0,0,0,0,2020-11-04T10:43:44Z,0.5656,D+0.57,Smith +0.57,democrat,minnesota,2020-11-10T20:54:48.876902Z
27133,Rock,5139,0,22,24,Merged into voters' home precincts and released with cumulative results,100,5134,>98%,>98% reported,edison,6,all,,1205,,,1461,3286,294,98,0,0,0,0,2020-11-10T01:44:13Z,35.51275,R+36,Lewis +36,republican,minnesota,2020-11-10T20:54:48.876902Z
27135,Roseau,8290,0,40,44,Merged into voters' home precincts and released with cumulative results,100,7745,>98%,>98% reported,edison,2,unknown,,1517,,,2315,5484,396,95,0,0,0,0,2020-11-04T10:43:45Z,38.22678,R+38,Lewis +38,republican,minnesota,2020-11-10T20:54:48.876902Z
27139,Scott,86458,0,47,47,Merged into voters' home precincts and released with cumulative results,99,87034,>98%,>98% reported,edison,2,unknown,,13020,,,35757,44214,5218,1269,0,0,0,0,2020-11-10T19:28:45Z,9.78163,R+10,Lewis +10,republican,minnesota,2020-11-10T20:54:48.876902Z
27141,Sherburne,54406,0,33,35,Merged into voters' home precincts and released with cumulative results,97,56008,97%,97% reported,edison,2,unknown,,9408,,,16585,33146,3701,974,0,0,0,0,2020-11-09T22:08:37Z,30.43966,R+30,Lewis +30,republican,minnesota,2020-11-10T20:54:48.876902Z
27143,Sibley,8298,0,23,25,Merged into voters' home precincts and released with cumulative results,100,7726,>98%,>98% reported,edison,4,all,,1125,,,2368,5392,426,112,0,0,0,0,2020-11-06T19:38:36Z,36.44252,R+36,Lewis +36,republican,minnesota,2020-11-10T20:54:48.876902Z
27137,St. Louis,117412,0,154,172,Merged into voters' home precincts and released with cumulative results,88,133513,88%,88% reported,edison,4,some,,20931,,,63163,45234,6557,2458,0,0,0,0,2020-11-06T16:28:38Z,15.27016,D+15,Smith +15,democrat,minnesota,2020-11-10T20:54:48.876902Z
27145,Stearns,83340,0,88,98,Merged into voters' home precincts and released with cumulative results,90,92327,90%,90% reported,edison,2,unknown,,12584,,,29932,47081,4842,1485,0,0,0,0,2020-11-10T19:28:45Z,20.57715,R+21,Lewis +21,republican,minnesota,2020-11-10T20:54:48.876902Z
27147,Steele,20588,0,24,26,Merged into voters' home precincts and released with cumulative results,93,22248,93%,93% reported,edison,4,some,,3939,,,7413,11358,1382,435,0,0,0,0,2020-11-09T17:58:37Z,19.16165,R+19,Lewis +19,republican,minnesota,2020-11-10T20:54:48.876902Z
27149,Stevens,5020,0,21,26,Merged into voters' home precincts and released with cumulative results,99,5060,>98%,>98% reported,edison,6,some,,1073,,,1906,2848,199,67,0,0,0,0,2020-11-09T22:04:39Z,18.76494,R+19,Lewis +19,republican,minnesota,2020-11-10T20:54:48.876902Z
27151,Swift,5146,0,27,30,Merged into voters' home precincts and released with cumulative results,100,5048,>98%,>98% reported,edison,2,unknown,,825,,,1837,3020,226,63,0,0,0,0,2020-11-04T10:43:50Z,22.98873,R+23,Lewis +23,republican,minnesota,2020-11-10T20:54:48.876902Z
27153,Todd,13051,0,38,40,Merged into voters' home precincts and released with cumulative results,100,11902,>98%,>98% reported,edison,2,unknown,,2151,,,3354,8842,650,205,0,0,0,0,2020-11-06T17:18:37Z,42.05042,R+42,Lewis +42,republican,minnesota,2020-11-10T20:54:48.876902Z
27155,Traverse,1826,0,17,20,Merged into voters' home precincts and released with cumulative results,92,1977,92%,92% reported,edison,2,unknown,,405,,,656,1045,98,27,0,0,0,0,2020-11-09T22:08:37Z,21.3034,R+21,Lewis +21,republican,minnesota,2020-11-10T20:54:48.876902Z
27157,Wabasha,12881,0,31,33,Merged into voters' home precincts and released with cumulative results,99,13030,>98%,>98% reported,edison,2,unknown,,1953,,,4513,7535,643,190,0,0,0,0,2020-11-10T16:58:45Z,23.46091,R+23,Lewis +23,republican,minnesota,2020-11-10T20:54:48.876902Z
27159,Wadena,7574,0,24,25,Merged into voters' home precincts and released with cumulative results,100,6881,>98%,>98% reported,edison,2,unknown,,1605,,,1977,5041,419,137,0,0,0,0,2020-11-10T18:28:43Z,40.45419,R+40,Lewis +40,republican,minnesota,2020-11-10T20:54:48.876902Z
27161,Waseca,10209,0,20,22,Merged into voters' home precincts and released with cumulative results,98,10383,98%,98% reported,edison,6,none,,1668,,,3365,6043,629,172,0,0,0,0,2020-11-06T21:08:37Z,26.23176,R+26,Lewis +26,republican,minnesota,2020-11-10T20:54:48.876902Z
27163,Washington,163440,0,81,83,Merged into voters' home precincts and released with cumulative results,98,167313,98%,98% reported,edison,2,some,,35973,,,80478,71906,8381,2675,0,0,0,0,2020-11-10T19:38:48Z,5.24474,D+5,Smith +5,democrat,minnesota,2020-11-10T20:54:48.876902Z
27165,Watonwan,5091,0,18,21,Merged into voters' home precincts and released with cumulative results,100,5076,>98%,>98% reported,edison,2,unknown,,905,,,1960,2752,298,81,0,0,0,0,2020-11-06T21:28:37Z,15.55687,R+16,Lewis +16,republican,minnesota,2020-11-10T20:54:48.876902Z
27167,Wilkin,3363,0,28,32,Merged into voters' home precincts and released with cumulative results,95,3544,95%,95% reported,edison,4,some,,645,,,1096,1993,203,71,0,0,0,0,2020-11-04T10:43:53Z,26.67261,R+27,Lewis +27,republican,minnesota,2020-11-10T20:54:48.876902Z
27169,Winona,26370,0,42,49,Merged into voters' home precincts and released with cumulative results,84,31439,84%,84% reported,edison,2,unknown,,4157,,,12002,11961,1813,594,0,0,0,0,2020-11-10T01:08:37Z,0.15548,D+0.16,Smith +0.16,democrat,minnesota,2020-11-10T20:54:48.876902Z
27171,Wright,84619,0,45,45,Merged into voters' home precincts and released with cumulative results,100,80757,>98%,>98% reported,edison,2,unknown,,13556,,,28141,49659,5227,1592,0,0,0,0,2020-11-06T15:41:50Z,25.42928,R+25,Lewis +25,republican,minnesota,2020-11-10T20:54:48.876902Z
27173,Yellow Medicine,5451,0,27,30,Merged into voters' home precincts and released with cumulative results,100,5356,>98%,>98% reported,edison,2,all,,980,,,1679,3437,270,65,0,0,0,0,2020-11-10T16:58:45Z,32.25096,R+32,Lewis +32,republican,minnesota,2020-11-10T20:54:48.876902Z
