fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_smitht,results_lewisj,results_oconnork,results_steinbergo,results_absentee_smitht,results_absentee_lewisj,results_absentee_oconnork,results_absentee_steinbergo,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
27021,Cass,18089,0,71,73,Merged into voters' home precincts and released with cumulative results,100,17708,>98%,>98% reported,edison,2,unknown,,4911,,,5913,10877,966,333,0,0,0,0,2020-11-24T13:23:14Z,27.44209,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27023,Chippewa,6525,0,23,25,Merged into voters' home precincts and released with cumulative results,100,6175,>98%,>98% reported,edison,2,some,,1308,,,2270,3807,358,90,0,0,0,0,2020-11-24T18:40:52Z,23.55556,R+24,Lewis +24,republican,minnesota,2020-11-25T00:47:16.471499Z
27025,Chisago,33746,0,22,23,Merged into voters' home precincts and released with cumulative results,100,33288,>98%,>98% reported,edison,2,some,,5696,,,11014,19700,2340,692,0,0,0,0,2020-11-24T18:40:52Z,25.73935,R+26,Lewis +26,republican,minnesota,2020-11-25T00:47:16.471499Z
27027,Clay,31508,0,54,58,Merged into voters' home precincts and released with cumulative results,92,34102,92%,92% reported,edison,2,unknown,,6609,,,15136,13308,2348,716,0,0,0,0,2020-11-24T13:21:48Z,5.8017,D+6,Smith +6,democrat,minnesota,2020-11-25T00:47:16.471499Z
27029,Clearwater,4613,0,27,29,Merged into voters' home precincts and released with cumulative results,100,4556,>98%,>98% reported,edison,4,some,,869,,,1224,3078,242,69,0,0,0,0,2020-11-24T13:21:49Z,40.19077,R+40,Lewis +40,republican,minnesota,2020-11-25T00:47:16.471499Z
27031,Cook,3712,0,12,13,Merged into voters' home precincts and released with cumulative results,100,3644,>98%,>98% reported,edison,2,some,,1133,,,2344,1162,133,73,0,0,0,0,2020-11-24T13:21:51Z,31.84267,D+32,Smith +32,democrat,minnesota,2020-11-25T00:47:16.471499Z
27033,Cottonwood,5989,0,26,29,Merged into voters' home precincts and released with cumulative results,93,6440,93%,93% reported,edison,2,unknown,,1245,,,1792,3792,320,85,0,0,0,0,2020-11-24T13:21:52Z,33.39456,R+33,Lewis +33,republican,minnesota,2020-11-25T00:47:16.471499Z
27035,Crow Wing,39562,0,59,62,Merged into voters' home precincts and released with cumulative results,100,39471,>98%,>98% reported,edison,4,none,,10353,,,12964,23792,2032,774,0,0,0,0,2020-11-24T13:21:53Z,27.3697,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27037,Dakota,257991,0,135,141,Merged into voters' home precincts and released with cumulative results,96,268470,96%,96% reported,edison,2,unknown,,57003,,,131394,107117,15318,4162,0,0,0,0,2020-11-24T18:40:49Z,9.41002,D+9,Smith +9,democrat,minnesota,2020-11-25T00:47:16.471499Z
27039,Dodge,11991,0,22,22,Merged into voters' home precincts and released with cumulative results,100,11733,>98%,>98% reported,edison,4,unknown,,1812,,,4013,6924,806,248,0,0,0,0,2020-11-24T13:21:54Z,24.27654,R+24,Lewis +24,republican,minnesota,2020-11-25T00:47:16.471499Z
27041,Douglas,23768,0,35,37,Merged into voters' home precincts and released with cumulative results,94,25271,94%,94% reported,edison,2,unknown,,5981,,,7617,14775,1055,321,0,0,0,0,2020-11-24T18:40:49Z,30.11612,R+30,Lewis +30,republican,minnesota,2020-11-25T00:47:16.471499Z
27043,Faribault,7747,0,30,33,Merged into voters' home precincts and released with cumulative results,100,7630,>98%,>98% reported,edison,2,unknown,,1508,,,2531,4624,444,148,0,0,0,0,2020-11-24T13:21:55Z,27.01691,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27045,Fillmore,11966,0,35,37,Merged into voters' home precincts and released with cumulative results,98,12174,98%,98% reported,edison,4,some,,1887,,,4696,6440,625,205,0,0,0,0,2020-11-24T13:21:56Z,14.57463,R+15,Lewis +15,republican,minnesota,2020-11-25T00:47:16.471499Z
27047,Freeborn,16531,0,36,41,Merged into voters' home precincts and released with cumulative results,100,16517,>98%,>98% reported,edison,4,unknown,,3864,,,6797,8364,1057,313,0,0,0,0,2020-11-24T13:21:58Z,9.47916,R+9,Lewis +9,republican,minnesota,2020-11-25T00:47:16.471499Z
27049,Goodhue,28332,0,38,40,Merged into voters' home precincts and released with cumulative results,95,29832,95%,95% reported,edison,2,unknown,,5379,,,11186,15171,1486,489,0,0,0,0,2020-11-24T13:21:59Z,14.06537,R+14,Lewis +14,republican,minnesota,2020-11-25T00:47:16.471499Z
27051,Grant,3595,0,21,23,Merged into voters' home precincts and released with cumulative results,96,3728,96%,96% reported,edison,2,unknown,,855,,,1349,2044,163,39,0,0,0,0,2020-11-24T13:22:01Z,19.33241,R+19,Lewis +19,republican,minnesota,2020-11-25T00:47:16.471499Z
27053,Hennepin,741295,0,399,425,Merged into voters' home precincts and released with cumulative results,94,788773,94%,94% reported,edison,2,unknown,,179553,,,478129,209754,41282,12130,0,0,0,0,2020-11-24T18:40:49Z,36.20354,D+36,Smith +36,democrat,minnesota,2020-11-25T00:47:16.471499Z
27055,Houston,11199,0,25,27,Merged into voters' home precincts and released with cumulative results,96,11678,96%,96% reported,edison,4,some,,1965,,,4478,5778,700,243,0,0,0,0,2020-11-24T13:22:03Z,11.60818,R+12,Lewis +12,republican,minnesota,2020-11-25T00:47:16.471499Z
27057,Hubbard,12798,0,36,38,Merged into voters' home precincts and released with cumulative results,96,13346,96%,96% reported,edison,2,unknown,,3437,,,4281,7713,572,232,0,0,0,0,2020-11-24T13:22:03Z,26.81669,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27059,Isanti,23806,0,19,19,Merged into voters' home precincts and released with cumulative results,100,20857,>98%,>98% reported,edison,2,unknown,,3609,,,6752,14775,1671,608,0,0,0,0,2020-11-24T13:22:04Z,33.70159,R+34,Lewis +34,republican,minnesota,2020-11-25T00:47:16.471499Z
27061,Itasca,26223,0,72,76,Merged into voters' home precincts and released with cumulative results,100,25925,>98%,>98% reported,edison,6,unknown,,5760,,,10463,13949,1353,458,0,0,0,0,2020-11-24T18:40:48Z,13.29367,R+13,Lewis +13,republican,minnesota,2020-11-25T00:47:16.471499Z
27063,Jackson,5706,0,25,28,Merged into voters' home precincts and released with cumulative results,94,6039,94%,94% reported,edison,2,unknown,,917,,,1744,3524,323,115,0,0,0,0,2020-11-24T13:22:07Z,31.19523,R+31,Lewis +31,republican,minnesota,2020-11-25T00:47:16.471499Z
27065,Kanabec,9031,0,19,20,Merged into voters' home precincts and released with cumulative results,100,8115,>98%,>98% reported,edison,4,all,,1575,,,2612,5657,577,185,0,0,0,0,2020-11-24T13:22:09Z,33.7172,R+34,Lewis +34,republican,minnesota,2020-11-25T00:47:16.471499Z
27067,Kandiyohi,22968,0,44,48,Merged into voters' home precincts and released with cumulative results,96,23977,96%,96% reported,edison,2,unknown,,5181,,,8117,13388,1151,312,0,0,0,0,2020-11-24T13:22:10Z,22.94932,R+23,Lewis +23,republican,minnesota,2020-11-25T00:47:16.471499Z
27069,Kittson,2596,0,37,39,Merged into voters' home precincts and released with cumulative results,99,2627,>98%,>98% reported,edison,6,all,,501,,,1116,1350,98,32,0,0,0,0,2020-11-24T13:22:12Z,9.01387,R+9,Lewis +9,republican,minnesota,2020-11-25T00:47:16.471499Z
27071,Koochiching,6745,0,20,22,Merged into voters' home precincts and released with cumulative results,100,6383,>98%,>98% reported,edison,4,all,,2004,,,2637,3629,365,114,0,0,0,0,2020-11-24T13:22:12Z,14.70719,R+15,Lewis +15,republican,minnesota,2020-11-25T00:47:16.471499Z
27073,Lac Qui Parle,3983,0,26,29,Merged into voters' home precincts and released with cumulative results,93,4266,93%,93% reported,edison,4,some,,840,,,1478,2314,139,52,0,0,0,0,2020-11-24T13:22:13Z,20.9892,R+21,Lewis +21,republican,minnesota,2020-11-25T00:47:16.471499Z
27075,Lake,7131,0,18,19,Merged into voters' home precincts and released with cumulative results,90,7885,90%,90% reported,edison,2,unknown,,1565,,,3502,3153,332,144,0,0,0,0,2020-11-24T13:22:14Z,4.89412,D+5,Smith +5,democrat,minnesota,2020-11-25T00:47:16.471499Z
27077,Lake of the Woods,2353,0,15,17,Merged into voters' home precincts and released with cumulative results,98,2407,98%,98% reported,edison,2,unknown,,281,,,650,1545,121,37,0,0,0,0,2020-11-24T13:22:14Z,38.03655,R+38,Lewis +38,republican,minnesota,2020-11-25T00:47:16.471499Z
27079,Le Sueur,16492,0,25,26,Merged into voters' home precincts and released with cumulative results,100,16486,>98%,>98% reported,edison,2,unknown,,2535,,,5401,9825,969,297,0,0,0,0,2020-11-24T13:22:15Z,26.82513,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27081,Lincoln,3080,0,18,20,Merged into voters' home precincts and released with cumulative results,92,3343,92%,92% reported,edison,4,some,,612,,,911,1937,183,49,0,0,0,0,2020-11-24T13:22:16Z,33.31169,R+33,Lewis +33,republican,minnesota,2020-11-25T00:47:16.471499Z
27083,Lyon,12728,0,30,33,Merged into voters' home precincts and released with cumulative results,99,12877,>98%,>98% reported,edison,6,all,,2415,,,4464,7401,668,195,0,0,0,0,2020-11-24T18:40:48Z,23.07511,R+23,Lewis +23,republican,minnesota,2020-11-25T00:47:16.471499Z
27087,Mahnomen,2264,0,18,19,Merged into voters' home precincts and released with cumulative results,98,2302,98%,98% reported,edison,6,unknown,,452,,,1039,1007,170,48,0,0,0,0,2020-11-24T13:22:20Z,1.41343,D+1.4,Smith +1.4,democrat,minnesota,2020-11-25T00:47:16.471499Z
27089,Marshall,5005,0,54,60,Merged into voters' home precincts and released with cumulative results,97,5171,97%,97% reported,edison,2,unknown,,869,,,1490,3255,198,62,0,0,0,0,2020-11-24T13:22:21Z,35.26474,R+35,Lewis +35,republican,minnesota,2020-11-25T00:47:16.471499Z
27091,Martin,10868,5202,33,37,Merged into voters' home precincts and released with cumulative results,100,10844,>98%,>98% reported,edison,4,unknown,,2561,,,3348,6707,613,200,2156,2786,191,69,2020-11-24T13:22:23Z,30.90725,R+31,Lewis +31,republican,minnesota,2020-11-25T00:47:16.471499Z
27085,McLeod,20605,0,26,28,Merged into voters' home precincts and released with cumulative results,100,18664,>98%,>98% reported,edison,2,unknown,,3348,,,6114,12875,1223,393,0,0,0,0,2020-11-24T18:40:48Z,32.81242,R+33,Lewis +33,republican,minnesota,2020-11-25T00:47:16.471499Z
27093,Meeker,13349,0,28,30,Merged into voters' home precincts and released with cumulative results,100,12189,>98%,>98% reported,edison,2,some,,2115,,,3889,8575,664,221,0,0,0,0,2020-11-24T18:40:48Z,35.10375,R+35,Lewis +35,republican,minnesota,2020-11-25T00:47:16.471499Z
27095,Mille Lacs,14333,0,24,25,Merged into voters' home precincts and released with cumulative results,100,462,>98%,>98% reported,edison,6,none,,2361,,,4123,8851,1025,334,0,0,0,0,2020-11-24T18:40:48Z,32.98681,R+33,Lewis +33,republican,minnesota,2020-11-25T00:47:16.471499Z
27097,Morrison,19139,0,45,48,Merged into voters' home precincts and released with cumulative results,100,17480,>98%,>98% reported,edison,2,unknown,,3279,,,4452,13368,1012,307,0,0,0,0,2020-11-24T18:40:48Z,46.58551,R+47,Lewis +47,republican,minnesota,2020-11-25T00:47:16.471499Z
27099,Mower,18852,0,36,40,Merged into voters' home precincts and released with cumulative results,93,20341,93%,93% reported,edison,2,unknown,,3704,,,8472,8616,1380,384,0,0,0,0,2020-11-24T13:22:28Z,0.76384,R+0.76,Lewis +0.76,republican,minnesota,2020-11-25T00:47:16.471499Z
27101,Murray,4802,0,26,29,Merged into voters' home precincts and released with cumulative results,94,5103,94%,94% reported,edison,2,unknown,,1152,,,1448,3081,221,52,0,0,0,0,2020-11-24T18:40:47Z,34.00666,R+34,Lewis +34,republican,minnesota,2020-11-25T00:47:16.471499Z
27103,Nicollet,18863,0,25,28,Merged into voters' home precincts and released with cumulative results,89,21211,89%,89% reported,edison,4,some,,3144,,,8992,8397,1062,412,0,0,0,0,2020-11-24T13:22:31Z,3.15432,D+3,Smith +3,democrat,minnesota,2020-11-25T00:47:16.471499Z
27105,Nobles,8440,0,34,40,Merged into voters' home precincts and released with cumulative results,97,8708,97%,97% reported,edison,6,all,,2156,,,2776,4959,543,162,0,0,0,0,2020-11-24T13:22:32Z,25.86493,R+26,Lewis +26,republican,minnesota,2020-11-25T00:47:16.471499Z
27107,Norman,3356,0,29,33,Merged into voters' home precincts and released with cumulative results,96,3500,96%,96% reported,edison,2,unknown,,633,,,1497,1618,193,48,0,0,0,0,2020-11-24T13:22:33Z,3.60548,R+4,Lewis +4,republican,minnesota,2020-11-25T00:47:16.471499Z
27109,Olmsted,88849,0,80,84,Merged into voters' home precincts and released with cumulative results,96,92950,96%,96% reported,edison,4,unknown,,20940,,,45542,36972,4731,1604,0,0,0,0,2020-11-24T13:22:34Z,9.64558,D+10,Smith +10,democrat,minnesota,2020-11-25T00:47:16.471499Z
27111,Otter Tail,35766,0,87,92,Merged into voters' home precincts and released with cumulative results,95,37700,95%,95% reported,edison,2,unknown,,8657,,,11713,21730,1813,510,0,0,0,0,2020-11-24T13:22:35Z,28.00705,R+28,Lewis +28,republican,minnesota,2020-11-25T00:47:16.471499Z
27113,Pennington,7192,0,29,31,Merged into voters' home precincts and released with cumulative results,100,6664,>98%,>98% reported,edison,4,some,,1380,,,2574,3919,566,133,0,0,0,0,2020-11-24T18:40:47Z,18.70133,R+19,Lewis +19,republican,minnesota,2020-11-25T00:47:16.471499Z
27115,Pine,15711,0,47,48,Merged into voters' home precincts and released with cumulative results,100,13799,>98%,>98% reported,edison,2,unknown,,2577,,,5055,9341,1005,310,0,0,0,0,2020-11-24T13:22:36Z,27.28025,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27117,Pipestone,4859,0,19,22,Merged into voters' home precincts and released with cumulative results,99,4930,>98%,>98% reported,edison,6,all,,984,,,1200,3324,264,71,0,0,0,0,2020-11-24T13:22:37Z,43.7127,R+44,Lewis +44,republican,minnesota,2020-11-25T00:47:16.471499Z
27119,Polk,15289,10557,73,82,Merged into voters' home precincts and released with cumulative results,94,16294,94%,94% reported,edison,4,some,,2832,,,5577,8559,917,236,4410,5551,461,135,2020-11-24T13:22:40Z,19.50422,R+20,Lewis +20,republican,minnesota,2020-11-25T00:47:16.471499Z
27121,Pope,6892,0,29,31,Merged into voters' home precincts and released with cumulative results,99,6959,>98%,>98% reported,edison,2,unknown,,1689,,,2390,4135,290,77,0,0,0,0,2020-11-24T13:22:42Z,25.31921,R+25,Lewis +25,republican,minnesota,2020-11-25T00:47:16.471499Z
27123,Ramsey,287681,0,153,169,Merged into voters' home precincts and released with cumulative results,89,322228,89%,89% reported,edison,2,unknown,,61280,,,188793,73641,19087,6160,0,0,0,0,2020-11-24T13:22:43Z,40.02767,D+40,Smith +40,democrat,minnesota,2020-11-25T00:47:16.471499Z
27125,Red Lake,2138,0,21,21,Merged into voters' home precincts and released with cumulative results,100,2022,>98%,>98% reported,edison,6,unknown,,365,,,769,1222,114,33,0,0,0,0,2020-11-24T13:22:44Z,21.18803,R+21,Lewis +21,republican,minnesota,2020-11-25T00:47:16.471499Z
27127,Redwood,8187,0,40,43,Merged into voters' home precincts and released with cumulative results,99,8274,>98%,>98% reported,edison,6,some,,1556,,,2298,5419,355,115,0,0,0,0,2020-11-24T13:22:44Z,38.12141,R+38,Lewis +38,republican,minnesota,2020-11-25T00:47:16.471499Z
27129,Renville,7939,0,34,38,Merged into voters' home precincts and released with cumulative results,98,8115,98%,98% reported,edison,6,unknown,,1440,,,2499,4928,390,122,0,0,0,0,2020-11-24T13:22:45Z,30.59579,R+31,Lewis +31,republican,minnesota,2020-11-25T00:47:16.471499Z
27131,Rice,35007,0,29,31,Merged into voters' home precincts and released with cumulative results,93,37634,93%,93% reported,edison,4,unknown,,6332,,,16185,15987,2133,702,0,0,0,0,2020-11-24T13:22:45Z,0.5656,D+0.57,Smith +0.57,democrat,minnesota,2020-11-25T00:47:16.471499Z
27133,Rock,5139,0,22,24,Merged into voters' home precincts and released with cumulative results,100,5134,>98%,>98% reported,edison,6,all,,1205,,,1461,3286,294,98,0,0,0,0,2020-11-24T13:22:47Z,35.51275,R+36,Lewis +36,republican,minnesota,2020-11-25T00:47:16.471499Z
27135,Roseau,8306,0,40,44,Merged into voters' home precincts and released with cumulative results,100,7745,>98%,>98% reported,edison,2,unknown,,1517,,,2321,5494,396,95,0,0,0,0,2020-11-24T13:22:48Z,38.2013,R+38,Lewis +38,republican,minnesota,2020-11-25T00:47:16.471499Z
27139,Scott,86460,0,47,47,Merged into voters' home precincts and released with cumulative results,99,87034,>98%,>98% reported,edison,2,unknown,,13020,,,35758,44215,5218,1269,0,0,0,0,2020-11-24T18:40:47Z,9.7814,R+10,Lewis +10,republican,minnesota,2020-11-25T00:47:16.471499Z
27141,Sherburne,54406,0,34,35,Merged into voters' home precincts and released with cumulative results,97,56008,97%,97% reported,edison,2,unknown,,9408,,,16585,33146,3701,974,0,0,0,0,2020-11-24T13:22:50Z,30.43966,R+30,Lewis +30,republican,minnesota,2020-11-25T00:47:16.471499Z
27143,Sibley,8298,0,23,25,Merged into voters' home precincts and released with cumulative results,100,7726,>98%,>98% reported,edison,4,all,,1125,,,2368,5392,426,112,0,0,0,0,2020-11-24T13:22:51Z,36.44252,R+36,Lewis +36,republican,minnesota,2020-11-25T00:47:16.471499Z
27137,St. Louis,117412,0,155,172,Merged into voters' home precincts and released with cumulative results,88,133513,88%,88% reported,edison,4,some,,20931,,,63163,45234,6557,2458,0,0,0,0,2020-11-24T13:22:49Z,15.27016,D+15,Smith +15,democrat,minnesota,2020-11-25T00:47:16.471499Z
27145,Stearns,83340,0,88,98,Merged into voters' home precincts and released with cumulative results,90,92327,90%,90% reported,edison,2,unknown,,12584,,,29932,47081,4842,1485,0,0,0,0,2020-11-24T13:22:52Z,20.57715,R+21,Lewis +21,republican,minnesota,2020-11-25T00:47:16.471499Z
27147,Steele,20588,0,24,26,Merged into voters' home precincts and released with cumulative results,93,22248,93%,93% reported,edison,4,some,,3939,,,7413,11358,1382,435,0,0,0,0,2020-11-24T13:22:53Z,19.16165,R+19,Lewis +19,republican,minnesota,2020-11-25T00:47:16.471499Z
27149,Stevens,5020,0,21,26,Merged into voters' home precincts and released with cumulative results,99,5060,>98%,>98% reported,edison,6,some,,1073,,,1906,2848,199,67,0,0,0,0,2020-11-24T13:22:54Z,18.76494,R+19,Lewis +19,republican,minnesota,2020-11-25T00:47:16.471499Z
27151,Swift,5147,0,27,30,Merged into voters' home precincts and released with cumulative results,100,5048,>98%,>98% reported,edison,2,unknown,,825,,,1838,3020,226,63,0,0,0,0,2020-11-24T13:22:56Z,22.96483,R+23,Lewis +23,republican,minnesota,2020-11-25T00:47:16.471499Z
27153,Todd,13051,0,38,40,Merged into voters' home precincts and released with cumulative results,100,11902,>98%,>98% reported,edison,2,unknown,,2151,,,3354,8842,650,205,0,0,0,0,2020-11-24T13:22:57Z,42.05042,R+42,Lewis +42,republican,minnesota,2020-11-25T00:47:16.471499Z
27155,Traverse,1826,0,18,20,Merged into voters' home precincts and released with cumulative results,92,1977,92%,92% reported,edison,2,unknown,,405,,,656,1045,98,27,0,0,0,0,2020-11-24T13:22:58Z,21.3034,R+21,Lewis +21,republican,minnesota,2020-11-25T00:47:16.471499Z
27157,Wabasha,12881,0,31,33,Merged into voters' home precincts and released with cumulative results,99,13030,>98%,>98% reported,edison,2,unknown,,1953,,,4513,7535,643,190,0,0,0,0,2020-11-24T13:22:59Z,23.46091,R+23,Lewis +23,republican,minnesota,2020-11-25T00:47:16.471499Z
27159,Wadena,7574,0,24,25,Merged into voters' home precincts and released with cumulative results,100,6881,>98%,>98% reported,edison,2,unknown,,1605,,,1977,5041,419,137,0,0,0,0,2020-11-24T13:22:59Z,40.45419,R+40,Lewis +40,republican,minnesota,2020-11-25T00:47:16.471499Z
27161,Waseca,10209,0,20,22,Merged into voters' home precincts and released with cumulative results,98,10383,98%,98% reported,edison,6,none,,1668,,,3365,6043,629,172,0,0,0,0,2020-11-24T13:23:00Z,26.23176,R+26,Lewis +26,republican,minnesota,2020-11-25T00:47:16.471499Z
27163,Washington,163446,0,81,83,Merged into voters' home precincts and released with cumulative results,98,167313,98%,98% reported,edison,2,some,,35973,,,80479,71906,8382,2679,0,0,0,0,2020-11-24T18:40:46Z,5.24516,D+5,Smith +5,democrat,minnesota,2020-11-25T00:47:16.471499Z
27165,Watonwan,5091,0,18,21,Merged into voters' home precincts and released with cumulative results,100,5076,>98%,>98% reported,edison,2,unknown,,905,,,1960,2752,298,81,0,0,0,0,2020-11-24T13:23:01Z,15.55687,R+16,Lewis +16,republican,minnesota,2020-11-25T00:47:16.471499Z
27167,Wilkin,3363,0,28,32,Merged into voters' home precincts and released with cumulative results,95,3544,95%,95% reported,edison,4,some,,645,,,1096,1993,203,71,0,0,0,0,2020-11-24T13:23:02Z,26.67261,R+27,Lewis +27,republican,minnesota,2020-11-25T00:47:16.471499Z
27169,Winona,26370,0,43,49,Merged into voters' home precincts and released with cumulative results,84,31439,84%,84% reported,edison,2,unknown,,4157,,,12002,11961,1813,594,0,0,0,0,2020-11-24T13:23:04Z,0.15548,D+0.16,Smith +0.16,democrat,minnesota,2020-11-25T00:47:16.471499Z
27171,Wright,84619,0,45,45,Merged into voters' home precincts and released with cumulative results,100,80757,>98%,>98% reported,edison,2,unknown,,13556,,,28141,49659,5227,1592,0,0,0,0,2020-11-24T13:23:05Z,25.42928,R+25,Lewis +25,republican,minnesota,2020-11-25T00:47:16.471499Z
27173,Yellow Medicine,5451,0,27,30,Merged into voters' home precincts and released with cumulative results,100,5356,>98%,>98% reported,edison,2,all,,980,,,1679,3437,270,65,0,0,0,0,2020-11-24T13:23:06Z,32.25096,R+32,Lewis +32,republican,minnesota,2020-11-25T00:47:16.471499Z
