fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_westk,results_carrollb,results_simmonsj,results_blankenshipd,results_boddiep,results_hammonsb,results_hoeflingt,results_pierceb,results_la_rivag,results_kennedya,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_westk,results_absentee_carrollb,results_absentee_simmonsj,results_absentee_blankenshipd,results_absentee_boddiep,results_absentee_hammonsb,results_absentee_hoeflingt,results_absentee_pierceb,results_absentee_la_rivag,results_absentee_kennedya,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
22043,Grant,9392,0,32,34,Released as a separate subtotal as first report of the night,95,9880,95%,95% reported,edison,2,unknown,,2424,,,8117,1157,79,5,10,6,7,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:48Z,74.10562,R+74,Trump +74,republican,74.10562,8821,70.6,8667,65.31,louisiana,2020-11-14T00:42:32.162960Z
22045,Iberia,32713,0,58,64,Released as a separate subtotal as first report of the night,87,37405,87%,87% reported,edison,2,unknown,,10381,,,21251,11027,253,60,30,23,10,20,5,10,11,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:49Z,31.25363,R+31,Trump +31,republican,31.25363,32454,31.4,33397,26.23,louisiana,2020-11-14T00:42:32.162960Z
22047,Iberville,16719,0,36,39,Released as a separate subtotal as first report of the night,88,19056,88%,88% reported,edison,2,unknown,,4955,,,7893,8514,141,57,27,16,6,31,7,8,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:39Z,3.71434,D+4,Biden +4,democrat,-3.71434,16043,-6.3,17014,-13.38,louisiana,2020-11-14T00:42:32.162960Z
22049,Jackson,7632,0,28,31,Released as a separate subtotal as first report of the night,91,8432,91%,91% reported,edison,2,unknown,,2581,,,5394,2143,51,16,10,3,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:39Z,42.59696,R+43,Trump +43,republican,42.59696,7464,40.6,7529,37.55,louisiana,2020-11-14T00:42:32.162960Z
22053,Jeff Davis,14841,0,20,22,Released as a separate subtotal as first report of the night,93,15990,93%,93% reported,edison,2,unknown,,5659,,,11423,3208,131,22,19,9,3,4,7,2,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:43Z,55.35341,R+55,Trump +55,republican,55.35341,14277,53.9,13734,47.55,louisiana,2020-11-14T00:42:32.162960Z
22051,Jefferson,193733,0,260,273,Released as a separate subtotal as first report of the night,95,203436,95%,95% reported,edison,4,none,,38152,,,105949,84477,1935,532,215,134,101,86,54,59,66,86,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:41Z,11.0833,R+11,Trump +11,republican,11.0833,181639,14.7,176343,18.23,louisiana,2020-11-14T00:42:32.162960Z
22059,LaSalle,7077,0,23,24,Released as a separate subtotal as first report of the night,96,7361,96%,96% reported,edison,2,unknown,,2909,,,6378,638,39,5,4,1,4,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:33Z,81.10781,R+81,Trump +81,republican,81.10781,6569,79.6,6572,75.5,louisiana,2020-11-14T00:42:32.162960Z
22055,Lafayette,114521,0,123,127,Released as a separate subtotal as first report of the night,97,118275,97%,97% reported,edison,2,unknown,,17606,,,72519,39685,1512,256,168,95,36,37,32,32,47,73,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:44Z,28.67072,R+29,Trump +29,republican,28.67072,105603,33.6,98642,33.68,louisiana,2020-11-14T00:42:32.162960Z
22057,Lafourche,45388,0,71,73,Released as a separate subtotal as first report of the night,97,46642,97%,97% reported,edison,2,unknown,,11030,,,36024,8672,424,80,54,21,21,19,18,12,17,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:45Z,60.26262,R+60,Trump +60,republican,60.26262,41645,56.5,39075,48.55,louisiana,2020-11-14T00:42:32.162960Z
22061,Lincoln,19275,0,53,57,Released as a separate subtotal as first report of the night,91,21272,91%,91% reported,edison,2,unknown,,7274,,,11311,7559,276,40,27,16,3,9,11,9,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:34Z,19.46563,R+19,Trump +19,republican,19.46563,18669,19.6,18993,14.65,louisiana,2020-11-14T00:42:32.162960Z
22063,Livingston,65230,0,79,79,Released as a separate subtotal as first report of the night,100,64658,>98%,>98% reported,edison,2,unknown,,13622,,,54877,9249,817,98,51,29,22,9,17,21,13,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:36Z,69.94941,R+70,Trump +70,republican,69.94941,57730,72.5,54062,70.4,louisiana,2020-11-14T00:42:32.162960Z
22065,Madison,4670,0,23,26,Released as a separate subtotal as first report of the night,80,5809,80%,80% reported,edison,2,unknown,,2077,,,1930,2654,23,12,11,8,4,10,6,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:37Z,15.50321,D+16,Biden +16,democrat,-15.50321,4732,-17.3,5187,-22.25,louisiana,2020-11-14T00:42:32.162960Z
22067,Morehouse,11574,0,37,43,Released as a separate subtotal as first report of the night,82,14128,82%,82% reported,edison,2,unknown,,5808,,,6510,4946,56,8,8,11,5,9,4,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:37Z,13.51305,R+14,Trump +14,republican,13.51305,11852,11.4,12614,5.57,louisiana,2020-11-14T00:42:32.162960Z
22069,Natchitoches,16554,0,44,50,Released as a separate subtotal as first report of the night,86,19329,86%,86% reported,edison,2,unknown,,6918,,,9358,6896,172,28,23,22,12,12,4,5,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:38Z,14.87254,R+15,Trump +15,republican,14.87254,16621,11,17258,6.58,louisiana,2020-11-14T00:42:32.162960Z
22071,Orleans,177819,0,336,351,Released as a separate subtotal as first report of the night,96,185709,96%,96% reported,edison,2,unknown,,48486,,,26664,147854,1603,708,178,132,42,100,52,37,76,262,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:28Z,68.15357,D+68,Biden +68,democrat,-68.15357,165812,-66.2,157813,-62.55,louisiana,2020-11-14T00:42:32.162960Z
22073,Ouachita,69166,0,79,87,Released as a separate subtotal as first report of the night,90,76691,90%,90% reported,edison,2,unknown,,21843,,,42255,25913,624,125,69,48,22,33,14,19,15,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:28Z,23.62722,R+24,Trump +24,republican,23.62722,68017,25.4,68474,20.89,louisiana,2020-11-14T00:42:32.162960Z
22075,Plaquemines,11014,0,15,16,Released as a separate subtotal as first report of the night,93,11842,93%,93% reported,edison,2,unknown,,5386,,,7412,3414,103,31,17,6,2,7,5,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:29Z,36.29926,R+36,Trump +36,republican,36.29926,10573,33.6,10239,28.05,louisiana,2020-11-14T00:42:32.162960Z
22077,Pointe Coupee,12371,0,26,28,Released as a separate subtotal as first report of the night,91,13605,91%,91% reported,edison,2,unknown,,3397,,,7503,4683,94,21,17,7,5,11,11,6,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:30Z,22.79525,R+23,Trump +23,republican,22.79525,11761,17.2,12147,9.15,louisiana,2020-11-14T00:42:32.162960Z
22079,Rapides,58865,0,104,113,Released as a separate subtotal as first report of the night,91,64981,91%,91% reported,edison,2,unknown,,15102,,,38347,19475,693,125,48,47,23,22,16,16,18,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:31Z,32.0598,R+32,Trump +32,republican,32.0598,56844,32.5,58019,29.56,louisiana,2020-11-14T00:42:32.162960Z
22081,Red River,4132,0,15,18,Released as a separate subtotal as first report of the night,77,5384,77%,77% reported,edison,2,unknown,,2171,,,2413,1644,31,10,5,4,4,10,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:32Z,18.61084,R+19,Trump +19,republican,18.61084,4422,10.2,4807,4.78,louisiana,2020-11-14T00:42:32.162960Z
22083,Richland,9940,0,21,23,Released as a separate subtotal as first report of the night,92,10749,92%,92% reported,edison,2,unknown,,3563,,,6607,3225,53,12,11,4,5,11,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:20Z,34.02414,R+34,Trump +34,republican,34.02414,9597,32.6,9329,26.36,louisiana,2020-11-14T00:42:32.162960Z
22085,Sabine,10596,0,38,39,Released as a separate subtotal as first report of the night,94,11259,94%,94% reported,edison,2,unknown,,3214,,,8776,1731,49,8,8,6,3,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:21Z,66.48735,R+66,Trump +66,republican,66.48735,9787,63.1,10053,55.15,louisiana,2020-11-14T00:42:32.162960Z
22087,St. Bernard,17650,0,31,31,Released as a separate subtotal as first report of the night,100,17713,>98%,>98% reported,edison,2,unknown,,4363,,,11179,6151,188,49,12,15,8,16,6,7,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:22Z,28.48725,R+28,Trump +28,republican,28.48725,15815,33.4,13955,24.66,louisiana,2020-11-14T00:42:32.162960Z
22089,St. Charles,28517,0,44,45,Released as a separate subtotal as first report of the night,97,29335,97%,97% reported,edison,2,unknown,,7869,,,18233,9800,294,63,38,23,14,3,11,12,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:23Z,29.57183,R+30,Trump +30,republican,29.57183,26192,30.8,25333,27.79,louisiana,2020-11-14T00:42:32.162960Z
22091,St. Helena,6158,0,10,11,Released as a separate subtotal as first report of the night,86,7161,86%,86% reported,edison,2,unknown,,2034,,,2714,3346,43,10,14,2,7,11,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:24Z,10.26307,D+10,Biden +10,democrat,-10.26307,5964,-14.4,6394,-19.57,louisiana,2020-11-14T00:42:32.162960Z
22093,St. James,12590,0,28,30,Released as a separate subtotal as first report of the night,91,13882,91%,91% reported,edison,2,unknown,,4059,,,5954,6510,47,23,12,7,10,14,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:26Z,4.4162,D+4,Biden +4,democrat,-4.4162,12085,-8,12395,-14.93,louisiana,2020-11-14T00:42:32.162960Z
22095,St. John the Baptist,21432,0,36,39,Released as a separate subtotal as first report of the night,91,23658,91%,91% reported,edison,2,unknown,,7978,,,7538,13582,118,63,28,20,9,34,9,2,16,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:13Z,28.20082,D+28,Biden +28,democrat,-28.20082,20743,-24.5,21123,-26.32,louisiana,2020-11-14T00:42:32.162960Z
22097,St. Landry,41154,0,85,92,Released as a separate subtotal as first report of the night,88,46645,88%,88% reported,edison,2,unknown,,8342,,,23171,17372,301,78,55,55,25,37,15,9,17,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:14Z,14.09098,R+14,Trump +14,republican,14.09098,39977,11.9,41647,4.34,louisiana,2020-11-14T00:42:32.162960Z
22099,St. Martin,27038,0,48,51,Released as a separate subtotal as first report of the night,94,28840,94%,94% reported,edison,2,unknown,,7030,,,18203,8439,205,55,34,16,16,23,11,2,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:15Z,36.11214,R+36,Trump +36,republican,36.11214,25750,33.4,25433,24.5,louisiana,2020-11-14T00:42:32.162960Z
22101,St. Mary,23186,0,46,51,Released as a separate subtotal as first report of the night,88,26477,88%,88% reported,edison,2,unknown,,8451,,,14811,8055,173,52,31,13,6,16,3,11,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:17Z,29.13827,R+29,Trump +29,republican,29.13827,22877,27.6,23640,18.76,louisiana,2020-11-14T00:42:32.162960Z
22103,St. Tammany,140110,0,169,169,Released as a separate subtotal as first report of the night,100,139319,>98%,>98% reported,edison,4,some,,44325,,,99666,37746,1868,287,152,81,56,34,54,43,45,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:18Z,44.19385,R+44,Trump +44,republican,44.19385,124392,50.8,112902,52.25,louisiana,2020-11-14T00:42:32.162960Z
22105,Tangipahoa,57661,0,85,87,Released as a separate subtotal as first report of the night,98,58706,98%,98% reported,edison,2,unknown,,14341,,,37806,18887,589,136,63,42,14,37,17,24,17,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:19Z,32.81074,R+33,Trump +33,republican,32.81074,52416,32.6,50099,27.68,louisiana,2020-11-14T00:42:32.162960Z
22107,Tensas,2554,0,14,16,Released as a separate subtotal as first report of the night,81,3149,81%,81% reported,edison,2,unknown,,1576,,,1197,1329,11,4,4,2,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:17Z,5.16836,D+5,Biden +5,democrat,-5.16836,2548,-5.9,2812,-11.88,louisiana,2020-11-14T00:42:32.162960Z
22109,Terrebonne,46240,0,87,92,Released as a separate subtotal as first report of the night,94,49164,94%,94% reported,edison,2,unknown,,8712,,,34339,11198,434,81,51,25,17,27,11,16,15,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:19Z,50.04542,R+50,Trump +50,republican,50.04542,43896,48.4,42341,41.16,louisiana,2020-11-14T00:42:32.162960Z
22111,Union,11201,0,27,29,Released as a separate subtotal as first report of the night,92,12201,92%,92% reported,edison,2,unknown,,3944,,,8407,2654,76,14,12,5,5,11,3,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:19Z,51.36149,R+51,Trump +51,republican,51.36149,10894,48.5,10766,41.67,louisiana,2020-11-14T00:42:32.162960Z
22113,Vermilion,27324,0,52,55,Released as a separate subtotal as first report of the night,95,28708,95%,95% reported,edison,2,unknown,,6541,,,21930,5009,228,45,36,17,10,6,6,7,12,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:21Z,61.92724,R+62,Trump +62,republican,61.92724,25632,59.3,24987,52.79,louisiana,2020-11-14T00:42:32.162960Z
22115,Vernon,17268,0,68,73,Released as a separate subtotal as first report of the night,93,18629,93%,93% reported,edison,2,unknown,,6008,,,14107,2898,188,18,8,16,11,4,4,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:22Z,64.91198,R+65,Trump +65,republican,64.91198,16633,65,15610,57.51,louisiana,2020-11-14T00:42:32.162960Z
22117,Washington,19513,0,38,41,Released as a separate subtotal as first report of the night,94,20863,94%,94% reported,edison,2,unknown,,6894,,,13307,5970,120,40,28,16,5,4,4,9,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:23Z,37.60057,R+38,Trump +38,republican,37.60057,18628,36.8,18581,28.7,louisiana,2020-11-14T00:42:32.162960Z
22119,Webster,18216,0,35,39,Released as a separate subtotal as first report of the night,88,20626,88%,88% reported,edison,2,unknown,,5992,,,11830,6172,119,24,9,17,6,9,10,3,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:23Z,31.06061,R+31,Trump +31,republican,31.06061,18145,29.1,18416,24.97,louisiana,2020-11-14T00:42:32.162960Z
22121,West Baton Rouge,14097,0,29,29,Released as a separate subtotal as first report of the night,99,14307,>98%,>98% reported,edison,2,unknown,,5213,,,7684,6200,122,42,10,8,2,7,4,2,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:26Z,10.52706,R+11,Trump +11,republican,10.52706,12712,12.1,12774,9.63,louisiana,2020-11-14T00:42:32.162960Z
22123,West Carroll,5052,0,16,17,Released as a separate subtotal as first report of the night,95,5330,95%,95% reported,edison,2,unknown,,2541,,,4317,710,12,3,3,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:27Z,71.39747,R+71,Trump +71,republican,71.39747,4759,68.4,4548,61.02,louisiana,2020-11-14T00:42:32.162960Z
22125,West Feliciana,6268,0,34,35,Released as a separate subtotal as first report of the night,97,6495,97%,97% reported,edison,2,unknown,,2666,,,3863,2298,66,15,6,3,4,4,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:28Z,24.96809,R+25,Trump +25,republican,24.96809,5799,19.7,5777,14.12,louisiana,2020-11-14T00:42:32.162960Z
22127,Winn,6225,0,27,31,Released as a separate subtotal as first report of the night,85,7318,85%,85% reported,edison,2,unknown,,2606,,,4619,1543,36,4,3,4,5,2,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:29Z,49.41365,R+49,Trump +49,republican,49.41365,6372,46.5,6534,40.13,louisiana,2020-11-14T00:42:32.162960Z
