fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_venturaj,results_blankenshipd,results_pierceb,results_de_la_fuenter,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_venturaj,results_absentee_blankenshipd,results_absentee_pierceb,results_absentee_de_la_fuenter,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,state,retrieved_time
02919,ED 19,4915,2520,5,6,Released as a separate subtotal as first report of the night,89,5511,89%,89% reported,edison,2,unknown,,4000,,,1829,2896,97,50,22,9,12,638,1808,37,22,6,6,3,2020-11-13T13:56:55Z,21.70905,D+22,Biden +22,democrat,-21.70905,4792,-21.6,alaska,2020-11-14T00:42:12.206092Z
02902,ED 2,5968,2536,3,4,Released as a separate subtotal as first report of the night,94,6316,94%,94% reported,edison,2,unknown,,4000,,,3571,2048,279,29,18,14,9,1213,1223,78,10,6,4,2,2020-11-12T16:41:29Z,25.51944,R+26,Trump +26,republican,25.51944,5492,29.2,alaska,2020-11-14T00:42:12.206092Z
02920,ED 20,6792,4672,7,9,Released as a separate subtotal as first report of the night,83,8211,83%,83% reported,edison,2,unknown,,4000,,,2126,4482,123,42,6,13,0,1136,3452,51,26,2,5,0,2020-11-13T13:56:55Z,34.68787,D+35,Biden +35,democrat,-34.68787,7140,-27.5,alaska,2020-11-14T00:42:12.206092Z
02921,ED 21,8607,5181,7,8,Released as a separate subtotal as first report of the night,87,9944,87%,87% reported,edison,2,unknown,,4000,,,3355,4974,175,59,25,16,3,1452,3610,71,31,9,5,3,2020-11-11T13:18:15Z,18.81027,D+19,Biden +19,democrat,-18.81027,8647,-8.6,alaska,2020-11-14T00:42:12.206092Z
02922,ED 22,8493,4553,6,7,Released as a separate subtotal as first report of the night,88,9628,88%,88% reported,edison,2,unknown,,4000,,,4204,4045,172,39,13,17,3,1618,2811,76,25,8,13,2,2020-11-13T13:56:53Z,1.87213,R+1.9,Trump +1.9,republican,1.87213,8372,11.1,alaska,2020-11-14T00:42:12.206092Z
02923,ED 23,7178,3678,7,8,Released as a separate subtotal as first report of the night,90,7963,90%,90% reported,edison,2,unknown,,4000,,,3421,3513,153,46,19,13,13,1301,2278,60,23,8,3,5,2020-11-12T16:41:40Z,1.28169,D+1.3,Biden +1.3,democrat,-1.28169,6924,5.1,alaska,2020-11-14T00:42:12.206092Z
02924,ED 24,9611,5513,6,7,Released as a separate subtotal as first report of the night,90,10684,90%,90% reported,edison,2,unknown,,4000,,,4946,4391,195,40,15,19,5,2119,3253,97,22,10,10,2,2020-11-13T13:57:04Z,5.77463,R+6,Trump +6,republican,5.77463,9290,12.2,alaska,2020-11-14T00:42:12.206092Z
02925,ED 25,8683,4724,6,7,Released as a separate subtotal as first report of the night,93,9346,93%,93% reported,edison,2,unknown,,4000,,,4102,4302,179,57,18,11,14,1543,3051,83,23,9,3,12,2020-11-12T16:41:38Z,2.30335,D+2,Biden +2,democrat,-2.30335,8127,5.4,alaska,2020-11-14T00:42:12.206092Z
02926,ED 26,9201,5321,7,8,Released as a separate subtotal as first report of the night,90,10241,90%,90% reported,edison,2,unknown,,4000,,,4784,4152,176,52,16,20,1,2168,3033,77,29,8,6,0,2020-11-12T16:41:37Z,6.86882,R+7,Trump +7,republican,6.86882,8905,13.2,alaska,2020-11-14T00:42:12.206092Z
02927,ED 27,8843,4925,7,8,Released as a separate subtotal as first report of the night,88,10100,88%,88% reported,edison,2,unknown,,4000,,,4072,4476,201,52,18,19,5,1657,3157,68,23,9,9,2,2020-11-13T13:57:01Z,4.56859,D+5,Biden +5,democrat,-4.56859,8783,4.1,alaska,2020-11-14T00:42:12.206092Z
02928,ED 28,11857,7016,8,9,Released as a separate subtotal as first report of the night,90,13141,90%,90% reported,edison,2,unknown,,4000,,,5717,5856,194,60,16,11,3,2593,4293,82,30,10,6,2,2020-11-13T13:57:00Z,1.1723,D+1.2,Biden +1.2,democrat,-1.1723,11427,5.9,alaska,2020-11-14T00:42:12.206092Z
02929,ED 29,8744,2821,8,11,Released as a separate subtotal as first report of the night,81,10803,81%,81% reported,edison,2,unknown,,4000,,,6150,2360,145,52,24,10,3,1430,1347,20,15,8,0,1,2020-11-11T13:18:21Z,43.34401,R+43,Trump +43,republican,43.34401,9394,45.2,alaska,2020-11-14T00:42:12.206092Z
02903,ED 3,8237,2983,5,5,Released as a separate subtotal as first report of the night,94,8755,94%,94% reported,edison,2,unknown,,4000,,,5989,1861,301,41,26,13,6,1708,1131,114,17,8,3,2,2020-11-12T16:41:28Z,50.11533,R+50,Trump +50,republican,50.11533,7613,54.7,alaska,2020-11-14T00:42:12.206092Z
02930,ED 30,9743,4688,5,6,Released as a separate subtotal as first report of the night,95,10293,95%,95% reported,edison,2,unknown,,4000,,,6866,2543,254,38,25,16,1,2798,1777,92,9,6,5,1,2020-11-13T13:56:59Z,44.37032,R+44,Trump +44,republican,44.37032,8950,48.9,alaska,2020-11-14T00:42:12.206092Z
02931,ED 31,11001,5317,8,9,Released as a separate subtotal as first report of the night,94,11709,94%,94% reported,edison,2,unknown,,4000,,,6136,4534,207,84,21,14,5,1986,3218,67,31,10,4,1,2020-11-13T13:56:58Z,14.56231,R+15,Trump +15,republican,14.56231,10182,21.1,alaska,2020-11-14T00:42:12.206092Z
02932,ED 32,7490,0,12,14,Released as a separate subtotal as first report of the night,87,8593,87%,87% reported,edison,2,unknown,,4000,,,3984,3163,210,92,20,17,4,0,0,0,0,0,0,0,2020-11-13T13:56:58Z,10.96128,R+11,Trump +11,republican,10.96128,7472,14.2,alaska,2020-11-14T00:42:12.206092Z
02933,ED 33,10061,6904,9,11,Released as a separate subtotal as first report of the night,88,11424,88%,88% reported,edison,2,unknown,,4000,,,2760,6982,171,93,22,24,9,1344,5403,83,50,9,10,5,2020-11-13T13:56:57Z,41.96402,D+42,Biden +42,democrat,-41.96402,9934,-32.7,alaska,2020-11-14T00:42:12.206092Z
02934,ED 34,9926,7198,6,7,Released as a separate subtotal as first report of the night,92,10846,92%,92% reported,edison,2,unknown,,4000,,,4197,5356,249,57,30,32,5,2531,4455,131,38,20,22,1,2020-11-11T13:18:18Z,11.67641,D+12,Biden +12,democrat,-11.67641,9431,-2.8,alaska,2020-11-14T00:42:12.206092Z
02935,ED 35,9433,5177,12,14,Released as a separate subtotal as first report of the night,91,10398,91%,91% reported,edison,2,unknown,,4000,,,4385,4755,155,88,30,14,6,1862,3180,78,37,15,5,0,2020-11-12T16:41:32Z,3.9224,D+4,Biden +4,democrat,-3.9224,9042,3.9,alaska,2020-11-14T00:42:12.206092Z
02936,ED 36,5117,1,5,10,Released as a separate subtotal as first report of the night,54,9504,54%,54% reported,edison,2,unknown,,4000,,,3251,1642,131,58,18,11,6,0,1,0,0,0,0,0,2020-11-11T03:26:15Z,31.44421,R+31,Trump +31,republican,31.44421,8264,21.4,alaska,2020-11-14T00:42:12.206092Z
02937,ED 37,3123,0,19,35,Released as a separate subtotal as first report of the night,54,5821,54%,54% reported,edison,2,unknown,,4000,,,1492,1486,45,37,37,14,12,0,0,0,0,0,0,0,2020-11-11T03:24:51Z,0.19212,R+0.19,Trump +0.19,republican,0.19212,5062,-9.5,alaska,2020-11-14T00:42:12.206092Z
02938,ED 38,3800,0,20,31,Released as a separate subtotal as first report of the night,65,5859,65%,65% reported,edison,2,unknown,,4000,,,1327,2176,77,99,47,50,24,0,0,0,0,0,0,0,2020-11-11T03:24:56Z,22.34211,D+22,Biden +22,democrat,-22.34211,5095,-31.7,alaska,2020-11-14T00:42:12.206092Z
02939,ED 39,4822,282,24,33,Released as a separate subtotal as first report of the night,74,6485,74%,74% reported,edison,2,unknown,,4000,,,1556,2946,99,90,68,44,19,93,176,6,2,2,3,0,2020-11-12T16:41:29Z,28.82621,D+29,Biden +29,democrat,-28.82621,5639,-30.8,alaska,2020-11-14T00:42:12.206092Z
02904,ED 4,10893,6231,6,7,Released as a separate subtotal as first report of the night,99,10949,>98%,>98% reported,edison,2,unknown,,4000,,,4660,5769,313,92,27,28,4,1872,4157,149,36,7,10,0,2020-11-11T13:18:24Z,10.18085,D+10,Biden +10,democrat,-10.18085,9521,-1,alaska,2020-11-14T00:42:12.206092Z
02940,ED 40,3923,0,17,23,Released as a separate subtotal as first report of the night,74,5302,74%,74% reported,edison,2,unknown,,4000,,,1708,1951,84,74,43,39,24,0,0,0,0,0,0,0,2020-11-13T13:56:54Z,6.19424,D+6,Biden +6,democrat,-6.19424,4610,-20.8,alaska,2020-11-14T00:42:12.206092Z
02905,ED 5,8476,4335,8,9,Released as a separate subtotal as first report of the night,93,9092,93%,93% reported,edison,2,unknown,,4000,,,4011,4104,250,67,20,16,8,1431,2757,107,25,7,4,4,2020-11-12T16:41:34Z,1.09722,D+1.1,Biden +1.1,democrat,-1.09722,7906,6.3,alaska,2020-11-14T00:42:12.206092Z
02906,ED 6,9075,5,30,33,Released as a separate subtotal as first report of the night,93,9729,93%,93% reported,edison,2,unknown,,4000,,,5568,3107,253,80,32,29,6,2,2,0,1,0,0,0,2020-11-12T16:41:33Z,27.11846,R+27,Trump +27,republican,27.11846,8460,28.3,alaska,2020-11-14T00:42:12.206092Z
02907,ED 7,9086,5090,6,7,Released as a separate subtotal as first report of the night,95,9538,95%,95% reported,edison,2,unknown,,4000,,,6667,2070,250,48,35,12,4,3421,1502,113,21,22,8,3,2020-11-13T13:57:03Z,50.59432,R+51,Trump +51,republican,50.59432,8294,53.4,alaska,2020-11-14T00:42:12.206092Z
02908,ED 8,9376,3931,6,6,Released as a separate subtotal as first report of the night,100,9284,>98%,>98% reported,edison,2,unknown,,4000,,,7231,1839,217,43,26,15,5,2636,1214,59,13,7,1,1,2020-11-13T13:57:02Z,57.50853,R+58,Trump +58,republican,57.50853,8073,60.8,alaska,2020-11-14T00:42:12.206092Z
02909,ED 9,10473,4,11,11,Released as a separate subtotal as first report of the night,100,10297,>98%,>98% reported,edison,2,unknown,,4000,,,7445,2611,286,74,38,16,3,2,2,0,0,0,0,0,2020-11-13T13:57:01Z,46.15678,R+46,Trump +46,republican,46.15678,8954,47.5,alaska,2020-11-14T00:42:12.206092Z
