fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_segalj,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_segalj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
24021,Frederick,140410,52530,78,79,Released as a precinct as first report of the night,100,140758,>98%,>98% reported,edison,4,some,,22179,,,75094,62221,2195,660,240,20063,31486,681,208,92,2020-11-12T23:01:45Z,9.16815,D+9,Biden +9,democrat,-9.16815,125677,2.4,117115,3.12,maryland,2020-11-14T00:42:59.459299Z
24023,Garrett,15577,0,19,20,Released separately AFTER election night,99,15692,>98%,>98% reported,edison,2,none,,2480,,,3281,12000,212,64,20,0,0,0,0,0,2020-11-13T17:45:43Z,55.97355,R+56,Trump +56,republican,55.97355,14011,58.6,13157,50.31,maryland,2020-11-14T00:42:59.459299Z
24025,Harford,147221,68976,84,86,Released as a separate subtotal as first report of the night,98,149713,98%,98% reported,edison,4,some,,26224,,,63095,80930,2473,577,146,22216,45623,899,200,38,2020-11-13T22:22:49Z,12.11444,R+12,Trump +12,republican,12.11444,133672,23,125954,18.41,maryland,2020-11-14T00:42:59.459299Z
24027,Howard,181324,60430,118,119,Released separately AFTER election night,100,181656,>98%,>98% reported,edison,2,some,,48738,,,129433,48390,2471,785,245,35872,23430,810,248,70,2020-11-13T21:08:43Z,44.69513,D+45,Biden +45,democrat,-44.69513,162193,-34,153108,-21.97,maryland,2020-11-14T00:42:59.459299Z
24029,Kent,10740,0,10,11,None,96,11224,96%,96% reported,edison,2,none,,3816,,,5329,5195,117,68,31,0,0,0,0,0,2020-11-13T19:40:46Z,1.24767,D+1.2,Biden +1.2,democrat,-1.24767,10021,3,9904,0.28,maryland,2020-11-14T00:42:59.459299Z
24031,Montgomery,438372,0,219,269,Released as a precinct as first report of the night,82,536338,82%,82% reported,edison,2,unknown,,124702,,,344928,86525,3278,2458,1183,0,0,0,0,0,2020-11-13T03:49:51Z,58.94605,D+59,Biden +59,democrat,-58.94605,478873,-55.4,455992,-43.87,maryland,2020-11-14T00:42:59.459299Z
24033,Prince George's,407943,306363,268,288,None,100,312395,>98%,>98% reported,edison,6,some,,111886,,,366037,35624,1707,3223,1352,278000,24509,982,2015,857,2020-11-13T22:00:42Z,80.99489,D+81,Biden +81,democrat,-80.99489,390385,-79.7,387744,-80.52,maryland,2020-11-14T00:42:59.459299Z
24035,Queen Anne's,30079,0,12,12,Other,100,29706,>98%,>98% reported,edison,2,unknown,,6419,,,10709,18741,411,164,54,0,0,0,0,0,2020-11-13T16:32:46Z,26.70302,R+27,Trump +27,republican,26.70302,26523,34,24888,29.2,maryland,2020-11-14T00:42:59.459299Z
24039,Somerset,10117,0,20,23,None,88,11516,88%,88% reported,edison,2,unknown,,2648,,,4241,5739,82,38,17,0,0,0,0,0,2020-11-13T21:01:47Z,14.80676,R+15,Trump +15,republican,14.80676,9900,11.6,10399,-1.9,maryland,2020-11-14T00:42:59.459299Z
24037,St. Mary's,55334,0,36,37,"As a precinct in the FIRST cumulative report, along with regular precincts",99,55823,>98%,>98% reported,edison,2,none,,11354,,,23137,30822,1112,200,63,0,0,0,0,0,2020-11-13T21:01:48Z,13.88839,R+14,Trump +14,republican,13.88839,49842,22.3,47824,14.82,maryland,2020-11-14T00:42:59.459299Z
24041,Talbot,22400,0,11,12,Released as a separate subtotal as first report of the night,97,23019,97%,97% reported,edison,2,unknown,,9517,,,11062,10946,274,83,35,0,0,0,0,0,2020-11-13T21:34:42Z,0.51786,D+0.52,Biden +0.52,democrat,-0.51786,20553,10.1,20459,12.37,maryland,2020-11-14T00:42:59.459299Z
24043,Washington,67111,32573,49,54,Released as a precinct as first report of the night,91,73910,91%,91% reported,edison,4,some,,11758,,,25870,40004,833,307,97,15952,16156,271,140,54,2020-11-13T17:27:43Z,21.06063,R+21,Trump +21,republican,21.06063,65991,30.1,62755,17.58,maryland,2020-11-14T00:42:59.459299Z
24045,Wicomico,42947,0,49,54,Released as a precinct as first report of the night,90,47653,90%,90% reported,edison,2,unknown,,10264,,,20150,21881,496,277,143,0,0,0,0,0,2020-11-11T03:26:22Z,4.03055,R+4,Trump +4,republican,4.03055,42547,9.7,42259,5.04,maryland,2020-11-14T00:42:59.459299Z
24047,Worcester,31567,0,15,16,Released as a precinct as first report of the night,100,31666,>98%,>98% reported,edison,2,unknown,,4518,,,12560,18571,336,80,20,0,0,0,0,0,2020-11-13T21:29:44Z,19.04204,R+19,Trump +19,republican,19.04204,28273,26.4,27420,18.01,maryland,2020-11-14T00:42:59.459299Z
