fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_hawkinsh,results_hunterd,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,results_absentee_hawkinsh,results_absentee_hunterd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
41021,Gilliam,1178,0,3,3,Other,100,1178,>98%,>98% reported,edison,8,unknown,,,,,324,834,17,2,1,0,0,0,0,0,0,0,2020-11-24T13:23:28Z,43.29372,R+43,Trump +43,republican,43.29372,1019,42.4,1061,25.26,oregon,2020-11-26T00:50:05.186764Z
41023,Grant,4596,0,5,5,Other,100,4596,>98%,>98% reported,edison,8,unknown,,,,,929,3545,77,22,12,11,0,0,0,0,0,0,2020-11-24T13:23:29Z,56.91906,R+57,Trump +57,republican,56.91906,4340,56.9,3911,53,oregon,2020-11-26T00:50:05.186764Z
41025,Harney,4481,0,3,3,Other,100,4481,>98%,>98% reported,edison,8,unknown,,,,,894,3475,63,31,9,9,0,0,0,0,0,0,2020-11-24T13:23:29Z,57.59875,R+58,Trump +58,republican,57.59875,3974,56.1,3583,49.54,oregon,2020-11-26T00:50:05.186764Z
41027,Hood River,13090,0,13,13,Other,100,13090,>98%,>98% reported,edison,8,unknown,,,,,8764,3955,199,92,55,25,0,0,0,0,0,0,2020-11-24T13:23:30Z,36.73797,D+37,Biden +37,democrat,-36.73797,10910,-29.7,9838,-26.72,oregon,2020-11-26T00:50:05.186764Z
41029,Jackson,126421,0,45,45,Other,100,126325,>98%,>98% reported,edison,8,all,,,,,59478,63869,2168,,637,269,0,0,0,,0,0,2020-11-24T13:23:31Z,3.47332,R+3,Trump +3,republican,3.47332,109327,8.6,97127,4.69,oregon,2020-11-26T00:50:05.186764Z
41031,Jefferson,11913,0,15,15,Other,100,11666,>98%,>98% reported,edison,8,some,,,,,4393,7189,210,40,57,24,0,0,0,0,0,0,2020-11-24T13:23:32Z,23.47016,R+23,Trump +23,republican,23.47016,9459,26.5,8175,16.4,oregon,2020-11-26T00:50:05.186764Z
41033,Josephine,51641,0,47,47,Other,100,51592,>98%,>98% reported,edison,8,some,,,,,18451,31751,795,301,223,120,0,0,0,0,0,0,2020-11-24T13:23:32Z,25.75473,R+26,Trump +26,republican,25.75473,44560,30.2,40238,21.67,oregon,2020-11-26T00:50:05.186764Z
41035,Klamath,36556,0,43,43,Other,100,36331,>98%,>98% reported,edison,8,unknown,,,,,10388,25308,637,,146,77,0,0,0,,0,0,2020-11-24T13:23:32Z,40.81409,R+41,Trump +41,republican,40.81409,30507,43.4,28152,37.64,oregon,2020-11-26T00:50:05.186764Z
41037,Lake,4363,0,19,19,Other,100,4363,>98%,>98% reported,edison,8,all,,,,,792,3470,63,20,10,8,0,0,0,0,0,0,2020-11-24T13:23:33Z,61.37978,R+61,Trump +61,republican,61.37978,3930,60.6,3710,54.93,oregon,2020-11-26T00:50:05.186764Z
41039,Lane,222253,0,80,80,Other,100,221585,>98%,>98% reported,edison,8,some,,,,,134366,80336,3906,1727,1349,569,0,0,0,0,0,0,2020-11-24T13:23:33Z,24.31013,D+24,Biden +24,democrat,-24.31013,191950,-18.6,171850,-23.36,oregon,2020-11-26T00:50:05.186764Z
41041,Lincoln,30726,0,32,32,Other,100,30726,>98%,>98% reported,edison,8,unknown,,,,,17385,12460,462,140,214,65,0,0,0,0,0,0,2020-11-24T13:23:33Z,16.02877,D+16,Biden +16,democrat,-16.02877,25256,-9.7,22984,-20.51,oregon,2020-11-26T00:50:05.186764Z
41043,Linn,72640,0,90,90,Other,100,72640,>98%,>98% reported,edison,8,some,,,,,26512,43486,1594,496,403,149,0,0,0,0,0,0,2020-11-24T13:23:34Z,23.36729,R+23,Trump +23,republican,23.36729,58719,26.4,51426,16.66,oregon,2020-11-26T00:50:05.186764Z
41045,Malheur,11804,0,24,24,Other,100,11804,>98%,>98% reported,edison,8,unknown,,,,,3260,8187,221,51,56,29,0,0,0,0,0,0,2020-11-24T13:23:34Z,41.74009,R+42,Trump +42,republican,41.74009,10435,47.4,9956,41.1,oregon,2020-11-26T00:50:05.186764Z
41047,Marion,165534,0,122,122,Other,100,165530,>98%,>98% reported,edison,8,unknown,,,,,80872,79002,3272,1226,844,318,0,0,0,0,0,0,2020-11-24T13:23:36Z,1.12968,D+1.1,Biden +1.1,democrat,-1.12968,136840,4.1,120376,3.17,oregon,2020-11-26T00:50:05.186764Z
41049,Morrow,5118,0,5,5,Other,100,5118,>98%,>98% reported,edison,8,unknown,,,,,1371,3586,126,17,13,5,0,0,0,0,0,0,2020-11-24T13:23:36Z,43.27862,R+43,Trump +43,republican,43.27862,4167,40.9,3882,34.26,oregon,2020-11-26T00:50:05.186764Z
41051,Multnomah,463659,0,113,113,Other,100,463659,>98%,>98% reported,edison,8,some,,,,,367249,82995,5726,3571,2974,1144,0,0,0,0,0,0,2020-11-24T13:23:37Z,61.30669,D+61,Biden +61,democrat,-61.30669,399103,-56.3,364722,-54.72,oregon,2020-11-26T00:50:05.186764Z
41053,Polk,48291,0,16,16,Other,100,48291,>98%,>98% reported,edison,8,all,,,,,22917,23732,981,359,212,90,0,0,0,0,0,0,2020-11-24T13:23:37Z,1.68769,R+1.7,Trump +1.7,republican,1.68769,40295,6.3,35257,4.33,oregon,2020-11-26T00:50:05.186764Z
41055,Sherman,1208,0,5,5,Other,100,1208,>98%,>98% reported,edison,8,unknown,,,,,260,921,24,1,1,1,0,0,0,0,0,0,2020-11-24T13:23:38Z,54.71854,R+55,Trump +55,republican,54.71854,1017,52.1,1026,34.99,oregon,2020-11-26T00:50:05.186764Z
41057,Tillamook,16888,0,29,29,Other,100,16888,>98%,>98% reported,edison,8,all,,,,,8066,8354,261,86,89,32,0,0,0,0,0,0,2020-11-24T13:23:39Z,1.70535,R+1.7,Trump +1.7,republican,1.70535,13803,5.6,12519,-4.86,oregon,2020-11-26T00:50:05.186764Z
41059,Umatilla,32861,0,45,45,Other,100,32539,>98%,>98% reported,edison,8,unknown,,,,,10707,21270,740,,90,54,0,0,0,,0,0,2020-11-25T21:54:02Z,32.14449,R+32,Trump +32,republican,32.14449,27597,34,24969,27.69,oregon,2020-11-26T00:50:05.186764Z
41061,Union,14944,0,19,19,Other,100,14944,>98%,>98% reported,edison,8,unknown,,,,,4254,10298,241,74,46,31,0,0,0,0,0,0,2020-11-24T13:23:39Z,40.44433,R+40,Trump +40,republican,40.44433,12968,40,12070,30.35,oregon,2020-11-26T00:50:05.186764Z
41063,Wallowa,5149,0,12,12,Other,100,5149,>98%,>98% reported,edison,8,unknown,,,,,1625,3404,76,18,11,15,0,0,0,0,0,0,2020-11-24T13:23:40Z,34.5504,R+35,Trump +35,republican,34.5504,4366,39.7,4205,36.88,oregon,2020-11-26T00:50:05.186764Z
41065,Wasco,14130,0,14,14,Other,100,14130,>98%,>98% reported,edison,8,unknown,,,,,6604,7035,296,93,75,27,0,0,0,0,0,0,2020-11-24T13:23:40Z,3.05025,R+3,Trump +3,republican,3.05025,11964,8.8,10873,0.17,oregon,2020-11-26T00:50:05.186764Z
41067,Washington,320194,0,143,143,Other,100,320194,>98%,>98% reported,edison,8,all,,,,,209848,99035,6397,2856,1426,632,0,0,0,0,0,0,2020-11-24T13:23:41Z,34.60808,D+35,Biden +35,democrat,-34.60808,269232,-26,237023,-17.43,oregon,2020-11-26T00:50:05.186764Z
41069,Wheeler,965,0,3,3,Other,100,965,>98%,>98% reported,edison,8,unknown,,,,,217,711,25,5,2,5,0,0,0,0,0,0,2020-11-24T13:23:41Z,51.19171,R+51,Trump +51,republican,51.19171,818,53.3,858,32.52,oregon,2020-11-26T00:50:05.186764Z
41071,Yamhill,58923,0,22,22,Other,100,58923,>98%,>98% reported,edison,8,unknown,,,,,27174,29551,1448,377,254,119,0,0,0,0,0,0,2020-11-24T13:23:41Z,4.03408,R+4,Trump +4,republican,4.03408,48753,8.1,42907,6.49,oregon,2020-11-26T00:50:05.186764Z
