fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_letlowl,results_harrisl,results_christophec,results_lemellem,results_guillorya,results_robinsons,results_hastym,results_snowdenp,results_lagardej,results_absentee_letlowl,results_absentee_harrisl,results_absentee_christophec,results_absentee_lemellem,results_absentee_guillorya,results_absentee_robinsons,results_absentee_hastym,results_absentee_snowdenp,results_absentee_lagardej,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
22061,Lincoln,18380,0,50,57,Released as a separate subtotal as first report of the night,87,21096,87%,87% reported,edison,2,unknown,7274,6013,2105,2035,3955,963,1723,499,860,227,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:59Z,11.19695,R+11,Letlow +11,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22065,Madison,4321,0,21,26,Released as a separate subtotal as first report of the night,81,5347,81%,81% reported,edison,2,unknown,2077,1426,210,1255,557,170,118,69,360,156,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:00Z,3.95742,R+4,Letlow +4,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22067,Morehouse,10600,0,34,43,Released as a separate subtotal as first report of the night,79,13393,79%,79% reported,edison,2,unknown,5808,4174,655,1771,1709,393,1054,147,395,302,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:00Z,22.66981,R+23,Letlow +23,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22073,Ouachita,65462,0,74,87,Released as a separate subtotal as first report of the night,85,76859,85%,85% reported,edison,2,unknown,21843,24210,4238,9780,7529,2236,11897,964,2936,1672,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:01Z,18.80939,R+19,Letlow +19,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22079,Rapides,55720,0,98,113,Released as a separate subtotal as first report of the night,87,64234,87%,87% reported,edison,2,unknown,15102,9417,23429,11969,3173,2476,1294,1793,1381,788,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:01Z,20.56712,R+21,Harris +21,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22083,Richland,9303,0,20,23,Released as a separate subtotal as first report of the night,86,10845,86%,86% reported,edison,2,unknown,3563,5793,441,1218,795,219,315,64,247,211,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:01Z,49.17768,R+49,Letlow +49,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22091,St. Helena,1411,0,2,3,Released as a separate subtotal as first report of the night,80,1763,80%,80% reported,edison,2,unknown,2034,299,159,316,73,234,96,128,42,64,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:48Z,,–,–,"",LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22097,St. Landry,16488,0,34,42,Released as a separate subtotal as first report of the night,80,20604,80%,80% reported,edison,2,unknown,8342,4276,1288,2146,4763,2077,812,541,274,311,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:49Z,2.95366,D+3,Lemelle +3,democrat,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22105,Tangipahoa,20011,0,30,35,Released as a separate subtotal as first report of the night,85,23596,85%,85% reported,edison,2,unknown,14341,3774,3130,3785,1656,3543,1356,1079,443,1245,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:50Z,,–,–,"",LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22107,Tensas,2378,0,13,16,Released as a separate subtotal as first report of the night,83,2879,83%,83% reported,edison,2,unknown,1576,880,118,710,258,88,60,46,155,63,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:02Z,7.14886,R+7,Letlow +7,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22117,Washington,17627,0,34,41,Released as a separate subtotal as first report of the night,84,21050,84%,84% reported,edison,2,unknown,6894,5130,1653,3407,1380,3278,1015,967,323,474,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:51Z,9.77478,R+10,Letlow +10,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22123,West Carroll,4655,0,15,17,Released as a separate subtotal as first report of the night,87,5378,87%,87% reported,edison,2,unknown,2541,2670,604,268,213,348,322,144,42,44,0,0,0,0,0,0,0,0,0,2020-11-11T03:26:02Z,44.38238,R+44,Letlow +44,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
22125,West Feliciana,5714,0,31,35,Released as a separate subtotal as first report of the night,87,6553,87%,87% reported,edison,2,unknown,2666,1768,550,1385,302,773,280,319,203,134,0,0,0,0,0,0,0,0,0,2020-11-11T03:25:52Z,6.70284,R+7,Letlow +7,republican,LA-G-H-5-2020-11-03,la-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-louisiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-louisiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,LA,louisiana,Louisiana,La.,horizontal,"",FALSE,TRUE,runoff,AP,FALSE,"",309556,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,698,824,85% reporting,85%,85,366000,edison,85%,85% reported,edison,republican,FALSE,2020-11-11T03:26:33Z,FALSE,16.56986,51293,R+17,Letlow +17,republican,-1,-1,1604465006357
