fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_kennedya,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_kennedya,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
53031,Jefferson,24352,0,39,39,None,100,23317,>98%,>98% reported,edison,2,unknown,,,,,17067,6786,315,140,33,11,0,0,0,0,0,0,0,0,2020-11-11T03:25:38Z,42.2183,D+42,Biden +42,democrat,-42.2183,20879,-31.7,19829,-31.94,washington,2020-11-11T12:17:38.505774Z
53033,King,1195188,0,2642,2642,None,100,1148274,>98%,>98% reported,edison,4,all,,,,,902562,266988,17856,5550,1579,653,0,0,0,0,0,0,0,0,2020-11-11T03:25:39Z,53.17774,D+53,Biden +53,democrat,-53.17774,1028450,-48.8,967154,-40.56,washington,2020-11-11T12:17:38.505774Z
53035,Kitsap,156733,0,215,215,None,100,142965,>98%,>98% reported,edison,4,some,,,,,89812,61204,4755,715,142,105,0,0,0,0,0,0,0,0,2020-11-11T03:25:30Z,18.2527,D+18,Biden +18,democrat,-18.2527,128770,-11,123367,-11.7,washington,2020-11-11T12:17:38.505774Z
53037,Kittitas,25579,0,62,62,None,100,21798,>98%,>98% reported,edison,4,all,,,,,11004,13778,512,95,19,9,162,0,0,0,0,0,0,0,2020-11-11T03:25:31Z,10.84483,R+11,Trump +11,republican,10.84483,19615,13.3,18171,10.09,washington,2020-11-11T12:17:38.505774Z
53039,Klickitat,12720,0,29,29,None,100,12384,>98%,>98% reported,edison,4,all,,,,,5608,6866,178,48,10,10,0,0,0,0,0,0,0,0,2020-11-11T03:25:32Z,9.88994,R+10,Trump +10,republican,9.88994,11074,14.4,10274,6.99,washington,2020-11-11T12:17:38.505774Z
53041,Lewis,45155,0,95,95,None,100,42800,>98%,>98% reported,edison,4,all,,,,,14462,29318,920,173,42,20,220,0,0,0,0,0,0,0,2020-11-11T03:25:33Z,32.90001,R+33,Trump +33,republican,32.90001,35199,35.1,34044,22.88,washington,2020-11-11T12:17:38.505774Z
53043,Lincoln,6942,0,46,46,None,100,6753,>98%,>98% reported,edison,4,unknown,,,,,1694,5095,108,15,3,1,26,0,0,0,0,0,0,0,2020-11-11T03:25:34Z,48.99165,R+49,Trump +49,republican,48.99165,5861,48.9,5872,40.7,washington,2020-11-11T12:17:38.505774Z
53045,Mason,36572,0,43,43,None,100,32470,>98%,>98% reported,edison,4,unknown,,,,,16999,18342,853,169,44,25,140,0,0,0,0,0,0,0,2020-11-11T03:25:35Z,3.67221,R+4,Trump +4,republican,3.67221,29003,5.8,28235,-7.09,washington,2020-11-11T12:17:38.505774Z
53047,Okanogan,20561,0,248,248,None,100,19655,>98%,>98% reported,edison,2,unknown,,,,,8621,11544,278,77,24,17,0,0,0,0,0,0,0,0,2020-11-11T03:25:26Z,14.21623,R+14,Trump +14,republican,14.21623,17556,18.9,16846,12.54,washington,2020-11-11T12:17:38.505774Z
53049,Pacific,14011,0,39,39,None,100,12323,>98%,>98% reported,edison,4,some,,,,,6776,6930,198,46,13,10,38,0,0,0,0,0,0,0,2020-11-11T03:25:27Z,1.09914,R+1.1,Trump +1.1,republican,1.09914,10972,6.7,10524,-11.52,washington,2020-11-11T12:17:38.505774Z
53051,Pend Oreille,8422,0,27,27,None,100,8400,>98%,>98% reported,edison,2,unknown,,,,,2578,5655,144,31,9,5,0,0,0,0,0,0,0,0,2020-11-11T03:24:44Z,36.53526,R+37,Trump +37,republican,36.53526,7016,34.8,6668,21.66,washington,2020-11-11T12:17:38.505774Z
53053,Pierce,458620,0,555,555,None,100,395000,>98%,>98% reported,edison,4,unknown,,,,,247277,195835,10299,2087,527,310,2285,0,0,0,0,0,0,0,2020-11-11T03:25:29Z,11.21669,D+11,Biden +11,democrat,-11.21669,360017,-7.1,342910,-11.07,washington,2020-11-11T12:17:38.505774Z
53055,San Juan,12977,0,19,19,None,100,12390,>98%,>98% reported,edison,4,some,,,,,9606,2994,202,69,16,9,81,0,0,0,0,0,0,0,2020-11-11T03:25:29Z,50.95168,D+51,Biden +51,democrat,-50.95168,11134,-40.3,10594,-37.89,washington,2020-11-11T12:17:38.505774Z
53057,Skagit,67856,0,121,121,None,100,64363,>98%,>98% reported,edison,4,some,,,,,35741,30389,1336,261,80,49,0,0,0,0,0,0,0,0,2020-11-11T03:25:30Z,7.88729,D+8,Biden +8,democrat,-7.88729,58059,-3.4,55269,-6.54,washington,2020-11-11T12:17:38.505774Z
53059,Skamania,7100,0,23,23,None,100,6115,>98%,>98% reported,edison,6,all,,,,,3100,3783,148,27,4,4,34,0,0,0,0,0,0,0,2020-11-11T03:25:21Z,9.61972,R+10,Trump +10,republican,9.61972,5829,11.9,5466,1.08,washington,2020-11-11T12:17:38.505774Z
53061,Snohomish,434556,0,784,784,None,100,393499,>98%,>98% reported,edison,4,all,,,,,254917,165128,9559,1974,480,243,2255,0,0,0,0,0,0,0,2020-11-11T03:25:22Z,20.66224,D+21,Biden +21,democrat,-20.66224,354734,-16.1,329817,-16.83,washington,2020-11-11T12:17:38.505774Z
53063,Spokane,292967,0,362,362,None,100,261333,>98%,>98% reported,edison,4,all,,,,,134884,147635,7064,1286,301,196,1601,0,0,0,0,0,0,0,2020-11-11T03:25:22Z,4.35237,R+4,Trump +4,republican,4.35237,236050,8.3,223830,5.8,washington,2020-11-11T12:17:38.505774Z
53065,Stevens,21581,0,48,58,None,83,26079,83%,83% reported,edison,4,some,,,,,6563,14566,321,48,14,11,58,0,0,0,0,0,0,0,2020-11-11T03:25:23Z,37.08355,R+37,Trump +37,republican,37.08355,23395,40.2,22161,26.75,washington,2020-11-11T12:17:38.505774Z
53067,Thurston,162616,0,284,284,None,100,148822,>98%,>98% reported,edison,4,unknown,,,,,94076,63087,3515,932,271,106,629,0,0,0,0,0,0,0,2020-11-11T03:25:24Z,19.05655,D+19,Biden +19,democrat,-19.05655,134191,-15,127063,-19.48,washington,2020-11-11T12:17:38.505774Z
53069,Wahkiakum,2931,0,11,11,None,100,2712,>98%,>98% reported,edison,4,unknown,,,,,1150,1711,43,18,0,2,7,0,0,0,0,0,0,0,2020-11-11T03:25:25Z,19.14023,R+19,Trump +19,republican,19.14023,2429,21.1,2294,1.09,washington,2020-11-11T12:17:38.505774Z
53071,Walla Walla,23379,0,50,63,None,80,29232,80%,80% reported,edison,4,some,,,,,10705,12068,427,69,22,9,79,0,0,0,0,0,0,0,2020-11-11T03:25:17Z,5.83002,R+6,Trump +6,republican,5.83002,26228,15.1,25108,19.44,washington,2020-11-11T12:17:38.505774Z
53073,Whatcom,137882,0,181,181,None,100,126124,>98%,>98% reported,edison,4,some,,,,,83342,50311,2462,721,206,87,753,0,0,0,0,0,0,0,2020-11-11T03:25:18Z,23.95599,D+24,Biden +24,democrat,-23.95599,113339,-17.4,103029,-13.96,washington,2020-11-11T12:17:38.505774Z
53075,Whitman,19097,0,66,69,None,95,19901,95%,95% reported,edison,4,unknown,,,,,10106,8273,478,113,18,13,96,0,0,0,0,0,0,0,2020-11-11T03:25:19Z,9.59837,D+10,Biden +10,democrat,-9.59837,18028,-4.1,17121,2.75,washington,2020-11-11T12:17:38.505774Z
53077,Yakima,93614,0,173,173,None,100,89413,>98%,>98% reported,edison,4,unknown,,,,,41999,49550,1388,304,148,78,147,0,0,0,0,0,0,0,2020-11-11T03:25:20Z,8.0661,R+8,Trump +8,republican,8.0661,79741,13.1,76973,11.72,washington,2020-11-11T12:17:38.505774Z
